curr_gen,fitness,genome,min_samples_leaf,min_samples_split,max_features
101,0.7251184834123223,['H2FS7', 'H2TO28', 'H1TO50', 'H1ED17', 'H1EE7', 'H2PF5', 'H1FS13', 'H2DS2', 'H1GH29', 'H1PF25', 'H1FS15', 'H1GH19', 'H2FS15', 'H2DS14', 'H2FS1', 'H2WP4', 'H1WP14', 'H1FS18', 'H1PF26', 'H1TS3', 'H1PF16', 'H1PF31', 'H1FS9', 'H1ED7', 'S60K', 'H1WP2', 'H1WP1', 'H2DS7', 'H1PF30', 'H2PF24', 'H1GH20', 'H2PF12', 'H2GH30', 'H1DS14', 'H1WP3', 'H2PF29', 'H1DA6', 'H1PF32', 'H2PF27', 'S62P', 'H2PF9', 'S62H', 'H1TO9', 'H1PF10', 'H2EE12', 'H2FS16', 'H1DS7', 'H2PF22', 'H2ED16', 'H1PF33', 'H1PF16', 'H1FS11', 'H2FV7', 'H1ED15', 'H2ED12', 'H1ED19', 'H2WP7', 'H1PF36', 'H1DS5', 'H2ED17', 'H1WP6', 'H1TO3', 'H2EE14', 'H1PF7', 'S45A', 'H2ED5', 'H1WP4', 'S60M', 'H1PF34', 'H1FS4'],93,10,57
102,0.7251184834123223,['H2FS7', 'H2TO28', 'H1TO50', 'H1ED17', 'H1EE7', 'H2PF5', 'H1FS13', 'H2DS2', 'H1GH29', 'H1PF25', 'H1FS15', 'H1GH19', 'H2FS15', 'H2DS14', 'H2FS1', 'H2WP4', 'H1WP14', 'H1FS18', 'H1PF26', 'H1TS3', 'H1PF16', 'H1PF31', 'H1FS9', 'H1ED7', 'S60K', 'H1WP2', 'H1WP1', 'H2DS7', 'H1PF30', 'H2PF24', 'H1GH20', 'H2PF12', 'H2GH30', 'H1DS14', 'H1WP3', 'H2PF29', 'H1DA6', 'H1PF32', 'H2PF27', 'S62P', 'H2PF9', 'S62H', 'H1TO9', 'H1PF10', 'H2EE12', 'H2FS16', 'H1DS7', 'H2PF22', 'H2ED16', 'H1PF33', 'H1PF16', 'H1FS11', 'H2FV7', 'H1ED15', 'H2ED12', 'H1ED19', 'H2WP7', 'H1PF36', 'H1DS5', 'H2ED17', 'H1WP6', 'H1TO3', 'H2EE14', 'H1PF7', 'S45A', 'H2ED5', 'H1WP4', 'S60M', 'H1PF34', 'H1FS4'],93,10,57
103,0.7251184834123223,['H2FS7', 'H2TO28', 'H1TO50', 'H1ED17', 'H1EE7', 'H2PF5', 'H1FS13', 'H2DS2', 'H1GH29', 'H1PF25', 'H1FS15', 'H1GH19', 'H2FS15', 'H2DS14', 'H2FS1', 'H2WP4', 'H1WP14', 'H1FS18', 'H1PF26', 'H1TS3', 'H1PF16', 'H1PF31', 'H1FS9', 'H1ED7', 'S60K', 'H1WP2', 'H1WP1', 'H2DS7', 'H1PF30', 'H2PF24', 'H1GH20', 'H2PF12', 'H2GH30', 'H1DS14', 'H1WP3', 'H2PF29', 'H1DA6', 'H1PF32', 'H2PF27', 'S62P', 'H2PF9', 'S62H', 'H1TO9', 'H1PF10', 'H2EE12', 'H2FS16', 'H1DS7', 'H2PF22', 'H2ED16', 'H1PF33', 'H1PF16', 'H1FS11', 'H2FV7', 'H1ED15', 'H2ED12', 'H1ED19', 'H2WP7', 'H1PF36', 'H1DS5', 'H2ED17', 'H1WP6', 'H1TO3', 'H2EE14', 'H1PF7', 'S45A', 'H2ED5', 'H1WP4', 'S60M', 'H1PF34', 'H1FS4'],93,10,57
104,0.7251184834123223,['H2FS7', 'H2TO28', 'H1TO50', 'H1ED17', 'H1EE7', 'H2PF5', 'H1FS13', 'H2DS2', 'H1GH29', 'H1PF25', 'H1FS15', 'H1GH19', 'H2FS15', 'H2DS14', 'H2FS1', 'H2WP4', 'H1WP14', 'H1FS18', 'H1PF26', 'H1TS3', 'H1PF16', 'H1PF31', 'H1FS9', 'H1ED7', 'S60K', 'H1WP2', 'H1WP1', 'H2DS7', 'H1PF30', 'H2PF24', 'H1GH20', 'H2PF12', 'H2GH30', 'H1DS14', 'H1WP3', 'H2PF29', 'H1DA6', 'H1PF32', 'H2PF27', 'S62P', 'H2PF9', 'S62H', 'H1TO9', 'H1PF10', 'H2EE12', 'H2FS16', 'H1DS7', 'H2PF22', 'H2ED16', 'H1PF33', 'H1PF16', 'H1FS11', 'H2FV7', 'H1ED15', 'H2ED12', 'H1ED19', 'H2WP7', 'H1PF36', 'H1DS5', 'H2ED17', 'H1WP6', 'H1TO3', 'H2EE14', 'H1PF7', 'S45A', 'H2ED5', 'H1WP4', 'S60M', 'H1PF34', 'H1FS4'],93,10,57
105,0.7251184834123223,['H2FS7', 'H2TO28', 'H1TO50', 'H1ED17', 'H1EE7', 'H2PF5', 'H1FS13', 'H2DS2', 'H1GH29', 'H1PF25', 'H1FS15', 'H1GH19', 'H2FS15', 'H2DS14', 'H2FS1', 'H2WP4', 'H1WP14', 'H1FS18', 'H1PF26', 'H1TS3', 'H1PF16', 'H1PF31', 'H1FS9', 'H1ED7', 'S60K', 'H1WP2', 'H1WP1', 'H2DS7', 'H1PF30', 'H2PF24', 'H1GH20', 'H2PF12', 'H2GH30', 'H1DS14', 'H1WP3', 'H2PF29', 'H1DA6', 'H1PF32', 'H2PF27', 'S62P', 'H2PF9', 'S62H', 'H1TO9', 'H1PF10', 'H2EE12', 'H2FS16', 'H1DS7', 'H2PF22', 'H2ED16', 'H1PF33', 'H1PF16', 'H1FS11', 'H2FV7', 'H1ED15', 'H2ED12', 'H1ED19', 'H2WP7', 'H1PF36', 'H1DS5', 'H2ED17', 'H1WP6', 'H1TO3', 'H2EE14', 'H1PF7', 'S45A', 'H2ED5', 'H1WP4', 'S60M', 'H1PF34', 'H1FS4'],93,10,57
106,0.7251184834123223,['H2FS7', 'H2TO28', 'H1TO50', 'H1ED17', 'H1EE7', 'H2PF5', 'H1FS13', 'H2DS2', 'H1GH29', 'H1PF25', 'H1FS15', 'H1GH19', 'H2FS15', 'H2DS14', 'H2FS1', 'H2WP4', 'H1WP14', 'H1FS18', 'H1PF26', 'H1TS3', 'H1PF16', 'H1PF31', 'H1FS9', 'H1ED7', 'S60K', 'H1WP2', 'H1WP1', 'H2DS7', 'H1PF30', 'H2PF24', 'H1GH20', 'H2PF12', 'H2GH30', 'H1DS14', 'H1WP3', 'H2PF29', 'H1DA6', 'H1PF32', 'H2PF27', 'S62P', 'H2PF9', 'S62H', 'H1TO9', 'H1PF10', 'H2EE12', 'H2FS16', 'H1DS7', 'H2PF22', 'H2ED16', 'H1PF33', 'H1PF16', 'H1FS11', 'H2FV7', 'H1ED15', 'H2ED12', 'H1ED19', 'H2WP7', 'H1PF36', 'H1DS5', 'H2ED17', 'H1WP6', 'H1TO3', 'H2EE14', 'H1PF7', 'S45A', 'H2ED5', 'H1WP4', 'S60M', 'H1PF34', 'H1FS4'],93,10,57
107,0.7251184834123223,['H2FS7', 'H2TO28', 'H1TO50', 'H1ED17', 'H1EE7', 'H2PF5', 'H1FS13', 'H2DS2', 'H1GH29', 'H1PF25', 'H1FS15', 'H1GH19', 'H2FS15', 'H2DS14', 'H2FS1', 'H2WP4', 'H1WP14', 'H1FS18', 'H1PF26', 'H1TS3', 'H1PF16', 'H1PF31', 'H1FS9', 'H1ED7', 'S60K', 'H1WP2', 'H1WP1', 'H2DS7', 'H1PF30', 'H2PF24', 'H1GH20', 'H2PF12', 'H2GH30', 'H1DS14', 'H1WP3', 'H2PF29', 'H1DA6', 'H1PF32', 'H2PF27', 'S62P', 'H2PF9', 'S62H', 'H1TO9', 'H1PF10', 'H2EE12', 'H2FS16', 'H1DS7', 'H2PF22', 'H2ED16', 'H1PF33', 'H1PF16', 'H1FS11', 'H2FV7', 'H1ED15', 'H2ED12', 'H1ED19', 'H2WP7', 'H1PF36', 'H1DS5', 'H2ED17', 'H1WP6', 'H1TO3', 'H2EE14', 'H1PF7', 'S45A', 'H2ED5', 'H1WP4', 'S60M', 'H1PF34', 'H1FS4'],93,10,57
108,0.7251184834123223,['H2FS7', 'H2TO28', 'H1TO50', 'H1ED17', 'H1EE7', 'H2PF5', 'H1FS13', 'H2DS2', 'H1GH29', 'H1PF25', 'H1FS15', 'H1GH19', 'H2FS15', 'H2DS14', 'H2FS1', 'H2WP4', 'H1WP14', 'H1FS18', 'H1PF26', 'H1TS3', 'H1PF16', 'H1PF31', 'H1FS9', 'H1ED7', 'S60K', 'H1WP2', 'H1WP1', 'H2DS7', 'H1PF30', 'H2PF24', 'H1GH20', 'H2PF12', 'H2GH30', 'H1DS14', 'H1WP3', 'H2PF29', 'H1DA6', 'H1PF32', 'H2PF27', 'S62P', 'H2PF9', 'S62H', 'H1TO9', 'H1PF10', 'H2EE12', 'H2FS16', 'H1DS7', 'H2PF22', 'H2ED16', 'H1PF33', 'H1PF16', 'H1FS11', 'H2FV7', 'H1ED15', 'H2ED12', 'H1ED19', 'H2WP7', 'H1PF36', 'H1DS5', 'H2ED17', 'H1WP6', 'H1TO3', 'H2EE14', 'H1PF7', 'S45A', 'H2ED5', 'H1WP4', 'S60M', 'H1PF34', 'H1FS4'],93,10,57
109,0.7251184834123223,['H2FS7', 'H2TO28', 'H1TO50', 'H1ED17', 'H1EE7', 'H2PF5', 'H1FS13', 'H2DS2', 'H1GH29', 'H1PF25', 'H1FS15', 'H1GH19', 'H2FS15', 'H2DS14', 'H2FS1', 'H2WP4', 'H1WP14', 'H1FS18', 'H1PF26', 'H1TS3', 'H1PF16', 'H1PF31', 'H1FS9', 'H1ED7', 'S60K', 'H1WP2', 'H1WP1', 'H2DS7', 'H1PF30', 'H2PF24', 'H1GH20', 'H2PF12', 'H2GH30', 'H1DS14', 'H1WP3', 'H2PF29', 'H1DA6', 'H1PF32', 'H2PF27', 'S62P', 'H2PF9', 'S62H', 'H1TO9', 'H1PF10', 'H2EE12', 'H2FS16', 'H1DS7', 'H2PF22', 'H2ED16', 'H1PF33', 'H1PF16', 'H1FS11', 'H2FV7', 'H1ED15', 'H2ED12', 'H1ED19', 'H2WP7', 'H1PF36', 'H1DS5', 'H2ED17', 'H1WP6', 'H1TO3', 'H2EE14', 'H1PF7', 'S45A', 'H2ED5', 'H1WP4', 'S60M', 'H1PF34', 'H1FS4'],93,10,57
110,0.7251184834123223,['H2FS7', 'H2TO28', 'H1TO50', 'H1ED17', 'H1EE7', 'H2PF5', 'H1FS13', 'H2DS2', 'H1GH29', 'H1PF25', 'H1FS15', 'H1GH19', 'H2FS15', 'H2DS14', 'H2FS1', 'H2WP4', 'H1WP14', 'H1FS18', 'H1PF26', 'H1TS3', 'H1PF16', 'H1PF31', 'H1FS9', 'H1ED7', 'S60K', 'H1WP2', 'H1WP1', 'H2DS7', 'H1PF30', 'H2PF24', 'H1GH20', 'H2PF12', 'H2GH30', 'H1DS14', 'H1WP3', 'H2PF29', 'H1DA6', 'H1PF32', 'H2PF27', 'S62P', 'H2PF9', 'S62H', 'H1TO9', 'H1PF10', 'H2EE12', 'H2FS16', 'H1DS7', 'H2PF22', 'H2ED16', 'H1PF33', 'H1PF16', 'H1FS11', 'H2FV7', 'H1ED15', 'H2ED12', 'H1ED19', 'H2WP7', 'H1PF36', 'H1DS5', 'H2ED17', 'H1WP6', 'H1TO3', 'H2EE14', 'H1PF7', 'S45A', 'H2ED5', 'H1WP4', 'S60M', 'H1PF34', 'H1FS4'],93,10,57
111,0.7251184834123223,['H2FS7', 'H2TO28', 'H1TO50', 'H1ED17', 'H1EE7', 'H2PF5', 'H1FS13', 'H2DS2', 'H1GH29', 'H1PF25', 'H1FS15', 'H1GH19', 'H2FS15', 'H2DS14', 'H2FS1', 'H2WP4', 'H1WP14', 'H1FS18', 'H1PF26', 'H1TS3', 'H1PF16', 'H1PF31', 'H1FS9', 'H1ED7', 'S60K', 'H1WP2', 'H1WP1', 'H2DS7', 'H1PF30', 'H2PF24', 'H1GH20', 'H2PF12', 'H2GH30', 'H1DS14', 'H1WP3', 'H2PF29', 'H1DA6', 'H1PF32', 'H2PF27', 'S62P', 'H2PF9', 'S62H', 'H1TO9', 'H1PF10', 'H2EE12', 'H2FS16', 'H1DS7', 'H2PF22', 'H2ED16', 'H1PF33', 'H1PF16', 'H1FS11', 'H2FV7', 'H1ED15', 'H2ED12', 'H1ED19', 'H2WP7', 'H1PF36', 'H1DS5', 'H2ED17', 'H1WP6', 'H1TO3', 'H2EE14', 'H1PF7', 'S45A', 'H2ED5', 'H1WP4', 'S60M', 'H1PF34', 'H1FS4'],93,10,57
112,0.7251184834123223,['H2FS7', 'H2TO28', 'H1TO50', 'H1ED17', 'H1EE7', 'H2PF5', 'H1FS13', 'H2DS2', 'H1GH29', 'H1PF25', 'H1FS15', 'H1GH19', 'H2FS15', 'H2DS14', 'H2FS1', 'H2WP4', 'H1WP14', 'H1FS18', 'H1PF26', 'H1TS3', 'H1PF16', 'H1PF31', 'H1FS9', 'H1ED7', 'S60K', 'H1WP2', 'H1WP1', 'H2DS7', 'H1PF30', 'H2PF24', 'H1GH20', 'H2PF12', 'H2GH30', 'H1DS14', 'H1WP3', 'H2PF29', 'H1DA6', 'H1PF32', 'H2PF27', 'S62P', 'H2PF9', 'S62H', 'H1TO9', 'H1PF10', 'H2EE12', 'H2FS16', 'H1DS7', 'H2PF22', 'H2ED16', 'H1PF33', 'H1PF16', 'H1FS11', 'H2FV7', 'H1ED15', 'H2ED12', 'H1ED19', 'H2WP7', 'H1PF36', 'H1DS5', 'H2ED17', 'H1WP6', 'H1TO3', 'H2EE14', 'H1PF7', 'S45A', 'H2ED5', 'H1WP4', 'S60M', 'H1PF34', 'H1FS4'],93,10,57
113,0.7251184834123223,['H2FS7', 'H2TO28', 'H1TO50', 'H1ED17', 'H1EE7', 'H2PF5', 'H1FS13', 'H2DS2', 'H1GH29', 'H1PF25', 'H1FS15', 'H1GH19', 'H2FS15', 'H2DS14', 'H2FS1', 'H2WP4', 'H1WP14', 'H1FS18', 'H1PF26', 'H1TS3', 'H1PF16', 'H1PF31', 'H1FS9', 'H1ED7', 'S60K', 'H1WP2', 'H1WP1', 'H2DS7', 'H1PF30', 'H2PF24', 'H1GH20', 'H2PF12', 'H2GH30', 'H1DS14', 'H1WP3', 'H2PF29', 'H1DA6', 'H1PF32', 'H2PF27', 'S62P', 'H2PF9', 'S62H', 'H1TO9', 'H1PF10', 'H2EE12', 'H2FS16', 'H1DS7', 'H2PF22', 'H2ED16', 'H1PF33', 'H1PF16', 'H1FS11', 'H2FV7', 'H1ED15', 'H2ED12', 'H1ED19', 'H2WP7', 'H1PF36', 'H1DS5', 'H2ED17', 'H1WP6', 'H1TO3', 'H2EE14', 'H1PF7', 'S45A', 'H2ED5', 'H1WP4', 'S60M', 'H1PF34', 'H1FS4'],93,10,57
114,0.7251184834123223,['H2FS7', 'H2TO28', 'H1TO50', 'H1ED17', 'H1EE7', 'H2PF5', 'H1FS13', 'H2DS2', 'H1GH29', 'H1PF25', 'H1FS15', 'H1GH19', 'H2FS15', 'H2DS14', 'H2FS1', 'H2WP4', 'H1WP14', 'H1FS18', 'H1PF26', 'H1TS3', 'H1PF16', 'H1PF31', 'H1FS9', 'H1ED7', 'S60K', 'H1WP2', 'H1WP1', 'H2DS7', 'H1PF30', 'H2PF24', 'H1GH20', 'H2PF12', 'H2GH30', 'H1DS14', 'H1WP3', 'H2PF29', 'H1DA6', 'H1PF32', 'H2PF27', 'S62P', 'H2PF9', 'S62H', 'H1TO9', 'H1PF10', 'H2EE12', 'H2FS16', 'H1DS7', 'H2PF22', 'H2ED16', 'H1PF33', 'H1PF16', 'H1FS11', 'H2FV7', 'H1ED15', 'H2ED12', 'H1ED19', 'H2WP7', 'H1PF36', 'H1DS5', 'H2ED17', 'H1WP6', 'H1TO3', 'H2EE14', 'H1PF7', 'S45A', 'H2ED5', 'H1WP4', 'S60M', 'H1PF34', 'H1FS4'],93,10,57
115,0.7251184834123223,['H2FS7', 'H2TO28', 'H1TO50', 'H1ED17', 'H1EE7', 'H2PF5', 'H1FS13', 'H2DS2', 'H1GH29', 'H1PF25', 'H1FS15', 'H1GH19', 'H2FS15', 'H2DS14', 'H2FS1', 'H2WP4', 'H1WP14', 'H1FS18', 'H1PF26', 'H1TS3', 'H1PF16', 'H1PF31', 'H1FS9', 'H1ED7', 'S60K', 'H1WP2', 'H1WP1', 'H2DS7', 'H1PF30', 'H2PF24', 'H1GH20', 'H2PF12', 'H2GH30', 'H1DS14', 'H1WP3', 'H2PF29', 'H1DA6', 'H1PF32', 'H2PF27', 'S62P', 'H2PF9', 'S62H', 'H1TO9', 'H1PF10', 'H2EE12', 'H2FS16', 'H1DS7', 'H2PF22', 'H2ED16', 'H1PF33', 'H1PF16', 'H1FS11', 'H2FV7', 'H1ED15', 'H2ED12', 'H1ED19', 'H2WP7', 'H1PF36', 'H1DS5', 'H2ED17', 'H1WP6', 'H1TO3', 'H2EE14', 'H1PF7', 'S45A', 'H2ED5', 'H1WP4', 'S60M', 'H1PF34', 'H1FS4'],93,10,57
116,0.7251184834123223,['H2FS7', 'H2TO28', 'H1TO50', 'H1ED17', 'H1EE7', 'H2PF5', 'H1FS13', 'H2DS2', 'H1GH29', 'H1PF25', 'H1FS15', 'H1GH19', 'H2FS15', 'H2DS14', 'H2FS1', 'H2WP4', 'H1WP14', 'H1FS18', 'H1PF26', 'H1TS3', 'H1PF16', 'H1PF31', 'H1FS9', 'H1ED7', 'S60K', 'H1WP2', 'H1WP1', 'H2DS7', 'H1PF30', 'H2PF24', 'H1GH20', 'H2PF12', 'H2GH30', 'H1DS14', 'H1WP3', 'H2PF29', 'H1DA6', 'H1PF32', 'H2PF27', 'S62P', 'H2PF9', 'S62H', 'H1TO9', 'H1PF10', 'H2EE12', 'H2FS16', 'H1DS7', 'H2PF22', 'H2ED16', 'H1PF33', 'H1PF16', 'H1FS11', 'H2FV7', 'H1ED15', 'H2ED12', 'H1ED19', 'H2WP7', 'H1PF36', 'H1DS5', 'H2ED17', 'H1WP6', 'H1TO3', 'H2EE14', 'H1PF7', 'S45A', 'H2ED5', 'H1WP4', 'S60M', 'H1PF34', 'H1FS4'],93,10,57
117,0.7251184834123223,['H2FS7', 'H2TO28', 'H1TO50', 'H1ED17', 'H1EE7', 'H2PF5', 'H1FS13', 'H2DS2', 'H1GH29', 'H1PF25', 'H1FS15', 'H1GH19', 'H2FS15', 'H2DS14', 'H2FS1', 'H2WP4', 'H1WP14', 'H1FS18', 'H1PF26', 'H1TS3', 'H1PF16', 'H1PF31', 'H1FS9', 'H1ED7', 'S60K', 'H1WP2', 'H1WP1', 'H2DS7', 'H1PF30', 'H2PF24', 'H1GH20', 'H2PF12', 'H2GH30', 'H1DS14', 'H1WP3', 'H2PF29', 'H1DA6', 'H1PF32', 'H2PF27', 'S62P', 'H2PF9', 'S62H', 'H1TO9', 'H1PF10', 'H2EE12', 'H2FS16', 'H1DS7', 'H2PF22', 'H2ED16', 'H1PF33', 'H1PF16', 'H1FS11', 'H2FV7', 'H1ED15', 'H2ED12', 'H1ED19', 'H2WP7', 'H1PF36', 'H1DS5', 'H2ED17', 'H1WP6', 'H1TO3', 'H2EE14', 'H1PF7', 'S45A', 'H2ED5', 'H1WP4', 'S60M', 'H1PF34', 'H1FS4'],93,10,57
118,0.7251184834123223,['H2FS7', 'H2TO28', 'H1TO50', 'H1ED17', 'H1EE7', 'H2PF5', 'H1FS13', 'H2DS2', 'H1GH29', 'H1PF25', 'H1FS15', 'H1GH19', 'H2FS15', 'H2DS14', 'H2FS1', 'H2WP4', 'H1WP14', 'H1FS18', 'H1PF26', 'H1TS3', 'H1PF16', 'H1PF31', 'H1FS9', 'H1ED7', 'S60K', 'H1WP2', 'H1WP1', 'H2DS7', 'H1PF30', 'H2PF24', 'H1GH20', 'H2PF12', 'H2GH30', 'H1DS14', 'H1WP3', 'H2PF29', 'H1DA6', 'H1PF32', 'H2PF27', 'S62P', 'H2PF9', 'S62H', 'H1TO9', 'H1PF10', 'H2EE12', 'H2FS16', 'H1DS7', 'H2PF22', 'H2ED16', 'H1PF33', 'H1PF16', 'H1FS11', 'H2FV7', 'H1ED15', 'H2ED12', 'H1ED19', 'H2WP7', 'H1PF36', 'H1DS5', 'H2ED17', 'H1WP6', 'H1TO3', 'H2EE14', 'H1PF7', 'S45A', 'H2ED5', 'H1WP4', 'S60M', 'H1PF34', 'H1FS4'],93,10,57
119,0.7251184834123223,['H2FS7', 'H2TO28', 'H1TO50', 'H1ED17', 'H1EE7', 'H2PF5', 'H1FS13', 'H2DS2', 'H1GH29', 'H1PF25', 'H1FS15', 'H1GH19', 'H2FS15', 'H2DS14', 'H2FS1', 'H2WP4', 'H1WP14', 'H1FS18', 'H1PF26', 'H1TS3', 'H1PF16', 'H1PF31', 'H1FS9', 'H1ED7', 'S60K', 'H1WP2', 'H1WP1', 'H2DS7', 'H1PF30', 'H2PF24', 'H1GH20', 'H2PF12', 'H2GH30', 'H1DS14', 'H1WP3', 'H2PF29', 'H1DA6', 'H1PF32', 'H2PF27', 'S62P', 'H2PF9', 'S62H', 'H1TO9', 'H1PF10', 'H2EE12', 'H2FS16', 'H1DS7', 'H2PF22', 'H2ED16', 'H1PF33', 'H1PF16', 'H1FS11', 'H2FV7', 'H1ED15', 'H2ED12', 'H1ED19', 'H2WP7', 'H1PF36', 'H1DS5', 'H2ED17', 'H1WP6', 'H1TO3', 'H2EE14', 'H1PF7', 'S45A', 'H2ED5', 'H1WP4', 'S60M', 'H1PF34', 'H1FS4'],93,10,57
120,0.7251184834123223,['H2FS7', 'H2TO28', 'H1TO50', 'H1ED17', 'H1EE7', 'H2PF5', 'H1FS13', 'H2DS2', 'H1GH29', 'H1PF25', 'H1FS15', 'H1GH19', 'H2FS15', 'H2DS14', 'H2FS1', 'H2WP4', 'H1WP14', 'H1FS18', 'H1PF26', 'H1TS3', 'H1PF16', 'H1PF31', 'H1FS9', 'H1ED7', 'S60K', 'H1WP2', 'H1WP1', 'H2DS7', 'H1PF30', 'H2PF24', 'H1GH20', 'H2PF12', 'H2GH30', 'H1DS14', 'H1WP3', 'H2PF29', 'H1DA6', 'H1PF32', 'H2PF27', 'S62P', 'H2PF9', 'S62H', 'H1TO9', 'H1PF10', 'H2EE12', 'H2FS16', 'H1DS7', 'H2PF22', 'H2ED16', 'H1PF33', 'H1PF16', 'H1FS11', 'H2FV7', 'H1ED15', 'H2ED12', 'H1ED19', 'H2WP7', 'H1PF36', 'H1DS5', 'H2ED17', 'H1WP6', 'H1TO3', 'H2EE14', 'H1PF7', 'S45A', 'H2ED5', 'H1WP4', 'S60M', 'H1PF34', 'H1FS4'],93,10,57
121,0.7251184834123223,['H2FS7', 'H2TO28', 'H1TO50', 'H1ED17', 'H1EE7', 'H2PF5', 'H1FS13', 'H2DS2', 'H1GH29', 'H1PF25', 'H1FS15', 'H1GH19', 'H2FS15', 'H2DS14', 'H2FS1', 'H2WP4', 'H1WP14', 'H1FS18', 'H1PF26', 'H1TS3', 'H1PF16', 'H1PF31', 'H1FS9', 'H1ED7', 'S60K', 'H1WP2', 'H1WP1', 'H2DS7', 'H1PF30', 'H2PF24', 'H1GH20', 'H2PF12', 'H2GH30', 'H1DS14', 'H1WP3', 'H2PF29', 'H1DA6', 'H1PF32', 'H2PF27', 'S62P', 'H2PF9', 'S62H', 'H1TO9', 'H1PF10', 'H2EE12', 'H2FS16', 'H1DS7', 'H2PF22', 'H2ED16', 'H1PF33', 'H1PF16', 'H1FS11', 'H2FV7', 'H1ED15', 'H2ED12', 'H1ED19', 'H2WP7', 'H1PF36', 'H1DS5', 'H2ED17', 'H1WP6', 'H1TO3', 'H2EE14', 'H1PF7', 'S45A', 'H2ED5', 'H1WP4', 'S60M', 'H1PF34', 'H1FS4'],93,10,57
122,0.7251184834123223,['H2FS7', 'H2TO28', 'H1TO50', 'H1ED17', 'H1EE7', 'H2PF5', 'H1FS13', 'H2DS2', 'H1GH29', 'H1PF25', 'H1FS15', 'H1GH19', 'H2FS15', 'H2DS14', 'H2FS1', 'H2WP4', 'H1WP14', 'H1FS18', 'H1PF26', 'H1TS3', 'H1PF16', 'H1PF31', 'H1FS9', 'H1ED7', 'S60K', 'H1WP2', 'H1WP1', 'H2DS7', 'H1PF30', 'H2PF24', 'H1GH20', 'H2PF12', 'H2GH30', 'H1DS14', 'H1WP3', 'H2PF29', 'H1DA6', 'H1PF32', 'H2PF27', 'S62P', 'H2PF9', 'S62H', 'H1TO9', 'H1PF10', 'H2EE12', 'H2FS16', 'H1DS7', 'H2PF22', 'H2ED16', 'H1PF33', 'H1PF16', 'H1FS11', 'H2FV7', 'H1ED15', 'H2ED12', 'H1ED19', 'H2WP7', 'H1PF36', 'H1DS5', 'H2ED17', 'H1WP6', 'H1TO3', 'H2EE14', 'H1PF7', 'S45A', 'H2ED5', 'H1WP4', 'S60M', 'H1PF34', 'H1FS4'],93,10,57
123,0.7251184834123223,['H2FS7', 'H2TO28', 'H1TO50', 'H1ED17', 'H1EE7', 'H2PF5', 'H1FS13', 'H2DS2', 'H1GH29', 'H1PF25', 'H1FS15', 'H1GH19', 'H2FS15', 'H2DS14', 'H2FS1', 'H2WP4', 'H1WP14', 'H1FS18', 'H1PF26', 'H1TS3', 'H1PF16', 'H1PF31', 'H1FS9', 'H1ED7', 'S60K', 'H1WP2', 'H1WP1', 'H2DS7', 'H1PF30', 'H2PF24', 'H1GH20', 'H2PF12', 'H2GH30', 'H1DS14', 'H1WP3', 'H2PF29', 'H1DA6', 'H1PF32', 'H2PF27', 'S62P', 'H2PF9', 'S62H', 'H1TO9', 'H1PF10', 'H2EE12', 'H2FS16', 'H1DS7', 'H2PF22', 'H2ED16', 'H1PF33', 'H1PF16', 'H1FS11', 'H2FV7', 'H1ED15', 'H2ED12', 'H1ED19', 'H2WP7', 'H1PF36', 'H1DS5', 'H2ED17', 'H1WP6', 'H1TO3', 'H2EE14', 'H1PF7', 'S45A', 'H2ED5', 'H1WP4', 'S60M', 'H1PF34', 'H1FS4'],93,10,57
124,0.7251184834123223,['H2FS7', 'H2TO28', 'H1TO50', 'H1ED17', 'H1EE7', 'H2PF5', 'H1FS13', 'H2DS2', 'H1GH29', 'H1PF25', 'H1FS15', 'H1GH19', 'H2FS15', 'H2DS14', 'H2FS1', 'H2WP4', 'H1WP14', 'H1FS18', 'H1PF26', 'H1TS3', 'H1PF16', 'H1PF31', 'H1FS9', 'H1ED7', 'S60K', 'H1WP2', 'H1WP1', 'H2DS7', 'H1PF30', 'H2PF24', 'H1GH20', 'H2PF12', 'H2GH30', 'H1DS14', 'H1WP3', 'H2PF29', 'H1DA6', 'H1PF32', 'H2PF27', 'S62P', 'H2PF9', 'S62H', 'H1TO9', 'H1PF10', 'H2EE12', 'H2FS16', 'H1DS7', 'H2PF22', 'H2ED16', 'H1PF33', 'H1PF16', 'H1FS11', 'H2FV7', 'H1ED15', 'H2ED12', 'H1ED19', 'H2WP7', 'H1PF36', 'H1DS5', 'H2ED17', 'H1WP6', 'H1TO3', 'H2EE14', 'H1PF7', 'S45A', 'H2ED5', 'H1WP4', 'S60M', 'H1PF34', 'H1FS4'],93,10,57
