curr_gen,fitness,genome,min_samples_leaf,min_samples_split,max_features
21,0.7316350710900474,['H1PF14', 'H2WP14', 'H1GH21', 'H1FS11', 'H2FV4', 'H2EE12', 'H2PF4', 'H2PF14', 'H2PF16', 'H2PF27', 'H1FS1', 'H2TO1', 'H2PF13', 'H2DS12', 'H1ED2', 'S62R', 'H2FS7', 'H2EE14', 'H1PF16', 'H2DS14', 'H2WP13', 'H2FV6', 'H1PF25', 'H1IR3', 'H2TO26', 'H2PF15', 'H2SE4', 'H2FS8', 'H1ED24', 'H2TO15', 'H1DS13', 'H2FS3', 'H2PF8', 'H1WP1', 'S62Q', 'H2FS9', 'H1TS3', 'H2DS3', 'H2PF9', 'S60N', 'H1DA2', 'H2FS17', 'S60M', 'H2FS12', 'H1PF24', 'H2FS1', 'H2PR5', 'H1PF8', 'H2GH25', 'H2PF30', 'H2GH26', 'H2DS8', 'H1DS12', 'H1DS6', 'H2PF12', 'S62R', 'H1FS2', 'H1TO50', 'H1WP7', 'H2FS9', 'H1EE5', 'H1PF10', 'H1FS10', 'H1TO3', 'H1PF4'],56,79,21
22,0.7316350710900474,['H1PF14', 'H2WP14', 'H1GH21', 'H1FS11', 'H2FV4', 'H2EE12', 'H2PF4', 'H2PF14', 'H2PF16', 'H2PF27', 'H1FS1', 'H2TO1', 'H2PF13', 'H2DS12', 'H1ED2', 'S62R', 'H2FS7', 'H2EE14', 'H1PF16', 'H2DS14', 'H2WP13', 'H2FV6', 'H1PF25', 'H1IR3', 'H2TO26', 'H2PF15', 'H2SE4', 'H2FS8', 'H1ED24', 'H2TO15', 'H1DS13', 'H2FS3', 'H2PF8', 'H1WP1', 'S62Q', 'H2FS9', 'H1TS3', 'H2DS3', 'H2PF9', 'S60N', 'H1DA2', 'H2FS17', 'S60M', 'H2FS12', 'H1PF24', 'H2FS1', 'H2PR5', 'H1PF8', 'H2GH25', 'H2PF30', 'H2GH26', 'H2DS8', 'H1DS12', 'H1DS6', 'H2PF12', 'S62R', 'H1FS2', 'H1TO50', 'H1WP7', 'H2FS9', 'H1EE5', 'H1PF10', 'H1FS10', 'H1TO3', 'H1PF4'],56,79,21
23,0.7316350710900474,['H1PF14', 'H2WP14', 'H1GH21', 'H1FS11', 'H2FV4', 'H2EE12', 'H2PF4', 'H2PF14', 'H2PF16', 'H2PF27', 'H1FS1', 'H2TO1', 'H2PF13', 'H2DS12', 'H1ED2', 'S62R', 'H2FS7', 'H2EE14', 'H1PF16', 'H2DS14', 'H2WP13', 'H2FV6', 'H1PF25', 'H1IR3', 'H2TO26', 'H2PF15', 'H2SE4', 'H2FS8', 'H1ED24', 'H2TO15', 'H1DS13', 'H2FS3', 'H2PF8', 'H1WP1', 'S62Q', 'H2FS9', 'H1TS3', 'H2DS3', 'H2PF9', 'S60N', 'H1DA2', 'H2FS17', 'S60M', 'H2FS12', 'H1PF24', 'H2FS1', 'H2PR5', 'H1PF8', 'H2GH25', 'H2PF30', 'H2GH26', 'H2DS8', 'H1DS12', 'H1DS6', 'H2PF12', 'S62R', 'H1FS2', 'H1TO50', 'H1WP7', 'H2FS9', 'H1EE5', 'H1PF10', 'H1FS10', 'H1TO3', 'H1PF4'],56,79,21
24,0.7316350710900474,['H1PF14', 'H2WP14', 'H1GH21', 'H1FS11', 'H2FV4', 'H2EE12', 'H2PF4', 'H2PF14', 'H2PF16', 'H2PF27', 'H1FS1', 'H2TO1', 'H2PF13', 'H2DS12', 'H1ED2', 'S62R', 'H2FS7', 'H2EE14', 'H1PF16', 'H2DS14', 'H2WP13', 'H2FV6', 'H1PF25', 'H1IR3', 'H2TO26', 'H2PF15', 'H2SE4', 'H2FS8', 'H1ED24', 'H2TO15', 'H1DS13', 'H2FS3', 'H2PF8', 'H1WP1', 'S62Q', 'H2FS9', 'H1TS3', 'H2DS3', 'H2PF9', 'S60N', 'H1DA2', 'H2FS17', 'S60M', 'H2FS12', 'H1PF24', 'H2FS1', 'H2PR5', 'H1PF8', 'H2GH25', 'H2PF30', 'H2GH26', 'H2DS8', 'H1DS12', 'H1DS6', 'H2PF12', 'S62R', 'H1FS2', 'H1TO50', 'H1WP7', 'H2FS9', 'H1EE5', 'H1PF10', 'H1FS10', 'H1TO3', 'H1PF4'],56,79,21
25,0.7316350710900474,['H1PF14', 'H2WP14', 'H1GH21', 'H1FS11', 'H2FV4', 'H2EE12', 'H2PF4', 'H2PF14', 'H2PF16', 'H2PF27', 'H1FS1', 'H2TO1', 'H2PF13', 'H2DS12', 'H1ED2', 'S62R', 'H2FS7', 'H2EE14', 'H1PF16', 'H2DS14', 'H2WP13', 'H2FV6', 'H1PF25', 'H1IR3', 'H2TO26', 'H2PF15', 'H2SE4', 'H2FS8', 'H1ED24', 'H2TO15', 'H1DS13', 'H2FS3', 'H2PF8', 'H1WP1', 'S62Q', 'H2FS9', 'H1TS3', 'H2DS3', 'H2PF9', 'S60N', 'H1DA2', 'H2FS17', 'S60M', 'H2FS12', 'H1PF24', 'H2FS1', 'H2PR5', 'H1PF8', 'H2GH25', 'H2PF30', 'H2GH26', 'H2DS8', 'H1DS12', 'H1DS6', 'H2PF12', 'S62R', 'H1FS2', 'H1TO50', 'H1WP7', 'H2FS9', 'H1EE5', 'H1PF10', 'H1FS10', 'H1TO3', 'H1PF4'],56,79,21
26,0.7316350710900474,['H1PF14', 'H2WP14', 'H1GH21', 'H1FS11', 'H2FV4', 'H2EE12', 'H2PF4', 'H2PF14', 'H2PF16', 'H2PF27', 'H1FS1', 'H2TO1', 'H2PF13', 'H2DS12', 'H1ED2', 'S62R', 'H2FS7', 'H2EE14', 'H1PF16', 'H2DS14', 'H2WP13', 'H2FV6', 'H1PF25', 'H1IR3', 'H2TO26', 'H2PF15', 'H2SE4', 'H2FS8', 'H1ED24', 'H2TO15', 'H1DS13', 'H2FS3', 'H2PF8', 'H1WP1', 'S62Q', 'H2FS9', 'H1TS3', 'H2DS3', 'H2PF9', 'S60N', 'H1DA2', 'H2FS17', 'S60M', 'H2FS12', 'H1PF24', 'H2FS1', 'H2PR5', 'H1PF8', 'H2GH25', 'H2PF30', 'H2GH26', 'H2DS8', 'H1DS12', 'H1DS6', 'H2PF12', 'S62R', 'H1FS2', 'H1TO50', 'H1WP7', 'H2FS9', 'H1EE5', 'H1PF10', 'H1FS10', 'H1TO3', 'H1PF4'],56,79,21
27,0.7316350710900474,['H1PF14', 'H2WP14', 'H1GH21', 'H1FS11', 'H2FV4', 'H2EE12', 'H2PF4', 'H2PF14', 'H2PF16', 'H2PF27', 'H1FS1', 'H2TO1', 'H2PF13', 'H2DS12', 'H1ED2', 'S62R', 'H2FS7', 'H2EE14', 'H1PF16', 'H2DS14', 'H2WP13', 'H2FV6', 'H1PF25', 'H1IR3', 'H2TO26', 'H2PF15', 'H2SE4', 'H2FS8', 'H1ED24', 'H2TO15', 'H1DS13', 'H2FS3', 'H2PF8', 'H1WP1', 'S62Q', 'H2FS9', 'H1TS3', 'H2DS3', 'H2PF9', 'S60N', 'H1DA2', 'H2FS17', 'S60M', 'H2FS12', 'H1PF24', 'H2FS1', 'H2PR5', 'H1PF8', 'H2GH25', 'H2PF30', 'H2GH26', 'H2DS8', 'H1DS12', 'H1DS6', 'H2PF12', 'S62R', 'H1FS2', 'H1TO50', 'H1WP7', 'H2FS9', 'H1EE5', 'H1PF10', 'H1FS10', 'H1TO3', 'H1PF4'],56,79,21
28,0.7316350710900474,['H1PF14', 'H2WP14', 'H1GH21', 'H1FS11', 'H2FV4', 'H2EE12', 'H2PF4', 'H2PF14', 'H2PF16', 'H2PF27', 'H1FS1', 'H2TO1', 'H2PF13', 'H2DS12', 'H1ED2', 'S62R', 'H2FS7', 'H2EE14', 'H1PF16', 'H2DS14', 'H2WP13', 'H2FV6', 'H1PF25', 'H1IR3', 'H2TO26', 'H2PF15', 'H2SE4', 'H2FS8', 'H1ED24', 'H2TO15', 'H1DS13', 'H2FS3', 'H2PF8', 'H1WP1', 'S62Q', 'H2FS9', 'H1TS3', 'H2DS3', 'H2PF9', 'S60N', 'H1DA2', 'H2FS17', 'S60M', 'H2FS12', 'H1PF24', 'H2FS1', 'H2PR5', 'H1PF8', 'H2GH25', 'H2PF30', 'H2GH26', 'H2DS8', 'H1DS12', 'H1DS6', 'H2PF12', 'S62R', 'H1FS2', 'H1TO50', 'H1WP7', 'H2FS9', 'H1EE5', 'H1PF10', 'H1FS10', 'H1TO3', 'H1PF4'],56,79,21
29,0.7316350710900474,['H1PF14', 'H2WP14', 'H1GH21', 'H1FS11', 'H2FV4', 'H2EE12', 'H2PF4', 'H2PF14', 'H2PF16', 'H2PF27', 'H1FS1', 'H2TO1', 'H2PF13', 'H2DS12', 'H1ED2', 'S62R', 'H2FS7', 'H2EE14', 'H1PF16', 'H2DS14', 'H2WP13', 'H2FV6', 'H1PF25', 'H1IR3', 'H2TO26', 'H2PF15', 'H2SE4', 'H2FS8', 'H1ED24', 'H2TO15', 'H1DS13', 'H2FS3', 'H2PF8', 'H1WP1', 'S62Q', 'H2FS9', 'H1TS3', 'H2DS3', 'H2PF9', 'S60N', 'H1DA2', 'H2FS17', 'S60M', 'H2FS12', 'H1PF24', 'H2FS1', 'H2PR5', 'H1PF8', 'H2GH25', 'H2PF30', 'H2GH26', 'H2DS8', 'H1DS12', 'H1DS6', 'H2PF12', 'S62R', 'H1FS2', 'H1TO50', 'H1WP7', 'H2FS9', 'H1EE5', 'H1PF10', 'H1FS10', 'H1TO3', 'H1PF4'],56,79,21
30,0.7316350710900474,['H1PF14', 'H2WP14', 'H1GH21', 'H1FS11', 'H2FV4', 'H2EE12', 'H2PF4', 'H2PF14', 'H2PF16', 'H2PF27', 'H1FS1', 'H2TO1', 'H2PF13', 'H2DS12', 'H1ED2', 'S62R', 'H2FS7', 'H2EE14', 'H1PF16', 'H2DS14', 'H2WP13', 'H2FV6', 'H1PF25', 'H1IR3', 'H2TO26', 'H2PF15', 'H2SE4', 'H2FS8', 'H1ED24', 'H2TO15', 'H1DS13', 'H2FS3', 'H2PF8', 'H1WP1', 'S62Q', 'H2FS9', 'H1TS3', 'H2DS3', 'H2PF9', 'S60N', 'H1DA2', 'H2FS17', 'S60M', 'H2FS12', 'H1PF24', 'H2FS1', 'H2PR5', 'H1PF8', 'H2GH25', 'H2PF30', 'H2GH26', 'H2DS8', 'H1DS12', 'H1DS6', 'H2PF12', 'S62R', 'H1FS2', 'H1TO50', 'H1WP7', 'H2FS9', 'H1EE5', 'H1PF10', 'H1FS10', 'H1TO3', 'H1PF4'],56,79,21
31,0.7316350710900474,['H1PF14', 'H2WP14', 'H1GH21', 'H1FS11', 'H2FV4', 'H2EE12', 'H2PF4', 'H2PF14', 'H2PF16', 'H2PF27', 'H1FS1', 'H2TO1', 'H2PF13', 'H2DS12', 'H1ED2', 'S62R', 'H2FS7', 'H2EE14', 'H1PF16', 'H2DS14', 'H2WP13', 'H2FV6', 'H1PF25', 'H1IR3', 'H2TO26', 'H2PF15', 'H2SE4', 'H2FS8', 'H1ED24', 'H2TO15', 'H1DS13', 'H2FS3', 'H2PF8', 'H1WP1', 'S62Q', 'H2FS9', 'H1TS3', 'H2DS3', 'H2PF9', 'S60N', 'H1DA2', 'H2FS17', 'S60M', 'H2FS12', 'H1PF24', 'H2FS1', 'H2PR5', 'H1PF8', 'H2GH25', 'H2PF30', 'H2GH26', 'H2DS8', 'H1DS12', 'H1DS6', 'H2PF12', 'S62R', 'H1FS2', 'H1TO50', 'H1WP7', 'H2FS9', 'H1EE5', 'H1PF10', 'H1FS10', 'H1TO3', 'H1PF4'],56,79,21
32,0.7316350710900474,['H1PF14', 'H2WP14', 'H1GH21', 'H1FS11', 'H2FV4', 'H2EE12', 'H2PF4', 'H2PF14', 'H2PF16', 'H2PF27', 'H1FS1', 'H2TO1', 'H2PF13', 'H2DS12', 'H1ED2', 'S62R', 'H2FS7', 'H2EE14', 'H1PF16', 'H2DS14', 'H2WP13', 'H2FV6', 'H1PF25', 'H1IR3', 'H2TO26', 'H2PF15', 'H2SE4', 'H2FS8', 'H1ED24', 'H2TO15', 'H1DS13', 'H2FS3', 'H2PF8', 'H1WP1', 'S62Q', 'H2FS9', 'H1TS3', 'H2DS3', 'H2PF9', 'S60N', 'H1DA2', 'H2FS17', 'S60M', 'H2FS12', 'H1PF24', 'H2FS1', 'H2PR5', 'H1PF8', 'H2GH25', 'H2PF30', 'H2GH26', 'H2DS8', 'H1DS12', 'H1DS6', 'H2PF12', 'S62R', 'H1FS2', 'H1TO50', 'H1WP7', 'H2FS9', 'H1EE5', 'H1PF10', 'H1FS10', 'H1TO3', 'H1PF4'],56,79,21
33,0.7316350710900474,['H1PF14', 'H2WP14', 'H1GH21', 'H1FS11', 'H2FV4', 'H2EE12', 'H2PF4', 'H2PF14', 'H2PF16', 'H2PF27', 'H1FS1', 'H2TO1', 'H2PF13', 'H2DS12', 'H1ED2', 'S62R', 'H2FS7', 'H2EE14', 'H1PF16', 'H2DS14', 'H2WP13', 'H2FV6', 'H1PF25', 'H1IR3', 'H2TO26', 'H2PF15', 'H2SE4', 'H2FS8', 'H1ED24', 'H2TO15', 'H1DS13', 'H2FS3', 'H2PF8', 'H1WP1', 'S62Q', 'H2FS9', 'H1TS3', 'H2DS3', 'H2PF9', 'S60N', 'H1DA2', 'H2FS17', 'S60M', 'H2FS12', 'H1PF24', 'H2FS1', 'H2PR5', 'H1PF8', 'H2GH25', 'H2PF30', 'H2GH26', 'H2DS8', 'H1DS12', 'H1DS6', 'H2PF12', 'S62R', 'H1FS2', 'H1TO50', 'H1WP7', 'H2FS9', 'H1EE5', 'H1PF10', 'H1FS10', 'H1TO3', 'H1PF4'],56,79,21
34,0.7316350710900474,['H1PF14', 'H2WP14', 'H1GH21', 'H1FS11', 'H2FV4', 'H2EE12', 'H2PF4', 'H2PF14', 'H2PF16', 'H2PF27', 'H1FS1', 'H2TO1', 'H2PF13', 'H2DS12', 'H1ED2', 'S62R', 'H2FS7', 'H2EE14', 'H1PF16', 'H2DS14', 'H2WP13', 'H2FV6', 'H1PF25', 'H1IR3', 'H2TO26', 'H2PF15', 'H2SE4', 'H2FS8', 'H1ED24', 'H2TO15', 'H1DS13', 'H2FS3', 'H2PF8', 'H1WP1', 'S62Q', 'H2FS9', 'H1TS3', 'H2DS3', 'H2PF9', 'S60N', 'H1DA2', 'H2FS17', 'S60M', 'H2FS12', 'H1PF24', 'H2FS1', 'H2PR5', 'H1PF8', 'H2GH25', 'H2PF30', 'H2GH26', 'H2DS8', 'H1DS12', 'H1DS6', 'H2PF12', 'S62R', 'H1FS2', 'H1TO50', 'H1WP7', 'H2FS9', 'H1EE5', 'H1PF10', 'H1FS10', 'H1TO3', 'H1PF4'],56,79,21
35,0.7316350710900474,['H1PF14', 'H2WP14', 'H1GH21', 'H1FS11', 'H2FV4', 'H2EE12', 'H2PF4', 'H2PF14', 'H2PF16', 'H2PF27', 'H1FS1', 'H2TO1', 'H2PF13', 'H2DS12', 'H1ED2', 'S62R', 'H2FS7', 'H2EE14', 'H1PF16', 'H2DS14', 'H2WP13', 'H2FV6', 'H1PF25', 'H1IR3', 'H2TO26', 'H2PF15', 'H2SE4', 'H2FS8', 'H1ED24', 'H2TO15', 'H1DS13', 'H2FS3', 'H2PF8', 'H1WP1', 'S62Q', 'H2FS9', 'H1TS3', 'H2DS3', 'H2PF9', 'S60N', 'H1DA2', 'H2FS17', 'S60M', 'H2FS12', 'H1PF24', 'H2FS1', 'H2PR5', 'H1PF8', 'H2GH25', 'H2PF30', 'H2GH26', 'H2DS8', 'H1DS12', 'H1DS6', 'H2PF12', 'S62R', 'H1FS2', 'H1TO50', 'H1WP7', 'H2FS9', 'H1EE5', 'H1PF10', 'H1FS10', 'H1TO3', 'H1PF4'],56,79,21
36,0.7316350710900474,['H1PF14', 'H2WP14', 'H1GH21', 'H1FS11', 'H2FV4', 'H2EE12', 'H2PF4', 'H2PF14', 'H2PF16', 'H2PF27', 'H1FS1', 'H2TO1', 'H2PF13', 'H2DS12', 'H1ED2', 'S62R', 'H2FS7', 'H2EE14', 'H1PF16', 'H2DS14', 'H2WP13', 'H2FV6', 'H1PF25', 'H1IR3', 'H2TO26', 'H2PF15', 'H2SE4', 'H2FS8', 'H1ED24', 'H2TO15', 'H1DS13', 'H2FS3', 'H2PF8', 'H1WP1', 'S62Q', 'H2FS9', 'H1TS3', 'H2DS3', 'H2PF9', 'S60N', 'H1DA2', 'H2FS17', 'S60M', 'H2FS12', 'H1PF24', 'H2FS1', 'H2PR5', 'H1PF8', 'H2GH25', 'H2PF30', 'H2GH26', 'H2DS8', 'H1DS12', 'H1DS6', 'H2PF12', 'S62R', 'H1FS2', 'H1TO50', 'H1WP7', 'H2FS9', 'H1EE5', 'H1PF10', 'H1FS10', 'H1TO3', 'H1PF4'],56,79,21
37,0.7316350710900474,['H1PF14', 'H2WP14', 'H1GH21', 'H1FS11', 'H2FV4', 'H2EE12', 'H2PF4', 'H2PF14', 'H2PF16', 'H2PF27', 'H1FS1', 'H2TO1', 'H2PF13', 'H2DS12', 'H1ED2', 'S62R', 'H2FS7', 'H2EE14', 'H1PF16', 'H2DS14', 'H2WP13', 'H2FV6', 'H1PF25', 'H1IR3', 'H2TO26', 'H2PF15', 'H2SE4', 'H2FS8', 'H1ED24', 'H2TO15', 'H1DS13', 'H2FS3', 'H2PF8', 'H1WP1', 'S62Q', 'H2FS9', 'H1TS3', 'H2DS3', 'H2PF9', 'S60N', 'H1DA2', 'H2FS17', 'S60M', 'H2FS12', 'H1PF24', 'H2FS1', 'H2PR5', 'H1PF8', 'H2GH25', 'H2PF30', 'H2GH26', 'H2DS8', 'H1DS12', 'H1DS6', 'H2PF12', 'S62R', 'H1FS2', 'H1TO50', 'H1WP7', 'H2FS9', 'H1EE5', 'H1PF10', 'H1FS10', 'H1TO3', 'H1PF4'],56,79,21
38,0.7316350710900474,['H1PF14', 'H2WP14', 'H1GH21', 'H1FS11', 'H2FV4', 'H2EE12', 'H2PF4', 'H2PF14', 'H2PF16', 'H2PF27', 'H1FS1', 'H2TO1', 'H2PF13', 'H2DS12', 'H1ED2', 'S62R', 'H2FS7', 'H2EE14', 'H1PF16', 'H2DS14', 'H2WP13', 'H2FV6', 'H1PF25', 'H1IR3', 'H2TO26', 'H2PF15', 'H2SE4', 'H2FS8', 'H1ED24', 'H2TO15', 'H1DS13', 'H2FS3', 'H2PF8', 'H1WP1', 'S62Q', 'H2FS9', 'H1TS3', 'H2DS3', 'H2PF9', 'S60N', 'H1DA2', 'H2FS17', 'S60M', 'H2FS12', 'H1PF24', 'H2FS1', 'H2PR5', 'H1PF8', 'H2GH25', 'H2PF30', 'H2GH26', 'H2DS8', 'H1DS12', 'H1DS6', 'H2PF12', 'S62R', 'H1FS2', 'H1TO50', 'H1WP7', 'H2FS9', 'H1EE5', 'H1PF10', 'H1FS10', 'H1TO3', 'H1PF4'],56,79,21
39,0.7316350710900474,['H1PF14', 'H2WP14', 'H1GH21', 'H1FS11', 'H2FV4', 'H2EE12', 'H2PF4', 'H2PF14', 'H2PF16', 'H2PF27', 'H1FS1', 'H2TO1', 'H2PF13', 'H2DS12', 'H1ED2', 'S62R', 'H2FS7', 'H2EE14', 'H1PF16', 'H2DS14', 'H2WP13', 'H2FV6', 'H1PF25', 'H1IR3', 'H2TO26', 'H2PF15', 'H2SE4', 'H2FS8', 'H1ED24', 'H2TO15', 'H1DS13', 'H2FS3', 'H2PF8', 'H1WP1', 'S62Q', 'H2FS9', 'H1TS3', 'H2DS3', 'H2PF9', 'S60N', 'H1DA2', 'H2FS17', 'S60M', 'H2FS12', 'H1PF24', 'H2FS1', 'H2PR5', 'H1PF8', 'H2GH25', 'H2PF30', 'H2GH26', 'H2DS8', 'H1DS12', 'H1DS6', 'H2PF12', 'S62R', 'H1FS2', 'H1TO50', 'H1WP7', 'H2FS9', 'H1EE5', 'H1PF10', 'H1FS10', 'H1TO3', 'H1PF4'],56,79,21
40,0.7316350710900474,['H1PF14', 'H2WP14', 'H1GH21', 'H1FS11', 'H2FV4', 'H2EE12', 'H2PF4', 'H2PF14', 'H2PF16', 'H2PF27', 'H1FS1', 'H2TO1', 'H2PF13', 'H2DS12', 'H1ED2', 'S62R', 'H2FS7', 'H2EE14', 'H1PF16', 'H2DS14', 'H2WP13', 'H2FV6', 'H1PF25', 'H1IR3', 'H2TO26', 'H2PF15', 'H2SE4', 'H2FS8', 'H1ED24', 'H2TO15', 'H1DS13', 'H2FS3', 'H2PF8', 'H1WP1', 'S62Q', 'H2FS9', 'H1TS3', 'H2DS3', 'H2PF9', 'S60N', 'H1DA2', 'H2FS17', 'S60M', 'H2FS12', 'H1PF24', 'H2FS1', 'H2PR5', 'H1PF8', 'H2GH25', 'H2PF30', 'H2GH26', 'H2DS8', 'H1DS12', 'H1DS6', 'H2PF12', 'S62R', 'H1FS2', 'H1TO50', 'H1WP7', 'H2FS9', 'H1EE5', 'H1PF10', 'H1FS10', 'H1TO3', 'H1PF4'],56,79,21
41,0.7316350710900474,['H1PF14', 'H2WP14', 'H1GH21', 'H1FS11', 'H2FV4', 'H2EE12', 'H2PF4', 'H2PF14', 'H2PF16', 'H2PF27', 'H1FS1', 'H2TO1', 'H2PF13', 'H2DS12', 'H1ED2', 'S62R', 'H2FS7', 'H2EE14', 'H1PF16', 'H2DS14', 'H2WP13', 'H2FV6', 'H1PF25', 'H1IR3', 'H2TO26', 'H2PF15', 'H2SE4', 'H2FS8', 'H1ED24', 'H2TO15', 'H1DS13', 'H2FS3', 'H2PF8', 'H1WP1', 'S62Q', 'H2FS9', 'H1TS3', 'H2DS3', 'H2PF9', 'S60N', 'H1DA2', 'H2FS17', 'S60M', 'H2FS12', 'H1PF24', 'H2FS1', 'H2PR5', 'H1PF8', 'H2GH25', 'H2PF30', 'H2GH26', 'H2DS8', 'H1DS12', 'H1DS6', 'H2PF12', 'S62R', 'H1FS2', 'H1TO50', 'H1WP7', 'H2FS9', 'H1EE5', 'H1PF10', 'H1FS10', 'H1TO3', 'H1PF4'],56,79,21
42,0.7316350710900474,['H1PF14', 'H2WP14', 'H1GH21', 'H1FS11', 'H2FV4', 'H2EE12', 'H2PF4', 'H2PF14', 'H2PF16', 'H2PF27', 'H1FS1', 'H2TO1', 'H2PF13', 'H2DS12', 'H1ED2', 'S62R', 'H2FS7', 'H2EE14', 'H1PF16', 'H2DS14', 'H2WP13', 'H2FV6', 'H1PF25', 'H1IR3', 'H2TO26', 'H2PF15', 'H2SE4', 'H2FS8', 'H1ED24', 'H2TO15', 'H1DS13', 'H2FS3', 'H2PF8', 'H1WP1', 'S62Q', 'H2FS9', 'H1TS3', 'H2DS3', 'H2PF9', 'S60N', 'H1DA2', 'H2FS17', 'S60M', 'H2FS12', 'H1PF24', 'H2FS1', 'H2PR5', 'H1PF8', 'H2GH25', 'H2PF30', 'H2GH26', 'H2DS8', 'H1DS12', 'H1DS6', 'H2PF12', 'S62R', 'H1FS2', 'H1TO50', 'H1WP7', 'H2FS9', 'H1EE5', 'H1PF10', 'H1FS10', 'H1TO3', 'H1PF4'],56,79,21
43,0.7316350710900474,['H1PF14', 'H2WP14', 'H1GH21', 'H1FS11', 'H2FV4', 'H2EE12', 'H2PF4', 'H2PF14', 'H2PF16', 'H2PF27', 'H1FS1', 'H2TO1', 'H2PF13', 'H2DS12', 'H1ED2', 'S62R', 'H2FS7', 'H2EE14', 'H1PF16', 'H2DS14', 'H2WP13', 'H2FV6', 'H1PF25', 'H1IR3', 'H2TO26', 'H2PF15', 'H2SE4', 'H2FS8', 'H1ED24', 'H2TO15', 'H1DS13', 'H2FS3', 'H2PF8', 'H1WP1', 'S62Q', 'H2FS9', 'H1TS3', 'H2DS3', 'H2PF9', 'S60N', 'H1DA2', 'H2FS17', 'S60M', 'H2FS12', 'H1PF24', 'H2FS1', 'H2PR5', 'H1PF8', 'H2GH25', 'H2PF30', 'H2GH26', 'H2DS8', 'H1DS12', 'H1DS6', 'H2PF12', 'S62R', 'H1FS2', 'H1TO50', 'H1WP7', 'H2FS9', 'H1EE5', 'H1PF10', 'H1FS10', 'H1TO3', 'H1PF4'],56,79,21
44,0.7316350710900474,['H1PF14', 'H2WP14', 'H1GH21', 'H1FS11', 'H2FV4', 'H2EE12', 'H2PF4', 'H2PF14', 'H2PF16', 'H2PF27', 'H1FS1', 'H2TO1', 'H2PF13', 'H2DS12', 'H1ED2', 'S62R', 'H2FS7', 'H2EE14', 'H1PF16', 'H2DS14', 'H2WP13', 'H2FV6', 'H1PF25', 'H1IR3', 'H2TO26', 'H2PF15', 'H2SE4', 'H2FS8', 'H1ED24', 'H2TO15', 'H1DS13', 'H2FS3', 'H2PF8', 'H1WP1', 'S62Q', 'H2FS9', 'H1TS3', 'H2DS3', 'H2PF9', 'S60N', 'H1DA2', 'H2FS17', 'S60M', 'H2FS12', 'H1PF24', 'H2FS1', 'H2PR5', 'H1PF8', 'H2GH25', 'H2PF30', 'H2GH26', 'H2DS8', 'H1DS12', 'H1DS6', 'H2PF12', 'S62R', 'H1FS2', 'H1TO50', 'H1WP7', 'H2FS9', 'H1EE5', 'H1PF10', 'H1FS10', 'H1TO3', 'H1PF4'],56,79,21
45,0.7316350710900474,['H1PF14', 'H2WP14', 'H1GH21', 'H1FS11', 'H2FV4', 'H2EE12', 'H2PF4', 'H2PF14', 'H2PF16', 'H2PF27', 'H1FS1', 'H2TO1', 'H2PF13', 'H2DS12', 'H1ED2', 'S62R', 'H2FS7', 'H2EE14', 'H1PF16', 'H2DS14', 'H2WP13', 'H2FV6', 'H1PF25', 'H1IR3', 'H2TO26', 'H2PF15', 'H2SE4', 'H2FS8', 'H1ED24', 'H2TO15', 'H1DS13', 'H2FS3', 'H2PF8', 'H1WP1', 'S62Q', 'H2FS9', 'H1TS3', 'H2DS3', 'H2PF9', 'S60N', 'H1DA2', 'H2FS17', 'S60M', 'H2FS12', 'H1PF24', 'H2FS1', 'H2PR5', 'H1PF8', 'H2GH25', 'H2PF30', 'H2GH26', 'H2DS8', 'H1DS12', 'H1DS6', 'H2PF12', 'S62R', 'H1FS2', 'H1TO50', 'H1WP7', 'H2FS9', 'H1EE5', 'H1PF10', 'H1FS10', 'H1TO3', 'H1PF4'],56,79,21
46,0.7316350710900474,['H1PF14', 'H2WP14', 'H1GH21', 'H1FS11', 'H2FV4', 'H2EE12', 'H2PF4', 'H2PF14', 'H2PF16', 'H2PF27', 'H1FS1', 'H2TO1', 'H2PF13', 'H2DS12', 'H1ED2', 'S62R', 'H2FS7', 'H2EE14', 'H1PF16', 'H2DS14', 'H2WP13', 'H2FV6', 'H1PF25', 'H1IR3', 'H2TO26', 'H2PF15', 'H2SE4', 'H2FS8', 'H1ED24', 'H2TO15', 'H1DS13', 'H2FS3', 'H2PF8', 'H1WP1', 'S62Q', 'H2FS9', 'H1TS3', 'H2DS3', 'H2PF9', 'S60N', 'H1DA2', 'H2FS17', 'S60M', 'H2FS12', 'H1PF24', 'H2FS1', 'H2PR5', 'H1PF8', 'H2GH25', 'H2PF30', 'H2GH26', 'H2DS8', 'H1DS12', 'H1DS6', 'H2PF12', 'S62R', 'H1FS2', 'H1TO50', 'H1WP7', 'H2FS9', 'H1EE5', 'H1PF10', 'H1FS10', 'H1TO3', 'H1PF4'],56,79,21
