curr_gen,fitness,genome,min_samples_leaf,min_samples_split,max_features
135,0.7316350710900474,['H1FS1', 'H1FS10', 'H2PF1', 'H1PF8', 'H2FS18', 'H1PF5', 'H1PF5', 'H2ED5', 'H2WP10', 'H2WP7', 'H2TO11', 'H1FS2', 'H1ED15', 'H1TO3', 'H1FS7', 'H1WP2', 'H1PF25', 'H2FS2', 'H2FS14', 'S62Q', 'H2PF14', 'H1WP14', 'H2TO28', 'H2GH24', 'H2ED17', 'H2PF25', 'H2PR5', 'S60K', 'H2WP1', 'S45A', 'H2DS9', 'H1DS7', 'H2DS2', 'H1WP4', 'H1FS3'],64,2,16
136,0.7316350710900474,['H1FS1', 'H1FS10', 'H2PF1', 'H1PF8', 'H2FS18', 'H1PF5', 'H1PF5', 'H2ED5', 'H2WP10', 'H2WP7', 'H2TO11', 'H1FS2', 'H1ED15', 'H1TO3', 'H1FS7', 'H1WP2', 'H1PF25', 'H2FS2', 'H2FS14', 'S62Q', 'H2PF14', 'H1WP14', 'H2TO28', 'H2GH24', 'H2ED17', 'H2PF25', 'H2PR5', 'S60K', 'H2WP1', 'S45A', 'H2DS9', 'H1DS7', 'H2DS2', 'H1WP4', 'H1FS3'],64,2,16
137,0.7316350710900474,['H1FS1', 'H1FS10', 'H2PF1', 'H1PF8', 'H2FS18', 'H1PF5', 'H1PF5', 'H2ED5', 'H2WP10', 'H2WP7', 'H2TO11', 'H1FS2', 'H1ED15', 'H1TO3', 'H1FS7', 'H1WP2', 'H1PF25', 'H2FS2', 'H2FS14', 'S62Q', 'H2PF14', 'H1WP14', 'H2TO28', 'H2GH24', 'H2ED17', 'H2PF25', 'H2PR5', 'S60K', 'H2WP1', 'S45A', 'H2DS9', 'H1DS7', 'H2DS2', 'H1WP4', 'H1FS3'],64,2,16
138,0.7316350710900474,['H1FS1', 'H1FS10', 'H2PF1', 'H1PF8', 'H2FS18', 'H1PF5', 'H1PF5', 'H2ED5', 'H2WP10', 'H2WP7', 'H2TO11', 'H1FS2', 'H1ED15', 'H1TO3', 'H1FS7', 'H1WP2', 'H1PF25', 'H2FS2', 'H2FS14', 'S62Q', 'H2PF14', 'H1WP14', 'H2TO28', 'H2GH24', 'H2ED17', 'H2PF25', 'H2PR5', 'S60K', 'H2WP1', 'S45A', 'H2DS9', 'H1DS7', 'H2DS2', 'H1WP4', 'H1FS3'],64,2,16
139,0.7316350710900474,['H1FS1', 'H1FS10', 'H2PF1', 'H1PF8', 'H2FS18', 'H1PF5', 'H1PF5', 'H2ED5', 'H2WP10', 'H2WP7', 'H2TO11', 'H1FS2', 'H1ED15', 'H1TO3', 'H1FS7', 'H1WP2', 'H1PF25', 'H2FS2', 'H2FS14', 'S62Q', 'H2PF14', 'H1WP14', 'H2TO28', 'H2GH24', 'H2ED17', 'H2PF25', 'H2PR5', 'S60K', 'H2WP1', 'S45A', 'H2DS9', 'H1DS7', 'H2DS2', 'H1WP4', 'H1FS3'],64,2,16
140,0.7316350710900474,['H1FS1', 'H1FS10', 'H2PF1', 'H1PF8', 'H2FS18', 'H1PF5', 'H1PF5', 'H2ED5', 'H2WP10', 'H2WP7', 'H2TO11', 'H1FS2', 'H1ED15', 'H1TO3', 'H1FS7', 'H1WP2', 'H1PF25', 'H2FS2', 'H2FS14', 'S62Q', 'H2PF14', 'H1WP14', 'H2TO28', 'H2GH24', 'H2ED17', 'H2PF25', 'H2PR5', 'S60K', 'H2WP1', 'S45A', 'H2DS9', 'H1DS7', 'H2DS2', 'H1WP4', 'H1FS3'],64,2,16
141,0.7316350710900474,['H1FS1', 'H1FS10', 'H2PF1', 'H1PF8', 'H2FS18', 'H1PF5', 'H1PF5', 'H2ED5', 'H2WP10', 'H2WP7', 'H2TO11', 'H1FS2', 'H1ED15', 'H1TO3', 'H1FS7', 'H1WP2', 'H1PF25', 'H2FS2', 'H2FS14', 'S62Q', 'H2PF14', 'H1WP14', 'H2TO28', 'H2GH24', 'H2ED17', 'H2PF25', 'H2PR5', 'S60K', 'H2WP1', 'S45A', 'H2DS9', 'H1DS7', 'H2DS2', 'H1WP4', 'H1FS3'],64,2,16
142,0.7316350710900474,['H1FS1', 'H1FS10', 'H2PF1', 'H1PF8', 'H2FS18', 'H1PF5', 'H1PF5', 'H2ED5', 'H2WP10', 'H2WP7', 'H2TO11', 'H1FS2', 'H1ED15', 'H1TO3', 'H1FS7', 'H1WP2', 'H1PF25', 'H2FS2', 'H2FS14', 'S62Q', 'H2PF14', 'H1WP14', 'H2TO28', 'H2GH24', 'H2ED17', 'H2PF25', 'H2PR5', 'S60K', 'H2WP1', 'S45A', 'H2DS9', 'H1DS7', 'H2DS2', 'H1WP4', 'H1FS3'],64,2,16
143,0.7316350710900474,['H1FS1', 'H1FS10', 'H2PF1', 'H1PF8', 'H2FS18', 'H1PF5', 'H1PF5', 'H2ED5', 'H2WP10', 'H2WP7', 'H2TO11', 'H1FS2', 'H1ED15', 'H1TO3', 'H1FS7', 'H1WP2', 'H1PF25', 'H2FS2', 'H2FS14', 'S62Q', 'H2PF14', 'H1WP14', 'H2TO28', 'H2GH24', 'H2ED17', 'H2PF25', 'H2PR5', 'S60K', 'H2WP1', 'S45A', 'H2DS9', 'H1DS7', 'H2DS2', 'H1WP4', 'H1FS3'],64,2,16
144,0.7316350710900474,['H1ED15', 'H2DS12', 'H2PF35', 'H1PF5', 'S60L', 'H1DS14', 'H2FS17', 'H1PF14', 'H2GH27', 'H1WP1', 'H1WP10', 'H2FS5', 'H2TO30', 'H2FS8', 'H2FS11', 'H2TO27', 'H2WP4', 'H1PF16', 'H2DS7', 'H2WP9', 'H2TO11', 'H1FS15', 'H2ED16', 'H2PF34', 'H2TO15', 'H2WP9', 'H2FS10', 'H2WP7', 'PA21', 'PA56', 'H2FS9', 'H1IR3', 'H2PR5', 'H1TO3', 'H1FS9'],52,3,14
145,0.7316350710900474,['H1ED15', 'H2DS12', 'H2PF35', 'H1PF5', 'S60L', 'H1DS14', 'H2FS17', 'H1PF14', 'H2GH27', 'H1WP1', 'H1WP10', 'H2FS5', 'H2TO30', 'H2FS8', 'H2FS11', 'H2TO27', 'H2WP4', 'H1PF16', 'H2DS7', 'H2WP9', 'H2TO11', 'H1FS15', 'H2ED16', 'H2PF34', 'H2TO15', 'H2WP9', 'H2FS10', 'H2WP7', 'PA21', 'PA56', 'H2FS9', 'H1IR3', 'H2PR5', 'H1TO3', 'H1FS9'],52,3,14
146,0.7316350710900474,['H1ED15', 'H2DS12', 'H2PF35', 'H1PF5', 'S60L', 'H1DS14', 'H2FS17', 'H1PF14', 'H2GH27', 'H1WP1', 'H1WP10', 'H2FS5', 'H2TO30', 'H2FS8', 'H2FS11', 'H2TO27', 'H2WP4', 'H1PF16', 'H2DS7', 'H2WP9', 'H2TO11', 'H1FS15', 'H2ED16', 'H2PF34', 'H2TO15', 'H2WP9', 'H2FS10', 'H2WP7', 'PA21', 'PA56', 'H2FS9', 'H1IR3', 'H2PR5', 'H1TO3', 'H1FS9'],52,3,14
147,0.7316350710900474,['H1ED15', 'H2DS12', 'H2PF35', 'H1PF5', 'S60L', 'H1DS14', 'H2FS17', 'H1PF14', 'H2GH27', 'H1WP1', 'H1WP10', 'H2FS5', 'H2TO30', 'H2FS8', 'H2FS11', 'H2TO27', 'H2WP4', 'H1PF16', 'H2DS7', 'H2WP9', 'H2TO11', 'H1FS15', 'H2ED16', 'H2PF34', 'H2TO15', 'H2WP9', 'H2FS10', 'H2WP7', 'PA21', 'PA56', 'H2FS9', 'H1IR3', 'H2PR5', 'H1TO3', 'H1FS9'],52,3,14
148,0.7316350710900474,['H1ED15', 'H2DS12', 'H2PF35', 'H1PF5', 'S60L', 'H1DS14', 'H2FS17', 'H1PF14', 'H2GH27', 'H1WP1', 'H1WP10', 'H2FS5', 'H2TO30', 'H2FS8', 'H2FS11', 'H2TO27', 'H2WP4', 'H1PF16', 'H2DS7', 'H2WP9', 'H2TO11', 'H1FS15', 'H2ED16', 'H2PF34', 'H2TO15', 'H2WP9', 'H2FS10', 'H2WP7', 'PA21', 'PA56', 'H2FS9', 'H1IR3', 'H2PR5', 'H1TO3', 'H1FS9'],52,3,14
149,0.7316350710900474,['H1ED15', 'H2DS12', 'H2PF35', 'H1PF5', 'S60L', 'H1DS14', 'H2FS17', 'H1PF14', 'H2GH27', 'H1WP1', 'H1WP10', 'H2FS5', 'H2TO30', 'H2FS8', 'H2FS11', 'H2TO27', 'H2WP4', 'H1PF16', 'H2DS7', 'H2WP9', 'H2TO11', 'H1FS15', 'H2ED16', 'H2PF34', 'H2TO15', 'H2WP9', 'H2FS10', 'H2WP7', 'PA21', 'PA56', 'H2FS9', 'H1IR3', 'H2PR5', 'H1TO3', 'H1FS9'],52,3,14
150,0.7316350710900474,['H1ED15', 'H2DS12', 'H2PF35', 'H1PF5', 'S60L', 'H1DS14', 'H2FS17', 'H1PF14', 'H2GH27', 'H1WP1', 'H1WP10', 'H2FS5', 'H2TO30', 'H2FS8', 'H2FS11', 'H2TO27', 'H2WP4', 'H1PF16', 'H2DS7', 'H2WP9', 'H2TO11', 'H1FS15', 'H2ED16', 'H2PF34', 'H2TO15', 'H2WP9', 'H2FS10', 'H2WP7', 'PA21', 'PA56', 'H2FS9', 'H1IR3', 'H2PR5', 'H1TO3', 'H1FS9'],52,3,14
151,0.7316350710900474,['H1ED15', 'H2DS12', 'H2PF35', 'H1PF5', 'S60L', 'H1DS14', 'H2FS17', 'H1PF14', 'H2GH27', 'H1WP1', 'H1WP10', 'H2FS5', 'H2TO30', 'H2FS8', 'H2FS11', 'H2TO27', 'H2WP4', 'H1PF16', 'H2DS7', 'H2WP9', 'H2TO11', 'H1FS15', 'H2ED16', 'H2PF34', 'H2TO15', 'H2WP9', 'H2FS10', 'H2WP7', 'PA21', 'PA56', 'H2FS9', 'H1IR3', 'H2PR5', 'H1TO3', 'H1FS9'],52,3,14
152,0.7334123222748815,['H1ED15', 'H2DS12', 'H2PF35', 'H1PF5', 'S60L', 'H1DS14', 'H2FS17', 'H1PF14', 'H2GH27', 'H1WP1', 'H1WP10', 'H2FS5', 'H2TO30', 'H2FS8', 'H2FS11', 'H2TO27', 'H2WP4', 'H1PF16', 'H2DS7', 'H2WP9', 'H2TO11', 'H1FS15', 'H2ED16', 'H2PF34', 'H2TO15', 'H2WP9', 'H2FS10', 'H2WP7', 'PA21', 'H1SE4', 'H2FS9', 'H1IR3', 'H2PR5', 'H1TO3', 'H1FS9'],50,3,13
153,0.7334123222748815,['H1ED15', 'H2DS12', 'H2PF35', 'H1PF5', 'S60L', 'H1DS14', 'H2FS17', 'H1PF14', 'H2GH27', 'H1WP1', 'H1WP10', 'H2FS5', 'H2TO30', 'H2FS8', 'H2FS11', 'H2TO27', 'H2WP4', 'H1PF16', 'H2DS7', 'H2WP9', 'H2TO11', 'H1FS15', 'H2ED16', 'H2PF34', 'H2TO15', 'H2WP9', 'H2FS10', 'H2WP7', 'PA21', 'H1SE4', 'H2FS9', 'H1IR3', 'H2PR5', 'H1TO3', 'H1FS9'],50,3,13
154,0.7334123222748815,['H1ED15', 'H2DS12', 'H2PF35', 'H1PF5', 'S60L', 'H1DS14', 'H2FS17', 'H1PF14', 'H2GH27', 'H1WP1', 'H1WP10', 'H2FS5', 'H2TO30', 'H2FS8', 'H2FS11', 'H2TO27', 'H2WP4', 'H1PF16', 'H2DS7', 'H2WP9', 'H2TO11', 'H1FS15', 'H2ED16', 'H2PF34', 'H2TO15', 'H2WP9', 'H2FS10', 'H2WP7', 'PA21', 'H1SE4', 'H2FS9', 'H1IR3', 'H2PR5', 'H1TO3', 'H1FS9'],50,3,13
155,0.7334123222748815,['H1ED15', 'H2DS12', 'H2PF35', 'H1PF5', 'S60L', 'H1DS14', 'H2FS17', 'H1PF14', 'H2GH27', 'H1WP1', 'H1WP10', 'H2FS5', 'H2TO30', 'H2FS8', 'H2FS11', 'H2TO27', 'H2WP4', 'H1PF16', 'H2DS7', 'H2WP9', 'H2TO11', 'H1FS15', 'H2ED16', 'H2PF34', 'H2TO15', 'H2WP9', 'H2FS10', 'H2WP7', 'PA21', 'H1SE4', 'H2FS9', 'H1IR3', 'H2PR5', 'H1TO3', 'H1FS9'],50,3,13
156,0.7334123222748815,['H1ED15', 'H2DS12', 'H2PF35', 'H1PF5', 'S60L', 'H1DS14', 'H2FS17', 'H1PF14', 'H2GH27', 'H1WP1', 'H1WP10', 'H2FS5', 'H2TO30', 'H2FS8', 'H2FS11', 'H2TO27', 'H2WP4', 'H1PF16', 'H2DS7', 'H2WP9', 'H2TO11', 'H1FS15', 'H2ED16', 'H2PF34', 'H2TO15', 'H2WP9', 'H2FS10', 'H2WP7', 'PA21', 'H1SE4', 'H2FS9', 'H1IR3', 'H2PR5', 'H1TO3', 'H1FS9'],50,3,13
157,0.7334123222748815,['H1ED15', 'H2DS12', 'H2PF35', 'H1PF5', 'S60L', 'H1DS14', 'H2FS17', 'H1PF14', 'H2GH27', 'H1WP1', 'H1WP10', 'H2FS5', 'H2TO30', 'H2FS8', 'H2FS11', 'H2TO27', 'H2WP4', 'H1PF16', 'H2DS7', 'H2WP9', 'H2TO11', 'H1FS15', 'H2ED16', 'H2PF34', 'H2TO15', 'H2WP9', 'H2FS10', 'H2WP7', 'PA21', 'H1SE4', 'H2FS9', 'H1IR3', 'H2PR5', 'H1TO3', 'H1FS9'],50,3,13
158,0.7334123222748815,['H1ED15', 'H2DS12', 'H2PF35', 'H1PF5', 'S60L', 'H1DS14', 'H2FS17', 'H1PF14', 'H2GH27', 'H1WP1', 'H1WP10', 'H2FS5', 'H2TO30', 'H2FS8', 'H2FS11', 'H2TO27', 'H2WP4', 'H1PF16', 'H2DS7', 'H2WP9', 'H2TO11', 'H1FS15', 'H2ED16', 'H2PF34', 'H2TO15', 'H2WP9', 'H2FS10', 'H2WP7', 'PA21', 'H1SE4', 'H2FS9', 'H1IR3', 'H2PR5', 'H1TO3', 'H1FS9'],50,3,13
159,0.7334123222748815,['H1ED15', 'H2DS12', 'H2PF35', 'H1PF5', 'S60L', 'H1DS14', 'H2FS17', 'H1PF14', 'H2GH27', 'H1WP1', 'H1WP10', 'H2FS5', 'H2TO30', 'H2FS8', 'H2FS11', 'H2TO27', 'H2WP4', 'H1PF16', 'H2DS7', 'H2WP9', 'H2TO11', 'H1FS15', 'H2ED16', 'H2PF34', 'H2TO15', 'H2WP9', 'H2FS10', 'H2WP7', 'PA21', 'H1SE4', 'H2FS9', 'H1IR3', 'H2PR5', 'H1TO3', 'H1FS9'],50,3,13
160,0.7334123222748815,['H1ED15', 'H2DS12', 'H2PF35', 'H1PF5', 'S60L', 'H1DS14', 'H2FS17', 'H1PF14', 'H2GH27', 'H1WP1', 'H1WP10', 'H2FS5', 'H2TO30', 'H2FS8', 'H2FS11', 'H2TO27', 'H2WP4', 'H1PF16', 'H2DS7', 'H2WP9', 'H2TO11', 'H1FS15', 'H2ED16', 'H2PF34', 'H2TO15', 'H2WP9', 'H2FS10', 'H2WP7', 'PA21', 'H1SE4', 'H2FS9', 'H1IR3', 'H2PR5', 'H1TO3', 'H1FS9'],50,3,13
161,0.7334123222748815,['H1ED15', 'H2DS12', 'H2PF35', 'H1PF5', 'S60L', 'H1DS14', 'H2FS17', 'H1PF14', 'H2GH27', 'H1WP1', 'H1WP10', 'H2FS5', 'H2TO30', 'H2FS8', 'H2FS11', 'H2TO27', 'H2WP4', 'H1PF16', 'H2DS7', 'H2WP9', 'H2TO11', 'H1FS15', 'H2ED16', 'H2PF34', 'H2TO15', 'H2WP9', 'H2FS10', 'H2WP7', 'PA21', 'H1SE4', 'H2FS9', 'H1IR3', 'H2PR5', 'H1TO3', 'H1FS9'],50,3,13
162,0.7334123222748815,['H1ED15', 'H2DS12', 'H2PF35', 'H1PF5', 'S60L', 'H1DS14', 'H2FS17', 'H1PF14', 'H2GH27', 'H1WP1', 'H1WP10', 'H2FS5', 'H2TO30', 'H2FS8', 'H2FS11', 'H2TO27', 'H2WP4', 'H1PF16', 'H2DS7', 'H2WP9', 'H2TO11', 'H1FS15', 'H2ED16', 'H2PF34', 'H2TO15', 'H2WP9', 'H2FS10', 'H2WP7', 'PA21', 'H1SE4', 'H2FS9', 'H1IR3', 'H2PR5', 'H1TO3', 'H1FS9'],50,3,13
163,0.7334123222748815,['H1ED15', 'H2DS12', 'H2PF35', 'H1PF5', 'S60L', 'H1DS14', 'H2FS17', 'H1PF14', 'H2GH27', 'H1WP1', 'H1WP10', 'H2FS5', 'H2TO30', 'H2FS8', 'H2FS11', 'H2TO27', 'H2WP4', 'H1PF16', 'H2DS7', 'H2WP9', 'H2TO11', 'H1FS15', 'H2ED16', 'H2PF34', 'H2TO15', 'H2WP9', 'H2FS10', 'H2WP7', 'PA21', 'H1SE4', 'H2FS9', 'H1IR3', 'H2PR5', 'H1TO3', 'H1FS9'],50,3,13
164,0.7334123222748815,['H1ED15', 'H2DS12', 'H2PF35', 'H1PF5', 'S60L', 'H1DS14', 'H2FS17', 'H1PF14', 'H2GH27', 'H1WP1', 'H1WP10', 'H2FS5', 'H2TO30', 'H2FS8', 'H2FS11', 'H2TO27', 'H2WP4', 'H1PF16', 'H2DS7', 'H2WP9', 'H2TO11', 'H1FS15', 'H2ED16', 'H2PF34', 'H2TO15', 'H2WP9', 'H2FS10', 'H2WP7', 'PA21', 'H1SE4', 'H2FS9', 'H1IR3', 'H2PR5', 'H1TO3', 'H1FS9'],50,3,13
165,0.7334123222748815,['H1ED15', 'H2DS12', 'H2PF35', 'H1PF5', 'S60L', 'H1DS14', 'H2FS17', 'H1PF14', 'H2GH27', 'H1WP1', 'H1WP10', 'H2FS5', 'H2TO30', 'H2FS8', 'H2FS11', 'H2TO27', 'H2WP4', 'H1PF16', 'H2DS7', 'H2WP9', 'H2TO11', 'H1FS15', 'H2ED16', 'H2PF34', 'H2TO15', 'H2WP9', 'H2FS10', 'H2WP7', 'PA21', 'H1SE4', 'H2FS9', 'H1IR3', 'H2PR5', 'H1TO3', 'H1FS9'],50,3,13
166,0.7334123222748815,['H1ED15', 'H2DS12', 'H2PF35', 'H1PF5', 'S60L', 'H1DS14', 'H2FS17', 'H1PF14', 'H2GH27', 'H1WP1', 'H1WP10', 'H2FS5', 'H2TO30', 'H2FS8', 'H2FS11', 'H2TO27', 'H2WP4', 'H1PF16', 'H2DS7', 'H2WP9', 'H2TO11', 'H1FS15', 'H2ED16', 'H2PF34', 'H2TO15', 'H2WP9', 'H2FS10', 'H2WP7', 'PA21', 'H1SE4', 'H2FS9', 'H1IR3', 'H2PR5', 'H1TO3', 'H1FS9'],50,3,13
167,0.7334123222748815,['H1ED15', 'H2DS12', 'H2PF35', 'H1PF5', 'S60L', 'H1DS14', 'H2FS17', 'H1PF14', 'H2GH27', 'H1WP1', 'H1WP10', 'H2FS5', 'H2TO30', 'H2FS8', 'H2FS11', 'H2TO27', 'H2WP4', 'H1PF16', 'H2DS7', 'H2WP9', 'H2TO11', 'H1FS15', 'H2ED16', 'H2PF34', 'H2TO15', 'H2WP9', 'H2FS10', 'H2WP7', 'PA21', 'H1SE4', 'H2FS9', 'H1IR3', 'H2PR5', 'H1TO3', 'H1FS9'],50,3,13
168,0.7334123222748815,['H1ED15', 'H2DS12', 'H2PF35', 'H1PF5', 'S60L', 'H1DS14', 'H2FS17', 'H1PF14', 'H2GH27', 'H1WP1', 'H1WP10', 'H2FS5', 'H2TO30', 'H2FS8', 'H2FS11', 'H2TO27', 'H2WP4', 'H1PF16', 'H2DS7', 'H2WP9', 'H2TO11', 'H1FS15', 'H2ED16', 'H2PF34', 'H2TO15', 'H2WP9', 'H2FS10', 'H2WP7', 'PA21', 'H1SE4', 'H2FS9', 'H1IR3', 'H2PR5', 'H1TO3', 'H1FS9'],50,3,13
169,0.7334123222748815,['H1ED15', 'H2DS12', 'H2PF35', 'H1PF5', 'S60L', 'H1DS14', 'H2FS17', 'H1PF14', 'H2GH27', 'H1WP1', 'H1WP10', 'H2FS5', 'H2TO30', 'H2FS8', 'H2FS11', 'H2TO27', 'H2WP4', 'H1PF16', 'H2DS7', 'H2WP9', 'H2TO11', 'H1FS15', 'H2ED16', 'H2PF34', 'H2TO15', 'H2WP9', 'H2FS10', 'H2WP7', 'PA21', 'H1SE4', 'H2FS9', 'H1IR3', 'H2PR5', 'H1TO3', 'H1FS9'],50,3,13
170,0.7334123222748815,['H1ED15', 'H2DS12', 'H2PF35', 'H1PF5', 'S60L', 'H1DS14', 'H2FS17', 'H1PF14', 'H2GH27', 'H1WP1', 'H1WP10', 'H2FS5', 'H2TO30', 'H2FS8', 'H2FS11', 'H2TO27', 'H2WP4', 'H1PF16', 'H2DS7', 'H2WP9', 'H2TO11', 'H1FS15', 'H2ED16', 'H2PF34', 'H2TO15', 'H2WP9', 'H2FS10', 'H2WP7', 'PA21', 'H1SE4', 'H2FS9', 'H1IR3', 'H2PR5', 'H1TO3', 'H1FS9'],50,3,13
171,0.7334123222748815,['H1ED15', 'H2DS12', 'H2PF35', 'H1PF5', 'S60L', 'H1DS14', 'H2FS17', 'H1PF14', 'H2GH27', 'H1WP1', 'H1WP10', 'H2FS5', 'H2TO30', 'H2FS8', 'H2FS11', 'H2TO27', 'H2WP4', 'H1PF16', 'H2DS7', 'H2WP9', 'H2TO11', 'H1FS15', 'H2ED16', 'H2PF34', 'H2TO15', 'H2WP9', 'H2FS10', 'H2WP7', 'PA21', 'H1SE4', 'H2FS9', 'H1IR3', 'H2PR5', 'H1TO3', 'H1FS9'],50,3,13
172,0.7334123222748815,['H1ED15', 'H2DS12', 'H2PF35', 'H1PF5', 'S60L', 'H1DS14', 'H2FS17', 'H1PF14', 'H2GH27', 'H1WP1', 'H1WP10', 'H2FS5', 'H2TO30', 'H2FS8', 'H2FS11', 'H2TO27', 'H2WP4', 'H1PF16', 'H2DS7', 'H2WP9', 'H2TO11', 'H1FS15', 'H2ED16', 'H2PF34', 'H2TO15', 'H2WP9', 'H2FS10', 'H2WP7', 'PA21', 'H1SE4', 'H2FS9', 'H1IR3', 'H2PR5', 'H1TO3', 'H1FS9'],50,3,13
173,0.7334123222748815,['H1ED15', 'H2DS12', 'H2PF35', 'H1PF5', 'S60L', 'H1DS14', 'H2FS17', 'H1PF14', 'H2GH27', 'H1WP1', 'H1WP10', 'H2FS5', 'H2TO30', 'H2FS8', 'H2FS11', 'H2TO27', 'H2WP4', 'H1PF16', 'H2DS7', 'H2WP9', 'H2TO11', 'H1FS15', 'H2ED16', 'H2PF34', 'H2TO15', 'H2WP9', 'H2FS10', 'H2WP7', 'PA21', 'H1SE4', 'H2FS9', 'H1IR3', 'H2PR5', 'H1TO3', 'H1FS9'],50,3,13
174,0.7334123222748815,['H1ED15', 'H2DS12', 'H2PF35', 'H1PF5', 'S60L', 'H1DS14', 'H2FS17', 'H1PF14', 'H2GH27', 'H1WP1', 'H1WP10', 'H2FS5', 'H2TO30', 'H2FS8', 'H2FS11', 'H2TO27', 'H2WP4', 'H1PF16', 'H2DS7', 'H2WP9', 'H2TO11', 'H1FS15', 'H2ED16', 'H2PF34', 'H2TO15', 'H2WP9', 'H2FS10', 'H2WP7', 'PA21', 'H1SE4', 'H2FS9', 'H1IR3', 'H2PR5', 'H1TO3', 'H1FS9'],50,3,13
175,0.7334123222748815,['H1ED15', 'H2DS12', 'H2PF35', 'H1PF5', 'S60L', 'H1DS14', 'H2FS17', 'H1PF14', 'H2GH27', 'H1WP1', 'H1WP10', 'H2FS5', 'H2TO30', 'H2FS8', 'H2FS11', 'H2TO27', 'H2WP4', 'H1PF16', 'H2DS7', 'H2WP9', 'H2TO11', 'H1FS15', 'H2ED16', 'H2PF34', 'H2TO15', 'H2WP9', 'H2FS10', 'H2WP7', 'PA21', 'H1SE4', 'H2FS9', 'H1IR3', 'H2PR5', 'H1TO3', 'H1FS9'],50,3,13
176,0.7334123222748815,['H1ED15', 'H2DS12', 'H2PF35', 'H1PF5', 'S60L', 'H1DS14', 'H2FS17', 'H1PF14', 'H2GH27', 'H1WP1', 'H1WP10', 'H2FS5', 'H2TO30', 'H2FS8', 'H2FS11', 'H2TO27', 'H2WP4', 'H1PF16', 'H2DS7', 'H2WP9', 'H2TO11', 'H1FS15', 'H2ED16', 'H2PF34', 'H2TO15', 'H2WP9', 'H2FS10', 'H2WP7', 'PA21', 'H1SE4', 'H2FS9', 'H1IR3', 'H2PR5', 'H1TO3', 'H1FS9'],50,3,13
177,0.7334123222748815,['H1ED15', 'H2DS12', 'H2PF35', 'H1PF5', 'S60L', 'H1DS14', 'H2FS17', 'H1PF14', 'H2GH27', 'H1WP1', 'H1WP10', 'H2FS5', 'H2TO30', 'H2FS8', 'H2FS11', 'H2TO27', 'H2WP4', 'H1PF16', 'H2DS7', 'H2WP9', 'H2TO11', 'H1FS15', 'H2ED16', 'H2PF34', 'H2TO15', 'H2WP9', 'H2FS10', 'H2WP7', 'PA21', 'H1SE4', 'H2FS9', 'H1IR3', 'H2PR5', 'H1TO3', 'H1FS9'],50,3,13
178,0.7334123222748815,['H1ED15', 'H2DS12', 'H2PF35', 'H1PF5', 'S60L', 'H1DS14', 'H2FS17', 'H1PF14', 'H2GH27', 'H1WP1', 'H1WP10', 'H2FS5', 'H2TO30', 'H2FS8', 'H2FS11', 'H2TO27', 'H2WP4', 'H1PF16', 'H2DS7', 'H2WP9', 'H2TO11', 'H1FS15', 'H2ED16', 'H2PF34', 'H2TO15', 'H2WP9', 'H2FS10', 'H2WP7', 'PA21', 'H1SE4', 'H2FS9', 'H1IR3', 'H2PR5', 'H1TO3', 'H1FS9'],50,3,13
179,0.7334123222748815,['H1ED15', 'H2DS12', 'H2PF35', 'H1PF5', 'S60L', 'H1DS14', 'H2FS17', 'H1PF14', 'H2GH27', 'H1WP1', 'H1WP10', 'H2FS5', 'H2TO30', 'H2FS8', 'H2FS11', 'H2TO27', 'H2WP4', 'H1PF16', 'H2DS7', 'H2WP9', 'H2TO11', 'H1FS15', 'H2ED16', 'H2PF34', 'H2TO15', 'H2WP9', 'H2FS10', 'H2WP7', 'PA21', 'H1SE4', 'H2FS9', 'H1IR3', 'H2PR5', 'H1TO3', 'H1FS9'],50,3,13
180,0.7334123222748815,['H1ED15', 'H2DS12', 'H2PF35', 'H1PF5', 'S60L', 'H1DS14', 'H2FS17', 'H1PF14', 'H2GH27', 'H1WP1', 'H1WP10', 'H2FS5', 'H2TO30', 'H2FS8', 'H2FS11', 'H2TO27', 'H2WP4', 'H1PF16', 'H2DS7', 'H2WP9', 'H2TO11', 'H1FS15', 'H2ED16', 'H2PF34', 'H2TO15', 'H2WP9', 'H2FS10', 'H2WP7', 'PA21', 'H1SE4', 'H2FS9', 'H1IR3', 'H2PR5', 'H1TO3', 'H1FS9'],50,3,13
181,0.7334123222748815,['H1ED15', 'H2DS12', 'H2PF35', 'H1PF5', 'S60L', 'H1DS14', 'H2FS17', 'H1PF14', 'H2GH27', 'H1WP1', 'H1WP10', 'H2FS5', 'H2TO30', 'H2FS8', 'H2FS11', 'H2TO27', 'H2WP4', 'H1PF16', 'H2DS7', 'H2WP9', 'H2TO11', 'H1FS15', 'H2ED16', 'H2PF34', 'H2TO15', 'H2WP9', 'H2FS10', 'H2WP7', 'PA21', 'H1SE4', 'H2FS9', 'H1IR3', 'H2PR5', 'H1TO3', 'H1FS9'],50,3,13
