curr_gen,fitness,genome,min_samples_leaf,min_samples_split,max_features
218,0.7061611374407583,['H2PF22', 'H2PF25', 'H2FS10', 'H1ED7', 'H1PF33', 'H2PF26', 'H1FS2', 'S62B', 'S60N', 'H2FS12', 'H1DS14', 'H2DS7', 'H1DS9', 'H2WP3', 'H1TO1', 'H2FS7', 'H2FS1', 'H2TO11', 'H1PF16', 'H1PF33', 'S62M', 'H1PF2', 'H2ED12', 'H1PF35', 'H1FS19', 'S60M', 'H2DS7', 'PC40', 'H1PF25', 'H2DS6'],62,30,19
219,0.7061611374407583,['H2PF22', 'H2PF25', 'H2FS10', 'H1ED7', 'H1PF33', 'H2PF26', 'H1FS2', 'S62B', 'S60N', 'H2FS12', 'H1DS14', 'H2DS7', 'H1DS9', 'H2WP3', 'H1TO1', 'H2FS7', 'H2FS1', 'H2TO11', 'H1PF16', 'H1PF33', 'S62M', 'H1PF2', 'H2ED12', 'H1PF35', 'H1FS19', 'S60M', 'H2DS7', 'PC40', 'H1PF25', 'H2DS6'],62,30,19
220,0.7061611374407583,['H2PF22', 'H2PF25', 'H2FS10', 'H1ED7', 'H1PF33', 'H2PF26', 'H1FS2', 'S62B', 'S60N', 'H2FS12', 'H1DS14', 'H2DS7', 'H1DS9', 'H2WP3', 'H1TO1', 'H2FS7', 'H2FS1', 'H2TO11', 'H1PF16', 'H1PF33', 'S62M', 'H1PF2', 'H2ED12', 'H1PF35', 'H1FS19', 'S60M', 'H2DS7', 'PC40', 'H1PF25', 'H2DS6'],62,30,19
221,0.7061611374407583,['H2PF22', 'H2PF25', 'H2FS10', 'H1ED7', 'H1PF33', 'H2PF26', 'H1FS2', 'S62B', 'S60N', 'H2FS12', 'H1DS14', 'H2DS7', 'H1DS9', 'H2WP3', 'H1TO1', 'H2FS7', 'H2FS1', 'H2TO11', 'H1PF16', 'H1PF33', 'S62M', 'H1PF2', 'H2ED12', 'H1PF35', 'H1FS19', 'S60M', 'H2DS7', 'PC40', 'H1PF25', 'H2DS6'],62,30,19
222,0.7061611374407583,['H2PF22', 'H2PF25', 'H2FS10', 'H1ED7', 'H1PF33', 'H2PF26', 'H1FS2', 'S62B', 'S60N', 'H2FS12', 'H1DS14', 'H2DS7', 'H1DS9', 'H2WP3', 'H1TO1', 'H2FS7', 'H2FS1', 'H2TO11', 'H1PF16', 'H1PF33', 'S62M', 'H1PF2', 'H2ED12', 'H1PF35', 'H1FS19', 'S60M', 'H2DS7', 'PC40', 'H1PF25', 'H2DS6'],62,30,19
223,0.7061611374407583,['H2PF22', 'H2PF25', 'H2FS10', 'H1ED7', 'H1PF33', 'H2PF26', 'H1FS2', 'S62B', 'S60N', 'H2FS12', 'H1DS14', 'H2DS7', 'H1DS9', 'H2WP3', 'H1TO1', 'H2FS7', 'H2FS1', 'H2TO11', 'H1PF16', 'H1PF33', 'S62M', 'H1PF2', 'H2ED12', 'H1PF35', 'H1FS19', 'S60M', 'H2DS7', 'PC40', 'H1PF25', 'H2DS6'],62,30,19
224,0.7061611374407583,['H2PF22', 'H2PF25', 'H2FS10', 'H1ED7', 'H1PF33', 'H2PF26', 'H1FS2', 'S62B', 'S60N', 'H2FS12', 'H1DS14', 'H2DS7', 'H1DS9', 'H2WP3', 'H1TO1', 'H2FS7', 'H2FS1', 'H2TO11', 'H1PF16', 'H1PF33', 'S62M', 'H1PF2', 'H2ED12', 'H1PF35', 'H1FS19', 'S60M', 'H2DS7', 'PC40', 'H1PF25', 'H2DS6'],62,30,19
225,0.7061611374407583,['H2PF22', 'H2PF25', 'H2FS10', 'H1ED7', 'H1PF33', 'H2PF26', 'H1FS2', 'S62B', 'S60N', 'H2FS12', 'H1DS14', 'H2DS7', 'H1DS9', 'H2WP3', 'H1TO1', 'H2FS7', 'H2FS1', 'H2TO11', 'H1PF16', 'H1PF33', 'S62M', 'H1PF2', 'H2ED12', 'H1PF35', 'H1FS19', 'S60M', 'H2DS7', 'PC40', 'H1PF25', 'H2DS6'],62,30,19
226,0.7061611374407583,['H2PF22', 'H2PF25', 'H2FS10', 'H1ED7', 'H1PF33', 'H2PF26', 'H1FS2', 'S62B', 'S60N', 'H2FS12', 'H1DS14', 'H2DS7', 'H1DS9', 'H2WP3', 'H1TO1', 'H2FS7', 'H2FS1', 'H2TO11', 'H1PF16', 'H1PF33', 'S62M', 'H1PF2', 'H2ED12', 'H1PF35', 'H1FS19', 'S60M', 'H2DS7', 'PC40', 'H1PF25', 'H2DS6'],62,30,19
227,0.7061611374407583,['H2PF22', 'H2PF25', 'H2FS10', 'H1ED7', 'H1PF33', 'H2PF26', 'H1FS2', 'S62B', 'S60N', 'H2FS12', 'H1DS14', 'H2DS7', 'H1DS9', 'H2WP3', 'H1TO1', 'H2FS7', 'H2FS1', 'H2TO11', 'H1PF16', 'H1PF33', 'S62M', 'H1PF2', 'H2ED12', 'H1PF35', 'H1FS19', 'S60M', 'H2DS7', 'PC40', 'H1PF25', 'H2DS6'],62,30,19
228,0.7061611374407583,['H2PF22', 'H2PF25', 'H2FS10', 'H1ED7', 'H1PF33', 'H2PF26', 'H1FS2', 'S62B', 'S60N', 'H2FS12', 'H1DS14', 'H2DS7', 'H1DS9', 'H2WP3', 'H1TO1', 'H2FS7', 'H2FS1', 'H2TO11', 'H1PF16', 'H1PF33', 'S62M', 'H1PF2', 'H2ED12', 'H1PF35', 'H1FS19', 'S60M', 'H2DS7', 'PC40', 'H1PF25', 'H2DS6'],62,30,19
229,0.7061611374407583,['H2PF22', 'H2PF25', 'H2FS10', 'H1ED7', 'H1PF33', 'H2PF26', 'H1FS2', 'S62B', 'S60N', 'H2FS12', 'H1DS14', 'H2DS7', 'H1DS9', 'H2WP3', 'H1TO1', 'H2FS7', 'H2FS1', 'H2TO11', 'H1PF16', 'H1PF33', 'S62M', 'H1PF2', 'H2ED12', 'H1PF35', 'H1FS19', 'S60M', 'H2DS7', 'PC40', 'H1PF25', 'H2DS6'],62,30,19
230,0.7061611374407583,['H2PF22', 'H2PF25', 'H2FS10', 'H1ED7', 'H1PF33', 'H2PF26', 'H1FS2', 'S62B', 'S60N', 'H2FS12', 'H1DS14', 'H2DS7', 'H1DS9', 'H2WP3', 'H1TO1', 'H2FS7', 'H2FS1', 'H2TO11', 'H1PF16', 'H1PF33', 'S62M', 'H1PF2', 'H2ED12', 'H1PF35', 'H1FS19', 'S60M', 'H2DS7', 'PC40', 'H1PF25', 'H2DS6'],62,30,19
231,0.7061611374407583,['H2PF22', 'H2PF25', 'H2FS10', 'H1ED7', 'H1PF33', 'H2PF26', 'H1FS2', 'S62B', 'S60N', 'H2FS12', 'H1DS14', 'H2DS7', 'H1DS9', 'H2WP3', 'H1TO1', 'H2FS7', 'H2FS1', 'H2TO11', 'H1PF16', 'H1PF33', 'S62M', 'H1PF2', 'H2ED12', 'H1PF35', 'H1FS19', 'S60M', 'H2DS7', 'PC40', 'H1PF25', 'H2DS6'],62,30,19
232,0.7061611374407583,['H2PF22', 'H2PF25', 'H2FS10', 'H1ED7', 'H1PF33', 'H2PF26', 'H1FS2', 'S62B', 'S60N', 'H2FS12', 'H1DS14', 'H2DS7', 'H1DS9', 'H2WP3', 'H1TO1', 'H2FS7', 'H2FS1', 'H2TO11', 'H1PF16', 'H1PF33', 'S62M', 'H1PF2', 'H2ED12', 'H1PF35', 'H1FS19', 'S60M', 'H2DS7', 'PC40', 'H1PF25', 'H2DS6'],62,30,19
233,0.7061611374407583,['H2PF22', 'H2PF25', 'H2FS10', 'H1ED7', 'H1PF33', 'H2PF26', 'H1FS2', 'S62B', 'S60N', 'H2FS12', 'H1DS14', 'H2DS7', 'H1DS9', 'H2WP3', 'H1TO1', 'H2FS7', 'H2FS1', 'H2TO11', 'H1PF16', 'H1PF33', 'S62M', 'H1PF2', 'H2ED12', 'H1PF35', 'H1FS19', 'S60M', 'H2DS7', 'PC40', 'H1PF25', 'H2DS6'],62,30,19
234,0.7061611374407583,['H2PF22', 'H2PF25', 'H2FS10', 'H1ED7', 'H1PF33', 'H2PF26', 'H1FS2', 'S62B', 'S60N', 'H2FS12', 'H1DS14', 'H2DS7', 'H1DS9', 'H2WP3', 'H1TO1', 'H2FS7', 'H2FS1', 'H2TO11', 'H1PF16', 'H1PF33', 'S62M', 'H1PF2', 'H2ED12', 'H1PF35', 'H1FS19', 'S60M', 'H2DS7', 'PC40', 'H1PF25', 'H2DS6'],62,30,19
235,0.7061611374407583,['H2PF22', 'H2PF25', 'H2FS10', 'H1ED7', 'H1PF33', 'H2PF26', 'H1FS2', 'S62B', 'S60N', 'H2FS12', 'H1DS14', 'H2DS7', 'H1DS9', 'H2WP3', 'H1TO1', 'H2FS7', 'H2FS1', 'H2TO11', 'H1PF16', 'H1PF33', 'S62M', 'H1PF2', 'H2ED12', 'H1PF35', 'H1FS19', 'S60M', 'H2DS7', 'PC40', 'H1PF25', 'H2DS6'],62,30,19
236,0.7061611374407583,['H2PF22', 'H2PF25', 'H2FS10', 'H1ED7', 'H1PF33', 'H2PF26', 'H1FS2', 'S62B', 'S60N', 'H2FS12', 'H1DS14', 'H2DS7', 'H1DS9', 'H2WP3', 'H1TO1', 'H2FS7', 'H2FS1', 'H2TO11', 'H1PF16', 'H1PF33', 'S62M', 'H1PF2', 'H2ED12', 'H1PF35', 'H1FS19', 'S60M', 'H2DS7', 'PC40', 'H1PF25', 'H2DS6'],62,30,19
237,0.7061611374407583,['H2PF22', 'H2PF25', 'H2FS10', 'H1ED7', 'H1PF33', 'H2PF26', 'H1FS2', 'S62B', 'S60N', 'H2FS12', 'H1DS14', 'H2DS7', 'H1DS9', 'H2WP3', 'H1TO1', 'H2FS7', 'H2FS1', 'H2TO11', 'H1PF16', 'H1PF33', 'S62M', 'H1PF2', 'H2ED12', 'H1PF35', 'H1FS19', 'S60M', 'H2DS7', 'PC40', 'H1PF25', 'H2DS6'],62,30,19
238,0.7061611374407583,['H2PF22', 'H2PF25', 'H2FS10', 'H1ED7', 'H1PF33', 'H2PF26', 'H1FS2', 'S62B', 'S60N', 'H2FS12', 'H1DS14', 'H2DS7', 'H1DS9', 'H2WP3', 'H1TO1', 'H2FS7', 'H2FS1', 'H2TO11', 'H1PF16', 'H1PF33', 'S62M', 'H1PF2', 'H2ED12', 'H1PF35', 'H1FS19', 'S60M', 'H2DS7', 'PC40', 'H1PF25', 'H2DS6'],62,30,19
239,0.7061611374407583,['H2PF22', 'H2PF25', 'H2FS10', 'H1ED7', 'H1PF33', 'H2PF26', 'H1FS2', 'S62B', 'S60N', 'H2FS12', 'H1DS14', 'H2DS7', 'H1DS9', 'H2WP3', 'H1TO1', 'H2FS7', 'H2FS1', 'H2TO11', 'H1PF16', 'H1PF33', 'S62M', 'H1PF2', 'H2ED12', 'H1PF35', 'H1FS19', 'S60M', 'H2DS7', 'PC40', 'H1PF25', 'H2DS6'],62,30,19
240,0.7061611374407583,['H2PF22', 'H2PF25', 'H2FS10', 'H1ED7', 'H1PF33', 'H2PF26', 'H1FS2', 'S62B', 'S60N', 'H2FS12', 'H1DS14', 'H2DS7', 'H1DS9', 'H2WP3', 'H1TO1', 'H2FS7', 'H2FS1', 'H2TO11', 'H1PF16', 'H1PF33', 'S62M', 'H1PF2', 'H2ED12', 'H1PF35', 'H1FS19', 'S60M', 'H2DS7', 'PC40', 'H1PF25', 'H2DS6'],62,30,19
241,0.7061611374407583,['H2PF22', 'H2PF25', 'H2FS10', 'H1ED7', 'H1PF33', 'H2PF26', 'H1FS2', 'S62B', 'S60N', 'H2FS12', 'H1DS14', 'H2DS7', 'H1DS9', 'H2WP3', 'H1TO1', 'H2FS7', 'H2FS1', 'H2TO11', 'H1PF16', 'H1PF33', 'S62M', 'H1PF2', 'H2ED12', 'H1PF35', 'H1FS19', 'S60M', 'H2DS7', 'PC40', 'H1PF25', 'H2DS6'],62,30,19
242,0.7061611374407583,['H2PF22', 'H2PF25', 'H2FS10', 'H1ED7', 'H1PF33', 'H2PF26', 'H1FS2', 'S62B', 'S60N', 'H2FS12', 'H1DS14', 'H2DS7', 'H1DS9', 'H2WP3', 'H1TO1', 'H2FS7', 'H2FS1', 'H2TO11', 'H1PF16', 'H1PF33', 'S62M', 'H1PF2', 'H2ED12', 'H1PF35', 'H1FS19', 'S60M', 'H2DS7', 'PC40', 'H1PF25', 'H2DS6'],62,30,19
243,0.7061611374407583,['H2PF22', 'H2PF25', 'H2FS10', 'H1ED7', 'H1PF33', 'H2PF26', 'H1FS2', 'S62B', 'S60N', 'H2FS12', 'H1DS14', 'H2DS7', 'H1DS9', 'H2WP3', 'H1TO1', 'H2FS7', 'H2FS1', 'H2TO11', 'H1PF16', 'H1PF33', 'S62M', 'H1PF2', 'H2ED12', 'H1PF35', 'H1FS19', 'S60M', 'H2DS7', 'PC40', 'H1PF25', 'H2DS6'],62,30,19
244,0.7061611374407583,['H2PF22', 'H2PF25', 'H2FS10', 'H1ED7', 'H1PF33', 'H2PF26', 'H1FS2', 'S62B', 'S60N', 'H2FS12', 'H1DS14', 'H2DS7', 'H1DS9', 'H2WP3', 'H1TO1', 'H2FS7', 'H2FS1', 'H2TO11', 'H1PF16', 'H1PF33', 'S62M', 'H1PF2', 'H2ED12', 'H1PF35', 'H1FS19', 'S60M', 'H2DS7', 'PC40', 'H1PF25', 'H2DS6'],62,30,19
245,0.7061611374407583,['H2PF22', 'H2PF25', 'H2FS10', 'H1ED7', 'H1PF33', 'H2PF26', 'H1FS2', 'S62B', 'S60N', 'H2FS12', 'H1DS14', 'H2DS7', 'H1DS9', 'H2WP3', 'H1TO1', 'H2FS7', 'H2FS1', 'H2TO11', 'H1PF16', 'H1PF33', 'S62M', 'H1PF2', 'H2ED12', 'H1PF35', 'H1FS19', 'S60M', 'H2DS7', 'PC40', 'H1PF25', 'H2DS6'],62,30,19
246,0.7061611374407583,['H2PF22', 'H2PF25', 'H2FS10', 'H1ED7', 'H1PF33', 'H2PF26', 'H1FS2', 'S62B', 'S60N', 'H2FS12', 'H1DS14', 'H2DS7', 'H1DS9', 'H2WP3', 'H1TO1', 'H2FS7', 'H2FS1', 'H2TO11', 'H1PF16', 'H1PF33', 'S62M', 'H1PF2', 'H2ED12', 'H1PF35', 'H1FS19', 'S60M', 'H2DS7', 'PC40', 'H1PF25', 'H2DS6'],62,30,19
247,0.7061611374407583,['H2PF22', 'H2PF25', 'H2FS10', 'H1ED7', 'H1PF33', 'H2PF26', 'H1FS2', 'S62B', 'S60N', 'H2FS12', 'H1DS14', 'H2DS7', 'H1DS9', 'H2WP3', 'H1TO1', 'H2FS7', 'H2FS1', 'H2TO11', 'H1PF16', 'H1PF33', 'S62M', 'H1PF2', 'H2ED12', 'H1PF35', 'H1FS19', 'S60M', 'H2DS7', 'PC40', 'H1PF25', 'H2DS6'],62,30,19
248,0.7061611374407583,['H2PF22', 'H2PF25', 'H2FS10', 'H1ED7', 'H1PF33', 'H2PF26', 'H1FS2', 'S62B', 'S60N', 'H2FS12', 'H1DS14', 'H2DS7', 'H1DS9', 'H2WP3', 'H1TO1', 'H2FS7', 'H2FS1', 'H2TO11', 'H1PF16', 'H1PF33', 'S62M', 'H1PF2', 'H2ED12', 'H1PF35', 'H1FS19', 'S60M', 'H2DS7', 'PC40', 'H1PF25', 'H2DS6'],62,30,19
249,0.7061611374407583,['H2PF22', 'H2PF25', 'H2FS10', 'H1ED7', 'H1PF33', 'H2PF26', 'H1FS2', 'S62B', 'S60N', 'H2FS12', 'H1DS14', 'H2DS7', 'H1DS9', 'H2WP3', 'H1TO1', 'H2FS7', 'H2FS1', 'H2TO11', 'H1PF16', 'H1PF33', 'S62M', 'H1PF2', 'H2ED12', 'H1PF35', 'H1FS19', 'S60M', 'H2DS7', 'PC40', 'H1PF25', 'H2DS6'],62,30,19
250,0.7061611374407583,['H2PF22', 'H2PF25', 'H2FS10', 'H1ED7', 'H1PF33', 'H2PF26', 'H1FS2', 'S62B', 'S60N', 'H2FS12', 'H1DS14', 'H2DS7', 'H1DS9', 'H2WP3', 'H1TO1', 'H2FS7', 'H2FS1', 'H2TO11', 'H1PF16', 'H1PF33', 'S62M', 'H1PF2', 'H2ED12', 'H1PF35', 'H1FS19', 'S60M', 'H2DS7', 'PC40', 'H1PF25', 'H2DS6'],62,30,19
251,0.7061611374407583,['H2PF22', 'H2PF25', 'H2FS10', 'H1ED7', 'H1PF33', 'H2PF26', 'H1FS2', 'S62B', 'S60N', 'H2FS12', 'H1DS14', 'H2DS7', 'H1DS9', 'H2WP3', 'H1TO1', 'H2FS7', 'H2FS1', 'H2TO11', 'H1PF16', 'H1PF33', 'S62M', 'H1PF2', 'H2ED12', 'H1PF35', 'H1FS19', 'S60M', 'H2DS7', 'PC40', 'H1PF25', 'H2DS6'],62,30,19
252,0.7061611374407583,['H2PF22', 'H2PF25', 'H2FS10', 'H1ED7', 'H1PF33', 'H2PF26', 'H1FS2', 'S62B', 'S60N', 'H2FS12', 'H1DS14', 'H2DS7', 'H1DS9', 'H2WP3', 'H1TO1', 'H2FS7', 'H2FS1', 'H2TO11', 'H1PF16', 'H1PF33', 'S62M', 'H1PF2', 'H2ED12', 'H1PF35', 'H1FS19', 'S60M', 'H2DS7', 'PC40', 'H1PF25', 'H2DS6'],62,30,19
253,0.7061611374407583,['H2PF22', 'H2PF25', 'H2FS10', 'H1ED7', 'H1PF33', 'H2PF26', 'H1FS2', 'S62B', 'S60N', 'H2FS12', 'H1DS14', 'H2DS7', 'H1DS9', 'H2WP3', 'H1TO1', 'H2FS7', 'H2FS1', 'H2TO11', 'H1PF16', 'H1PF33', 'S62M', 'H1PF2', 'H2ED12', 'H1PF35', 'H1FS19', 'S60M', 'H2DS7', 'PC40', 'H1PF25', 'H2DS6'],62,30,19
254,0.7061611374407583,['H2PF22', 'H2PF25', 'H2FS10', 'H1ED7', 'H1PF33', 'H2PF26', 'H1FS2', 'S62B', 'S60N', 'H2FS12', 'H1DS14', 'H2DS7', 'H1DS9', 'H2WP3', 'H1TO1', 'H2FS7', 'H2FS1', 'H2TO11', 'H1PF16', 'H1PF33', 'S62M', 'H1PF2', 'H2ED12', 'H1PF35', 'H1FS19', 'S60M', 'H2DS7', 'PC40', 'H1PF25', 'H2DS6'],62,30,19
255,0.7061611374407583,['H2PF22', 'H2PF25', 'H2FS10', 'H1ED7', 'H1PF33', 'H2PF26', 'H1FS2', 'S62B', 'S60N', 'H2FS12', 'H1DS14', 'H2DS7', 'H1DS9', 'H2WP3', 'H1TO1', 'H2FS7', 'H2FS1', 'H2TO11', 'H1PF16', 'H1PF33', 'S62M', 'H1PF2', 'H2ED12', 'H1PF35', 'H1FS19', 'S60M', 'H2DS7', 'PC40', 'H1PF25', 'H2DS6'],62,30,19
256,0.7061611374407583,['H2PF22', 'H2PF25', 'H2FS10', 'H1ED7', 'H1PF33', 'H2PF26', 'H1FS2', 'S62B', 'S60N', 'H2FS12', 'H1DS14', 'H2DS7', 'H1DS9', 'H2WP3', 'H1TO1', 'H2FS7', 'H2FS1', 'H2TO11', 'H1PF16', 'H1PF33', 'S62M', 'H1PF2', 'H2ED12', 'H1PF35', 'H1FS19', 'S60M', 'H2DS7', 'PC40', 'H1PF25', 'H2DS6'],62,30,19
257,0.7061611374407583,['H2PF22', 'H2PF25', 'H2FS10', 'H1ED7', 'H1PF33', 'H2PF26', 'H1FS2', 'S62B', 'S60N', 'H2FS12', 'H1DS14', 'H2DS7', 'H1DS9', 'H2WP3', 'H1TO1', 'H2FS7', 'H2FS1', 'H2TO11', 'H1PF16', 'H1PF33', 'S62M', 'H1PF2', 'H2ED12', 'H1PF35', 'H1FS19', 'S60M', 'H2DS7', 'PC40', 'H1PF25', 'H2DS6'],62,30,19
258,0.7061611374407583,['H2PF22', 'H2PF25', 'H2FS10', 'H1ED7', 'H1PF33', 'H2PF26', 'H1FS2', 'S62B', 'S60N', 'H2FS12', 'H1DS14', 'H2DS7', 'H1DS9', 'H2WP3', 'H1TO1', 'H2FS7', 'H2FS1', 'H2TO11', 'H1PF16', 'H1PF33', 'S62M', 'H1PF2', 'H2ED12', 'H1PF35', 'H1FS19', 'S60M', 'H2DS7', 'PC40', 'H1PF25', 'H2DS6'],62,30,19
259,0.7061611374407583,['H2PF22', 'H2PF25', 'H2FS10', 'H1ED7', 'H1PF33', 'H2PF26', 'H1FS2', 'S62B', 'S60N', 'H2FS12', 'H1DS14', 'H2DS7', 'H1DS9', 'H2WP3', 'H1TO1', 'H2FS7', 'H2FS1', 'H2TO11', 'H1PF16', 'H1PF33', 'S62M', 'H1PF2', 'H2ED12', 'H1PF35', 'H1FS19', 'S60M', 'H2DS7', 'PC40', 'H1PF25', 'H2DS6'],62,30,19
260,0.7061611374407583,['H2PF22', 'H2PF25', 'H2FS10', 'H1ED7', 'H1PF33', 'H2PF26', 'H1FS2', 'S62B', 'S60N', 'H2FS12', 'H1DS14', 'H2DS7', 'H1DS9', 'H2WP3', 'H1TO1', 'H2FS7', 'H2FS1', 'H2TO11', 'H1PF16', 'H1PF33', 'S62M', 'H1PF2', 'H2ED12', 'H1PF35', 'H1FS19', 'S60M', 'H2DS7', 'PC40', 'H1PF25', 'H2DS6'],62,30,19
261,0.7061611374407583,['H2PF22', 'H2PF25', 'H2FS10', 'H1ED7', 'H1PF33', 'H2PF26', 'H1FS2', 'S62B', 'S60N', 'H2FS12', 'H1DS14', 'H2DS7', 'H1DS9', 'H2WP3', 'H1TO1', 'H2FS7', 'H2FS1', 'H2TO11', 'H1PF16', 'H1PF33', 'S62M', 'H1PF2', 'H2ED12', 'H1PF35', 'H1FS19', 'S60M', 'H2DS7', 'PC40', 'H1PF25', 'H2DS6'],62,30,19
262,0.7061611374407583,['H2PF22', 'H2PF25', 'H2FS10', 'H1ED7', 'H1PF33', 'H2PF26', 'H1FS2', 'S62B', 'S60N', 'H2FS12', 'H1DS14', 'H2DS7', 'H1DS9', 'H2WP3', 'H1TO1', 'H2FS7', 'H2FS1', 'H2TO11', 'H1PF16', 'H1PF33', 'S62M', 'H1PF2', 'H2ED12', 'H1PF35', 'H1FS19', 'S60M', 'H2DS7', 'PC40', 'H1PF25', 'H2DS6'],62,30,19
263,0.7061611374407583,['H2PF22', 'H2PF25', 'H2FS10', 'H1ED7', 'H1PF33', 'H2PF26', 'H1FS2', 'S62B', 'S60N', 'H2FS12', 'H1DS14', 'H2DS7', 'H1DS9', 'H2WP3', 'H1TO1', 'H2FS7', 'H2FS1', 'H2TO11', 'H1PF16', 'H1PF33', 'S62M', 'H1PF2', 'H2ED12', 'H1PF35', 'H1FS19', 'S60M', 'H2DS7', 'PC40', 'H1PF25', 'H2DS6'],62,30,19
264,0.7061611374407583,['H2PF22', 'H2PF25', 'H2FS10', 'H1ED7', 'H1PF33', 'H2PF26', 'H1FS2', 'S62B', 'S60N', 'H2FS12', 'H1DS14', 'H2DS7', 'H1DS9', 'H2WP3', 'H1TO1', 'H2FS7', 'H2FS1', 'H2TO11', 'H1PF16', 'H1PF33', 'S62M', 'H1PF2', 'H2ED12', 'H1PF35', 'H1FS19', 'S60M', 'H2DS7', 'PC40', 'H1PF25', 'H2DS6'],62,30,19
265,0.7061611374407583,['H2PF22', 'H2PF25', 'H2FS10', 'H1ED7', 'H1PF33', 'H2PF26', 'H1FS2', 'S62B', 'S60N', 'H2FS12', 'H1DS14', 'H2DS7', 'H1DS9', 'H2WP3', 'H1TO1', 'H2FS7', 'H2FS1', 'H2TO11', 'H1PF16', 'H1PF33', 'S62M', 'H1PF2', 'H2ED12', 'H1PF35', 'H1FS19', 'S60M', 'H2DS7', 'PC40', 'H1PF25', 'H2DS6'],62,30,19
266,0.7061611374407583,['H2PF22', 'H2PF25', 'H2FS10', 'H1ED7', 'H1PF33', 'H2PF26', 'H1FS2', 'S62B', 'S60N', 'H2FS12', 'H1DS14', 'H2DS7', 'H1DS9', 'H2WP3', 'H1TO1', 'H2FS7', 'H2FS1', 'H2TO11', 'H1PF16', 'H1PF33', 'S62M', 'H1PF2', 'H2ED12', 'H1PF35', 'H1FS19', 'S60M', 'H2DS7', 'PC40', 'H1PF25', 'H2DS6'],62,30,19
267,0.7061611374407583,['H2PF22', 'H2PF25', 'H2FS10', 'H1ED7', 'H1PF33', 'H2PF26', 'H1FS2', 'S62B', 'S60N', 'H2FS12', 'H1DS14', 'H2DS7', 'H1DS9', 'H2WP3', 'H1TO1', 'H2FS7', 'H2FS1', 'H2TO11', 'H1PF16', 'H1PF33', 'S62M', 'H1PF2', 'H2ED12', 'H1PF35', 'H1FS19', 'S60M', 'H2DS7', 'PC40', 'H1PF25', 'H2DS6'],62,30,19
268,0.7061611374407583,['H2PF22', 'H2PF25', 'H2FS10', 'H1ED7', 'H1PF33', 'H2PF26', 'H1FS2', 'S62B', 'S60N', 'H2FS12', 'H1DS14', 'H2DS7', 'H1DS9', 'H2WP3', 'H1TO1', 'H2FS7', 'H2FS1', 'H2TO11', 'H1PF16', 'H1PF33', 'S62M', 'H1PF2', 'H2ED12', 'H1PF35', 'H1FS19', 'S60M', 'H2DS7', 'PC40', 'H1PF25', 'H2DS6'],62,30,19
269,0.7061611374407583,['H2PF22', 'H2PF25', 'H2FS10', 'H1ED7', 'H1PF33', 'H2PF26', 'H1FS2', 'S62B', 'S60N', 'H2FS12', 'H1DS14', 'H2DS7', 'H1DS9', 'H2WP3', 'H1TO1', 'H2FS7', 'H2FS1', 'H2TO11', 'H1PF16', 'H1PF33', 'S62M', 'H1PF2', 'H2ED12', 'H1PF35', 'H1FS19', 'S60M', 'H2DS7', 'PC40', 'H1PF25', 'H2DS6'],62,30,19
270,0.7061611374407583,['H2PF22', 'H2PF25', 'H2FS10', 'H1ED7', 'H1PF33', 'H2PF26', 'H1FS2', 'S62B', 'S60N', 'H2FS12', 'H1DS14', 'H2DS7', 'H1DS9', 'H2WP3', 'H1TO1', 'H2FS7', 'H2FS1', 'H2TO11', 'H1PF16', 'H1PF33', 'S62M', 'H1PF2', 'H2ED12', 'H1PF35', 'H1FS19', 'S60M', 'H2DS7', 'PC40', 'H1PF25', 'H2DS6'],62,30,19
271,0.7061611374407583,['H2PF22', 'H2PF25', 'H2FS10', 'H1ED7', 'H1PF33', 'H2PF26', 'H1FS2', 'S62B', 'S60N', 'H2FS12', 'H1DS14', 'H2DS7', 'H1DS9', 'H2WP3', 'H1TO1', 'H2FS7', 'H2FS1', 'H2TO11', 'H1PF16', 'H1PF33', 'S62M', 'H1PF2', 'H2ED12', 'H1PF35', 'H1FS19', 'S60M', 'H2DS7', 'PC40', 'H1PF25', 'H2DS6'],62,30,19
272,0.7061611374407583,['H2PF22', 'H2PF25', 'H2FS10', 'H1ED7', 'H1PF33', 'H2PF26', 'H1FS2', 'S62B', 'S60N', 'H2FS12', 'H1DS14', 'H2DS7', 'H1DS9', 'H2WP3', 'H1TO1', 'H2FS7', 'H2FS1', 'H2TO11', 'H1PF16', 'H1PF33', 'S62M', 'H1PF2', 'H2ED12', 'H1PF35', 'H1FS19', 'S60M', 'H2DS7', 'PC40', 'H1PF25', 'H2DS6'],62,30,19
273,0.7061611374407583,['H2PF22', 'H2PF25', 'H2FS10', 'H1ED7', 'H1PF33', 'H2PF26', 'H1FS2', 'S62B', 'S60N', 'H2FS12', 'H1DS14', 'H2DS7', 'H1DS9', 'H2WP3', 'H1TO1', 'H2FS7', 'H2FS1', 'H2TO11', 'H1PF16', 'H1PF33', 'S62M', 'H1PF2', 'H2ED12', 'H1PF35', 'H1FS19', 'S60M', 'H2DS7', 'PC40', 'H1PF25', 'H2DS6'],62,30,19
