curr_gen,fitness,genome,min_samples_leaf,min_samples_split,max_features
124,0.7257109004739336,['H2FV6', 'H1PF23', 'H1FS16', 'H2PF8', 'H1DS15', 'H1PF10', 'H2DS7', 'H2FS15', 'H2PF30', 'S62E', 'H2FS13', 'H1GH20', 'H2EE14', 'H2PF17', 'H2GH27', 'H1WP5', 'H1DA6', 'H2PF21', 'H1WP7', 'H2PF10', 'H1EE7', 'H1DS5', 'H2TO11', 'H1IR3', 'H2PR3', 'H1ED20', 'S62M', 'H1ED18', 'H2PF30', 'H1FS10', 'H2WP1', 'H2PF13', 'H1TO3', 'H2ED15', 'H2TO25', 'H2TO27', 'H2DS14', 'H1PF33', 'H2TO11', 'H1PF26', 'H2PF23', 'PA56', 'S60L', 'H2FV5', 'H2ED5', 'H1PF32', 'H2DS1', 'H2GH24', 'PA21', 'H1TO50', 'H2PF9', 'H2TO29', 'H1FS1', 'H2DS9', 'H2FS12'],63,91,50
125,0.7257109004739336,['H2FV6', 'H1PF23', 'H1FS16', 'H2PF8', 'H1DS15', 'H1PF10', 'H2DS7', 'H2FS15', 'H2PF30', 'S62E', 'H2FS13', 'H1GH20', 'H2EE14', 'H2PF17', 'H2GH27', 'H1WP5', 'H1DA6', 'H2PF21', 'H1WP7', 'H2PF10', 'H1EE7', 'H1DS5', 'H2TO11', 'H1IR3', 'H2PR3', 'H1ED20', 'S62M', 'H1ED18', 'H2PF30', 'H1FS10', 'H2WP1', 'H2PF13', 'H1TO3', 'H2ED15', 'H2TO25', 'H2TO27', 'H2DS14', 'H1PF33', 'H2TO11', 'H1PF26', 'H2PF23', 'PA56', 'S60L', 'H2FV5', 'H2ED5', 'H1PF32', 'H2DS1', 'H2GH24', 'PA21', 'H1TO50', 'H2PF9', 'H2TO29', 'H1FS1', 'H2DS9', 'H2FS12'],63,91,50
126,0.7257109004739336,['H2FV6', 'H1PF23', 'H1FS16', 'H2PF8', 'H1DS15', 'H1PF10', 'H2DS7', 'H2FS15', 'H2PF30', 'S62E', 'H2FS13', 'H1GH20', 'H2EE14', 'H2PF17', 'H2GH27', 'H1WP5', 'H1DA6', 'H2PF21', 'H1WP7', 'H2PF10', 'H1EE7', 'H1DS5', 'H2TO11', 'H1IR3', 'H2PR3', 'H1ED20', 'S62M', 'H1ED18', 'H2PF30', 'H1FS10', 'H2WP1', 'H2PF13', 'H1TO3', 'H2ED15', 'H2TO25', 'H2TO27', 'H2DS14', 'H1PF33', 'H2TO11', 'H1PF26', 'H2PF23', 'PA56', 'S60L', 'H2FV5', 'H2ED5', 'H1PF32', 'H2DS1', 'H2GH24', 'PA21', 'H1TO50', 'H2PF9', 'H2TO29', 'H1FS1', 'H2DS9', 'H2FS12'],63,91,50
127,0.7257109004739336,['H2FV6', 'H1PF23', 'H1FS16', 'H2PF8', 'H1DS15', 'H1PF10', 'H2DS7', 'H2FS15', 'H2PF30', 'S62E', 'H2FS13', 'H1GH20', 'H2EE14', 'H2PF17', 'H2GH27', 'H1WP5', 'H1DA6', 'H2PF21', 'H1WP7', 'H2PF10', 'H1EE7', 'H1DS5', 'H2TO11', 'H1IR3', 'H2PR3', 'H1ED20', 'S62M', 'H1ED18', 'H2PF30', 'H1FS10', 'H2WP1', 'H2PF13', 'H1TO3', 'H2ED15', 'H2TO25', 'H2TO27', 'H2DS14', 'H1PF33', 'H2TO11', 'H1PF26', 'H2PF23', 'PA56', 'S60L', 'H2FV5', 'H2ED5', 'H1PF32', 'H2DS1', 'H2GH24', 'PA21', 'H1TO50', 'H2PF9', 'H2TO29', 'H1FS1', 'H2DS9', 'H2FS12'],63,91,50
128,0.7257109004739336,['H2FV6', 'H1PF23', 'H1FS16', 'H2PF8', 'H1DS15', 'H1PF10', 'H2DS7', 'H2FS15', 'H2PF30', 'S62E', 'H2FS13', 'H1GH20', 'H2EE14', 'H2PF17', 'H2GH27', 'H1WP5', 'H1DA6', 'H2PF21', 'H1WP7', 'H2PF10', 'H1EE7', 'H1DS5', 'H2TO11', 'H1IR3', 'H2PR3', 'H1ED20', 'S62M', 'H1ED18', 'H2PF30', 'H1FS10', 'H2WP1', 'H2PF13', 'H1TO3', 'H2ED15', 'H2TO25', 'H2TO27', 'H2DS14', 'H1PF33', 'H2TO11', 'H1PF26', 'H2PF23', 'PA56', 'S60L', 'H2FV5', 'H2ED5', 'H1PF32', 'H2DS1', 'H2GH24', 'PA21', 'H1TO50', 'H2PF9', 'H2TO29', 'H1FS1', 'H2DS9', 'H2FS12'],63,91,50
129,0.7257109004739336,['H2FV6', 'H1PF23', 'H1FS16', 'H2PF8', 'H1DS15', 'H1PF10', 'H2DS7', 'H2FS15', 'H2PF30', 'S62E', 'H2FS13', 'H1GH20', 'H2EE14', 'H2PF17', 'H2GH27', 'H1WP5', 'H1DA6', 'H2PF21', 'H1WP7', 'H2PF10', 'H1EE7', 'H1DS5', 'H2TO11', 'H1IR3', 'H2PR3', 'H1ED20', 'S62M', 'H1ED18', 'H2PF30', 'H1FS10', 'H2WP1', 'H2PF13', 'H1TO3', 'H2ED15', 'H2TO25', 'H2TO27', 'H2DS14', 'H1PF33', 'H2TO11', 'H1PF26', 'H2PF23', 'PA56', 'S60L', 'H2FV5', 'H2ED5', 'H1PF32', 'H2DS1', 'H2GH24', 'PA21', 'H1TO50', 'H2PF9', 'H2TO29', 'H1FS1', 'H2DS9', 'H2FS12'],63,91,50
130,0.7257109004739336,['H2FV6', 'H1PF23', 'H1FS16', 'H2PF8', 'H1DS15', 'H1PF10', 'H2DS7', 'H2FS15', 'H2PF30', 'S62E', 'H2FS13', 'H1GH20', 'H2EE14', 'H2PF17', 'H2GH27', 'H1WP5', 'H1DA6', 'H2PF21', 'H1WP7', 'H2PF10', 'H1EE7', 'H1DS5', 'H2TO11', 'H1IR3', 'H2PR3', 'H1ED20', 'S62M', 'H1ED18', 'H2PF30', 'H1FS10', 'H2WP1', 'H2PF13', 'H1TO3', 'H2ED15', 'H2TO25', 'H2TO27', 'H2DS14', 'H1PF33', 'H2TO11', 'H1PF26', 'H2PF23', 'PA56', 'S60L', 'H2FV5', 'H2ED5', 'H1PF32', 'H2DS1', 'H2GH24', 'PA21', 'H1TO50', 'H2PF9', 'H2TO29', 'H1FS1', 'H2DS9', 'H2FS12'],63,91,50
131,0.7257109004739336,['H2FV6', 'H1PF23', 'H1FS16', 'H2PF8', 'H1DS15', 'H1PF10', 'H2DS7', 'H2FS15', 'H2PF30', 'S62E', 'H2FS13', 'H1GH20', 'H2EE14', 'H2PF17', 'H2GH27', 'H1WP5', 'H1DA6', 'H2PF21', 'H1WP7', 'H2PF10', 'H1EE7', 'H1DS5', 'H2TO11', 'H1IR3', 'H2PR3', 'H1ED20', 'S62M', 'H1ED18', 'H2PF30', 'H1FS10', 'H2WP1', 'H2PF13', 'H1TO3', 'H2ED15', 'H2TO25', 'H2TO27', 'H2DS14', 'H1PF33', 'H2TO11', 'H1PF26', 'H2PF23', 'PA56', 'S60L', 'H2FV5', 'H2ED5', 'H1PF32', 'H2DS1', 'H2GH24', 'PA21', 'H1TO50', 'H2PF9', 'H2TO29', 'H1FS1', 'H2DS9', 'H2FS12'],63,91,50
132,0.7257109004739336,['H2FV6', 'H1PF23', 'H1FS16', 'H2PF8', 'H1DS15', 'H1PF10', 'H2DS7', 'H2FS15', 'H2PF30', 'S62E', 'H2FS13', 'H1GH20', 'H2EE14', 'H2PF17', 'H2GH27', 'H1WP5', 'H1DA6', 'H2PF21', 'H1WP7', 'H2PF10', 'H1EE7', 'H1DS5', 'H2TO11', 'H1IR3', 'H2PR3', 'H1ED20', 'S62M', 'H1ED18', 'H2PF30', 'H1FS10', 'H2WP1', 'H2PF13', 'H1TO3', 'H2ED15', 'H2TO25', 'H2TO27', 'H2DS14', 'H1PF33', 'H2TO11', 'H1PF26', 'H2PF23', 'PA56', 'S60L', 'H2FV5', 'H2ED5', 'H1PF32', 'H2DS1', 'H2GH24', 'PA21', 'H1TO50', 'H2PF9', 'H2TO29', 'H1FS1', 'H2DS9', 'H2FS12'],63,91,50
133,0.7257109004739336,['H2FV6', 'H1PF23', 'H1FS16', 'H2PF8', 'H1DS15', 'H1PF10', 'H2DS7', 'H2FS15', 'H2PF30', 'S62E', 'H2FS13', 'H1GH20', 'H2EE14', 'H2PF17', 'H2GH27', 'H1WP5', 'H1DA6', 'H2PF21', 'H1WP7', 'H2PF10', 'H1EE7', 'H1DS5', 'H2TO11', 'H1IR3', 'H2PR3', 'H1ED20', 'S62M', 'H1ED18', 'H2PF30', 'H1FS10', 'H2WP1', 'H2PF13', 'H1TO3', 'H2ED15', 'H2TO25', 'H2TO27', 'H2DS14', 'H1PF33', 'H2TO11', 'H1PF26', 'H2PF23', 'PA56', 'S60L', 'H2FV5', 'H2ED5', 'H1PF32', 'H2DS1', 'H2GH24', 'PA21', 'H1TO50', 'H2PF9', 'H2TO29', 'H1FS1', 'H2DS9', 'H2FS12'],63,91,50
134,0.7257109004739336,['H2FV6', 'H1PF23', 'H1FS16', 'H2PF8', 'H1DS15', 'H1PF10', 'H2DS7', 'H2FS15', 'H2PF30', 'S62E', 'H2FS13', 'H1GH20', 'H2EE14', 'H2PF17', 'H2GH27', 'H1WP5', 'H1DA6', 'H2PF21', 'H1WP7', 'H2PF10', 'H1EE7', 'H1DS5', 'H2TO11', 'H1IR3', 'H2PR3', 'H1ED20', 'S62M', 'H1ED18', 'H2PF30', 'H1FS10', 'H2WP1', 'H2PF13', 'H1TO3', 'H2ED15', 'H2TO25', 'H2TO27', 'H2DS14', 'H1PF33', 'H2TO11', 'H1PF26', 'H2PF23', 'PA56', 'S60L', 'H2FV5', 'H2ED5', 'H1PF32', 'H2DS1', 'H2GH24', 'PA21', 'H1TO50', 'H2PF9', 'H2TO29', 'H1FS1', 'H2DS9', 'H2FS12'],63,91,50
135,0.7257109004739336,['H2FV6', 'H1PF23', 'H1FS16', 'H2PF8', 'H1DS15', 'H1PF10', 'H2DS7', 'H2FS15', 'H2PF30', 'S62E', 'H2FS13', 'H1GH20', 'H2EE14', 'H2PF17', 'H2GH27', 'H1WP5', 'H1DA6', 'H2PF21', 'H1WP7', 'H2PF10', 'H1EE7', 'H1DS5', 'H2TO11', 'H1IR3', 'H2PR3', 'H1ED20', 'S62M', 'H1ED18', 'H2PF30', 'H1FS10', 'H2WP1', 'H2PF13', 'H1TO3', 'H2ED15', 'H2TO25', 'H2TO27', 'H2DS14', 'H1PF33', 'H2TO11', 'H1PF26', 'H2PF23', 'PA56', 'S60L', 'H2FV5', 'H2ED5', 'H1PF32', 'H2DS1', 'H2GH24', 'PA21', 'H1TO50', 'H2PF9', 'H2TO29', 'H1FS1', 'H2DS9', 'H2FS12'],63,91,50
136,0.7257109004739336,['H2FV6', 'H1PF23', 'H1FS16', 'H2PF8', 'H1DS15', 'H1PF10', 'H2DS7', 'H2FS15', 'H2PF30', 'S62E', 'H2FS13', 'H1GH20', 'H2EE14', 'H2PF17', 'H2GH27', 'H1WP5', 'H1DA6', 'H2PF21', 'H1WP7', 'H2PF10', 'H1EE7', 'H1DS5', 'H2TO11', 'H1IR3', 'H2PR3', 'H1ED20', 'S62M', 'H1ED18', 'H2PF30', 'H1FS10', 'H2WP1', 'H2PF13', 'H1TO3', 'H2ED15', 'H2TO25', 'H2TO27', 'H2DS14', 'H1PF33', 'H2TO11', 'H1PF26', 'H2PF23', 'PA56', 'S60L', 'H2FV5', 'H2ED5', 'H1PF32', 'H2DS1', 'H2GH24', 'PA21', 'H1TO50', 'H2PF9', 'H2TO29', 'H1FS1', 'H2DS9', 'H2FS12'],63,91,50
137,0.7257109004739336,['H2FV6', 'H1PF23', 'H1FS16', 'H2PF8', 'H1DS15', 'H1PF10', 'H2DS7', 'H2FS15', 'H2PF30', 'S62E', 'H2FS13', 'H1GH20', 'H2EE14', 'H2PF17', 'H2GH27', 'H1WP5', 'H1DA6', 'H2PF21', 'H1WP7', 'H2PF10', 'H1EE7', 'H1DS5', 'H2TO11', 'H1IR3', 'H2PR3', 'H1ED20', 'S62M', 'H1ED18', 'H2PF30', 'H1FS10', 'H2WP1', 'H2PF13', 'H1TO3', 'H2ED15', 'H2TO25', 'H2TO27', 'H2DS14', 'H1PF33', 'H2TO11', 'H1PF26', 'H2PF23', 'PA56', 'S60L', 'H2FV5', 'H2ED5', 'H1PF32', 'H2DS1', 'H2GH24', 'PA21', 'H1TO50', 'H2PF9', 'H2TO29', 'H1FS1', 'H2DS9', 'H2FS12'],63,91,50
138,0.7257109004739336,['H2FV6', 'H1PF23', 'H1FS16', 'H2PF8', 'H1DS15', 'H1PF10', 'H2DS7', 'H2FS15', 'H2PF30', 'S62E', 'H2FS13', 'H1GH20', 'H2EE14', 'H2PF17', 'H2GH27', 'H1WP5', 'H1DA6', 'H2PF21', 'H1WP7', 'H2PF10', 'H1EE7', 'H1DS5', 'H2TO11', 'H1IR3', 'H2PR3', 'H1ED20', 'S62M', 'H1ED18', 'H2PF30', 'H1FS10', 'H2WP1', 'H2PF13', 'H1TO3', 'H2ED15', 'H2TO25', 'H2TO27', 'H2DS14', 'H1PF33', 'H2TO11', 'H1PF26', 'H2PF23', 'PA56', 'S60L', 'H2FV5', 'H2ED5', 'H1PF32', 'H2DS1', 'H2GH24', 'PA21', 'H1TO50', 'H2PF9', 'H2TO29', 'H1FS1', 'H2DS9', 'H2FS12'],63,91,50
139,0.7257109004739336,['H2FV6', 'H1PF23', 'H1FS16', 'H2PF8', 'H1DS15', 'H1PF10', 'H2DS7', 'H2FS15', 'H2PF30', 'S62E', 'H2FS13', 'H1GH20', 'H2EE14', 'H2PF17', 'H2GH27', 'H1WP5', 'H1DA6', 'H2PF21', 'H1WP7', 'H2PF10', 'H1EE7', 'H1DS5', 'H2TO11', 'H1IR3', 'H2PR3', 'H1ED20', 'S62M', 'H1ED18', 'H2PF30', 'H1FS10', 'H2WP1', 'H2PF13', 'H1TO3', 'H2ED15', 'H2TO25', 'H2TO27', 'H2DS14', 'H1PF33', 'H2TO11', 'H1PF26', 'H2PF23', 'PA56', 'S60L', 'H2FV5', 'H2ED5', 'H1PF32', 'H2DS1', 'H2GH24', 'PA21', 'H1TO50', 'H2PF9', 'H2TO29', 'H1FS1', 'H2DS9', 'H2FS12'],63,91,50
140,0.7257109004739336,['H2FV6', 'H1PF23', 'H1FS16', 'H2PF8', 'H1DS15', 'H1PF10', 'H2DS7', 'H2FS15', 'H2PF30', 'S62E', 'H2FS13', 'H1GH20', 'H2EE14', 'H2PF17', 'H2GH27', 'H1WP5', 'H1DA6', 'H2PF21', 'H1WP7', 'H2PF10', 'H1EE7', 'H1DS5', 'H2TO11', 'H1IR3', 'H2PR3', 'H1ED20', 'S62M', 'H1ED18', 'H2PF30', 'H1FS10', 'H2WP1', 'H2PF13', 'H1TO3', 'H2ED15', 'H2TO25', 'H2TO27', 'H2DS14', 'H1PF33', 'H2TO11', 'H1PF26', 'H2PF23', 'PA56', 'S60L', 'H2FV5', 'H2ED5', 'H1PF32', 'H2DS1', 'H2GH24', 'PA21', 'H1TO50', 'H2PF9', 'H2TO29', 'H1FS1', 'H2DS9', 'H2FS12'],63,91,50
141,0.7257109004739336,['H2FV6', 'H1PF23', 'H1FS16', 'H2PF8', 'H1DS15', 'H1PF10', 'H2DS7', 'H2FS15', 'H2PF30', 'S62E', 'H2FS13', 'H1GH20', 'H2EE14', 'H2PF17', 'H2GH27', 'H1WP5', 'H1DA6', 'H2PF21', 'H1WP7', 'H2PF10', 'H1EE7', 'H1DS5', 'H2TO11', 'H1IR3', 'H2PR3', 'H1ED20', 'S62M', 'H1ED18', 'H2PF30', 'H1FS10', 'H2WP1', 'H2PF13', 'H1TO3', 'H2ED15', 'H2TO25', 'H2TO27', 'H2DS14', 'H1PF33', 'H2TO11', 'H1PF26', 'H2PF23', 'PA56', 'S60L', 'H2FV5', 'H2ED5', 'H1PF32', 'H2DS1', 'H2GH24', 'PA21', 'H1TO50', 'H2PF9', 'H2TO29', 'H1FS1', 'H2DS9', 'H2FS12'],63,91,50
142,0.7257109004739336,['H2FV6', 'H1PF23', 'H1FS16', 'H2PF8', 'H1DS15', 'H1PF10', 'H2DS7', 'H2FS15', 'H2PF30', 'S62E', 'H2FS13', 'H1GH20', 'H2EE14', 'H2PF17', 'H2GH27', 'H1WP5', 'H1DA6', 'H2PF21', 'H1WP7', 'H2PF10', 'H1EE7', 'H1DS5', 'H2TO11', 'H1IR3', 'H2PR3', 'H1ED20', 'S62M', 'H1ED18', 'H2PF30', 'H1FS10', 'H2WP1', 'H2PF13', 'H1TO3', 'H2ED15', 'H2TO25', 'H2TO27', 'H2DS14', 'H1PF33', 'H2TO11', 'H1PF26', 'H2PF23', 'PA56', 'S60L', 'H2FV5', 'H2ED5', 'H1PF32', 'H2DS1', 'H2GH24', 'PA21', 'H1TO50', 'H2PF9', 'H2TO29', 'H1FS1', 'H2DS9', 'H2FS12'],63,91,50
143,0.7257109004739336,['H2FV6', 'H1PF23', 'H1FS16', 'H2PF8', 'H1DS15', 'H1PF10', 'H2DS7', 'H2FS15', 'H2PF30', 'S62E', 'H2FS13', 'H1GH20', 'H2EE14', 'H2PF17', 'H2GH27', 'H1WP5', 'H1DA6', 'H2PF21', 'H1WP7', 'H2PF10', 'H1EE7', 'H1DS5', 'H2TO11', 'H1IR3', 'H2PR3', 'H1ED20', 'S62M', 'H1ED18', 'H2PF30', 'H1FS10', 'H2WP1', 'H2PF13', 'H1TO3', 'H2ED15', 'H2TO25', 'H2TO27', 'H2DS14', 'H1PF33', 'H2TO11', 'H1PF26', 'H2PF23', 'PA56', 'S60L', 'H2FV5', 'H2ED5', 'H1PF32', 'H2DS1', 'H2GH24', 'PA21', 'H1TO50', 'H2PF9', 'H2TO29', 'H1FS1', 'H2DS9', 'H2FS12'],63,91,50
144,0.7257109004739336,['H2FV6', 'H1PF23', 'H1FS16', 'H2PF8', 'H1DS15', 'H1PF10', 'H2DS7', 'H2FS15', 'H2PF30', 'S62E', 'H2FS13', 'H1GH20', 'H2EE14', 'H2PF17', 'H2GH27', 'H1WP5', 'H1DA6', 'H2PF21', 'H1WP7', 'H2PF10', 'H1EE7', 'H1DS5', 'H2TO11', 'H1IR3', 'H2PR3', 'H1ED20', 'S62M', 'H1ED18', 'H2PF30', 'H1FS10', 'H2WP1', 'H2PF13', 'H1TO3', 'H2ED15', 'H2TO25', 'H2TO27', 'H2DS14', 'H1PF33', 'H2TO11', 'H1PF26', 'H2PF23', 'PA56', 'S60L', 'H2FV5', 'H2ED5', 'H1PF32', 'H2DS1', 'H2GH24', 'PA21', 'H1TO50', 'H2PF9', 'H2TO29', 'H1FS1', 'H2DS9', 'H2FS12'],63,91,50
145,0.7257109004739336,['H2FV6', 'H1PF23', 'H1FS16', 'H2PF8', 'H1DS15', 'H1PF10', 'H2DS7', 'H2FS15', 'H2PF30', 'S62E', 'H2FS13', 'H1GH20', 'H2EE14', 'H2PF17', 'H2GH27', 'H1WP5', 'H1DA6', 'H2PF21', 'H1WP7', 'H2PF10', 'H1EE7', 'H1DS5', 'H2TO11', 'H1IR3', 'H2PR3', 'H1ED20', 'S62M', 'H1ED18', 'H2PF30', 'H1FS10', 'H2WP1', 'H2PF13', 'H1TO3', 'H2ED15', 'H2TO25', 'H2TO27', 'H2DS14', 'H1PF33', 'H2TO11', 'H1PF26', 'H2PF23', 'PA56', 'S60L', 'H2FV5', 'H2ED5', 'H1PF32', 'H2DS1', 'H2GH24', 'PA21', 'H1TO50', 'H2PF9', 'H2TO29', 'H1FS1', 'H2DS9', 'H2FS12'],63,91,50
146,0.7257109004739336,['H2FV6', 'H1PF23', 'H1FS16', 'H2PF8', 'H1DS15', 'H1PF10', 'H2DS7', 'H2FS15', 'H2PF30', 'S62E', 'H2FS13', 'H1GH20', 'H2EE14', 'H2PF17', 'H2GH27', 'H1WP5', 'H1DA6', 'H2PF21', 'H1WP7', 'H2PF10', 'H1EE7', 'H1DS5', 'H2TO11', 'H1IR3', 'H2PR3', 'H1ED20', 'S62M', 'H1ED18', 'H2PF30', 'H1FS10', 'H2WP1', 'H2PF13', 'H1TO3', 'H2ED15', 'H2TO25', 'H2TO27', 'H2DS14', 'H1PF33', 'H2TO11', 'H1PF26', 'H2PF23', 'PA56', 'S60L', 'H2FV5', 'H2ED5', 'H1PF32', 'H2DS1', 'H2GH24', 'PA21', 'H1TO50', 'H2PF9', 'H2TO29', 'H1FS1', 'H2DS9', 'H2FS12'],63,91,50
147,0.7257109004739336,['H2FV6', 'H1PF23', 'H1FS16', 'H2PF8', 'H1DS15', 'H1PF10', 'H2DS7', 'H2FS15', 'H2PF30', 'S62E', 'H2FS13', 'H1GH20', 'H2EE14', 'H2PF17', 'H2GH27', 'H1WP5', 'H1DA6', 'H2PF21', 'H1WP7', 'H2PF10', 'H1EE7', 'H1DS5', 'H2TO11', 'H1IR3', 'H2PR3', 'H1ED20', 'S62M', 'H1ED18', 'H2PF30', 'H1FS10', 'H2WP1', 'H2PF13', 'H1TO3', 'H2ED15', 'H2TO25', 'H2TO27', 'H2DS14', 'H1PF33', 'H2TO11', 'H1PF26', 'H2PF23', 'PA56', 'S60L', 'H2FV5', 'H2ED5', 'H1PF32', 'H2DS1', 'H2GH24', 'PA21', 'H1TO50', 'H2PF9', 'H2TO29', 'H1FS1', 'H2DS9', 'H2FS12'],63,91,50
148,0.7257109004739336,['H2FV6', 'H1PF23', 'H1FS16', 'H2PF8', 'H1DS15', 'H1PF10', 'H2DS7', 'H2FS15', 'H2PF30', 'S62E', 'H2FS13', 'H1GH20', 'H2EE14', 'H2PF17', 'H2GH27', 'H1WP5', 'H1DA6', 'H2PF21', 'H1WP7', 'H2PF10', 'H1EE7', 'H1DS5', 'H2TO11', 'H1IR3', 'H2PR3', 'H1ED20', 'S62M', 'H1ED18', 'H2PF30', 'H1FS10', 'H2WP1', 'H2PF13', 'H1TO3', 'H2ED15', 'H2TO25', 'H2TO27', 'H2DS14', 'H1PF33', 'H2TO11', 'H1PF26', 'H2PF23', 'PA56', 'S60L', 'H2FV5', 'H2ED5', 'H1PF32', 'H2DS1', 'H2GH24', 'PA21', 'H1TO50', 'H2PF9', 'H2TO29', 'H1FS1', 'H2DS9', 'H2FS12'],63,91,50
149,0.7257109004739336,['H2FV6', 'H1PF23', 'H1FS16', 'H2PF8', 'H1DS15', 'H1PF10', 'H2DS7', 'H2FS15', 'H2PF30', 'S62E', 'H2FS13', 'H1GH20', 'H2EE14', 'H2PF17', 'H2GH27', 'H1WP5', 'H1DA6', 'H2PF21', 'H1WP7', 'H2PF10', 'H1EE7', 'H1DS5', 'H2TO11', 'H1IR3', 'H2PR3', 'H1ED20', 'S62M', 'H1ED18', 'H2PF30', 'H1FS10', 'H2WP1', 'H2PF13', 'H1TO3', 'H2ED15', 'H2TO25', 'H2TO27', 'H2DS14', 'H1PF33', 'H2TO11', 'H1PF26', 'H2PF23', 'PA56', 'S60L', 'H2FV5', 'H2ED5', 'H1PF32', 'H2DS1', 'H2GH24', 'PA21', 'H1TO50', 'H2PF9', 'H2TO29', 'H1FS1', 'H2DS9', 'H2FS12'],63,91,50
150,0.7257109004739336,['H2FV6', 'H1PF23', 'H1FS16', 'H2PF8', 'H1DS15', 'H1PF10', 'H2DS7', 'H2FS15', 'H2PF30', 'S62E', 'H2FS13', 'H1GH20', 'H2EE14', 'H2PF17', 'H2GH27', 'H1WP5', 'H1DA6', 'H2PF21', 'H1WP7', 'H2PF10', 'H1EE7', 'H1DS5', 'H2TO11', 'H1IR3', 'H2PR3', 'H1ED20', 'S62M', 'H1ED18', 'H2PF30', 'H1FS10', 'H2WP1', 'H2PF13', 'H1TO3', 'H2ED15', 'H2TO25', 'H2TO27', 'H2DS14', 'H1PF33', 'H2TO11', 'H1PF26', 'H2PF23', 'PA56', 'S60L', 'H2FV5', 'H2ED5', 'H1PF32', 'H2DS1', 'H2GH24', 'PA21', 'H1TO50', 'H2PF9', 'H2TO29', 'H1FS1', 'H2DS9', 'H2FS12'],63,91,50
151,0.7257109004739336,['H2FV6', 'H1PF23', 'H1FS16', 'H2PF8', 'H1DS15', 'H1PF10', 'H2DS7', 'H2FS15', 'H2PF30', 'S62E', 'H2FS13', 'H1GH20', 'H2EE14', 'H2PF17', 'H2GH27', 'H1WP5', 'H1DA6', 'H2PF21', 'H1WP7', 'H2PF10', 'H1EE7', 'H1DS5', 'H2TO11', 'H1IR3', 'H2PR3', 'H1ED20', 'S62M', 'H1ED18', 'H2PF30', 'H1FS10', 'H2WP1', 'H2PF13', 'H1TO3', 'H2ED15', 'H2TO25', 'H2TO27', 'H2DS14', 'H1PF33', 'H2TO11', 'H1PF26', 'H2PF23', 'PA56', 'S60L', 'H2FV5', 'H2ED5', 'H1PF32', 'H2DS1', 'H2GH24', 'PA21', 'H1TO50', 'H2PF9', 'H2TO29', 'H1FS1', 'H2DS9', 'H2FS12'],63,91,50
152,0.7257109004739336,['H2FV6', 'H1PF23', 'H1FS16', 'H2PF8', 'H1DS15', 'H1PF10', 'H2DS7', 'H2FS15', 'H2PF30', 'S62E', 'H2FS13', 'H1GH20', 'H2EE14', 'H2PF17', 'H2GH27', 'H1WP5', 'H1DA6', 'H2PF21', 'H1WP7', 'H2PF10', 'H1EE7', 'H1DS5', 'H2TO11', 'H1IR3', 'H2PR3', 'H1ED20', 'S62M', 'H1ED18', 'H2PF30', 'H1FS10', 'H2WP1', 'H2PF13', 'H1TO3', 'H2ED15', 'H2TO25', 'H2TO27', 'H2DS14', 'H1PF33', 'H2TO11', 'H1PF26', 'H2PF23', 'PA56', 'S60L', 'H2FV5', 'H2ED5', 'H1PF32', 'H2DS1', 'H2GH24', 'PA21', 'H1TO50', 'H2PF9', 'H2TO29', 'H1FS1', 'H2DS9', 'H2FS12'],63,91,50
153,0.7257109004739336,['H2FV6', 'H1PF23', 'H1FS16', 'H2PF8', 'H1DS15', 'H1PF10', 'H2DS7', 'H2FS15', 'H2PF30', 'S62E', 'H2FS13', 'H1GH20', 'H2EE14', 'H2PF17', 'H2GH27', 'H1WP5', 'H1DA6', 'H2PF21', 'H1WP7', 'H2PF10', 'H1EE7', 'H1DS5', 'H2TO11', 'H1IR3', 'H2PR3', 'H1ED20', 'S62M', 'H1ED18', 'H2PF30', 'H1FS10', 'H2WP1', 'H2PF13', 'H1TO3', 'H2ED15', 'H2TO25', 'H2TO27', 'H2DS14', 'H1PF33', 'H2TO11', 'H1PF26', 'H2PF23', 'PA56', 'S60L', 'H2FV5', 'H2ED5', 'H1PF32', 'H2DS1', 'H2GH24', 'PA21', 'H1TO50', 'H2PF9', 'H2TO29', 'H1FS1', 'H2DS9', 'H2FS12'],63,91,50
154,0.7257109004739336,['H2FV6', 'H1PF23', 'H1FS16', 'H2PF8', 'H1DS15', 'H1PF10', 'H2DS7', 'H2FS15', 'H2PF30', 'S62E', 'H2FS13', 'H1GH20', 'H2EE14', 'H2PF17', 'H2GH27', 'H1WP5', 'H1DA6', 'H2PF21', 'H1WP7', 'H2PF10', 'H1EE7', 'H1DS5', 'H2TO11', 'H1IR3', 'H2PR3', 'H1ED20', 'S62M', 'H1ED18', 'H2PF30', 'H1FS10', 'H2WP1', 'H2PF13', 'H1TO3', 'H2ED15', 'H2TO25', 'H2TO27', 'H2DS14', 'H1PF33', 'H2TO11', 'H1PF26', 'H2PF23', 'PA56', 'S60L', 'H2FV5', 'H2ED5', 'H1PF32', 'H2DS1', 'H2GH24', 'PA21', 'H1TO50', 'H2PF9', 'H2TO29', 'H1FS1', 'H2DS9', 'H2FS12'],63,91,50
