curr_gen,fitness,genome,min_samples_leaf,min_samples_split,max_features
126,0.7298578199052133,['H2FS4', 'H1DS6', 'H1FS6', 'H2FS17', 'H1ED24', 'H1PF14', 'H2FS8', 'H2PF34', 'H1IR3', 'H2WP5', 'H2PF7', 'H2ED3', 'S62E', 'H1RF14', 'H2PF17', 'H2WP4', 'H1WP10', 'H1PF24', 'H1TO3', 'S62B', 'H2FV3', 'H1PF2', 'H1FS18', 'H2GH22', 'H2PF12', 'H1DS9', 'S60O', 'H2GH24', 'H1WP6', 'H1GH18', 'H1TO12', 'H2PR5', 'H1FS4', 'H2FS11', 'H2WP6', 'H2SE4', 'H1PF16', 'H2GH26', 'S45C', 'H2PF15'],10,10,10
127,0.7298578199052133,['H2FS4', 'H1DS6', 'H1FS6', 'H2FS17', 'H1ED24', 'H1PF14', 'H2FS8', 'H2PF34', 'H1IR3', 'H2WP5', 'H2PF7', 'H2ED3', 'S62E', 'H1RF14', 'H2PF17', 'H2WP4', 'H1WP10', 'H1PF24', 'H1TO3', 'S62B', 'H2FV3', 'H1PF2', 'H1FS18', 'H2GH22', 'H2PF12', 'H1DS9', 'S60O', 'H2GH24', 'H1WP6', 'H1GH18', 'H1TO12', 'H2PR5', 'H1FS4', 'H2FS11', 'H2WP6', 'H2SE4', 'H1PF16', 'H2GH26', 'S45C', 'H2PF15'],10,10,10
128,0.7298578199052133,['H2FS4', 'H1DS6', 'H1FS6', 'H2FS17', 'H1ED24', 'H1PF14', 'H2FS8', 'H2PF34', 'H1IR3', 'H2WP5', 'H2PF7', 'H2ED3', 'S62E', 'H1RF14', 'H2PF17', 'H2WP4', 'H1WP10', 'H1PF24', 'H1TO3', 'S62B', 'H2FV3', 'H1PF2', 'H1FS18', 'H2GH22', 'H2PF12', 'H1DS9', 'S60O', 'H2GH24', 'H1WP6', 'H1GH18', 'H1TO12', 'H2PR5', 'H1FS4', 'H2FS11', 'H2WP6', 'H2SE4', 'H1PF16', 'H2GH26', 'S45C', 'H2PF15'],10,10,10
129,0.7298578199052133,['H2FS4', 'H1DS6', 'H1FS6', 'H2FS17', 'H1ED24', 'H1PF14', 'H2FS8', 'H2PF34', 'H1IR3', 'H2WP5', 'H2PF7', 'H2ED3', 'S62E', 'H1RF14', 'H2PF17', 'H2WP4', 'H1WP10', 'H1PF24', 'H1TO3', 'S62B', 'H2FV3', 'H1PF2', 'H1FS18', 'H2GH22', 'H2PF12', 'H1DS9', 'S60O', 'H2GH24', 'H1WP6', 'H1GH18', 'H1TO12', 'H2PR5', 'H1FS4', 'H2FS11', 'H2WP6', 'H2SE4', 'H1PF16', 'H2GH26', 'S45C', 'H2PF15'],10,10,10
130,0.7298578199052133,['H2FS4', 'H1DS6', 'H1FS6', 'H2FS17', 'H1ED24', 'H1PF14', 'H2FS8', 'H2PF34', 'H1IR3', 'H2WP5', 'H2PF7', 'H2ED3', 'S62E', 'H1RF14', 'H2PF17', 'H2WP4', 'H1WP10', 'H1PF24', 'H1TO3', 'S62B', 'H2FV3', 'H1PF2', 'H1FS18', 'H2GH22', 'H2PF12', 'H1DS9', 'S60O', 'H2GH24', 'H1WP6', 'H1GH18', 'H1TO12', 'H2PR5', 'H1FS4', 'H2FS11', 'H2WP6', 'H2SE4', 'H1PF16', 'H2GH26', 'S45C', 'H2PF15'],10,10,10
131,0.7298578199052133,['H2FS4', 'H1DS6', 'H1FS6', 'H2FS17', 'H1ED24', 'H1PF14', 'H2FS8', 'H2PF34', 'H1IR3', 'H2WP5', 'H2PF7', 'H2ED3', 'S62E', 'H1RF14', 'H2PF17', 'H2WP4', 'H1WP10', 'H1PF24', 'H1TO3', 'S62B', 'H2FV3', 'H1PF2', 'H1FS18', 'H2GH22', 'H2PF12', 'H1DS9', 'S60O', 'H2GH24', 'H1WP6', 'H1GH18', 'H1TO12', 'H2PR5', 'H1FS4', 'H2FS11', 'H2WP6', 'H2SE4', 'H1PF16', 'H2GH26', 'S45C', 'H2PF15'],10,10,10
132,0.7298578199052133,['H2FS4', 'H1DS6', 'H1FS6', 'H2FS17', 'H1ED24', 'H1PF14', 'H2FS8', 'H2PF34', 'H1IR3', 'H2WP5', 'H2PF7', 'H2ED3', 'S62E', 'H1RF14', 'H2PF17', 'H2WP4', 'H1WP10', 'H1PF24', 'H1TO3', 'S62B', 'H2FV3', 'H1PF2', 'H1FS18', 'H2GH22', 'H2PF12', 'H1DS9', 'S60O', 'H2GH24', 'H1WP6', 'H1GH18', 'H1TO12', 'H2PR5', 'H1FS4', 'H2FS11', 'H2WP6', 'H2SE4', 'H1PF16', 'H2GH26', 'S45C', 'H2PF15'],10,10,10
133,0.7298578199052133,['H2FS4', 'H1DS6', 'H1FS6', 'H2FS17', 'H1ED24', 'H1PF14', 'H2FS8', 'H2PF34', 'H1IR3', 'H2WP5', 'H2PF7', 'H2ED3', 'S62E', 'H1RF14', 'H2PF17', 'H2WP4', 'H1WP10', 'H1PF24', 'H1TO3', 'S62B', 'H2FV3', 'H1PF2', 'H1FS18', 'H2GH22', 'H2PF12', 'H1DS9', 'S60O', 'H2GH24', 'H1WP6', 'H1GH18', 'H1TO12', 'H2PR5', 'H1FS4', 'H2FS11', 'H2WP6', 'H2SE4', 'H1PF16', 'H2GH26', 'S45C', 'H2PF15'],10,10,10
134,0.7298578199052133,['H2FS4', 'H1DS6', 'H1FS6', 'H2FS17', 'H1ED24', 'H1PF14', 'H2FS8', 'H2PF34', 'H1IR3', 'H2WP5', 'H2PF7', 'H2ED3', 'S62E', 'H1RF14', 'H2PF17', 'H2WP4', 'H1WP10', 'H1PF24', 'H1TO3', 'S62B', 'H2FV3', 'H1PF2', 'H1FS18', 'H2GH22', 'H2PF12', 'H1DS9', 'S60O', 'H2GH24', 'H1WP6', 'H1GH18', 'H1TO12', 'H2PR5', 'H1FS4', 'H2FS11', 'H2WP6', 'H2SE4', 'H1PF16', 'H2GH26', 'S45C', 'H2PF15'],10,10,10
135,0.7298578199052133,['H2FS4', 'H1DS6', 'H1FS6', 'H2FS17', 'H1ED24', 'H1PF14', 'H2FS8', 'H2PF34', 'H1IR3', 'H2WP5', 'H2PF7', 'H2ED3', 'S62E', 'H1RF14', 'H2PF17', 'H2WP4', 'H1WP10', 'H1PF24', 'H1TO3', 'S62B', 'H2FV3', 'H1PF2', 'H1FS18', 'H2GH22', 'H2PF12', 'H1DS9', 'S60O', 'H2GH24', 'H1WP6', 'H1GH18', 'H1TO12', 'H2PR5', 'H1FS4', 'H2FS11', 'H2WP6', 'H2SE4', 'H1PF16', 'H2GH26', 'S45C', 'H2PF15'],10,10,10
136,0.7298578199052133,['H2FS4', 'H1DS6', 'H1FS6', 'H2FS17', 'H1ED24', 'H1PF14', 'H2FS8', 'H2PF34', 'H1IR3', 'H2WP5', 'H2PF7', 'H2ED3', 'S62E', 'H1RF14', 'H2PF17', 'H2WP4', 'H1WP10', 'H1PF24', 'H1TO3', 'S62B', 'H2FV3', 'H1PF2', 'H1FS18', 'H2GH22', 'H2PF12', 'H1DS9', 'S60O', 'H2GH24', 'H1WP6', 'H1GH18', 'H1TO12', 'H2PR5', 'H1FS4', 'H2FS11', 'H2WP6', 'H2SE4', 'H1PF16', 'H2GH26', 'S45C', 'H2PF15'],10,10,10
137,0.731042654028436,['H2TO30', 'H1TO3', 'H2TO1', 'H2TO27', 'H2ED15', 'H2DS9', 'H1DS12', 'S59E', 'H2GH27', 'H1DS8', 'H1ED19', 'PA21', 'H2PF21', 'H2TO15', 'PA56', 'S62E', 'H1TO9', 'H1TS3', 'H2WP5', 'H2DS1', 'H2TO30', 'H2PF15', 'H2PF9', 'H1GH22', 'H2WP2', 'H2DS12', 'H2DS3', 'H1PF8', 'H2PF17', 'S45C', 'H2PF21', 'H1ED15', 'H2DS5', 'H2FV7', 'H2GH27', 'S60O', 'H2FS13', 'H1DS15', 'H2PF22', 'H1TO12'],65,46,14
138,0.731042654028436,['H2TO30', 'H1TO3', 'H2TO1', 'H2TO27', 'H2ED15', 'H2DS9', 'H1DS12', 'S59E', 'H2GH27', 'H1DS8', 'H1ED19', 'PA21', 'H2PF21', 'H2TO15', 'PA56', 'S62E', 'H1TO9', 'H1TS3', 'H2WP5', 'H2DS1', 'H2TO30', 'H2PF15', 'H2PF9', 'H1GH22', 'H2WP2', 'H2DS12', 'H2DS3', 'H1PF8', 'H2PF17', 'S45C', 'H2PF21', 'H1ED15', 'H2DS5', 'H2FV7', 'H2GH27', 'S60O', 'H2FS13', 'H1DS15', 'H2PF22', 'H1TO12'],65,46,14
139,0.731042654028436,['H2TO30', 'H1TO3', 'H2TO1', 'H2TO27', 'H2ED15', 'H2DS9', 'H1DS12', 'S59E', 'H2GH27', 'H1DS8', 'H1ED19', 'PA21', 'H2PF21', 'H2TO15', 'PA56', 'S62E', 'H1TO9', 'H1TS3', 'H2WP5', 'H2DS1', 'H2TO30', 'H2PF15', 'H2PF9', 'H1GH22', 'H2WP2', 'H2DS12', 'H2DS3', 'H1PF8', 'H2PF17', 'S45C', 'H2PF21', 'H1ED15', 'H2DS5', 'H2FV7', 'H2GH27', 'S60O', 'H2FS13', 'H1DS15', 'H2PF22', 'H1TO12'],65,46,14
140,0.731042654028436,['H2TO30', 'H1TO3', 'H2TO1', 'H2TO27', 'H2ED15', 'H2DS9', 'H1DS12', 'S59E', 'H2GH27', 'H1DS8', 'H1ED19', 'PA21', 'H2PF21', 'H2TO15', 'PA56', 'S62E', 'H1TO9', 'H1TS3', 'H2WP5', 'H2DS1', 'H2TO30', 'H2PF15', 'H2PF9', 'H1GH22', 'H2WP2', 'H2DS12', 'H2DS3', 'H1PF8', 'H2PF17', 'S45C', 'H2PF21', 'H1ED15', 'H2DS5', 'H2FV7', 'H2GH27', 'S60O', 'H2FS13', 'H1DS15', 'H2PF22', 'H1TO12'],65,46,14
141,0.731042654028436,['H2TO30', 'H1TO3', 'H2TO1', 'H2TO27', 'H2ED15', 'H2DS9', 'H1DS12', 'S59E', 'H2GH27', 'H1DS8', 'H1ED19', 'PA21', 'H2PF21', 'H2TO15', 'PA56', 'S62E', 'H1TO9', 'H1TS3', 'H2WP5', 'H2DS1', 'H2TO30', 'H2PF15', 'H2PF9', 'H1GH22', 'H2WP2', 'H2DS12', 'H2DS3', 'H1PF8', 'H2PF17', 'S45C', 'H2PF21', 'H1ED15', 'H2DS5', 'H2FV7', 'H2GH27', 'S60O', 'H2FS13', 'H1DS15', 'H2PF22', 'H1TO12'],65,46,14
142,0.731042654028436,['H2TO30', 'H1TO3', 'H2TO1', 'H2TO27', 'H2ED15', 'H2DS9', 'H1DS12', 'S59E', 'H2GH27', 'H1DS8', 'H1ED19', 'PA21', 'H2PF21', 'H2TO15', 'PA56', 'S62E', 'H1TO9', 'H1TS3', 'H2WP5', 'H2DS1', 'H2TO30', 'H2PF15', 'H2PF9', 'H1GH22', 'H2WP2', 'H2DS12', 'H2DS3', 'H1PF8', 'H2PF17', 'S45C', 'H2PF21', 'H1ED15', 'H2DS5', 'H2FV7', 'H2GH27', 'S60O', 'H2FS13', 'H1DS15', 'H2PF22', 'H1TO12'],65,46,14
143,0.731042654028436,['H2TO30', 'H1TO3', 'H2TO1', 'H2TO27', 'H2ED15', 'H2DS9', 'H1DS12', 'S59E', 'H2GH27', 'H1DS8', 'H1ED19', 'PA21', 'H2PF21', 'H2TO15', 'PA56', 'S62E', 'H1TO9', 'H1TS3', 'H2WP5', 'H2DS1', 'H2TO30', 'H2PF15', 'H2PF9', 'H1GH22', 'H2WP2', 'H2DS12', 'H2DS3', 'H1PF8', 'H2PF17', 'S45C', 'H2PF21', 'H1ED15', 'H2DS5', 'H2FV7', 'H2GH27', 'S60O', 'H2FS13', 'H1DS15', 'H2PF22', 'H1TO12'],65,46,14
144,0.731042654028436,['H2TO30', 'H1TO3', 'H2TO1', 'H2TO27', 'H2ED15', 'H2DS9', 'H1DS12', 'S59E', 'H2GH27', 'H1DS8', 'H1ED19', 'PA21', 'H2PF21', 'H2TO15', 'PA56', 'S62E', 'H1TO9', 'H1TS3', 'H2WP5', 'H2DS1', 'H2TO30', 'H2PF15', 'H2PF9', 'H1GH22', 'H2WP2', 'H2DS12', 'H2DS3', 'H1PF8', 'H2PF17', 'S45C', 'H2PF21', 'H1ED15', 'H2DS5', 'H2FV7', 'H2GH27', 'S60O', 'H2FS13', 'H1DS15', 'H2PF22', 'H1TO12'],65,46,14
145,0.731042654028436,['H2TO30', 'H1TO3', 'H2TO1', 'H2TO27', 'H2ED15', 'H2DS9', 'H1DS12', 'S59E', 'H2GH27', 'H1DS8', 'H1ED19', 'PA21', 'H2PF21', 'H2TO15', 'PA56', 'S62E', 'H1TO9', 'H1TS3', 'H2WP5', 'H2DS1', 'H2TO30', 'H2PF15', 'H2PF9', 'H1GH22', 'H2WP2', 'H2DS12', 'H2DS3', 'H1PF8', 'H2PF17', 'S45C', 'H2PF21', 'H1ED15', 'H2DS5', 'H2FV7', 'H2GH27', 'S60O', 'H2FS13', 'H1DS15', 'H2PF22', 'H1TO12'],65,46,14
146,0.731042654028436,['H2TO30', 'H1TO3', 'H2TO1', 'H2TO27', 'H2ED15', 'H2DS9', 'H1DS12', 'S59E', 'H2GH27', 'H1DS8', 'H1ED19', 'PA21', 'H2PF21', 'H2TO15', 'PA56', 'S62E', 'H1TO9', 'H1TS3', 'H2WP5', 'H2DS1', 'H2TO30', 'H2PF15', 'H2PF9', 'H1GH22', 'H2WP2', 'H2DS12', 'H2DS3', 'H1PF8', 'H2PF17', 'S45C', 'H2PF21', 'H1ED15', 'H2DS5', 'H2FV7', 'H2GH27', 'S60O', 'H2FS13', 'H1DS15', 'H2PF22', 'H1TO12'],65,46,14
147,0.731042654028436,['H2TO30', 'H1TO3', 'H2TO1', 'H2TO27', 'H2ED15', 'H2DS9', 'H1DS12', 'S59E', 'H2GH27', 'H1DS8', 'H1ED19', 'PA21', 'H2PF21', 'H2TO15', 'PA56', 'S62E', 'H1TO9', 'H1TS3', 'H2WP5', 'H2DS1', 'H2TO30', 'H2PF15', 'H2PF9', 'H1GH22', 'H2WP2', 'H2DS12', 'H2DS3', 'H1PF8', 'H2PF17', 'S45C', 'H2PF21', 'H1ED15', 'H2DS5', 'H2FV7', 'H2GH27', 'S60O', 'H2FS13', 'H1DS15', 'H2PF22', 'H1TO12'],65,46,14
148,0.731042654028436,['H2TO30', 'H1TO3', 'H2TO1', 'H2TO27', 'H2ED15', 'H2DS9', 'H1DS12', 'S59E', 'H2GH27', 'H1DS8', 'H1ED19', 'PA21', 'H2PF21', 'H2TO15', 'PA56', 'S62E', 'H1TO9', 'H1TS3', 'H2WP5', 'H2DS1', 'H2TO30', 'H2PF15', 'H2PF9', 'H1GH22', 'H2WP2', 'H2DS12', 'H2DS3', 'H1PF8', 'H2PF17', 'S45C', 'H2PF21', 'H1ED15', 'H2DS5', 'H2FV7', 'H2GH27', 'S60O', 'H2FS13', 'H1DS15', 'H2PF22', 'H1TO12'],65,46,14
149,0.731042654028436,['H2TO30', 'H1TO3', 'H2TO1', 'H2TO27', 'H2ED15', 'H2DS9', 'H1DS12', 'S59E', 'H2GH27', 'H1DS8', 'H1ED19', 'PA21', 'H2PF21', 'H2TO15', 'PA56', 'S62E', 'H1TO9', 'H1TS3', 'H2WP5', 'H2DS1', 'H2TO30', 'H2PF15', 'H2PF9', 'H1GH22', 'H2WP2', 'H2DS12', 'H2DS3', 'H1PF8', 'H2PF17', 'S45C', 'H2PF21', 'H1ED15', 'H2DS5', 'H2FV7', 'H2GH27', 'S60O', 'H2FS13', 'H1DS15', 'H2PF22', 'H1TO12'],65,46,14
150,0.731042654028436,['H2TO30', 'H1TO3', 'H2TO1', 'H2TO27', 'H2ED15', 'H2DS9', 'H1DS12', 'S59E', 'H2GH27', 'H1DS8', 'H1ED19', 'PA21', 'H2PF21', 'H2TO15', 'PA56', 'S62E', 'H1TO9', 'H1TS3', 'H2WP5', 'H2DS1', 'H2TO30', 'H2PF15', 'H2PF9', 'H1GH22', 'H2WP2', 'H2DS12', 'H2DS3', 'H1PF8', 'H2PF17', 'S45C', 'H2PF21', 'H1ED15', 'H2DS5', 'H2FV7', 'H2GH27', 'S60O', 'H2FS13', 'H1DS15', 'H2PF22', 'H1TO12'],65,46,14
151,0.731042654028436,['H2TO30', 'H1TO3', 'H2TO1', 'H2TO27', 'H2ED15', 'H2DS9', 'H1DS12', 'S59E', 'H2GH27', 'H1DS8', 'H1ED19', 'PA21', 'H2PF21', 'H2TO15', 'PA56', 'S62E', 'H1TO9', 'H1TS3', 'H2WP5', 'H2DS1', 'H2TO30', 'H2PF15', 'H2PF9', 'H1GH22', 'H2WP2', 'H2DS12', 'H2DS3', 'H1PF8', 'H2PF17', 'S45C', 'H2PF21', 'H1ED15', 'H2DS5', 'H2FV7', 'H2GH27', 'S60O', 'H2FS13', 'H1DS15', 'H2PF22', 'H1TO12'],65,46,14
152,0.731042654028436,['H2TO30', 'H1TO3', 'H2TO1', 'H2TO27', 'H2ED15', 'H2DS9', 'H1DS12', 'S59E', 'H2GH27', 'H1DS8', 'H1ED19', 'PA21', 'H2PF21', 'H2TO15', 'PA56', 'S62E', 'H1TO9', 'H1TS3', 'H2WP5', 'H2DS1', 'H2TO30', 'H2PF15', 'H2PF9', 'H1GH22', 'H2WP2', 'H2DS12', 'H2DS3', 'H1PF8', 'H2PF17', 'S45C', 'H2PF21', 'H1ED15', 'H2DS5', 'H2FV7', 'H2GH27', 'S60O', 'H2FS13', 'H1DS15', 'H2PF22', 'H1TO12'],65,46,14
153,0.731042654028436,['H2TO30', 'H1TO3', 'H2TO1', 'H2TO27', 'H2ED15', 'H2DS9', 'H1DS12', 'S59E', 'H2GH27', 'H1DS8', 'H1ED19', 'PA21', 'H2PF21', 'H2TO15', 'PA56', 'S62E', 'H1TO9', 'H1TS3', 'H2WP5', 'H2DS1', 'H2TO30', 'H2PF15', 'H2PF9', 'H1GH22', 'H2WP2', 'H2DS12', 'H2DS3', 'H1PF8', 'H2PF17', 'S45C', 'H2PF21', 'H1ED15', 'H2DS5', 'H2FV7', 'H2GH27', 'S60O', 'H2FS13', 'H1DS15', 'H2PF22', 'H1TO12'],65,46,14
154,0.731042654028436,['H2TO30', 'H1TO3', 'H2TO1', 'H2TO27', 'H2ED15', 'H2DS9', 'H1DS12', 'S59E', 'H2GH27', 'H1DS8', 'H1ED19', 'PA21', 'H2PF21', 'H2TO15', 'PA56', 'S62E', 'H1TO9', 'H1TS3', 'H2WP5', 'H2DS1', 'H2TO30', 'H2PF15', 'H2PF9', 'H1GH22', 'H2WP2', 'H2DS12', 'H2DS3', 'H1PF8', 'H2PF17', 'S45C', 'H2PF21', 'H1ED15', 'H2DS5', 'H2FV7', 'H2GH27', 'S60O', 'H2FS13', 'H1DS15', 'H2PF22', 'H1TO12'],65,46,14
155,0.731042654028436,['H2TO30', 'H1TO3', 'H2TO1', 'H2TO27', 'H2ED15', 'H2DS9', 'H1DS12', 'S59E', 'H2GH27', 'H1DS8', 'H1ED19', 'PA21', 'H2PF21', 'H2TO15', 'PA56', 'S62E', 'H1TO9', 'H1TS3', 'H2WP5', 'H2DS1', 'H2TO30', 'H2PF15', 'H2PF9', 'H1GH22', 'H2WP2', 'H2DS12', 'H2DS3', 'H1PF8', 'H2PF17', 'S45C', 'H2PF21', 'H1ED15', 'H2DS5', 'H2FV7', 'H2GH27', 'S60O', 'H2FS13', 'H1DS15', 'H2PF22', 'H1TO12'],65,46,14
156,0.731042654028436,['H2TO30', 'H1TO3', 'H2TO1', 'H2TO27', 'H2ED15', 'H2DS9', 'H1DS12', 'S59E', 'H2GH27', 'H1DS8', 'H1ED19', 'PA21', 'H2PF21', 'H2TO15', 'PA56', 'S62E', 'H1TO9', 'H1TS3', 'H2WP5', 'H2DS1', 'H2TO30', 'H2PF15', 'H2PF9', 'H1GH22', 'H2WP2', 'H2DS12', 'H2DS3', 'H1PF8', 'H2PF17', 'S45C', 'H2PF21', 'H1ED15', 'H2DS5', 'H2FV7', 'H2GH27', 'S60O', 'H2FS13', 'H1DS15', 'H2PF22', 'H1TO12'],65,46,14
157,0.731042654028436,['H2TO30', 'H1TO3', 'H2TO1', 'H2TO27', 'H2ED15', 'H2DS9', 'H1DS12', 'S59E', 'H2GH27', 'H1DS8', 'H1ED19', 'PA21', 'H2PF21', 'H2TO15', 'PA56', 'S62E', 'H1TO9', 'H1TS3', 'H2WP5', 'H2DS1', 'H2TO30', 'H2PF15', 'H2PF9', 'H1GH22', 'H2WP2', 'H2DS12', 'H2DS3', 'H1PF8', 'H2PF17', 'S45C', 'H2PF21', 'H1ED15', 'H2DS5', 'H2FV7', 'H2GH27', 'S60O', 'H2FS13', 'H1DS15', 'H2PF22', 'H1TO12'],65,46,14
158,0.731042654028436,['H2TO30', 'H1TO3', 'H2TO1', 'H2TO27', 'H2ED15', 'H2DS9', 'H1DS12', 'S59E', 'H2GH27', 'H1DS8', 'H1ED19', 'PA21', 'H2PF21', 'H2TO15', 'PA56', 'S62E', 'H1TO9', 'H1TS3', 'H2WP5', 'H2DS1', 'H2TO30', 'H2PF15', 'H2PF9', 'H1GH22', 'H2WP2', 'H2DS12', 'H2DS3', 'H1PF8', 'H2PF17', 'S45C', 'H2PF21', 'H1ED15', 'H2DS5', 'H2FV7', 'H2GH27', 'S60O', 'H2FS13', 'H1DS15', 'H2PF22', 'H1TO12'],65,46,14
159,0.731042654028436,['H2TO30', 'H1TO3', 'H2TO1', 'H2TO27', 'H2ED15', 'H2DS9', 'H1DS12', 'S59E', 'H2GH27', 'H1DS8', 'H1ED19', 'PA21', 'H2PF21', 'H2TO15', 'PA56', 'S62E', 'H1TO9', 'H1TS3', 'H2WP5', 'H2DS1', 'H2TO30', 'H2PF15', 'H2PF9', 'H1GH22', 'H2WP2', 'H2DS12', 'H2DS3', 'H1PF8', 'H2PF17', 'S45C', 'H2PF21', 'H1ED15', 'H2DS5', 'H2FV7', 'H2GH27', 'S60O', 'H2FS13', 'H1DS15', 'H2PF22', 'H1TO12'],65,46,14
160,0.731042654028436,['H2TO30', 'H1TO3', 'H2TO1', 'H2TO27', 'H2ED15', 'H2DS9', 'H1DS12', 'S59E', 'H2GH27', 'H1DS8', 'H1ED19', 'PA21', 'H2PF21', 'H2TO15', 'PA56', 'S62E', 'H1TO9', 'H1TS3', 'H2WP5', 'H2DS1', 'H2TO30', 'H2PF15', 'H2PF9', 'H1GH22', 'H2WP2', 'H2DS12', 'H2DS3', 'H1PF8', 'H2PF17', 'S45C', 'H2PF21', 'H1ED15', 'H2DS5', 'H2FV7', 'H2GH27', 'S60O', 'H2FS13', 'H1DS15', 'H2PF22', 'H1TO12'],65,46,14
161,0.731042654028436,['H2TO30', 'H1TO3', 'H2TO1', 'H2TO27', 'H2ED15', 'H2DS9', 'H1DS12', 'S59E', 'H2GH27', 'H1DS8', 'H1ED19', 'PA21', 'H2PF21', 'H2TO15', 'PA56', 'S62E', 'H1TO9', 'H1TS3', 'H2WP5', 'H2DS1', 'H2TO30', 'H2PF15', 'H2PF9', 'H1GH22', 'H2WP2', 'H2DS12', 'H2DS3', 'H1PF8', 'H2PF17', 'S45C', 'H2PF21', 'H1ED15', 'H2DS5', 'H2FV7', 'H2GH27', 'S60O', 'H2FS13', 'H1DS15', 'H2PF22', 'H1TO12'],65,46,14
162,0.731042654028436,['H2TO30', 'H1TO3', 'H2TO1', 'H2TO27', 'H2ED15', 'H2DS9', 'H1DS12', 'S59E', 'H2GH27', 'H1DS8', 'H1ED19', 'PA21', 'H2PF21', 'H2TO15', 'PA56', 'S62E', 'H1TO9', 'H1TS3', 'H2WP5', 'H2DS1', 'H2TO30', 'H2PF15', 'H2PF9', 'H1GH22', 'H2WP2', 'H2DS12', 'H2DS3', 'H1PF8', 'H2PF17', 'S45C', 'H2PF21', 'H1ED15', 'H2DS5', 'H2FV7', 'H2GH27', 'S60O', 'H2FS13', 'H1DS15', 'H2PF22', 'H1TO12'],65,46,14
163,0.731042654028436,['H2TO30', 'H1TO3', 'H2TO1', 'H2TO27', 'H2ED15', 'H2DS9', 'H1DS12', 'S59E', 'H2GH27', 'H1DS8', 'H1ED19', 'PA21', 'H2PF21', 'H2TO15', 'PA56', 'S62E', 'H1TO9', 'H1TS3', 'H2WP5', 'H2DS1', 'H2TO30', 'H2PF15', 'H2PF9', 'H1GH22', 'H2WP2', 'H2DS12', 'H2DS3', 'H1PF8', 'H2PF17', 'S45C', 'H2PF21', 'H1ED15', 'H2DS5', 'H2FV7', 'H2GH27', 'S60O', 'H2FS13', 'H1DS15', 'H2PF22', 'H1TO12'],65,46,14
164,0.731042654028436,['H2TO30', 'H1TO3', 'H2TO1', 'H2TO27', 'H2ED15', 'H2DS9', 'H1DS12', 'S59E', 'H2GH27', 'H1DS8', 'H1ED19', 'PA21', 'H2PF21', 'H2TO15', 'PA56', 'S62E', 'H1TO9', 'H1TS3', 'H2WP5', 'H2DS1', 'H2TO30', 'H2PF15', 'H2PF9', 'H1GH22', 'H2WP2', 'H2DS12', 'H2DS3', 'H1PF8', 'H2PF17', 'S45C', 'H2PF21', 'H1ED15', 'H2DS5', 'H2FV7', 'H2GH27', 'S60O', 'H2FS13', 'H1DS15', 'H2PF22', 'H1TO12'],65,46,14
165,0.731042654028436,['H2TO30', 'H1TO3', 'H2TO1', 'H2TO27', 'H2ED15', 'H2DS9', 'H1DS12', 'S59E', 'H2GH27', 'H1DS8', 'H1ED19', 'PA21', 'H2PF21', 'H2TO15', 'PA56', 'S62E', 'H1TO9', 'H1TS3', 'H2WP5', 'H2DS1', 'H2TO30', 'H2PF15', 'H2PF9', 'H1GH22', 'H2WP2', 'H2DS12', 'H2DS3', 'H1PF8', 'H2PF17', 'S45C', 'H2PF21', 'H1ED15', 'H2DS5', 'H2FV7', 'H2GH27', 'S60O', 'H2FS13', 'H1DS15', 'H2PF22', 'H1TO12'],65,46,14
166,0.731042654028436,['H2TO30', 'H1TO3', 'H2TO1', 'H2TO27', 'H2ED15', 'H2DS9', 'H1DS12', 'S59E', 'H2GH27', 'H1DS8', 'H1ED19', 'PA21', 'H2PF21', 'H2TO15', 'PA56', 'S62E', 'H1TO9', 'H1TS3', 'H2WP5', 'H2DS1', 'H2TO30', 'H2PF15', 'H2PF9', 'H1GH22', 'H2WP2', 'H2DS12', 'H2DS3', 'H1PF8', 'H2PF17', 'S45C', 'H2PF21', 'H1ED15', 'H2DS5', 'H2FV7', 'H2GH27', 'S60O', 'H2FS13', 'H1DS15', 'H2PF22', 'H1TO12'],65,46,14
167,0.731042654028436,['H2TO30', 'H1TO3', 'H2TO1', 'H2TO27', 'H2ED15', 'H2DS9', 'H1DS12', 'S59E', 'H2GH27', 'H1DS8', 'H1ED19', 'PA21', 'H2PF21', 'H2TO15', 'PA56', 'S62E', 'H1TO9', 'H1TS3', 'H2WP5', 'H2DS1', 'H2TO30', 'H2PF15', 'H2PF9', 'H1GH22', 'H2WP2', 'H2DS12', 'H2DS3', 'H1PF8', 'H2PF17', 'S45C', 'H2PF21', 'H1ED15', 'H2DS5', 'H2FV7', 'H2GH27', 'S60O', 'H2FS13', 'H1DS15', 'H2PF22', 'H1TO12'],65,46,14
