curr_gen,fitness,genome,min_samples_leaf,min_samples_split,max_features
148,0.7079383886255924,['H1EE7', 'S62R', 'S60K', 'H2PF24', 'H2FS19', 'H1GH22', 'H2DS14', 'H1GH21', 'H1PF16', 'H1ED19', 'H2DS13', 'H1GH29', 'H2PF14', 'H1ED20', 'H1ED18', 'H1TO9', 'H2FV5', 'H1FS12', 'H1FS6', 'H2PF31', 'H2FV2', 'H1FS4', 'H1ED9', 'H1TO3', 'H1FS11', 'H1FS2', 'H1FS14', 'H2FS14', 'H2DS8', 'H2ED5', 'H1PF8', 'H1GH20', 'H2PF21', 'H2ED17', 'H1FS17', 'H1RF14', 'H2PF17', 'H1WP4', 'H2PF15', 'S59E', 'H2PF12', 'H2WP5', 'H1DS10', 'H2WP14', 'S62O'],22,4,4
149,0.7079383886255924,['H1EE7', 'S62R', 'S60K', 'H2PF24', 'H2FS19', 'H1GH22', 'H2DS14', 'H1GH21', 'H1PF16', 'H1ED19', 'H2DS13', 'H1GH29', 'H2PF14', 'H1ED20', 'H1ED18', 'H1TO9', 'H2FV5', 'H1FS12', 'H1FS6', 'H2PF31', 'H2FV2', 'H1FS4', 'H1ED9', 'H1TO3', 'H1FS11', 'H1FS2', 'H1FS14', 'H2FS14', 'H2DS8', 'H2ED5', 'H1PF8', 'H1GH20', 'H2PF21', 'H2ED17', 'H1FS17', 'H1RF14', 'H2PF17', 'H1WP4', 'H2PF15', 'S59E', 'H2PF12', 'H2WP5', 'H1DS10', 'H2WP14', 'S62O'],22,4,4
150,0.7079383886255924,['H1EE7', 'S62R', 'S60K', 'H2PF24', 'H2FS19', 'H1GH22', 'H2DS14', 'H1GH21', 'H1PF16', 'H1ED19', 'H2DS13', 'H1GH29', 'H2PF14', 'H1ED20', 'H1ED18', 'H1TO9', 'H2FV5', 'H1FS12', 'H1FS6', 'H2PF31', 'H2FV2', 'H1FS4', 'H1ED9', 'H1TO3', 'H1FS11', 'H1FS2', 'H1FS14', 'H2FS14', 'H2DS8', 'H2ED5', 'H1PF8', 'H1GH20', 'H2PF21', 'H2ED17', 'H1FS17', 'H1RF14', 'H2PF17', 'H1WP4', 'H2PF15', 'S59E', 'H2PF12', 'H2WP5', 'H1DS10', 'H2WP14', 'S62O'],22,4,4
151,0.7079383886255924,['H1EE7', 'S62R', 'S60K', 'H2PF24', 'H2FS19', 'H1GH22', 'H2DS14', 'H1GH21', 'H1PF16', 'H1ED19', 'H2DS13', 'H1GH29', 'H2PF14', 'H1ED20', 'H1ED18', 'H1TO9', 'H2FV5', 'H1FS12', 'H1FS6', 'H2PF31', 'H2FV2', 'H1FS4', 'H1ED9', 'H1TO3', 'H1FS11', 'H1FS2', 'H1FS14', 'H2FS14', 'H2DS8', 'H2ED5', 'H1PF8', 'H1GH20', 'H2PF21', 'H2ED17', 'H1FS17', 'H1RF14', 'H2PF17', 'H1WP4', 'H2PF15', 'S59E', 'H2PF12', 'H2WP5', 'H1DS10', 'H2WP14', 'S62O'],22,4,4
152,0.7079383886255924,['H1EE7', 'S62R', 'S60K', 'H2PF24', 'H2FS19', 'H1GH22', 'H2DS14', 'H1GH21', 'H1PF16', 'H1ED19', 'H2DS13', 'H1GH29', 'H2PF14', 'H1ED20', 'H1ED18', 'H1TO9', 'H2FV5', 'H1FS12', 'H1FS6', 'H2PF31', 'H2FV2', 'H1FS4', 'H1ED9', 'H1TO3', 'H1FS11', 'H1FS2', 'H1FS14', 'H2FS14', 'H2DS8', 'H2ED5', 'H1PF8', 'H1GH20', 'H2PF21', 'H2ED17', 'H1FS17', 'H1RF14', 'H2PF17', 'H1WP4', 'H2PF15', 'S59E', 'H2PF12', 'H2WP5', 'H1DS10', 'H2WP14', 'S62O'],22,4,4
153,0.7079383886255924,['H1EE7', 'S62R', 'S60K', 'H2PF24', 'H2FS19', 'H1GH22', 'H2DS14', 'H1GH21', 'H1PF16', 'H1ED19', 'H2DS13', 'H1GH29', 'H2PF14', 'H1ED20', 'H1ED18', 'H1TO9', 'H2FV5', 'H1FS12', 'H1FS6', 'H2PF31', 'H2FV2', 'H1FS4', 'H1ED9', 'H1TO3', 'H1FS11', 'H1FS2', 'H1FS14', 'H2FS14', 'H2DS8', 'H2ED5', 'H1PF8', 'H1GH20', 'H2PF21', 'H2ED17', 'H1FS17', 'H1RF14', 'H2PF17', 'H1WP4', 'H2PF15', 'S59E', 'H2PF12', 'H2WP5', 'H1DS10', 'H2WP14', 'S62O'],22,4,4
154,0.7079383886255924,['H1EE7', 'S62R', 'S60K', 'H2PF24', 'H2FS19', 'H1GH22', 'H2DS14', 'H1GH21', 'H1PF16', 'H1ED19', 'H2DS13', 'H1GH29', 'H2PF14', 'H1ED20', 'H1ED18', 'H1TO9', 'H2FV5', 'H1FS12', 'H1FS6', 'H2PF31', 'H2FV2', 'H1FS4', 'H1ED9', 'H1TO3', 'H1FS11', 'H1FS2', 'H1FS14', 'H2FS14', 'H2DS8', 'H2ED5', 'H1PF8', 'H1GH20', 'H2PF21', 'H2ED17', 'H1FS17', 'H1RF14', 'H2PF17', 'H1WP4', 'H2PF15', 'S59E', 'H2PF12', 'H2WP5', 'H1DS10', 'H2WP14', 'S62O'],22,4,4
155,0.7079383886255924,['H1EE7', 'S62R', 'S60K', 'H2PF24', 'H2FS19', 'H1GH22', 'H2DS14', 'H1GH21', 'H1PF16', 'H1ED19', 'H2DS13', 'H1GH29', 'H2PF14', 'H1ED20', 'H1ED18', 'H1TO9', 'H2FV5', 'H1FS12', 'H1FS6', 'H2PF31', 'H2FV2', 'H1FS4', 'H1ED9', 'H1TO3', 'H1FS11', 'H1FS2', 'H1FS14', 'H2FS14', 'H2DS8', 'H2ED5', 'H1PF8', 'H1GH20', 'H2PF21', 'H2ED17', 'H1FS17', 'H1RF14', 'H2PF17', 'H1WP4', 'H2PF15', 'S59E', 'H2PF12', 'H2WP5', 'H1DS10', 'H2WP14', 'S62O'],22,4,4
156,0.7079383886255924,['H1EE7', 'S62R', 'S60K', 'H2PF24', 'H2FS19', 'H1GH22', 'H2DS14', 'H1GH21', 'H1PF16', 'H1ED19', 'H2DS13', 'H1GH29', 'H2PF14', 'H1ED20', 'H1ED18', 'H1TO9', 'H2FV5', 'H1FS12', 'H1FS6', 'H2PF31', 'H2FV2', 'H1FS4', 'H1ED9', 'H1TO3', 'H1FS11', 'H1FS2', 'H1FS14', 'H2FS14', 'H2DS8', 'H2ED5', 'H1PF8', 'H1GH20', 'H2PF21', 'H2ED17', 'H1FS17', 'H1RF14', 'H2PF17', 'H1WP4', 'H2PF15', 'S59E', 'H2PF12', 'H2WP5', 'H1DS10', 'H2WP14', 'S62O'],22,4,4
157,0.7079383886255924,['H1EE7', 'S62R', 'S60K', 'H2PF24', 'H2FS19', 'H1GH22', 'H2DS14', 'H1GH21', 'H1PF16', 'H1ED19', 'H2DS13', 'H1GH29', 'H2PF14', 'H1ED20', 'H1ED18', 'H1TO9', 'H2FV5', 'H1FS12', 'H1FS6', 'H2PF31', 'H2FV2', 'H1FS4', 'H1ED9', 'H1TO3', 'H1FS11', 'H1FS2', 'H1FS14', 'H2FS14', 'H2DS8', 'H2ED5', 'H1PF8', 'H1GH20', 'H2PF21', 'H2ED17', 'H1FS17', 'H1RF14', 'H2PF17', 'H1WP4', 'H2PF15', 'S59E', 'H2PF12', 'H2WP5', 'H1DS10', 'H2WP14', 'S62O'],22,4,4
158,0.7079383886255924,['H1EE7', 'S62R', 'S60K', 'H2PF24', 'H2FS19', 'H1GH22', 'H2DS14', 'H1GH21', 'H1PF16', 'H1ED19', 'H2DS13', 'H1GH29', 'H2PF14', 'H1ED20', 'H1ED18', 'H1TO9', 'H2FV5', 'H1FS12', 'H1FS6', 'H2PF31', 'H2FV2', 'H1FS4', 'H1ED9', 'H1TO3', 'H1FS11', 'H1FS2', 'H1FS14', 'H2FS14', 'H2DS8', 'H2ED5', 'H1PF8', 'H1GH20', 'H2PF21', 'H2ED17', 'H1FS17', 'H1RF14', 'H2PF17', 'H1WP4', 'H2PF15', 'S59E', 'H2PF12', 'H2WP5', 'H1DS10', 'H2WP14', 'S62O'],22,4,4
159,0.7079383886255924,['H1EE7', 'S62R', 'S60K', 'H2PF24', 'H2FS19', 'H1GH22', 'H2DS14', 'H1GH21', 'H1PF16', 'H1ED19', 'H2DS13', 'H1GH29', 'H2PF14', 'H1ED20', 'H1ED18', 'H1TO9', 'H2FV5', 'H1FS12', 'H1FS6', 'H2PF31', 'H2FV2', 'H1FS4', 'H1ED9', 'H1TO3', 'H1FS11', 'H1FS2', 'H1FS14', 'H2FS14', 'H2DS8', 'H2ED5', 'H1PF8', 'H1GH20', 'H2PF21', 'H2ED17', 'H1FS17', 'H1RF14', 'H2PF17', 'H1WP4', 'H2PF15', 'S59E', 'H2PF12', 'H2WP5', 'H1DS10', 'H2WP14', 'S62O'],22,4,4
160,0.7079383886255924,['H1EE7', 'S62R', 'S60K', 'H2PF24', 'H2FS19', 'H1GH22', 'H2DS14', 'H1GH21', 'H1PF16', 'H1ED19', 'H2DS13', 'H1GH29', 'H2PF14', 'H1ED20', 'H1ED18', 'H1TO9', 'H2FV5', 'H1FS12', 'H1FS6', 'H2PF31', 'H2FV2', 'H1FS4', 'H1ED9', 'H1TO3', 'H1FS11', 'H1FS2', 'H1FS14', 'H2FS14', 'H2DS8', 'H2ED5', 'H1PF8', 'H1GH20', 'H2PF21', 'H2ED17', 'H1FS17', 'H1RF14', 'H2PF17', 'H1WP4', 'H2PF15', 'S59E', 'H2PF12', 'H2WP5', 'H1DS10', 'H2WP14', 'S62O'],22,4,4
161,0.7103080568720379,['H1TO9', 'H2FV3', 'H2DS10', 'H2WP10', 'H2TO1', 'H2FS7', 'H1PF10', 'H2SE4', 'H2ED3', 'H1FS4', 'H2PF26', 'H1DA2', 'H1PF26', 'S62H', 'H1PF14', 'H2PF10', 'H1FS12', 'H1DA6', 'H2WP7', 'H1DA6', 'H2GH25', 'H2DS1', 'H1WP10', 'H1DS11', 'H1PF15', 'H1WP1', 'H2WP10', 'H1FS14', 'H2TO28', 'H1PF33', 'H1SE4', 'H1WP14', 'H2WP5', 'H2TO26', 'H2DS7', 'H1PF31', 'H1PF10', 'H2GH27', 'H1PF5', 'H1ED7', 'H2PF21', 'H1PF36', 'S62E', 'H2WP3', 'H2DS8'],2,79,27
162,0.7103080568720379,['H1TO9', 'H2FV3', 'H2DS10', 'H2WP10', 'H2TO1', 'H2FS7', 'H1PF10', 'H2SE4', 'H2ED3', 'H1FS4', 'H2PF26', 'H1DA2', 'H1PF26', 'S62H', 'H1PF14', 'H2PF10', 'H1FS12', 'H1DA6', 'H2WP7', 'H1DA6', 'H2GH25', 'H2DS1', 'H1WP10', 'H1DS11', 'H1PF15', 'H1WP1', 'H2WP10', 'H1FS14', 'H2TO28', 'H1PF33', 'H1SE4', 'H1WP14', 'H2WP5', 'H2TO26', 'H2DS7', 'H1PF31', 'H1PF10', 'H2GH27', 'H1PF5', 'H1ED7', 'H2PF21', 'H1PF36', 'S62E', 'H2WP3', 'H2DS8'],2,79,27
163,0.7103080568720379,['H1TO9', 'H2FV3', 'H2DS10', 'H2WP10', 'H2TO1', 'H2FS7', 'H1PF10', 'H2SE4', 'H2ED3', 'H1FS4', 'H2PF26', 'H1DA2', 'H1PF26', 'S62H', 'H1PF14', 'H2PF10', 'H1FS12', 'H1DA6', 'H2WP7', 'H1DA6', 'H2GH25', 'H2DS1', 'H1WP10', 'H1DS11', 'H1PF15', 'H1WP1', 'H2WP10', 'H1FS14', 'H2TO28', 'H1PF33', 'H1SE4', 'H1WP14', 'H2WP5', 'H2TO26', 'H2DS7', 'H1PF31', 'H1PF10', 'H2GH27', 'H1PF5', 'H1ED7', 'H2PF21', 'H1PF36', 'S62E', 'H2WP3', 'H2DS8'],2,79,27
164,0.7103080568720379,['H1TO9', 'H2FV3', 'H2DS10', 'H2WP10', 'H2TO1', 'H2FS7', 'H1PF10', 'H2SE4', 'H2ED3', 'H1FS4', 'H2PF26', 'H1DA2', 'H1PF26', 'S62H', 'H1PF14', 'H2PF10', 'H1FS12', 'H1DA6', 'H2WP7', 'H1DA6', 'H2GH25', 'H2DS1', 'H1WP10', 'H1DS11', 'H1PF15', 'H1WP1', 'H2WP10', 'H1FS14', 'H2TO28', 'H1PF33', 'H1SE4', 'H1WP14', 'H2WP5', 'H2TO26', 'H2DS7', 'H1PF31', 'H1PF10', 'H2GH27', 'H1PF5', 'H1ED7', 'H2PF21', 'H1PF36', 'S62E', 'H2WP3', 'H2DS8'],2,79,27
165,0.7103080568720379,['H1TO9', 'H2FV3', 'H2DS10', 'H2WP10', 'H2TO1', 'H2FS7', 'H1PF10', 'H2SE4', 'H2ED3', 'H1FS4', 'H2PF26', 'H1DA2', 'H1PF26', 'S62H', 'H1PF14', 'H2PF10', 'H1FS12', 'H1DA6', 'H2WP7', 'H1DA6', 'H2GH25', 'H2DS1', 'H1WP10', 'H1DS11', 'H1PF15', 'H1WP1', 'H2WP10', 'H1FS14', 'H2TO28', 'H1PF33', 'H1SE4', 'H1WP14', 'H2WP5', 'H2TO26', 'H2DS7', 'H1PF31', 'H1PF10', 'H2GH27', 'H1PF5', 'H1ED7', 'H2PF21', 'H1PF36', 'S62E', 'H2WP3', 'H2DS8'],2,79,27
166,0.7103080568720379,['H1TO9', 'H2FV3', 'H2DS10', 'H2WP10', 'H2TO1', 'H2FS7', 'H1PF10', 'H2SE4', 'H2ED3', 'H1FS4', 'H2PF26', 'H1DA2', 'H1PF26', 'S62H', 'H1PF14', 'H2PF10', 'H1FS12', 'H1DA6', 'H2WP7', 'H1DA6', 'H2GH25', 'H2DS1', 'H1WP10', 'H1DS11', 'H1PF15', 'H1WP1', 'H2WP10', 'H1FS14', 'H2TO28', 'H1PF33', 'H1SE4', 'H1WP14', 'H2WP5', 'H2TO26', 'H2DS7', 'H1PF31', 'H1PF10', 'H2GH27', 'H1PF5', 'H1ED7', 'H2PF21', 'H1PF36', 'S62E', 'H2WP3', 'H2DS8'],2,79,27
167,0.7103080568720379,['H1TO9', 'H2FV3', 'H2DS10', 'H2WP10', 'H2TO1', 'H2FS7', 'H1PF10', 'H2SE4', 'H2ED3', 'H1FS4', 'H2PF26', 'H1DA2', 'H1PF26', 'S62H', 'H1PF14', 'H2PF10', 'H1FS12', 'H1DA6', 'H2WP7', 'H1DA6', 'H2GH25', 'H2DS1', 'H1WP10', 'H1DS11', 'H1PF15', 'H1WP1', 'H2WP10', 'H1FS14', 'H2TO28', 'H1PF33', 'H1SE4', 'H1WP14', 'H2WP5', 'H2TO26', 'H2DS7', 'H1PF31', 'H1PF10', 'H2GH27', 'H1PF5', 'H1ED7', 'H2PF21', 'H1PF36', 'S62E', 'H2WP3', 'H2DS8'],2,79,27
168,0.7103080568720379,['H1TO9', 'H2FV3', 'H2DS10', 'H2WP10', 'H2TO1', 'H2FS7', 'H1PF10', 'H2SE4', 'H2ED3', 'H1FS4', 'H2PF26', 'H1DA2', 'H1PF26', 'S62H', 'H1PF14', 'H2PF10', 'H1FS12', 'H1DA6', 'H2WP7', 'H1DA6', 'H2GH25', 'H2DS1', 'H1WP10', 'H1DS11', 'H1PF15', 'H1WP1', 'H2WP10', 'H1FS14', 'H2TO28', 'H1PF33', 'H1SE4', 'H1WP14', 'H2WP5', 'H2TO26', 'H2DS7', 'H1PF31', 'H1PF10', 'H2GH27', 'H1PF5', 'H1ED7', 'H2PF21', 'H1PF36', 'S62E', 'H2WP3', 'H2DS8'],2,79,27
169,0.7103080568720379,['H1TO9', 'H2FV3', 'H2DS10', 'H2WP10', 'H2TO1', 'H2FS7', 'H1PF10', 'H2SE4', 'H2ED3', 'H1FS4', 'H2PF26', 'H1DA2', 'H1PF26', 'S62H', 'H1PF14', 'H2PF10', 'H1FS12', 'H1DA6', 'H2WP7', 'H1DA6', 'H2GH25', 'H2DS1', 'H1WP10', 'H1DS11', 'H1PF15', 'H1WP1', 'H2WP10', 'H1FS14', 'H2TO28', 'H1PF33', 'H1SE4', 'H1WP14', 'H2WP5', 'H2TO26', 'H2DS7', 'H1PF31', 'H1PF10', 'H2GH27', 'H1PF5', 'H1ED7', 'H2PF21', 'H1PF36', 'S62E', 'H2WP3', 'H2DS8'],2,79,27
170,0.7103080568720379,['H1TO9', 'H2FV3', 'H2DS10', 'H2WP10', 'H2TO1', 'H2FS7', 'H1PF10', 'H2SE4', 'H2ED3', 'H1FS4', 'H2PF26', 'H1DA2', 'H1PF26', 'S62H', 'H1PF14', 'H2PF10', 'H1FS12', 'H1DA6', 'H2WP7', 'H1DA6', 'H2GH25', 'H2DS1', 'H1WP10', 'H1DS11', 'H1PF15', 'H1WP1', 'H2WP10', 'H1FS14', 'H2TO28', 'H1PF33', 'H1SE4', 'H1WP14', 'H2WP5', 'H2TO26', 'H2DS7', 'H1PF31', 'H1PF10', 'H2GH27', 'H1PF5', 'H1ED7', 'H2PF21', 'H1PF36', 'S62E', 'H2WP3', 'H2DS8'],2,79,27
171,0.7103080568720379,['H1TO9', 'H2FV3', 'H2DS10', 'H2WP10', 'H2TO1', 'H2FS7', 'H1PF10', 'H2SE4', 'H2ED3', 'H1FS4', 'H2PF26', 'H1DA2', 'H1PF26', 'S62H', 'H1PF14', 'H2PF10', 'H1FS12', 'H1DA6', 'H2WP7', 'H1DA6', 'H2GH25', 'H2DS1', 'H1WP10', 'H1DS11', 'H1PF15', 'H1WP1', 'H2WP10', 'H1FS14', 'H2TO28', 'H1PF33', 'H1SE4', 'H1WP14', 'H2WP5', 'H2TO26', 'H2DS7', 'H1PF31', 'H1PF10', 'H2GH27', 'H1PF5', 'H1ED7', 'H2PF21', 'H1PF36', 'S62E', 'H2WP3', 'H2DS8'],2,79,27
172,0.7103080568720379,['H1TO9', 'H2FV3', 'H2DS10', 'H2WP10', 'H2TO1', 'H2FS7', 'H1PF10', 'H2SE4', 'H2ED3', 'H1FS4', 'H2PF26', 'H1DA2', 'H1PF26', 'S62H', 'H1PF14', 'H2PF10', 'H1FS12', 'H1DA6', 'H2WP7', 'H1DA6', 'H2GH25', 'H2DS1', 'H1WP10', 'H1DS11', 'H1PF15', 'H1WP1', 'H2WP10', 'H1FS14', 'H2TO28', 'H1PF33', 'H1SE4', 'H1WP14', 'H2WP5', 'H2TO26', 'H2DS7', 'H1PF31', 'H1PF10', 'H2GH27', 'H1PF5', 'H1ED7', 'H2PF21', 'H1PF36', 'S62E', 'H2WP3', 'H2DS8'],2,79,27
173,0.7103080568720379,['H1TO9', 'H2FV3', 'H2DS10', 'H2WP10', 'H2TO1', 'H2FS7', 'H1PF10', 'H2SE4', 'H2ED3', 'H1FS4', 'H2PF26', 'H1DA2', 'H1PF26', 'S62H', 'H1PF14', 'H2PF10', 'H1FS12', 'H1DA6', 'H2WP7', 'H1DA6', 'H2GH25', 'H2DS1', 'H1WP10', 'H1DS11', 'H1PF15', 'H1WP1', 'H2WP10', 'H1FS14', 'H2TO28', 'H1PF33', 'H1SE4', 'H1WP14', 'H2WP5', 'H2TO26', 'H2DS7', 'H1PF31', 'H1PF10', 'H2GH27', 'H1PF5', 'H1ED7', 'H2PF21', 'H1PF36', 'S62E', 'H2WP3', 'H2DS8'],2,79,27
174,0.7103080568720379,['H1TO9', 'H2FV3', 'H2DS10', 'H2WP10', 'H2TO1', 'H2FS7', 'H1PF10', 'H2SE4', 'H2ED3', 'H1FS4', 'H2PF26', 'H1DA2', 'H1PF26', 'S62H', 'H1PF14', 'H2PF10', 'H1FS12', 'H1DA6', 'H2WP7', 'H1DA6', 'H2GH25', 'H2DS1', 'H1WP10', 'H1DS11', 'H1PF15', 'H1WP1', 'H2WP10', 'H1FS14', 'H2TO28', 'H1PF33', 'H1SE4', 'H1WP14', 'H2WP5', 'H2TO26', 'H2DS7', 'H1PF31', 'H1PF10', 'H2GH27', 'H1PF5', 'H1ED7', 'H2PF21', 'H1PF36', 'S62E', 'H2WP3', 'H2DS8'],2,79,27
175,0.7103080568720379,['H1TO9', 'H2FV3', 'H2DS10', 'H2WP10', 'H2TO1', 'H2FS7', 'H1PF10', 'H2SE4', 'H2ED3', 'H1FS4', 'H2PF26', 'H1DA2', 'H1PF26', 'S62H', 'H1PF14', 'H2PF10', 'H1FS12', 'H1DA6', 'H2WP7', 'H1DA6', 'H2GH25', 'H2DS1', 'H1WP10', 'H1DS11', 'H1PF15', 'H1WP1', 'H2WP10', 'H1FS14', 'H2TO28', 'H1PF33', 'H1SE4', 'H1WP14', 'H2WP5', 'H2TO26', 'H2DS7', 'H1PF31', 'H1PF10', 'H2GH27', 'H1PF5', 'H1ED7', 'H2PF21', 'H1PF36', 'S62E', 'H2WP3', 'H2DS8'],2,79,27
176,0.7103080568720379,['H1TO9', 'H2FV3', 'H2DS10', 'H2WP10', 'H2TO1', 'H2FS7', 'H1PF10', 'H2SE4', 'H2ED3', 'H1FS4', 'H2PF26', 'H1DA2', 'H1PF26', 'S62H', 'H1PF14', 'H2PF10', 'H1FS12', 'H1DA6', 'H2WP7', 'H1DA6', 'H2GH25', 'H2DS1', 'H1WP10', 'H1DS11', 'H1PF15', 'H1WP1', 'H2WP10', 'H1FS14', 'H2TO28', 'H1PF33', 'H1SE4', 'H1WP14', 'H2WP5', 'H2TO26', 'H2DS7', 'H1PF31', 'H1PF10', 'H2GH27', 'H1PF5', 'H1ED7', 'H2PF21', 'H1PF36', 'S62E', 'H2WP3', 'H2DS8'],2,79,27
177,0.7103080568720379,['H1TO9', 'H2FV3', 'H2DS10', 'H2WP10', 'H2TO1', 'H2FS7', 'H1PF10', 'H2SE4', 'H2ED3', 'H1FS4', 'H2PF26', 'H1DA2', 'H1PF26', 'S62H', 'H1PF14', 'H2PF10', 'H1FS12', 'H1DA6', 'H2WP7', 'H1DA6', 'H2GH25', 'H2DS1', 'H1WP10', 'H1DS11', 'H1PF15', 'H1WP1', 'H2WP10', 'H1FS14', 'H2TO28', 'H1PF33', 'H1SE4', 'H1WP14', 'H2WP5', 'H2TO26', 'H2DS7', 'H1PF31', 'H1PF10', 'H2GH27', 'H1PF5', 'H1ED7', 'H2PF21', 'H1PF36', 'S62E', 'H2WP3', 'H2DS8'],2,79,27
178,0.7103080568720379,['H1TO9', 'H2FV3', 'H2DS10', 'H2WP10', 'H2TO1', 'H2FS7', 'H1PF10', 'H2SE4', 'H2ED3', 'H1FS4', 'H2PF26', 'H1DA2', 'H1PF26', 'S62H', 'H1PF14', 'H2PF10', 'H1FS12', 'H1DA6', 'H2WP7', 'H1DA6', 'H2GH25', 'H2DS1', 'H1WP10', 'H1DS11', 'H1PF15', 'H1WP1', 'H2WP10', 'H1FS14', 'H2TO28', 'H1PF33', 'H1SE4', 'H1WP14', 'H2WP5', 'H2TO26', 'H2DS7', 'H1PF31', 'H1PF10', 'H2GH27', 'H1PF5', 'H1ED7', 'H2PF21', 'H1PF36', 'S62E', 'H2WP3', 'H2DS8'],2,79,27
179,0.7103080568720379,['H1TO9', 'H2FV3', 'H2DS10', 'H2WP10', 'H2TO1', 'H2FS7', 'H1PF10', 'H2SE4', 'H2ED3', 'H1FS4', 'H2PF26', 'H1DA2', 'H1PF26', 'S62H', 'H1PF14', 'H2PF10', 'H1FS12', 'H1DA6', 'H2WP7', 'H1DA6', 'H2GH25', 'H2DS1', 'H1WP10', 'H1DS11', 'H1PF15', 'H1WP1', 'H2WP10', 'H1FS14', 'H2TO28', 'H1PF33', 'H1SE4', 'H1WP14', 'H2WP5', 'H2TO26', 'H2DS7', 'H1PF31', 'H1PF10', 'H2GH27', 'H1PF5', 'H1ED7', 'H2PF21', 'H1PF36', 'S62E', 'H2WP3', 'H2DS8'],2,79,27
180,0.7103080568720379,['H1TO9', 'H2FV3', 'H2DS10', 'H2WP10', 'H2TO1', 'H2FS7', 'H1PF10', 'H2SE4', 'H2ED3', 'H1FS4', 'H2PF26', 'H1DA2', 'H1PF26', 'S62H', 'H1PF14', 'H2PF10', 'H1FS12', 'H1DA6', 'H2WP7', 'H1DA6', 'H2GH25', 'H2DS1', 'H1WP10', 'H1DS11', 'H1PF15', 'H1WP1', 'H2WP10', 'H1FS14', 'H2TO28', 'H1PF33', 'H1SE4', 'H1WP14', 'H2WP5', 'H2TO26', 'H2DS7', 'H1PF31', 'H1PF10', 'H2GH27', 'H1PF5', 'H1ED7', 'H2PF21', 'H1PF36', 'S62E', 'H2WP3', 'H2DS8'],2,79,27
181,0.7103080568720379,['H1TO9', 'H2FV3', 'H2DS10', 'H2WP10', 'H2TO1', 'H2FS7', 'H1PF10', 'H2SE4', 'H2ED3', 'H1FS4', 'H2PF26', 'H1DA2', 'H1PF26', 'S62H', 'H1PF14', 'H2PF10', 'H1FS12', 'H1DA6', 'H2WP7', 'H1DA6', 'H2GH25', 'H2DS1', 'H1WP10', 'H1DS11', 'H1PF15', 'H1WP1', 'H2WP10', 'H1FS14', 'H2TO28', 'H1PF33', 'H1SE4', 'H1WP14', 'H2WP5', 'H2TO26', 'H2DS7', 'H1PF31', 'H1PF10', 'H2GH27', 'H1PF5', 'H1ED7', 'H2PF21', 'H1PF36', 'S62E', 'H2WP3', 'H2DS8'],2,79,27
182,0.7103080568720379,['H1TO9', 'H2FV3', 'H2DS10', 'H2WP10', 'H2TO1', 'H2FS7', 'H1PF10', 'H2SE4', 'H2ED3', 'H1FS4', 'H2PF26', 'H1DA2', 'H1PF26', 'S62H', 'H1PF14', 'H2PF10', 'H1FS12', 'H1DA6', 'H2WP7', 'H1DA6', 'H2GH25', 'H2DS1', 'H1WP10', 'H1DS11', 'H1PF15', 'H1WP1', 'H2WP10', 'H1FS14', 'H2TO28', 'H1PF33', 'H1SE4', 'H1WP14', 'H2WP5', 'H2TO26', 'H2DS7', 'H1PF31', 'H1PF10', 'H2GH27', 'H1PF5', 'H1ED7', 'H2PF21', 'H1PF36', 'S62E', 'H2WP3', 'H2DS8'],2,79,27
183,0.7103080568720379,['H1TO9', 'H2FV3', 'H2DS10', 'H2WP10', 'H2TO1', 'H2FS7', 'H1PF10', 'H2SE4', 'H2ED3', 'H1FS4', 'H2PF26', 'H1DA2', 'H1PF26', 'S62H', 'H1PF14', 'H2PF10', 'H1FS12', 'H1DA6', 'H2WP7', 'H1DA6', 'H2GH25', 'H2DS1', 'H1WP10', 'H1DS11', 'H1PF15', 'H1WP1', 'H2WP10', 'H1FS14', 'H2TO28', 'H1PF33', 'H1SE4', 'H1WP14', 'H2WP5', 'H2TO26', 'H2DS7', 'H1PF31', 'H1PF10', 'H2GH27', 'H1PF5', 'H1ED7', 'H2PF21', 'H1PF36', 'S62E', 'H2WP3', 'H2DS8'],2,79,27
184,0.7103080568720379,['H1TO9', 'H2FV3', 'H2DS10', 'H2WP10', 'H2TO1', 'H2FS7', 'H1PF10', 'H2SE4', 'H2ED3', 'H1FS4', 'H2PF26', 'H1DA2', 'H1PF26', 'S62H', 'H1PF14', 'H2PF10', 'H1FS12', 'H1DA6', 'H2WP7', 'H1DA6', 'H2GH25', 'H2DS1', 'H1WP10', 'H1DS11', 'H1PF15', 'H1WP1', 'H2WP10', 'H1FS14', 'H2TO28', 'H1PF33', 'H1SE4', 'H1WP14', 'H2WP5', 'H2TO26', 'H2DS7', 'H1PF31', 'H1PF10', 'H2GH27', 'H1PF5', 'H1ED7', 'H2PF21', 'H1PF36', 'S62E', 'H2WP3', 'H2DS8'],2,79,27
