curr_gen,fitness,genome,min_samples_leaf,min_samples_split,max_features
136,0.731042654028436,['H1FS7', 'H2TO27', 'H1WP4', 'H2DS9', 'H2DS1', 'H1FS12', 'S60L', 'H1ED19', 'H2TO28', 'H1PF14', 'H2PF12', 'H1PF16', 'H2FS3', 'H1PF30', 'S62P', 'H2FS4', 'H1ED24', 'H2FS6', 'H1ED15', 'H2GH45', 'H2WP5', 'H2FS1', 'H1TO12', 'H2WP10', 'H1DS6', 'H2FV3', 'H2PF7', 'H2PF35', 'H1GH28', 'S62E', 'H1ED2', 'H1FS5', 'S60O', 'H2ED17', 'H1GH18', 'H2WP14', 'H1TO50', 'H2WP2', 'H1WP7', 'H2PF28', 'H2GH30', 'H2TO28', 'H2TO26', 'H1GH22', 'H1PF8', 'H2TO1', 'H1GH21', 'H2PF17', 'H1TO3', 'H2ED17'],55,75,27
137,0.7316350710900474,['H2ED17', 'H1FS9', 'H2WP5', 'H2TO1', 'H2TO30', 'H1DS11', 'H2PF21', 'H2PF17', 'H2GH26', 'H1FS6', 'H1GH17', 'H2TO25', 'H2WP13', 'H2PF1', 'H2PF27', 'H2FS4', 'H1ED15', 'H1IR12', 'H1PF34', 'H2GH22', 'S62E', 'H1FS8', 'H2PF22', 'H2DS11', 'S60O', 'H1TO3', 'H1WP14', 'H1PF32', 'H1ED17', 'H2PF31', 'H1PF26', 'H2DS7', 'H2PF32', 'H1FS13', 'H1DS10', 'H1FS11', 'H1EE5', 'H2FS18', 'H1DS13', 'H1FS19', 'H1GH52', 'H2DS12', 'H1PF4', 'H1FS14', 'H1PF23', 'H1DS7', 'H2FV3', 'H2PF8', 'S62R', 'H1FS18'],63,39,24
138,0.7316350710900474,['H2ED17', 'H1FS9', 'H2WP5', 'H2TO1', 'H2TO30', 'H1DS11', 'H2PF21', 'H2PF17', 'H2GH26', 'H1FS6', 'H1GH17', 'H2TO25', 'H2WP13', 'H2PF1', 'H2PF27', 'H2FS4', 'H1ED15', 'H1IR12', 'H1PF34', 'H2GH22', 'S62E', 'H1FS8', 'H2PF22', 'H2DS11', 'S60O', 'H1TO3', 'H1WP14', 'H1PF32', 'H1ED17', 'H2PF31', 'H1PF26', 'H2DS7', 'H2PF32', 'H1FS13', 'H1DS10', 'H1FS11', 'H1EE5', 'H2FS18', 'H1DS13', 'H1FS19', 'H1GH52', 'H2DS12', 'H1PF4', 'H1FS14', 'H1PF23', 'H1DS7', 'H2FV3', 'H2PF8', 'S62R', 'H1FS18'],63,39,24
139,0.7316350710900474,['H2ED17', 'H1FS9', 'H2WP5', 'H2TO1', 'H2TO30', 'H1DS11', 'H2PF21', 'H2PF17', 'H2GH26', 'H1FS6', 'H1GH17', 'H2TO25', 'H2WP13', 'H2PF1', 'H2PF27', 'H2FS4', 'H1ED15', 'H1IR12', 'H1PF34', 'H2GH22', 'S62E', 'H1FS8', 'H2PF22', 'H2DS11', 'S60O', 'H1TO3', 'H1WP14', 'H1PF32', 'H1ED17', 'H2PF31', 'H1PF26', 'H2DS7', 'H2PF32', 'H1FS13', 'H1DS10', 'H1FS11', 'H1EE5', 'H2FS18', 'H1DS13', 'H1FS19', 'H1GH52', 'H2DS12', 'H1PF4', 'H1FS14', 'H1PF23', 'H1DS7', 'H2FV3', 'H2PF8', 'S62R', 'H1FS18'],63,39,24
140,0.7316350710900474,['H2ED17', 'H1FS9', 'H2WP5', 'H2TO1', 'H2TO30', 'H1DS11', 'H2PF21', 'H2PF17', 'H2GH26', 'H1FS6', 'H1GH17', 'H2TO25', 'H2WP13', 'H2PF1', 'H2PF27', 'H2FS4', 'H1ED15', 'H1IR12', 'H1PF34', 'H2GH22', 'S62E', 'H1FS8', 'H2PF22', 'H2DS11', 'S60O', 'H1TO3', 'H1WP14', 'H1PF32', 'H1ED17', 'H2PF31', 'H1PF26', 'H2DS7', 'H2PF32', 'H1FS13', 'H1DS10', 'H1FS11', 'H1EE5', 'H2FS18', 'H1DS13', 'H1FS19', 'H1GH52', 'H2DS12', 'H1PF4', 'H1FS14', 'H1PF23', 'H1DS7', 'H2FV3', 'H2PF8', 'S62R', 'H1FS18'],63,39,24
141,0.7316350710900474,['H2ED17', 'H1FS9', 'H2WP5', 'H2TO1', 'H2TO30', 'H1DS11', 'H2PF21', 'H2PF17', 'H2GH26', 'H1FS6', 'H1GH17', 'H2TO25', 'H2WP13', 'H2PF1', 'H2PF27', 'H2FS4', 'H1ED15', 'H1IR12', 'H1PF34', 'H2GH22', 'S62E', 'H1FS8', 'H2PF22', 'H2DS11', 'S60O', 'H1TO3', 'H1WP14', 'H1PF32', 'H1ED17', 'H2PF31', 'H1PF26', 'H2DS7', 'H2PF32', 'H1FS13', 'H1DS10', 'H1FS11', 'H1EE5', 'H2FS18', 'H1DS13', 'H1FS19', 'H1GH52', 'H2DS12', 'H1PF4', 'H1FS14', 'H1PF23', 'H1DS7', 'H2FV3', 'H2PF8', 'S62R', 'H1FS18'],63,39,24
142,0.7316350710900474,['H2ED17', 'H1FS9', 'H2WP5', 'H2TO1', 'H2TO30', 'H1DS11', 'H2PF21', 'H2PF17', 'H2GH26', 'H1FS6', 'H1GH17', 'H2TO25', 'H2WP13', 'H2PF1', 'H2PF27', 'H2FS4', 'H1ED15', 'H1IR12', 'H1PF34', 'H2GH22', 'S62E', 'H1FS8', 'H2PF22', 'H2DS11', 'S60O', 'H1TO3', 'H1WP14', 'H1PF32', 'H1ED17', 'H2PF31', 'H1PF26', 'H2DS7', 'H2PF32', 'H1FS13', 'H1DS10', 'H1FS11', 'H1EE5', 'H2FS18', 'H1DS13', 'H1FS19', 'H1GH52', 'H2DS12', 'H1PF4', 'H1FS14', 'H1PF23', 'H1DS7', 'H2FV3', 'H2PF8', 'S62R', 'H1FS18'],63,39,24
143,0.7316350710900474,['H2ED17', 'H1FS9', 'H2WP5', 'H2TO1', 'H2TO30', 'H1DS11', 'H2PF21', 'H2PF17', 'H2GH26', 'H1FS6', 'H1GH17', 'H2TO25', 'H2WP13', 'H2PF1', 'H2PF27', 'H2FS4', 'H1ED15', 'H1IR12', 'H1PF34', 'H2GH22', 'S62E', 'H1FS8', 'H2PF22', 'H2DS11', 'S60O', 'H1TO3', 'H1WP14', 'H1PF32', 'H1ED17', 'H2PF31', 'H1PF26', 'H2DS7', 'H2PF32', 'H1FS13', 'H1DS10', 'H1FS11', 'H1EE5', 'H2FS18', 'H1DS13', 'H1FS19', 'H1GH52', 'H2DS12', 'H1PF4', 'H1FS14', 'H1PF23', 'H1DS7', 'H2FV3', 'H2PF8', 'S62R', 'H1FS18'],63,39,24
144,0.7322274881516587,['H2ED17', 'H1FS9', 'H2WP5', 'H2TO1', 'H2TO30', 'H1DS11', 'H2PF21', 'H2PF17', 'H2GH26', 'H1FS6', 'H1GH17', 'H2TO25', 'H2WP13', 'H2PF1', 'H2PF27', 'H2FS4', 'H1ED15', 'H1IR12', 'H1PF34', 'H2GH22', 'H2WP2', 'H1FS8', 'H2PF22', 'H2DS11', 'S60O', 'H1TO3', 'H1WP14', 'H1PF32', 'H1ED17', 'H2PF31', 'H1PF26', 'H2DS7', 'H2PF32', 'H1FS13', 'H1DS10', 'H1FS11', 'H1EE5', 'H2FS18', 'H1DS13', 'H1FS19', 'H1GH52', 'H2DS12', 'H1PF4', 'H1FS14', 'H1PF23', 'H1DS7', 'H2FV3', 'H2PF8', 'S62R', 'H1FS18'],63,38,24
145,0.7322274881516587,['H2ED17', 'H1FS9', 'H2WP5', 'H2TO1', 'H2TO30', 'H1DS11', 'H2PF21', 'H2PF17', 'H2GH26', 'H1FS6', 'H1GH17', 'H2TO25', 'H2WP13', 'H2PF1', 'H2PF27', 'H2FS4', 'H1ED15', 'H1IR12', 'H1PF34', 'H2GH22', 'H2WP2', 'H1FS8', 'H2PF22', 'H2DS11', 'S60O', 'H1TO3', 'H1WP14', 'H1PF32', 'H1ED17', 'H2PF31', 'H1PF26', 'H2DS7', 'H2PF32', 'H1FS13', 'H1DS10', 'H1FS11', 'H1EE5', 'H2FS18', 'H1DS13', 'H1FS19', 'H1GH52', 'H2DS12', 'H1PF4', 'H1FS14', 'H1PF23', 'H1DS7', 'H2FV3', 'H2PF8', 'S62R', 'H1FS18'],63,38,24
146,0.7322274881516587,['H2ED17', 'H1FS9', 'H2WP5', 'H2TO1', 'H2TO30', 'H1DS11', 'H2PF21', 'H2PF17', 'H2GH26', 'H1FS6', 'H1GH17', 'H2TO25', 'H2WP13', 'H2PF1', 'H2PF27', 'H2FS4', 'H1ED15', 'H1IR12', 'H1PF34', 'H2GH22', 'H2WP2', 'H1FS8', 'H2PF22', 'H2DS11', 'S60O', 'H1TO3', 'H1WP14', 'H1PF32', 'H1ED17', 'H2PF31', 'H1PF26', 'H2DS7', 'H2PF32', 'H1FS13', 'H1DS10', 'H1FS11', 'H1EE5', 'H2FS18', 'H1DS13', 'H1FS19', 'H1GH52', 'H2DS12', 'H1PF4', 'H1FS14', 'H1PF23', 'H1DS7', 'H2FV3', 'H2PF8', 'S62R', 'H1FS18'],63,38,24
147,0.7322274881516587,['H2ED17', 'H1FS9', 'H2WP5', 'H2TO1', 'H2TO30', 'H1DS11', 'H2PF21', 'H2PF17', 'H2GH26', 'H1FS6', 'H1GH17', 'H2TO25', 'H2WP13', 'H2PF1', 'H2PF27', 'H2FS4', 'H1ED15', 'H1IR12', 'H1PF34', 'H2GH22', 'H2WP2', 'H1FS8', 'H2PF22', 'H2DS11', 'S60O', 'H1TO3', 'H1WP14', 'H1PF32', 'H1ED17', 'H2PF31', 'H1PF26', 'H2DS7', 'H2PF32', 'H1FS13', 'H1DS10', 'H1FS11', 'H1EE5', 'H2FS18', 'H1DS13', 'H1FS19', 'H1GH52', 'H2DS12', 'H1PF4', 'H1FS14', 'H1PF23', 'H1DS7', 'H2FV3', 'H2PF8', 'S62R', 'H1FS18'],63,38,24
148,0.7322274881516587,['H2ED17', 'H1FS9', 'H2WP5', 'H2TO1', 'H2TO30', 'H1DS11', 'H2PF21', 'H2PF17', 'H2GH26', 'H1FS6', 'H1GH17', 'H2TO25', 'H2WP13', 'H2PF1', 'H2PF27', 'H2FS4', 'H1ED15', 'H1IR12', 'H1PF34', 'H2GH22', 'H2WP2', 'H1FS8', 'H2PF22', 'H2DS11', 'S60O', 'H1TO3', 'H1WP14', 'H1PF32', 'H1ED17', 'H2PF31', 'H1PF26', 'H2DS7', 'H2PF32', 'H1FS13', 'H1DS10', 'H1FS11', 'H1EE5', 'H2FS18', 'H1DS13', 'H1FS19', 'H1GH52', 'H2DS12', 'H1PF4', 'H1FS14', 'H1PF23', 'H1DS7', 'H2FV3', 'H2PF8', 'S62R', 'H1FS18'],63,38,24
149,0.7322274881516587,['H2ED17', 'H1FS9', 'H2WP5', 'H2TO1', 'H2TO30', 'H1DS11', 'H2PF21', 'H2PF17', 'H2GH26', 'H1FS6', 'H1GH17', 'H2TO25', 'H2WP13', 'H2PF1', 'H2PF27', 'H2FS4', 'H1ED15', 'H1IR12', 'H1PF34', 'H2GH22', 'H2WP2', 'H1FS8', 'H2PF22', 'H2DS11', 'S60O', 'H1TO3', 'H1WP14', 'H1PF32', 'H1ED17', 'H2PF31', 'H1PF26', 'H2DS7', 'H2PF32', 'H1FS13', 'H1DS10', 'H1FS11', 'H1EE5', 'H2FS18', 'H1DS13', 'H1FS19', 'H1GH52', 'H2DS12', 'H1PF4', 'H1FS14', 'H1PF23', 'H1DS7', 'H2FV3', 'H2PF8', 'S62R', 'H1FS18'],63,38,24
150,0.7322274881516587,['H2ED17', 'H1FS9', 'H2WP5', 'H2TO1', 'H2TO30', 'H1DS11', 'H2PF21', 'H2PF17', 'H2GH26', 'H1FS6', 'H1GH17', 'H2TO25', 'H2WP13', 'H2PF1', 'H2PF27', 'H2FS4', 'H1ED15', 'H1IR12', 'H1PF34', 'H2GH22', 'H2WP2', 'H1FS8', 'H2PF22', 'H2DS11', 'S60O', 'H1TO3', 'H1WP14', 'H1PF32', 'H1ED17', 'H2PF31', 'H1PF26', 'H2DS7', 'H2PF32', 'H1FS13', 'H1DS10', 'H1FS11', 'H1EE5', 'H2FS18', 'H1DS13', 'H1FS19', 'H1GH52', 'H2DS12', 'H1PF4', 'H1FS14', 'H1PF23', 'H1DS7', 'H2FV3', 'H2PF8', 'S62R', 'H1FS18'],63,38,24
151,0.7322274881516587,['H2ED17', 'H1FS9', 'H2WP5', 'H2TO1', 'H2TO30', 'H1DS11', 'H2PF21', 'H2PF17', 'H2GH26', 'H1FS6', 'H1GH17', 'H2TO25', 'H2WP13', 'H2PF1', 'H2PF27', 'H2FS4', 'H1ED15', 'H1IR12', 'H1PF34', 'H2GH22', 'H2WP2', 'H1FS8', 'H2PF22', 'H2DS11', 'S60O', 'H1TO3', 'H1WP14', 'H1PF32', 'H1ED17', 'H2PF31', 'H1PF26', 'H2DS7', 'H2PF32', 'H1FS13', 'H1DS10', 'H1FS11', 'H1EE5', 'H2FS18', 'H1DS13', 'H1FS19', 'H1GH52', 'H2DS12', 'H1PF4', 'H1FS14', 'H1PF23', 'H1DS7', 'H2FV3', 'H2PF8', 'S62R', 'H1FS18'],63,38,24
152,0.7322274881516587,['H2ED17', 'H1FS9', 'H2WP5', 'H2TO1', 'H2TO30', 'H1DS11', 'H2PF21', 'H2PF17', 'H2GH26', 'H1FS6', 'H1GH17', 'H2TO25', 'H2WP13', 'H2PF1', 'H2PF27', 'H2FS4', 'H1ED15', 'H1IR12', 'H1PF34', 'H2GH22', 'H2WP2', 'H1FS8', 'H2PF22', 'H2DS11', 'S60O', 'H1TO3', 'H1WP14', 'H1PF32', 'H1ED17', 'H2PF31', 'H1PF26', 'H2DS7', 'H2PF32', 'H1FS13', 'H1DS10', 'H1FS11', 'H1EE5', 'H2FS18', 'H1DS13', 'H1FS19', 'H1GH52', 'H2DS12', 'H1PF4', 'H1FS14', 'H1PF23', 'H1DS7', 'H2FV3', 'H2PF8', 'S62R', 'H1FS18'],63,38,24
153,0.7322274881516587,['H2ED17', 'H1FS9', 'H2WP5', 'H2TO1', 'H2TO30', 'H1DS11', 'H2PF21', 'H2PF17', 'H2GH26', 'H1FS6', 'H1GH17', 'H2TO25', 'H2WP13', 'H2PF1', 'H2PF27', 'H2FS4', 'H1ED15', 'H1IR12', 'H1PF34', 'H2GH22', 'H2WP2', 'H1FS8', 'H2PF22', 'H2DS11', 'S60O', 'H1TO3', 'H1WP14', 'H1PF32', 'H1ED17', 'H2PF31', 'H1PF26', 'H2DS7', 'H2PF32', 'H1FS13', 'H1DS10', 'H1FS11', 'H1EE5', 'H2FS18', 'H1DS13', 'H1FS19', 'H1GH52', 'H2DS12', 'H1PF4', 'H1FS14', 'H1PF23', 'H1DS7', 'H2FV3', 'H2PF8', 'S62R', 'H1FS18'],63,38,24
154,0.7322274881516587,['H2ED17', 'H1FS9', 'H2WP5', 'H2TO1', 'H2TO30', 'H1DS11', 'H2PF21', 'H2PF17', 'H2GH26', 'H1FS6', 'H1GH17', 'H2TO25', 'H2WP13', 'H2PF1', 'H2PF27', 'H2FS4', 'H1ED15', 'H1IR12', 'H1PF34', 'H2GH22', 'H2WP2', 'H1FS8', 'H2PF22', 'H2DS11', 'S60O', 'H1TO3', 'H1WP14', 'H1PF32', 'H1ED17', 'H2PF31', 'H1PF26', 'H2DS7', 'H2PF32', 'H1FS13', 'H1DS10', 'H1FS11', 'H1EE5', 'H2FS18', 'H1DS13', 'H1FS19', 'H1GH52', 'H2DS12', 'H1PF4', 'H1FS14', 'H1PF23', 'H1DS7', 'H2FV3', 'H2PF8', 'S62R', 'H1FS18'],63,38,24
155,0.7322274881516587,['H2ED17', 'H1FS9', 'H2WP5', 'H2TO1', 'H2TO30', 'H1DS11', 'H2PF21', 'H2PF17', 'H2GH26', 'H1FS6', 'H1GH17', 'H2TO25', 'H2WP13', 'H2PF1', 'H2PF27', 'H2FS4', 'H1ED15', 'H1IR12', 'H1PF34', 'H2GH22', 'H2WP2', 'H1FS8', 'H2PF22', 'H2DS11', 'S60O', 'H1TO3', 'H1WP14', 'H1PF32', 'H1ED17', 'H2PF31', 'H1PF26', 'H2DS7', 'H2PF32', 'H1FS13', 'H1DS10', 'H1FS11', 'H1EE5', 'H2FS18', 'H1DS13', 'H1FS19', 'H1GH52', 'H2DS12', 'H1PF4', 'H1FS14', 'H1PF23', 'H1DS7', 'H2FV3', 'H2PF8', 'S62R', 'H1FS18'],63,38,24
156,0.7322274881516587,['H2ED17', 'H1FS9', 'H2WP5', 'H2TO1', 'H2TO30', 'H1DS11', 'H2PF21', 'H2PF17', 'H2GH26', 'H1FS6', 'H1GH17', 'H2TO25', 'H2WP13', 'H2PF1', 'H2PF27', 'H2FS4', 'H1ED15', 'H1IR12', 'H1PF34', 'H2GH22', 'H2WP2', 'H1FS8', 'H2PF22', 'H2DS11', 'S60O', 'H1TO3', 'H1WP14', 'H1PF32', 'H1ED17', 'H2PF31', 'H1PF26', 'H2DS7', 'H2PF32', 'H1FS13', 'H1DS10', 'H1FS11', 'H1EE5', 'H2FS18', 'H1DS13', 'H1FS19', 'H1GH52', 'H2DS12', 'H1PF4', 'H1FS14', 'H1PF23', 'H1DS7', 'H2FV3', 'H2PF8', 'S62R', 'H1FS18'],63,38,24
157,0.7322274881516587,['H2ED17', 'H1FS9', 'H2WP5', 'H2TO1', 'H2TO30', 'H1DS11', 'H2PF21', 'H2PF17', 'H2GH26', 'H1FS6', 'H1GH17', 'H2TO25', 'H2WP13', 'H2PF1', 'H2PF27', 'H2FS4', 'H1ED15', 'H1IR12', 'H1PF34', 'H2GH22', 'H2WP2', 'H1FS8', 'H2PF22', 'H2DS11', 'S60O', 'H1TO3', 'H1WP14', 'H1PF32', 'H1ED17', 'H2PF31', 'H1PF26', 'H2DS7', 'H2PF32', 'H1FS13', 'H1DS10', 'H1FS11', 'H1EE5', 'H2FS18', 'H1DS13', 'H1FS19', 'H1GH52', 'H2DS12', 'H1PF4', 'H1FS14', 'H1PF23', 'H1DS7', 'H2FV3', 'H2PF8', 'S62R', 'H1FS18'],63,38,24
158,0.7322274881516587,['H2ED17', 'H1FS9', 'H2WP5', 'H2TO1', 'H2TO30', 'H1DS11', 'H2PF21', 'H2PF17', 'H2GH26', 'H1FS6', 'H1GH17', 'H2TO25', 'H2WP13', 'H2PF1', 'H2PF27', 'H2FS4', 'H1ED15', 'H1IR12', 'H1PF34', 'H2GH22', 'H2WP2', 'H1FS8', 'H2PF22', 'H2DS11', 'S60O', 'H1TO3', 'H1WP14', 'H1PF32', 'H1ED17', 'H2PF31', 'H1PF26', 'H2DS7', 'H2PF32', 'H1FS13', 'H1DS10', 'H1FS11', 'H1EE5', 'H2FS18', 'H1DS13', 'H1FS19', 'H1GH52', 'H2DS12', 'H1PF4', 'H1FS14', 'H1PF23', 'H1DS7', 'H2FV3', 'H2PF8', 'S62R', 'H1FS18'],63,38,24
159,0.7322274881516587,['H2ED17', 'H1FS9', 'H2WP5', 'H2TO1', 'H2TO30', 'H1DS11', 'H2PF21', 'H2PF17', 'H2GH26', 'H1FS6', 'H1GH17', 'H2TO25', 'H2WP13', 'H2PF1', 'H2PF27', 'H2FS4', 'H1ED15', 'H1IR12', 'H1PF34', 'H2GH22', 'H2WP2', 'H1FS8', 'H2PF22', 'H2DS11', 'S60O', 'H1TO3', 'H1WP14', 'H1PF32', 'H1ED17', 'H2PF31', 'H1PF26', 'H2DS7', 'H2PF32', 'H1FS13', 'H1DS10', 'H1FS11', 'H1EE5', 'H2FS18', 'H1DS13', 'H1FS19', 'H1GH52', 'H2DS12', 'H1PF4', 'H1FS14', 'H1PF23', 'H1DS7', 'H2FV3', 'H2PF8', 'S62R', 'H1FS18'],63,38,24
160,0.7322274881516587,['H2ED17', 'H1FS9', 'H2WP5', 'H2TO1', 'H2TO30', 'H1DS11', 'H2PF21', 'H2PF17', 'H2GH26', 'H1FS6', 'H1GH17', 'H2TO25', 'H2WP13', 'H2PF1', 'H2PF27', 'H2FS4', 'H1ED15', 'H1IR12', 'H1PF34', 'H2GH22', 'H2WP2', 'H1FS8', 'H2PF22', 'H2DS11', 'S60O', 'H1TO3', 'H1WP14', 'H1PF32', 'H1ED17', 'H2PF31', 'H1PF26', 'H2DS7', 'H2PF32', 'H1FS13', 'H1DS10', 'H1FS11', 'H1EE5', 'H2FS18', 'H1DS13', 'H1FS19', 'H1GH52', 'H2DS12', 'H1PF4', 'H1FS14', 'H1PF23', 'H1DS7', 'H2FV3', 'H2PF8', 'S62R', 'H1FS18'],63,38,24
161,0.7322274881516587,['H2ED17', 'H1FS9', 'H2WP5', 'H2TO1', 'H2TO30', 'H1DS11', 'H2PF21', 'H2PF17', 'H2GH26', 'H1FS6', 'H1GH17', 'H2TO25', 'H2WP13', 'H2PF1', 'H2PF27', 'H2FS4', 'H1ED15', 'H1IR12', 'H1PF34', 'H2GH22', 'H2WP2', 'H1FS8', 'H2PF22', 'H2DS11', 'S60O', 'H1TO3', 'H1WP14', 'H1PF32', 'H1ED17', 'H2PF31', 'H1PF26', 'H2DS7', 'H2PF32', 'H1FS13', 'H1DS10', 'H1FS11', 'H1EE5', 'H2FS18', 'H1DS13', 'H1FS19', 'H1GH52', 'H2DS12', 'H1PF4', 'H1FS14', 'H1PF23', 'H1DS7', 'H2FV3', 'H2PF8', 'S62R', 'H1FS18'],63,38,24
162,0.7322274881516587,['H2ED17', 'H1FS9', 'H2WP5', 'H2TO1', 'H2TO30', 'H1DS11', 'H2PF21', 'H2PF17', 'H2GH26', 'H1FS6', 'H1GH17', 'H2TO25', 'H2WP13', 'H2PF1', 'H2PF27', 'H2FS4', 'H1ED15', 'H1IR12', 'H1PF34', 'H2GH22', 'H2WP2', 'H1FS8', 'H2PF22', 'H2DS11', 'S60O', 'H1TO3', 'H1WP14', 'H1PF32', 'H1ED17', 'H2PF31', 'H1PF26', 'H2DS7', 'H2PF32', 'H1FS13', 'H1DS10', 'H1FS11', 'H1EE5', 'H2FS18', 'H1DS13', 'H1FS19', 'H1GH52', 'H2DS12', 'H1PF4', 'H1FS14', 'H1PF23', 'H1DS7', 'H2FV3', 'H2PF8', 'S62R', 'H1FS18'],63,38,24
163,0.7322274881516587,['H2ED17', 'H1FS9', 'H2WP5', 'H2TO1', 'H2TO30', 'H1DS11', 'H2PF21', 'H2PF17', 'H2GH26', 'H1FS6', 'H1GH17', 'H2TO25', 'H2WP13', 'H2PF1', 'H2PF27', 'H2FS4', 'H1ED15', 'H1IR12', 'H1PF34', 'H2GH22', 'H2WP2', 'H1FS8', 'H2PF22', 'H2DS11', 'S60O', 'H1TO3', 'H1WP14', 'H1PF32', 'H1ED17', 'H2PF31', 'H1PF26', 'H2DS7', 'H2PF32', 'H1FS13', 'H1DS10', 'H1FS11', 'H1EE5', 'H2FS18', 'H1DS13', 'H1FS19', 'H1GH52', 'H2DS12', 'H1PF4', 'H1FS14', 'H1PF23', 'H1DS7', 'H2FV3', 'H2PF8', 'S62R', 'H1FS18'],63,38,24
164,0.7322274881516587,['H2ED17', 'H1FS9', 'H2WP5', 'H2TO1', 'H2TO30', 'H1DS11', 'H2PF21', 'H2PF17', 'H2GH26', 'H1FS6', 'H1GH17', 'H2TO25', 'H2WP13', 'H2PF1', 'H2PF27', 'H2FS4', 'H1ED15', 'H1IR12', 'H1PF34', 'H2GH22', 'H2WP2', 'H1FS8', 'H2PF22', 'H2DS11', 'S60O', 'H1TO3', 'H1WP14', 'H1PF32', 'H1ED17', 'H2PF31', 'H1PF26', 'H2DS7', 'H2PF32', 'H1FS13', 'H1DS10', 'H1FS11', 'H1EE5', 'H2FS18', 'H1DS13', 'H1FS19', 'H1GH52', 'H2DS12', 'H1PF4', 'H1FS14', 'H1PF23', 'H1DS7', 'H2FV3', 'H2PF8', 'S62R', 'H1FS18'],63,38,24
165,0.7322274881516587,['H2ED17', 'H1FS9', 'H2WP5', 'H2TO1', 'H2TO30', 'H1DS11', 'H2PF21', 'H2PF17', 'H2GH26', 'H1FS6', 'H1GH17', 'H2TO25', 'H2WP13', 'H2PF1', 'H2PF27', 'H2FS4', 'H1ED15', 'H1IR12', 'H1PF34', 'H2GH22', 'H2WP2', 'H1FS8', 'H2PF22', 'H2DS11', 'S60O', 'H1TO3', 'H1WP14', 'H1PF32', 'H1ED17', 'H2PF31', 'H1PF26', 'H2DS7', 'H2PF32', 'H1FS13', 'H1DS10', 'H1FS11', 'H1EE5', 'H2FS18', 'H1DS13', 'H1FS19', 'H1GH52', 'H2DS12', 'H1PF4', 'H1FS14', 'H1PF23', 'H1DS7', 'H2FV3', 'H2PF8', 'S62R', 'H1FS18'],63,38,24
166,0.7322274881516587,['H2ED17', 'H1FS9', 'H2WP5', 'H2TO1', 'H2TO30', 'H1DS11', 'H2PF21', 'H2PF17', 'H2GH26', 'H1FS6', 'H1GH17', 'H2TO25', 'H2WP13', 'H2PF1', 'H2PF27', 'H2FS4', 'H1ED15', 'H1IR12', 'H1PF34', 'H2GH22', 'H2WP2', 'H1FS8', 'H2PF22', 'H2DS11', 'S60O', 'H1TO3', 'H1WP14', 'H1PF32', 'H1ED17', 'H2PF31', 'H1PF26', 'H2DS7', 'H2PF32', 'H1FS13', 'H1DS10', 'H1FS11', 'H1EE5', 'H2FS18', 'H1DS13', 'H1FS19', 'H1GH52', 'H2DS12', 'H1PF4', 'H1FS14', 'H1PF23', 'H1DS7', 'H2FV3', 'H2PF8', 'S62R', 'H1FS18'],63,38,24
167,0.7322274881516587,['H2ED17', 'H1FS9', 'H2WP5', 'H2TO1', 'H2TO30', 'H1DS11', 'H2PF21', 'H2PF17', 'H2GH26', 'H1FS6', 'H1GH17', 'H2TO25', 'H2WP13', 'H2PF1', 'H2PF27', 'H2FS4', 'H1ED15', 'H1IR12', 'H1PF34', 'H2GH22', 'H2WP2', 'H1FS8', 'H2PF22', 'H2DS11', 'S60O', 'H1TO3', 'H1WP14', 'H1PF32', 'H1ED17', 'H2PF31', 'H1PF26', 'H2DS7', 'H2PF32', 'H1FS13', 'H1DS10', 'H1FS11', 'H1EE5', 'H2FS18', 'H1DS13', 'H1FS19', 'H1GH52', 'H2DS12', 'H1PF4', 'H1FS14', 'H1PF23', 'H1DS7', 'H2FV3', 'H2PF8', 'S62R', 'H1FS18'],63,38,24
168,0.7322274881516587,['H2ED17', 'H1FS9', 'H2WP5', 'H2TO1', 'H2TO30', 'H1DS11', 'H2PF21', 'H2PF17', 'H2GH26', 'H1FS6', 'H1GH17', 'H2TO25', 'H2WP13', 'H2PF1', 'H2PF27', 'H2FS4', 'H1ED15', 'H1IR12', 'H1PF34', 'H2GH22', 'H2WP2', 'H1FS8', 'H2PF22', 'H2DS11', 'S60O', 'H1TO3', 'H1WP14', 'H1PF32', 'H1ED17', 'H2PF31', 'H1PF26', 'H2DS7', 'H2PF32', 'H1FS13', 'H1DS10', 'H1FS11', 'H1EE5', 'H2FS18', 'H1DS13', 'H1FS19', 'H1GH52', 'H2DS12', 'H1PF4', 'H1FS14', 'H1PF23', 'H1DS7', 'H2FV3', 'H2PF8', 'S62R', 'H1FS18'],63,38,24
