curr_gen,fitness,genome,min_samples_leaf,min_samples_split,max_features
141,0.7103080568720379,['H1EE7', 'S62R', 'H2FV7', 'H2PF24', 'H2DS11', 'H1GH22', 'H2DS14', 'H1GH21', 'H1PF16', 'H1ED19', 'H2FS16', 'H1GH29', 'H2FS2', 'H1ED20', 'H1ED18', 'H1TO9', 'H2TO1', 'H1WP5', 'H1FS6', 'H2PF31', 'H2FV2', 'H1FS4', 'S60K', 'H1PF34', 'H1FS11', 'H1FS2', 'H1FS15', 'H2FS14', 'H1DS12', 'H2ED5', 'H1PF8', 'H1GH20', 'H2PF21', 'H2ED17', 'H1DS9'],22,2,5
142,0.7103080568720379,['H1EE7', 'S62R', 'H2FV7', 'H2PF24', 'H2DS11', 'H1GH22', 'H2DS14', 'H1GH21', 'H1PF16', 'H1ED19', 'H2FS16', 'H1GH29', 'H2FS2', 'H1ED20', 'H1ED18', 'H1TO9', 'H2TO1', 'H1WP5', 'H1FS6', 'H2PF31', 'H2FV2', 'H1FS4', 'S60K', 'H1PF34', 'H1FS11', 'H1FS2', 'H1FS15', 'H2FS14', 'H1DS12', 'H2ED5', 'H1PF8', 'H1GH20', 'H2PF21', 'H2ED17', 'H1DS9'],22,2,5
143,0.7103080568720379,['H1EE7', 'S62R', 'H2FV7', 'H2PF24', 'H2DS11', 'H1GH22', 'H2DS14', 'H1GH21', 'H1PF16', 'H1ED19', 'H2FS16', 'H1GH29', 'H2FS2', 'H1ED20', 'H1ED18', 'H1TO9', 'H2TO1', 'H1WP5', 'H1FS6', 'H2PF31', 'H2FV2', 'H1FS4', 'S60K', 'H1PF34', 'H1FS11', 'H1FS2', 'H1FS15', 'H2FS14', 'H1DS12', 'H2ED5', 'H1PF8', 'H1GH20', 'H2PF21', 'H2ED17', 'H1DS9'],22,2,5
144,0.7103080568720379,['H1EE7', 'S62R', 'H2FV7', 'H2PF24', 'H2DS11', 'H1GH22', 'H2DS14', 'H1GH21', 'H1PF16', 'H1ED19', 'H2FS16', 'H1GH29', 'H2FS2', 'H1ED20', 'H1ED18', 'H1TO9', 'H2TO1', 'H1WP5', 'H1FS6', 'H2PF31', 'H2FV2', 'H1FS4', 'S60K', 'H1PF34', 'H1FS11', 'H1FS2', 'H1FS15', 'H2FS14', 'H1DS12', 'H2ED5', 'H1PF8', 'H1GH20', 'H2PF21', 'H2ED17', 'H1DS9'],22,2,5
145,0.7103080568720379,['H1EE7', 'S62R', 'H2FV7', 'H2PF24', 'H2DS11', 'H1GH22', 'H2DS14', 'H1GH21', 'H1PF16', 'H1ED19', 'H2FS16', 'H1GH29', 'H2FS2', 'H1ED20', 'H1ED18', 'H1TO9', 'H2TO1', 'H1WP5', 'H1FS6', 'H2PF31', 'H2FV2', 'H1FS4', 'S60K', 'H1PF34', 'H1FS11', 'H1FS2', 'H1FS15', 'H2FS14', 'H1DS12', 'H2ED5', 'H1PF8', 'H1GH20', 'H2PF21', 'H2ED17', 'H1DS9'],22,2,5
146,0.7103080568720379,['H1EE7', 'S62R', 'H2FV7', 'H2PF24', 'H2DS11', 'H1GH22', 'H2DS14', 'H1GH21', 'H1PF16', 'H1ED19', 'H2FS16', 'H1GH29', 'H2FS2', 'H1ED20', 'H1ED18', 'H1TO9', 'H2TO1', 'H1WP5', 'H1FS6', 'H2PF31', 'H2FV2', 'H1FS4', 'S60K', 'H1PF34', 'H1FS11', 'H1FS2', 'H1FS15', 'H2FS14', 'H1DS12', 'H2ED5', 'H1PF8', 'H1GH20', 'H2PF21', 'H2ED17', 'H1DS9'],22,2,5
147,0.7103080568720379,['H1EE7', 'S62R', 'H2FV7', 'H2PF24', 'H2DS11', 'H1GH22', 'H2DS14', 'H1GH21', 'H1PF16', 'H1ED19', 'H2FS16', 'H1GH29', 'H2FS2', 'H1ED20', 'H1ED18', 'H1TO9', 'H2TO1', 'H1WP5', 'H1FS6', 'H2PF31', 'H2FV2', 'H1FS4', 'S60K', 'H1PF34', 'H1FS11', 'H1FS2', 'H1FS15', 'H2FS14', 'H1DS12', 'H2ED5', 'H1PF8', 'H1GH20', 'H2PF21', 'H2ED17', 'H1DS9'],22,2,5
148,0.7103080568720379,['H1EE7', 'S62R', 'H2FV7', 'H2PF24', 'H2DS11', 'H1GH22', 'H2DS14', 'H1GH21', 'H1PF16', 'H1ED19', 'H2FS16', 'H1GH29', 'H2FS2', 'H1ED20', 'H1ED18', 'H1TO9', 'H2TO1', 'H1WP5', 'H1FS6', 'H2PF31', 'H2FV2', 'H1FS4', 'S60K', 'H1PF34', 'H1FS11', 'H1FS2', 'H1FS15', 'H2FS14', 'H1DS12', 'H2ED5', 'H1PF8', 'H1GH20', 'H2PF21', 'H2ED17', 'H1DS9'],22,2,5
149,0.7103080568720379,['H1EE7', 'S62R', 'H2FV7', 'H2PF24', 'H2DS11', 'H1GH22', 'H2DS14', 'H1GH21', 'H1PF16', 'H1ED19', 'H2FS16', 'H1GH29', 'H2FS2', 'H1ED20', 'H1ED18', 'H1TO9', 'H2TO1', 'H1WP5', 'H1FS6', 'H2PF31', 'H2FV2', 'H1FS4', 'S60K', 'H1PF34', 'H1FS11', 'H1FS2', 'H1FS15', 'H2FS14', 'H1DS12', 'H2ED5', 'H1PF8', 'H1GH20', 'H2PF21', 'H2ED17', 'H1DS9'],22,2,5
150,0.7103080568720379,['H1EE7', 'S62R', 'H2FV7', 'H2PF24', 'H2DS11', 'H1GH22', 'H2DS14', 'H1GH21', 'H1PF16', 'H1ED19', 'H2FS16', 'H1GH29', 'H2FS2', 'H1ED20', 'H1ED18', 'H1TO9', 'H2TO1', 'H1WP5', 'H1FS6', 'H2PF31', 'H2FV2', 'H1FS4', 'S60K', 'H1PF34', 'H1FS11', 'H1FS2', 'H1FS15', 'H2FS14', 'H1DS12', 'H2ED5', 'H1PF8', 'H1GH20', 'H2PF21', 'H2ED17', 'H1DS9'],22,2,5
151,0.7103080568720379,['H1EE7', 'S62R', 'H2FV7', 'H2PF24', 'H2DS11', 'H1GH22', 'H2DS14', 'H1GH21', 'H1PF16', 'H1ED19', 'H2FS16', 'H1GH29', 'H2FS2', 'H1ED20', 'H1ED18', 'H1TO9', 'H2TO1', 'H1WP5', 'H1FS6', 'H2PF31', 'H2FV2', 'H1FS4', 'S60K', 'H1PF34', 'H1FS11', 'H1FS2', 'H1FS15', 'H2FS14', 'H1DS12', 'H2ED5', 'H1PF8', 'H1GH20', 'H2PF21', 'H2ED17', 'H1DS9'],22,2,5
152,0.7103080568720379,['H1EE7', 'S62R', 'H2FV7', 'H2PF24', 'H2DS11', 'H1GH22', 'H2DS14', 'H1GH21', 'H1PF16', 'H1ED19', 'H2FS16', 'H1GH29', 'H2FS2', 'H1ED20', 'H1ED18', 'H1TO9', 'H2TO1', 'H1WP5', 'H1FS6', 'H2PF31', 'H2FV2', 'H1FS4', 'S60K', 'H1PF34', 'H1FS11', 'H1FS2', 'H1FS15', 'H2FS14', 'H1DS12', 'H2ED5', 'H1PF8', 'H1GH20', 'H2PF21', 'H2ED17', 'H1DS9'],22,2,5
153,0.7103080568720379,['H1EE7', 'S62R', 'H2FV7', 'H2PF24', 'H2DS11', 'H1GH22', 'H2DS14', 'H1GH21', 'H1PF16', 'H1ED19', 'H2FS16', 'H1GH29', 'H2FS2', 'H1ED20', 'H1ED18', 'H1TO9', 'H2TO1', 'H1WP5', 'H1FS6', 'H2PF31', 'H2FV2', 'H1FS4', 'S60K', 'H1PF34', 'H1FS11', 'H1FS2', 'H1FS15', 'H2FS14', 'H1DS12', 'H2ED5', 'H1PF8', 'H1GH20', 'H2PF21', 'H2ED17', 'H1DS9'],22,2,5
154,0.7103080568720379,['H1EE7', 'S62R', 'H2FV7', 'H2PF24', 'H2DS11', 'H1GH22', 'H2DS14', 'H1GH21', 'H1PF16', 'H1ED19', 'H2FS16', 'H1GH29', 'H2FS2', 'H1ED20', 'H1ED18', 'H1TO9', 'H2TO1', 'H1WP5', 'H1FS6', 'H2PF31', 'H2FV2', 'H1FS4', 'S60K', 'H1PF34', 'H1FS11', 'H1FS2', 'H1FS15', 'H2FS14', 'H1DS12', 'H2ED5', 'H1PF8', 'H1GH20', 'H2PF21', 'H2ED17', 'H1DS9'],22,2,5
155,0.7103080568720379,['H1EE7', 'S62R', 'H2FV7', 'H2PF24', 'H2DS11', 'H1GH22', 'H2DS14', 'H1GH21', 'H1PF16', 'H1ED19', 'H2FS16', 'H1GH29', 'H2FS2', 'H1ED20', 'H1ED18', 'H1TO9', 'H2TO1', 'H1WP5', 'H1FS6', 'H2PF31', 'H2FV2', 'H1FS4', 'S60K', 'H1PF34', 'H1FS11', 'H1FS2', 'H1FS15', 'H2FS14', 'H1DS12', 'H2ED5', 'H1PF8', 'H1GH20', 'H2PF21', 'H2ED17', 'H1DS9'],22,2,5
156,0.7103080568720379,['H1EE7', 'S62R', 'H2FV7', 'H2PF24', 'H2DS11', 'H1GH22', 'H2DS14', 'H1GH21', 'H1PF16', 'H1ED19', 'H2FS16', 'H1GH29', 'H2FS2', 'H1ED20', 'H1ED18', 'H1TO9', 'H2TO1', 'H1WP5', 'H1FS6', 'H2PF31', 'H2FV2', 'H1FS4', 'S60K', 'H1PF34', 'H1FS11', 'H1FS2', 'H1FS15', 'H2FS14', 'H1DS12', 'H2ED5', 'H1PF8', 'H1GH20', 'H2PF21', 'H2ED17', 'H1DS9'],22,2,5
157,0.7103080568720379,['H1EE7', 'S62R', 'H2FV7', 'H2PF24', 'H2DS11', 'H1GH22', 'H2DS14', 'H1GH21', 'H1PF16', 'H1ED19', 'H2FS16', 'H1GH29', 'H2FS2', 'H1ED20', 'H1ED18', 'H1TO9', 'H2TO1', 'H1WP5', 'H1FS6', 'H2PF31', 'H2FV2', 'H1FS4', 'S60K', 'H1PF34', 'H1FS11', 'H1FS2', 'H1FS15', 'H2FS14', 'H1DS12', 'H2ED5', 'H1PF8', 'H1GH20', 'H2PF21', 'H2ED17', 'H1DS9'],22,2,5
158,0.7103080568720379,['H1EE7', 'S62R', 'H2FV7', 'H2PF24', 'H2DS11', 'H1GH22', 'H2DS14', 'H1GH21', 'H1PF16', 'H1ED19', 'H2FS16', 'H1GH29', 'H2FS2', 'H1ED20', 'H1ED18', 'H1TO9', 'H2TO1', 'H1WP5', 'H1FS6', 'H2PF31', 'H2FV2', 'H1FS4', 'S60K', 'H1PF34', 'H1FS11', 'H1FS2', 'H1FS15', 'H2FS14', 'H1DS12', 'H2ED5', 'H1PF8', 'H1GH20', 'H2PF21', 'H2ED17', 'H1DS9'],22,2,5
159,0.7103080568720379,['H1EE7', 'S62R', 'H2FV7', 'H2PF24', 'H2DS11', 'H1GH22', 'H2DS14', 'H1GH21', 'H1PF16', 'H1ED19', 'H2FS16', 'H1GH29', 'H2FS2', 'H1ED20', 'H1ED18', 'H1TO9', 'H2TO1', 'H1WP5', 'H1FS6', 'H2PF31', 'H2FV2', 'H1FS4', 'S60K', 'H1PF34', 'H1FS11', 'H1FS2', 'H1FS15', 'H2FS14', 'H1DS12', 'H2ED5', 'H1PF8', 'H1GH20', 'H2PF21', 'H2ED17', 'H1DS9'],22,2,5
160,0.7103080568720379,['H1EE7', 'S62R', 'H2FV7', 'H2PF24', 'H2DS11', 'H1GH22', 'H2DS14', 'H1GH21', 'H1PF16', 'H1ED19', 'H2FS16', 'H1GH29', 'H2FS2', 'H1ED20', 'H1ED18', 'H1TO9', 'H2TO1', 'H1WP5', 'H1FS6', 'H2PF31', 'H2FV2', 'H1FS4', 'S60K', 'H1PF34', 'H1FS11', 'H1FS2', 'H1FS15', 'H2FS14', 'H1DS12', 'H2ED5', 'H1PF8', 'H1GH20', 'H2PF21', 'H2ED17', 'H1DS9'],22,2,5
161,0.7103080568720379,['H1EE7', 'S62R', 'H2FV7', 'H2PF24', 'H2DS11', 'H1GH22', 'H2DS14', 'H1GH21', 'H1PF16', 'H1ED19', 'H2FS16', 'H1GH29', 'H2FS2', 'H1ED20', 'H1ED18', 'H1TO9', 'H2TO1', 'H1WP5', 'H1FS6', 'H2PF31', 'H2FV2', 'H1FS4', 'S60K', 'H1PF34', 'H1FS11', 'H1FS2', 'H1FS15', 'H2FS14', 'H1DS12', 'H2ED5', 'H1PF8', 'H1GH20', 'H2PF21', 'H2ED17', 'H1DS9'],22,2,5
162,0.7103080568720379,['H1EE7', 'S62R', 'H2FV7', 'H2PF24', 'H2DS11', 'H1GH22', 'H2DS14', 'H1GH21', 'H1PF16', 'H1ED19', 'H2FS16', 'H1GH29', 'H2FS2', 'H1ED20', 'H1ED18', 'H1TO9', 'H2TO1', 'H1WP5', 'H1FS6', 'H2PF31', 'H2FV2', 'H1FS4', 'S60K', 'H1PF34', 'H1FS11', 'H1FS2', 'H1FS15', 'H2FS14', 'H1DS12', 'H2ED5', 'H1PF8', 'H1GH20', 'H2PF21', 'H2ED17', 'H1DS9'],22,2,5
163,0.7103080568720379,['H1EE7', 'S62R', 'H2FV7', 'H2PF24', 'H2DS11', 'H1GH22', 'H2DS14', 'H1GH21', 'H1PF16', 'H1ED19', 'H2FS16', 'H1GH29', 'H2FS2', 'H1ED20', 'H1ED18', 'H1TO9', 'H2TO1', 'H1WP5', 'H1FS6', 'H2PF31', 'H2FV2', 'H1FS4', 'S60K', 'H1PF34', 'H1FS11', 'H1FS2', 'H1FS15', 'H2FS14', 'H1DS12', 'H2ED5', 'H1PF8', 'H1GH20', 'H2PF21', 'H2ED17', 'H1DS9'],22,2,5
164,0.7103080568720379,['H1EE7', 'S62R', 'H2FV7', 'H2PF24', 'H2DS11', 'H1GH22', 'H2DS14', 'H1GH21', 'H1PF16', 'H1ED19', 'H2FS16', 'H1GH29', 'H2FS2', 'H1ED20', 'H1ED18', 'H1TO9', 'H2TO1', 'H1WP5', 'H1FS6', 'H2PF31', 'H2FV2', 'H1FS4', 'S60K', 'H1PF34', 'H1FS11', 'H1FS2', 'H1FS15', 'H2FS14', 'H1DS12', 'H2ED5', 'H1PF8', 'H1GH20', 'H2PF21', 'H2ED17', 'H1DS9'],22,2,5
165,0.7103080568720379,['H1EE7', 'S62R', 'H2FV7', 'H2PF24', 'H2DS11', 'H1GH22', 'H2DS14', 'H1GH21', 'H1PF16', 'H1ED19', 'H2FS16', 'H1GH29', 'H2FS2', 'H1ED20', 'H1ED18', 'H1TO9', 'H2TO1', 'H1WP5', 'H1FS6', 'H2PF31', 'H2FV2', 'H1FS4', 'S60K', 'H1PF34', 'H1FS11', 'H1FS2', 'H1FS15', 'H2FS14', 'H1DS12', 'H2ED5', 'H1PF8', 'H1GH20', 'H2PF21', 'H2ED17', 'H1DS9'],22,2,5
166,0.7103080568720379,['H1EE7', 'S62R', 'H2FV7', 'H2PF24', 'H2DS11', 'H1GH22', 'H2DS14', 'H1GH21', 'H1PF16', 'H1ED19', 'H2FS16', 'H1GH29', 'H2FS2', 'H1ED20', 'H1ED18', 'H1TO9', 'H2TO1', 'H1WP5', 'H1FS6', 'H2PF31', 'H2FV2', 'H1FS4', 'S60K', 'H1PF34', 'H1FS11', 'H1FS2', 'H1FS15', 'H2FS14', 'H1DS12', 'H2ED5', 'H1PF8', 'H1GH20', 'H2PF21', 'H2ED17', 'H1DS9'],22,2,5
167,0.7103080568720379,['H1EE7', 'S62R', 'H2FV7', 'H2PF24', 'H2DS11', 'H1GH22', 'H2DS14', 'H1GH21', 'H1PF16', 'H1ED19', 'H2FS16', 'H1GH29', 'H2FS2', 'H1ED20', 'H1ED18', 'H1TO9', 'H2TO1', 'H1WP5', 'H1FS6', 'H2PF31', 'H2FV2', 'H1FS4', 'S60K', 'H1PF34', 'H1FS11', 'H1FS2', 'H1FS15', 'H2FS14', 'H1DS12', 'H2ED5', 'H1PF8', 'H1GH20', 'H2PF21', 'H2ED17', 'H1DS9'],22,2,5
168,0.7103080568720379,['H1EE7', 'S62R', 'H2FV7', 'H2PF24', 'H2DS11', 'H1GH22', 'H2DS14', 'H1GH21', 'H1PF16', 'H1ED19', 'H2FS16', 'H1GH29', 'H2FS2', 'H1ED20', 'H1ED18', 'H1TO9', 'H2TO1', 'H1WP5', 'H1FS6', 'H2PF31', 'H2FV2', 'H1FS4', 'S60K', 'H1PF34', 'H1FS11', 'H1FS2', 'H1FS15', 'H2FS14', 'H1DS12', 'H2ED5', 'H1PF8', 'H1GH20', 'H2PF21', 'H2ED17', 'H1DS9'],22,2,5
169,0.7103080568720379,['H1EE7', 'S62R', 'H2FV7', 'H2PF24', 'H2DS11', 'H1GH22', 'H2DS14', 'H1GH21', 'H1PF16', 'H1ED19', 'H2FS16', 'H1GH29', 'H2FS2', 'H1ED20', 'H1ED18', 'H1TO9', 'H2TO1', 'H1WP5', 'H1FS6', 'H2PF31', 'H2FV2', 'H1FS4', 'S60K', 'H1PF34', 'H1FS11', 'H1FS2', 'H1FS15', 'H2FS14', 'H1DS12', 'H2ED5', 'H1PF8', 'H1GH20', 'H2PF21', 'H2ED17', 'H1DS9'],22,2,5
170,0.7103080568720379,['H1EE7', 'S62R', 'H2FV7', 'H2PF24', 'H2DS11', 'H1GH22', 'H2DS14', 'H1GH21', 'H1PF16', 'H1ED19', 'H2FS16', 'H1GH29', 'H2FS2', 'H1ED20', 'H1ED18', 'H1TO9', 'H2TO1', 'H1WP5', 'H1FS6', 'H2PF31', 'H2FV2', 'H1FS4', 'S60K', 'H1PF34', 'H1FS11', 'H1FS2', 'H1FS15', 'H2FS14', 'H1DS12', 'H2ED5', 'H1PF8', 'H1GH20', 'H2PF21', 'H2ED17', 'H1DS9'],22,2,5
171,0.7103080568720379,['H1EE7', 'S62R', 'H2FV7', 'H2PF24', 'H2DS11', 'H1GH22', 'H2DS14', 'H1GH21', 'H1PF16', 'H1ED19', 'H2FS16', 'H1GH29', 'H2FS2', 'H1ED20', 'H1ED18', 'H1TO9', 'H2TO1', 'H1WP5', 'H1FS6', 'H2PF31', 'H2FV2', 'H1FS4', 'S60K', 'H1PF34', 'H1FS11', 'H1FS2', 'H1FS15', 'H2FS14', 'H1DS12', 'H2ED5', 'H1PF8', 'H1GH20', 'H2PF21', 'H2ED17', 'H1DS9'],22,2,5
172,0.715047393364929,['H1SE4', 'H2FS16', 'H2PF16', 'H2WP10', 'H1EE7', 'S45A', 'H2TO15', 'H2TO15', 'H2FS18', 'H1ED19', 'H2DS13', 'H1GH19', 'H2GH25', 'H2PR4', 'H2FS15', 'H1ED7', 'H1FS12', 'H2PF27', 'H1ED15', 'S60K', 'H2TO1', 'H1ED20', 'H1DS6', 'H1EE5', 'H2PR5', 'H2WP6', 'H1TO9', 'H2WP6', 'H1GH28', 'H2FS9', 'H2GH22', 'H2PF30', 'H1DA2', 'H2PF32', 'H1ED2'],37,2,5
173,0.715047393364929,['H1SE4', 'H2FS16', 'H2PF16', 'H2WP10', 'H1EE7', 'S45A', 'H2TO15', 'H2TO15', 'H2FS18', 'H1ED19', 'H2DS13', 'H1GH19', 'H2GH25', 'H2PR4', 'H2FS15', 'H1ED7', 'H1FS12', 'H2PF27', 'H1ED15', 'S60K', 'H2TO1', 'H1ED20', 'H1DS6', 'H1EE5', 'H2PR5', 'H2WP6', 'H1TO9', 'H2WP6', 'H1GH28', 'H2FS9', 'H2GH22', 'H2PF30', 'H1DA2', 'H2PF32', 'H1ED2'],37,2,5
174,0.715047393364929,['H1SE4', 'H2FS16', 'H2PF16', 'H2WP10', 'H1EE7', 'S45A', 'H2TO15', 'H2TO15', 'H2FS18', 'H1ED19', 'H2DS13', 'H1GH19', 'H2GH25', 'H2PR4', 'H2FS15', 'H1ED7', 'H1FS12', 'H2PF27', 'H1ED15', 'S60K', 'H2TO1', 'H1ED20', 'H1DS6', 'H1EE5', 'H2PR5', 'H2WP6', 'H1TO9', 'H2WP6', 'H1GH28', 'H2FS9', 'H2GH22', 'H2PF30', 'H1DA2', 'H2PF32', 'H1ED2'],37,2,5
175,0.715047393364929,['H1SE4', 'H2FS16', 'H2PF16', 'H2WP10', 'H1EE7', 'S45A', 'H2TO15', 'H2TO15', 'H2FS18', 'H1ED19', 'H2DS13', 'H1GH19', 'H2GH25', 'H2PR4', 'H2FS15', 'H1ED7', 'H1FS12', 'H2PF27', 'H1ED15', 'S60K', 'H2TO1', 'H1ED20', 'H1DS6', 'H1EE5', 'H2PR5', 'H2WP6', 'H1TO9', 'H2WP6', 'H1GH28', 'H2FS9', 'H2GH22', 'H2PF30', 'H1DA2', 'H2PF32', 'H1ED2'],37,2,5
176,0.715047393364929,['H1SE4', 'H2FS16', 'H2PF16', 'H2WP10', 'H1EE7', 'S45A', 'H2TO15', 'H2TO15', 'H2FS18', 'H1ED19', 'H2DS13', 'H1GH19', 'H2GH25', 'H2PR4', 'H2FS15', 'H1ED7', 'H1FS12', 'H2PF27', 'H1ED15', 'S60K', 'H2TO1', 'H1ED20', 'H1DS6', 'H1EE5', 'H2PR5', 'H2WP6', 'H1TO9', 'H2WP6', 'H1GH28', 'H2FS9', 'H2GH22', 'H2PF30', 'H1DA2', 'H2PF32', 'H1ED2'],37,2,5
177,0.715047393364929,['H1SE4', 'H2FS16', 'H2PF16', 'H2WP10', 'H1EE7', 'S45A', 'H2TO15', 'H2TO15', 'H2FS18', 'H1ED19', 'H2DS13', 'H1GH19', 'H2GH25', 'H2PR4', 'H2FS15', 'H1ED7', 'H1FS12', 'H2PF27', 'H1ED15', 'S60K', 'H2TO1', 'H1ED20', 'H1DS6', 'H1EE5', 'H2PR5', 'H2WP6', 'H1TO9', 'H2WP6', 'H1GH28', 'H2FS9', 'H2GH22', 'H2PF30', 'H1DA2', 'H2PF32', 'H1ED2'],37,2,5
178,0.715047393364929,['H1SE4', 'H2FS16', 'H2PF16', 'H2WP10', 'H1EE7', 'S45A', 'H2TO15', 'H2TO15', 'H2FS18', 'H1ED19', 'H2DS13', 'H1GH19', 'H2GH25', 'H2PR4', 'H2FS15', 'H1ED7', 'H1FS12', 'H2PF27', 'H1ED15', 'S60K', 'H2TO1', 'H1ED20', 'H1DS6', 'H1EE5', 'H2PR5', 'H2WP6', 'H1TO9', 'H2WP6', 'H1GH28', 'H2FS9', 'H2GH22', 'H2PF30', 'H1DA2', 'H2PF32', 'H1ED2'],37,2,5
179,0.715047393364929,['H1SE4', 'H2FS16', 'H2PF16', 'H2WP10', 'H1EE7', 'S45A', 'H2TO15', 'H2TO15', 'H2FS18', 'H1ED19', 'H2DS13', 'H1GH19', 'H2GH25', 'H2PR4', 'H2FS15', 'H1ED7', 'H1FS12', 'H2PF27', 'H1ED15', 'S60K', 'H2TO1', 'H1ED20', 'H1DS6', 'H1EE5', 'H2PR5', 'H2WP6', 'H1TO9', 'H2WP6', 'H1GH28', 'H2FS9', 'H2GH22', 'H2PF30', 'H1DA2', 'H2PF32', 'H1ED2'],37,2,5
180,0.715047393364929,['H1SE4', 'H2FS16', 'H2PF16', 'H2WP10', 'H1EE7', 'S45A', 'H2TO15', 'H2TO15', 'H2FS18', 'H1ED19', 'H2DS13', 'H1GH19', 'H2GH25', 'H2PR4', 'H2FS15', 'H1ED7', 'H1FS12', 'H2PF27', 'H1ED15', 'S60K', 'H2TO1', 'H1ED20', 'H1DS6', 'H1EE5', 'H2PR5', 'H2WP6', 'H1TO9', 'H2WP6', 'H1GH28', 'H2FS9', 'H2GH22', 'H2PF30', 'H1DA2', 'H2PF32', 'H1ED2'],37,2,5
181,0.715047393364929,['H1SE4', 'H2FS16', 'H2PF16', 'H2WP10', 'H1EE7', 'S45A', 'H2TO15', 'H2TO15', 'H2FS18', 'H1ED19', 'H2DS13', 'H1GH19', 'H2GH25', 'H2PR4', 'H2FS15', 'H1ED7', 'H1FS12', 'H2PF27', 'H1ED15', 'S60K', 'H2TO1', 'H1ED20', 'H1DS6', 'H1EE5', 'H2PR5', 'H2WP6', 'H1TO9', 'H2WP6', 'H1GH28', 'H2FS9', 'H2GH22', 'H2PF30', 'H1DA2', 'H2PF32', 'H1ED2'],37,2,5
182,0.715047393364929,['H1SE4', 'H2FS16', 'H2PF16', 'H2WP10', 'H1EE7', 'S45A', 'H2TO15', 'H2TO15', 'H2FS18', 'H1ED19', 'H2DS13', 'H1GH19', 'H2GH25', 'H2PR4', 'H2FS15', 'H1ED7', 'H1FS12', 'H2PF27', 'H1ED15', 'S60K', 'H2TO1', 'H1ED20', 'H1DS6', 'H1EE5', 'H2PR5', 'H2WP6', 'H1TO9', 'H2WP6', 'H1GH28', 'H2FS9', 'H2GH22', 'H2PF30', 'H1DA2', 'H2PF32', 'H1ED2'],37,2,5
183,0.715047393364929,['H1SE4', 'H2FS16', 'H2PF16', 'H2WP10', 'H1EE7', 'S45A', 'H2TO15', 'H2TO15', 'H2FS18', 'H1ED19', 'H2DS13', 'H1GH19', 'H2GH25', 'H2PR4', 'H2FS15', 'H1ED7', 'H1FS12', 'H2PF27', 'H1ED15', 'S60K', 'H2TO1', 'H1ED20', 'H1DS6', 'H1EE5', 'H2PR5', 'H2WP6', 'H1TO9', 'H2WP6', 'H1GH28', 'H2FS9', 'H2GH22', 'H2PF30', 'H1DA2', 'H2PF32', 'H1ED2'],37,2,5
184,0.715047393364929,['H1SE4', 'H2FS16', 'H2PF16', 'H2WP10', 'H1EE7', 'S45A', 'H2TO15', 'H2TO15', 'H2FS18', 'H1ED19', 'H2DS13', 'H1GH19', 'H2GH25', 'H2PR4', 'H2FS15', 'H1ED7', 'H1FS12', 'H2PF27', 'H1ED15', 'S60K', 'H2TO1', 'H1ED20', 'H1DS6', 'H1EE5', 'H2PR5', 'H2WP6', 'H1TO9', 'H2WP6', 'H1GH28', 'H2FS9', 'H2GH22', 'H2PF30', 'H1DA2', 'H2PF32', 'H1ED2'],37,2,5
185,0.715047393364929,['H1SE4', 'H2FS16', 'H2PF16', 'H2WP10', 'H1EE7', 'S45A', 'H2TO15', 'H2TO15', 'H2FS18', 'H1ED19', 'H2DS13', 'H1GH19', 'H2GH25', 'H2PR4', 'H2FS15', 'H1ED7', 'H1FS12', 'H2PF27', 'H1ED15', 'S60K', 'H2TO1', 'H1ED20', 'H1DS6', 'H1EE5', 'H2PR5', 'H2WP6', 'H1TO9', 'H2WP6', 'H1GH28', 'H2FS9', 'H2GH22', 'H2PF30', 'H1DA2', 'H2PF32', 'H1ED2'],37,2,5
186,0.715047393364929,['H1SE4', 'H2FS16', 'H2PF16', 'H2WP10', 'H1EE7', 'S45A', 'H2TO15', 'H2TO15', 'H2FS18', 'H1ED19', 'H2DS13', 'H1GH19', 'H2GH25', 'H2PR4', 'H2FS15', 'H1ED7', 'H1FS12', 'H2PF27', 'H1ED15', 'S60K', 'H2TO1', 'H1ED20', 'H1DS6', 'H1EE5', 'H2PR5', 'H2WP6', 'H1TO9', 'H2WP6', 'H1GH28', 'H2FS9', 'H2GH22', 'H2PF30', 'H1DA2', 'H2PF32', 'H1ED2'],37,2,5
187,0.715047393364929,['H1SE4', 'H2FS16', 'H2PF16', 'H2WP10', 'H1EE7', 'S45A', 'H2TO15', 'H2TO15', 'H2FS18', 'H1ED19', 'H2DS13', 'H1GH19', 'H2GH25', 'H2PR4', 'H2FS15', 'H1ED7', 'H1FS12', 'H2PF27', 'H1ED15', 'S60K', 'H2TO1', 'H1ED20', 'H1DS6', 'H1EE5', 'H2PR5', 'H2WP6', 'H1TO9', 'H2WP6', 'H1GH28', 'H2FS9', 'H2GH22', 'H2PF30', 'H1DA2', 'H2PF32', 'H1ED2'],37,2,5
