curr_gen,fitness,genome,min_samples_leaf,min_samples_split,max_features
179,0.7097156398104265,['H1FS4', 'H1FS10', 'H2FS4', 'H1GH52', 'H1DS12', 'H1ED24', 'H2PF34', 'H2WP13', 'H1TO3', 'H1WP6', 'H1FS12', 'H1FS7', 'H2DS7', 'H2GH23', 'H1WP7', 'H2ED5', 'H1PF26', 'S45A', 'H1IR3', 'H2FV5', 'H1RF14', 'S60M', 'H1GH52', 'H2GH24', 'H2PF31', 'H2FV6', 'H2GH23', 'H1TO9', 'H2DS2', 'H2FV1', 'H1FS4', 'H2DS14', 'H1WP6', 'H1DS6', 'H2TO15', 'H2PF25', 'H2DS12', 'H1DS9', 'H1GH22', 'H2PF14', 'H1PF31', 'H2ED15', 'H2PF1', 'H1ED18', 'H2GH27', 'H1PF33', 'H2FS6', 'S60O', 'H2TO11', 'H2WP5', 'H2PF9', 'H2FV3', 'H1DS14', 'H2PF27', 'H2DS11', 'H1PF10', 'H1TO50', 'H1FS5', 'H2GH26', 'H2FS14'],24,67,26
180,0.7097156398104265,['H1FS4', 'H1FS10', 'H2FS4', 'H1GH52', 'H1DS12', 'H1ED24', 'H2PF34', 'H2WP13', 'H1TO3', 'H1WP6', 'H1FS12', 'H1FS7', 'H2DS7', 'H2GH23', 'H1WP7', 'H2ED5', 'H1PF26', 'S45A', 'H1IR3', 'H2FV5', 'H1RF14', 'S60M', 'H1GH52', 'H2GH24', 'H2PF31', 'H2FV6', 'H2GH23', 'H1TO9', 'H2DS2', 'H2FV1', 'H1FS4', 'H2DS14', 'H1WP6', 'H1DS6', 'H2TO15', 'H2PF25', 'H2DS12', 'H1DS9', 'H1GH22', 'H2PF14', 'H1PF31', 'H2ED15', 'H2PF1', 'H1ED18', 'H2GH27', 'H1PF33', 'H2FS6', 'S60O', 'H2TO11', 'H2WP5', 'H2PF9', 'H2FV3', 'H1DS14', 'H2PF27', 'H2DS11', 'H1PF10', 'H1TO50', 'H1FS5', 'H2GH26', 'H2FS14'],24,67,26
181,0.7097156398104265,['H1FS4', 'H1FS10', 'H2FS4', 'H1GH52', 'H1DS12', 'H1ED24', 'H2PF34', 'H2WP13', 'H1TO3', 'H1WP6', 'H1FS12', 'H1FS7', 'H2DS7', 'H2GH23', 'H1WP7', 'H2ED5', 'H1PF26', 'S45A', 'H1IR3', 'H2FV5', 'H1RF14', 'S60M', 'H1GH52', 'H2GH24', 'H2PF31', 'H2FV6', 'H2GH23', 'H1TO9', 'H2DS2', 'H2FV1', 'H1FS4', 'H2DS14', 'H1WP6', 'H1DS6', 'H2TO15', 'H2PF25', 'H2DS12', 'H1DS9', 'H1GH22', 'H2PF14', 'H1PF31', 'H2ED15', 'H2PF1', 'H1ED18', 'H2GH27', 'H1PF33', 'H2FS6', 'S60O', 'H2TO11', 'H2WP5', 'H2PF9', 'H2FV3', 'H1DS14', 'H2PF27', 'H2DS11', 'H1PF10', 'H1TO50', 'H1FS5', 'H2GH26', 'H2FS14'],24,67,26
182,0.7097156398104265,['H1FS4', 'H1FS10', 'H2FS4', 'H1GH52', 'H1DS12', 'H1ED24', 'H2PF34', 'H2WP13', 'H1TO3', 'H1WP6', 'H1FS12', 'H1FS7', 'H2DS7', 'H2GH23', 'H1WP7', 'H2ED5', 'H1PF26', 'S45A', 'H1IR3', 'H2FV5', 'H1RF14', 'S60M', 'H1GH52', 'H2GH24', 'H2PF31', 'H2FV6', 'H2GH23', 'H1TO9', 'H2DS2', 'H2FV1', 'H1FS4', 'H2DS14', 'H1WP6', 'H1DS6', 'H2TO15', 'H2PF25', 'H2DS12', 'H1DS9', 'H1GH22', 'H2PF14', 'H1PF31', 'H2ED15', 'H2PF1', 'H1ED18', 'H2GH27', 'H1PF33', 'H2FS6', 'S60O', 'H2TO11', 'H2WP5', 'H2PF9', 'H2FV3', 'H1DS14', 'H2PF27', 'H2DS11', 'H1PF10', 'H1TO50', 'H1FS5', 'H2GH26', 'H2FS14'],24,67,26
183,0.7097156398104265,['H1FS4', 'H1FS10', 'H2FS4', 'H1GH52', 'H1DS12', 'H1ED24', 'H2PF34', 'H2WP13', 'H1TO3', 'H1WP6', 'H1FS12', 'H1FS7', 'H2DS7', 'H2GH23', 'H1WP7', 'H2ED5', 'H1PF26', 'S45A', 'H1IR3', 'H2FV5', 'H1RF14', 'S60M', 'H1GH52', 'H2GH24', 'H2PF31', 'H2FV6', 'H2GH23', 'H1TO9', 'H2DS2', 'H2FV1', 'H1FS4', 'H2DS14', 'H1WP6', 'H1DS6', 'H2TO15', 'H2PF25', 'H2DS12', 'H1DS9', 'H1GH22', 'H2PF14', 'H1PF31', 'H2ED15', 'H2PF1', 'H1ED18', 'H2GH27', 'H1PF33', 'H2FS6', 'S60O', 'H2TO11', 'H2WP5', 'H2PF9', 'H2FV3', 'H1DS14', 'H2PF27', 'H2DS11', 'H1PF10', 'H1TO50', 'H1FS5', 'H2GH26', 'H2FS14'],24,67,26
184,0.7097156398104265,['H1FS4', 'H1FS10', 'H2FS4', 'H1GH52', 'H1DS12', 'H1ED24', 'H2PF34', 'H2WP13', 'H1TO3', 'H1WP6', 'H1FS12', 'H1FS7', 'H2DS7', 'H2GH23', 'H1WP7', 'H2ED5', 'H1PF26', 'S45A', 'H1IR3', 'H2FV5', 'H1RF14', 'S60M', 'H1GH52', 'H2GH24', 'H2PF31', 'H2FV6', 'H2GH23', 'H1TO9', 'H2DS2', 'H2FV1', 'H1FS4', 'H2DS14', 'H1WP6', 'H1DS6', 'H2TO15', 'H2PF25', 'H2DS12', 'H1DS9', 'H1GH22', 'H2PF14', 'H1PF31', 'H2ED15', 'H2PF1', 'H1ED18', 'H2GH27', 'H1PF33', 'H2FS6', 'S60O', 'H2TO11', 'H2WP5', 'H2PF9', 'H2FV3', 'H1DS14', 'H2PF27', 'H2DS11', 'H1PF10', 'H1TO50', 'H1FS5', 'H2GH26', 'H2FS14'],24,67,26
185,0.7097156398104265,['H1FS4', 'H1FS10', 'H2FS4', 'H1GH52', 'H1DS12', 'H1ED24', 'H2PF34', 'H2WP13', 'H1TO3', 'H1WP6', 'H1FS12', 'H1FS7', 'H2DS7', 'H2GH23', 'H1WP7', 'H2ED5', 'H1PF26', 'S45A', 'H1IR3', 'H2FV5', 'H1RF14', 'S60M', 'H1GH52', 'H2GH24', 'H2PF31', 'H2FV6', 'H2GH23', 'H1TO9', 'H2DS2', 'H2FV1', 'H1FS4', 'H2DS14', 'H1WP6', 'H1DS6', 'H2TO15', 'H2PF25', 'H2DS12', 'H1DS9', 'H1GH22', 'H2PF14', 'H1PF31', 'H2ED15', 'H2PF1', 'H1ED18', 'H2GH27', 'H1PF33', 'H2FS6', 'S60O', 'H2TO11', 'H2WP5', 'H2PF9', 'H2FV3', 'H1DS14', 'H2PF27', 'H2DS11', 'H1PF10', 'H1TO50', 'H1FS5', 'H2GH26', 'H2FS14'],24,67,26
186,0.7097156398104265,['H1FS4', 'H1FS10', 'H2FS4', 'H1GH52', 'H1DS12', 'H1ED24', 'H2PF34', 'H2WP13', 'H1TO3', 'H1WP6', 'H1FS12', 'H1FS7', 'H2DS7', 'H2GH23', 'H1WP7', 'H2ED5', 'H1PF26', 'S45A', 'H1IR3', 'H2FV5', 'H1RF14', 'S60M', 'H1GH52', 'H2GH24', 'H2PF31', 'H2FV6', 'H2GH23', 'H1TO9', 'H2DS2', 'H2FV1', 'H1FS4', 'H2DS14', 'H1WP6', 'H1DS6', 'H2TO15', 'H2PF25', 'H2DS12', 'H1DS9', 'H1GH22', 'H2PF14', 'H1PF31', 'H2ED15', 'H2PF1', 'H1ED18', 'H2GH27', 'H1PF33', 'H2FS6', 'S60O', 'H2TO11', 'H2WP5', 'H2PF9', 'H2FV3', 'H1DS14', 'H2PF27', 'H2DS11', 'H1PF10', 'H1TO50', 'H1FS5', 'H2GH26', 'H2FS14'],24,67,26
187,0.7097156398104265,['H1FS4', 'H1FS10', 'H2FS4', 'H1GH52', 'H1DS12', 'H1ED24', 'H2PF34', 'H2WP13', 'H1TO3', 'H1WP6', 'H1FS12', 'H1FS7', 'H2DS7', 'H2GH23', 'H1WP7', 'H2ED5', 'H1PF26', 'S45A', 'H1IR3', 'H2FV5', 'H1RF14', 'S60M', 'H1GH52', 'H2GH24', 'H2PF31', 'H2FV6', 'H2GH23', 'H1TO9', 'H2DS2', 'H2FV1', 'H1FS4', 'H2DS14', 'H1WP6', 'H1DS6', 'H2TO15', 'H2PF25', 'H2DS12', 'H1DS9', 'H1GH22', 'H2PF14', 'H1PF31', 'H2ED15', 'H2PF1', 'H1ED18', 'H2GH27', 'H1PF33', 'H2FS6', 'S60O', 'H2TO11', 'H2WP5', 'H2PF9', 'H2FV3', 'H1DS14', 'H2PF27', 'H2DS11', 'H1PF10', 'H1TO50', 'H1FS5', 'H2GH26', 'H2FS14'],24,67,26
188,0.7097156398104265,['H1FS4', 'H1FS10', 'H2FS4', 'H1GH52', 'H1DS12', 'H1ED24', 'H2PF34', 'H2WP13', 'H1TO3', 'H1WP6', 'H1FS12', 'H1FS7', 'H2DS7', 'H2GH23', 'H1WP7', 'H2ED5', 'H1PF26', 'S45A', 'H1IR3', 'H2FV5', 'H1RF14', 'S60M', 'H1GH52', 'H2GH24', 'H2PF31', 'H2FV6', 'H2GH23', 'H1TO9', 'H2DS2', 'H2FV1', 'H1FS4', 'H2DS14', 'H1WP6', 'H1DS6', 'H2TO15', 'H2PF25', 'H2DS12', 'H1DS9', 'H1GH22', 'H2PF14', 'H1PF31', 'H2ED15', 'H2PF1', 'H1ED18', 'H2GH27', 'H1PF33', 'H2FS6', 'S60O', 'H2TO11', 'H2WP5', 'H2PF9', 'H2FV3', 'H1DS14', 'H2PF27', 'H2DS11', 'H1PF10', 'H1TO50', 'H1FS5', 'H2GH26', 'H2FS14'],24,67,26
189,0.7097156398104265,['H1FS4', 'H1FS10', 'H2FS4', 'H1GH52', 'H1DS12', 'H1ED24', 'H2PF34', 'H2WP13', 'H1TO3', 'H1WP6', 'H1FS12', 'H1FS7', 'H2DS7', 'H2GH23', 'H1WP7', 'H2ED5', 'H1PF26', 'S45A', 'H1IR3', 'H2FV5', 'H1RF14', 'S60M', 'H1GH52', 'H2GH24', 'H2PF31', 'H2FV6', 'H2GH23', 'H1TO9', 'H2DS2', 'H2FV1', 'H1FS4', 'H2DS14', 'H1WP6', 'H1DS6', 'H2TO15', 'H2PF25', 'H2DS12', 'H1DS9', 'H1GH22', 'H2PF14', 'H1PF31', 'H2ED15', 'H2PF1', 'H1ED18', 'H2GH27', 'H1PF33', 'H2FS6', 'S60O', 'H2TO11', 'H2WP5', 'H2PF9', 'H2FV3', 'H1DS14', 'H2PF27', 'H2DS11', 'H1PF10', 'H1TO50', 'H1FS5', 'H2GH26', 'H2FS14'],24,67,26
190,0.7097156398104265,['H1FS4', 'H1FS10', 'H2FS4', 'H1GH52', 'H1DS12', 'H1ED24', 'H2PF34', 'H2WP13', 'H1TO3', 'H1WP6', 'H1FS12', 'H1FS7', 'H2DS7', 'H2GH23', 'H1WP7', 'H2ED5', 'H1PF26', 'S45A', 'H1IR3', 'H2FV5', 'H1RF14', 'S60M', 'H1GH52', 'H2GH24', 'H2PF31', 'H2FV6', 'H2GH23', 'H1TO9', 'H2DS2', 'H2FV1', 'H1FS4', 'H2DS14', 'H1WP6', 'H1DS6', 'H2TO15', 'H2PF25', 'H2DS12', 'H1DS9', 'H1GH22', 'H2PF14', 'H1PF31', 'H2ED15', 'H2PF1', 'H1ED18', 'H2GH27', 'H1PF33', 'H2FS6', 'S60O', 'H2TO11', 'H2WP5', 'H2PF9', 'H2FV3', 'H1DS14', 'H2PF27', 'H2DS11', 'H1PF10', 'H1TO50', 'H1FS5', 'H2GH26', 'H2FS14'],24,67,26
191,0.7097156398104265,['H1FS4', 'H1FS10', 'H2FS4', 'H1GH52', 'H1DS12', 'H1ED24', 'H2PF34', 'H2WP13', 'H1TO3', 'H1WP6', 'H1FS12', 'H1FS7', 'H2DS7', 'H2GH23', 'H1WP7', 'H2ED5', 'H1PF26', 'S45A', 'H1IR3', 'H2FV5', 'H1RF14', 'S60M', 'H1GH52', 'H2GH24', 'H2PF31', 'H2FV6', 'H2GH23', 'H1TO9', 'H2DS2', 'H2FV1', 'H1FS4', 'H2DS14', 'H1WP6', 'H1DS6', 'H2TO15', 'H2PF25', 'H2DS12', 'H1DS9', 'H1GH22', 'H2PF14', 'H1PF31', 'H2ED15', 'H2PF1', 'H1ED18', 'H2GH27', 'H1PF33', 'H2FS6', 'S60O', 'H2TO11', 'H2WP5', 'H2PF9', 'H2FV3', 'H1DS14', 'H2PF27', 'H2DS11', 'H1PF10', 'H1TO50', 'H1FS5', 'H2GH26', 'H2FS14'],24,67,26
192,0.7097156398104265,['H1FS4', 'H1FS10', 'H2FS4', 'H1GH52', 'H1DS12', 'H1ED24', 'H2PF34', 'H2WP13', 'H1TO3', 'H1WP6', 'H1FS12', 'H1FS7', 'H2DS7', 'H2GH23', 'H1WP7', 'H2ED5', 'H1PF26', 'S45A', 'H1IR3', 'H2FV5', 'H1RF14', 'S60M', 'H1GH52', 'H2GH24', 'H2PF31', 'H2FV6', 'H2GH23', 'H1TO9', 'H2DS2', 'H2FV1', 'H1FS4', 'H2DS14', 'H1WP6', 'H1DS6', 'H2TO15', 'H2PF25', 'H2DS12', 'H1DS9', 'H1GH22', 'H2PF14', 'H1PF31', 'H2ED15', 'H2PF1', 'H1ED18', 'H2GH27', 'H1PF33', 'H2FS6', 'S60O', 'H2TO11', 'H2WP5', 'H2PF9', 'H2FV3', 'H1DS14', 'H2PF27', 'H2DS11', 'H1PF10', 'H1TO50', 'H1FS5', 'H2GH26', 'H2FS14'],24,67,26
193,0.7097156398104265,['H1FS4', 'H1FS10', 'H2FS4', 'H1GH52', 'H1DS12', 'H1ED24', 'H2PF34', 'H2WP13', 'H1TO3', 'H1WP6', 'H1FS12', 'H1FS7', 'H2DS7', 'H2GH23', 'H1WP7', 'H2ED5', 'H1PF26', 'S45A', 'H1IR3', 'H2FV5', 'H1RF14', 'S60M', 'H1GH52', 'H2GH24', 'H2PF31', 'H2FV6', 'H2GH23', 'H1TO9', 'H2DS2', 'H2FV1', 'H1FS4', 'H2DS14', 'H1WP6', 'H1DS6', 'H2TO15', 'H2PF25', 'H2DS12', 'H1DS9', 'H1GH22', 'H2PF14', 'H1PF31', 'H2ED15', 'H2PF1', 'H1ED18', 'H2GH27', 'H1PF33', 'H2FS6', 'S60O', 'H2TO11', 'H2WP5', 'H2PF9', 'H2FV3', 'H1DS14', 'H2PF27', 'H2DS11', 'H1PF10', 'H1TO50', 'H1FS5', 'H2GH26', 'H2FS14'],24,67,26
194,0.7097156398104265,['H1FS4', 'H1FS10', 'H2FS4', 'H1GH52', 'H1DS12', 'H1ED24', 'H2PF34', 'H2WP13', 'H1TO3', 'H1WP6', 'H1FS12', 'H1FS7', 'H2DS7', 'H2GH23', 'H1WP7', 'H2ED5', 'H1PF26', 'S45A', 'H1IR3', 'H2FV5', 'H1RF14', 'S60M', 'H1GH52', 'H2GH24', 'H2PF31', 'H2FV6', 'H2GH23', 'H1TO9', 'H2DS2', 'H2FV1', 'H1FS4', 'H2DS14', 'H1WP6', 'H1DS6', 'H2TO15', 'H2PF25', 'H2DS12', 'H1DS9', 'H1GH22', 'H2PF14', 'H1PF31', 'H2ED15', 'H2PF1', 'H1ED18', 'H2GH27', 'H1PF33', 'H2FS6', 'S60O', 'H2TO11', 'H2WP5', 'H2PF9', 'H2FV3', 'H1DS14', 'H2PF27', 'H2DS11', 'H1PF10', 'H1TO50', 'H1FS5', 'H2GH26', 'H2FS14'],24,67,26
195,0.7097156398104265,['H1FS4', 'H1FS10', 'H2FS4', 'H1GH52', 'H1DS12', 'H1ED24', 'H2PF34', 'H2WP13', 'H1TO3', 'H1WP6', 'H1FS12', 'H1FS7', 'H2DS7', 'H2GH23', 'H1WP7', 'H2ED5', 'H1PF26', 'S45A', 'H1IR3', 'H2FV5', 'H1RF14', 'S60M', 'H1GH52', 'H2GH24', 'H2PF31', 'H2FV6', 'H2GH23', 'H1TO9', 'H2DS2', 'H2FV1', 'H1FS4', 'H2DS14', 'H1WP6', 'H1DS6', 'H2TO15', 'H2PF25', 'H2DS12', 'H1DS9', 'H1GH22', 'H2PF14', 'H1PF31', 'H2ED15', 'H2PF1', 'H1ED18', 'H2GH27', 'H1PF33', 'H2FS6', 'S60O', 'H2TO11', 'H2WP5', 'H2PF9', 'H2FV3', 'H1DS14', 'H2PF27', 'H2DS11', 'H1PF10', 'H1TO50', 'H1FS5', 'H2GH26', 'H2FS14'],24,67,26
196,0.7097156398104265,['H1FS4', 'H1FS10', 'H2FS4', 'H1GH52', 'H1DS12', 'H1ED24', 'H2PF34', 'H2WP13', 'H1TO3', 'H1WP6', 'H1FS12', 'H1FS7', 'H2DS7', 'H2GH23', 'H1WP7', 'H2ED5', 'H1PF26', 'S45A', 'H1IR3', 'H2FV5', 'H1RF14', 'S60M', 'H1GH52', 'H2GH24', 'H2PF31', 'H2FV6', 'H2GH23', 'H1TO9', 'H2DS2', 'H2FV1', 'H1FS4', 'H2DS14', 'H1WP6', 'H1DS6', 'H2TO15', 'H2PF25', 'H2DS12', 'H1DS9', 'H1GH22', 'H2PF14', 'H1PF31', 'H2ED15', 'H2PF1', 'H1ED18', 'H2GH27', 'H1PF33', 'H2FS6', 'S60O', 'H2TO11', 'H2WP5', 'H2PF9', 'H2FV3', 'H1DS14', 'H2PF27', 'H2DS11', 'H1PF10', 'H1TO50', 'H1FS5', 'H2GH26', 'H2FS14'],24,67,26
197,0.7097156398104265,['H1FS4', 'H1FS10', 'H2FS4', 'H1GH52', 'H1DS12', 'H1ED24', 'H2PF34', 'H2WP13', 'H1TO3', 'H1WP6', 'H1FS12', 'H1FS7', 'H2DS7', 'H2GH23', 'H1WP7', 'H2ED5', 'H1PF26', 'S45A', 'H1IR3', 'H2FV5', 'H1RF14', 'S60M', 'H1GH52', 'H2GH24', 'H2PF31', 'H2FV6', 'H2GH23', 'H1TO9', 'H2DS2', 'H2FV1', 'H1FS4', 'H2DS14', 'H1WP6', 'H1DS6', 'H2TO15', 'H2PF25', 'H2DS12', 'H1DS9', 'H1GH22', 'H2PF14', 'H1PF31', 'H2ED15', 'H2PF1', 'H1ED18', 'H2GH27', 'H1PF33', 'H2FS6', 'S60O', 'H2TO11', 'H2WP5', 'H2PF9', 'H2FV3', 'H1DS14', 'H2PF27', 'H2DS11', 'H1PF10', 'H1TO50', 'H1FS5', 'H2GH26', 'H2FS14'],24,67,26
198,0.7097156398104265,['H1FS4', 'H1FS10', 'H2FS4', 'H1GH52', 'H1DS12', 'H1ED24', 'H2PF34', 'H2WP13', 'H1TO3', 'H1WP6', 'H1FS12', 'H1FS7', 'H2DS7', 'H2GH23', 'H1WP7', 'H2ED5', 'H1PF26', 'S45A', 'H1IR3', 'H2FV5', 'H1RF14', 'S60M', 'H1GH52', 'H2GH24', 'H2PF31', 'H2FV6', 'H2GH23', 'H1TO9', 'H2DS2', 'H2FV1', 'H1FS4', 'H2DS14', 'H1WP6', 'H1DS6', 'H2TO15', 'H2PF25', 'H2DS12', 'H1DS9', 'H1GH22', 'H2PF14', 'H1PF31', 'H2ED15', 'H2PF1', 'H1ED18', 'H2GH27', 'H1PF33', 'H2FS6', 'S60O', 'H2TO11', 'H2WP5', 'H2PF9', 'H2FV3', 'H1DS14', 'H2PF27', 'H2DS11', 'H1PF10', 'H1TO50', 'H1FS5', 'H2GH26', 'H2FS14'],24,67,26
199,0.7097156398104265,['H1FS4', 'H1FS10', 'H2FS4', 'H1GH52', 'H1DS12', 'H1ED24', 'H2PF34', 'H2WP13', 'H1TO3', 'H1WP6', 'H1FS12', 'H1FS7', 'H2DS7', 'H2GH23', 'H1WP7', 'H2ED5', 'H1PF26', 'S45A', 'H1IR3', 'H2FV5', 'H1RF14', 'S60M', 'H1GH52', 'H2GH24', 'H2PF31', 'H2FV6', 'H2GH23', 'H1TO9', 'H2DS2', 'H2FV1', 'H1FS4', 'H2DS14', 'H1WP6', 'H1DS6', 'H2TO15', 'H2PF25', 'H2DS12', 'H1DS9', 'H1GH22', 'H2PF14', 'H1PF31', 'H2ED15', 'H2PF1', 'H1ED18', 'H2GH27', 'H1PF33', 'H2FS6', 'S60O', 'H2TO11', 'H2WP5', 'H2PF9', 'H2FV3', 'H1DS14', 'H2PF27', 'H2DS11', 'H1PF10', 'H1TO50', 'H1FS5', 'H2GH26', 'H2FS14'],24,67,26
200,0.7097156398104265,['H1FS4', 'H1FS10', 'H2FS4', 'H1GH52', 'H1DS12', 'H1ED24', 'H2PF34', 'H2WP13', 'H1TO3', 'H1WP6', 'H1FS12', 'H1FS7', 'H2DS7', 'H2GH23', 'H1WP7', 'H2ED5', 'H1PF26', 'S45A', 'H1IR3', 'H2FV5', 'H1RF14', 'S60M', 'H1GH52', 'H2GH24', 'H2PF31', 'H2FV6', 'H2GH23', 'H1TO9', 'H2DS2', 'H2FV1', 'H1FS4', 'H2DS14', 'H1WP6', 'H1DS6', 'H2TO15', 'H2PF25', 'H2DS12', 'H1DS9', 'H1GH22', 'H2PF14', 'H1PF31', 'H2ED15', 'H2PF1', 'H1ED18', 'H2GH27', 'H1PF33', 'H2FS6', 'S60O', 'H2TO11', 'H2WP5', 'H2PF9', 'H2FV3', 'H1DS14', 'H2PF27', 'H2DS11', 'H1PF10', 'H1TO50', 'H1FS5', 'H2GH26', 'H2FS14'],24,67,26
201,0.7097156398104265,['H1FS4', 'H1FS10', 'H2FS4', 'H1GH52', 'H1DS12', 'H1ED24', 'H2PF34', 'H2WP13', 'H1TO3', 'H1WP6', 'H1FS12', 'H1FS7', 'H2DS7', 'H2GH23', 'H1WP7', 'H2ED5', 'H1PF26', 'S45A', 'H1IR3', 'H2FV5', 'H1RF14', 'S60M', 'H1GH52', 'H2GH24', 'H2PF31', 'H2FV6', 'H2GH23', 'H1TO9', 'H2DS2', 'H2FV1', 'H1FS4', 'H2DS14', 'H1WP6', 'H1DS6', 'H2TO15', 'H2PF25', 'H2DS12', 'H1DS9', 'H1GH22', 'H2PF14', 'H1PF31', 'H2ED15', 'H2PF1', 'H1ED18', 'H2GH27', 'H1PF33', 'H2FS6', 'S60O', 'H2TO11', 'H2WP5', 'H2PF9', 'H2FV3', 'H1DS14', 'H2PF27', 'H2DS11', 'H1PF10', 'H1TO50', 'H1FS5', 'H2GH26', 'H2FS14'],24,67,26
202,0.7097156398104265,['H1FS4', 'H1FS10', 'H2FS4', 'H1GH52', 'H1DS12', 'H1ED24', 'H2PF34', 'H2WP13', 'H1TO3', 'H1WP6', 'H1FS12', 'H1FS7', 'H2DS7', 'H2GH23', 'H1WP7', 'H2ED5', 'H1PF26', 'S45A', 'H1IR3', 'H2FV5', 'H1RF14', 'S60M', 'H1GH52', 'H2GH24', 'H2PF31', 'H2FV6', 'H2GH23', 'H1TO9', 'H2DS2', 'H2FV1', 'H1FS4', 'H2DS14', 'H1WP6', 'H1DS6', 'H2TO15', 'H2PF25', 'H2DS12', 'H1DS9', 'H1GH22', 'H2PF14', 'H1PF31', 'H2ED15', 'H2PF1', 'H1ED18', 'H2GH27', 'H1PF33', 'H2FS6', 'S60O', 'H2TO11', 'H2WP5', 'H2PF9', 'H2FV3', 'H1DS14', 'H2PF27', 'H2DS11', 'H1PF10', 'H1TO50', 'H1FS5', 'H2GH26', 'H2FS14'],24,67,26
203,0.7097156398104265,['H1FS4', 'H1FS10', 'H2FS4', 'H1GH52', 'H1DS12', 'H1ED24', 'H2PF34', 'H2WP13', 'H1TO3', 'H1WP6', 'H1FS12', 'H1FS7', 'H2DS7', 'H2GH23', 'H1WP7', 'H2ED5', 'H1PF26', 'S45A', 'H1IR3', 'H2FV5', 'H1RF14', 'S60M', 'H1GH52', 'H2GH24', 'H2PF31', 'H2FV6', 'H2GH23', 'H1TO9', 'H2DS2', 'H2FV1', 'H1FS4', 'H2DS14', 'H1WP6', 'H1DS6', 'H2TO15', 'H2PF25', 'H2DS12', 'H1DS9', 'H1GH22', 'H2PF14', 'H1PF31', 'H2ED15', 'H2PF1', 'H1ED18', 'H2GH27', 'H1PF33', 'H2FS6', 'S60O', 'H2TO11', 'H2WP5', 'H2PF9', 'H2FV3', 'H1DS14', 'H2PF27', 'H2DS11', 'H1PF10', 'H1TO50', 'H1FS5', 'H2GH26', 'H2FS14'],24,67,26
204,0.7097156398104265,['H1FS4', 'H1FS10', 'H2FS4', 'H1GH52', 'H1DS12', 'H1ED24', 'H2PF34', 'H2WP13', 'H1TO3', 'H1WP6', 'H1FS12', 'H1FS7', 'H2DS7', 'H2GH23', 'H1WP7', 'H2ED5', 'H1PF26', 'S45A', 'H1IR3', 'H2FV5', 'H1RF14', 'S60M', 'H1GH52', 'H2GH24', 'H2PF31', 'H2FV6', 'H2GH23', 'H1TO9', 'H2DS2', 'H2FV1', 'H1FS4', 'H2DS14', 'H1WP6', 'H1DS6', 'H2TO15', 'H2PF25', 'H2DS12', 'H1DS9', 'H1GH22', 'H2PF14', 'H1PF31', 'H2ED15', 'H2PF1', 'H1ED18', 'H2GH27', 'H1PF33', 'H2FS6', 'S60O', 'H2TO11', 'H2WP5', 'H2PF9', 'H2FV3', 'H1DS14', 'H2PF27', 'H2DS11', 'H1PF10', 'H1TO50', 'H1FS5', 'H2GH26', 'H2FS14'],24,67,26
205,0.7097156398104265,['H1FS4', 'H1FS10', 'H2FS4', 'H1GH52', 'H1DS12', 'H1ED24', 'H2PF34', 'H2WP13', 'H1TO3', 'H1WP6', 'H1FS12', 'H1FS7', 'H2DS7', 'H2GH23', 'H1WP7', 'H2ED5', 'H1PF26', 'S45A', 'H1IR3', 'H2FV5', 'H1RF14', 'S60M', 'H1GH52', 'H2GH24', 'H2PF31', 'H2FV6', 'H2GH23', 'H1TO9', 'H2DS2', 'H2FV1', 'H1FS4', 'H2DS14', 'H1WP6', 'H1DS6', 'H2TO15', 'H2PF25', 'H2DS12', 'H1DS9', 'H1GH22', 'H2PF14', 'H1PF31', 'H2ED15', 'H2PF1', 'H1ED18', 'H2GH27', 'H1PF33', 'H2FS6', 'S60O', 'H2TO11', 'H2WP5', 'H2PF9', 'H2FV3', 'H1DS14', 'H2PF27', 'H2DS11', 'H1PF10', 'H1TO50', 'H1FS5', 'H2GH26', 'H2FS14'],24,67,26
206,0.7097156398104265,['H1FS4', 'H1FS10', 'H2FS4', 'H1GH52', 'H1DS12', 'H1ED24', 'H2PF34', 'H2WP13', 'H1TO3', 'H1WP6', 'H1FS12', 'H1FS7', 'H2DS7', 'H2GH23', 'H1WP7', 'H2ED5', 'H1PF26', 'S45A', 'H1IR3', 'H2FV5', 'H1RF14', 'S60M', 'H1GH52', 'H2GH24', 'H2PF31', 'H2FV6', 'H2GH23', 'H1TO9', 'H2DS2', 'H2FV1', 'H1FS4', 'H2DS14', 'H1WP6', 'H1DS6', 'H2TO15', 'H2PF25', 'H2DS12', 'H1DS9', 'H1GH22', 'H2PF14', 'H1PF31', 'H2ED15', 'H2PF1', 'H1ED18', 'H2GH27', 'H1PF33', 'H2FS6', 'S60O', 'H2TO11', 'H2WP5', 'H2PF9', 'H2FV3', 'H1DS14', 'H2PF27', 'H2DS11', 'H1PF10', 'H1TO50', 'H1FS5', 'H2GH26', 'H2FS14'],24,67,26
