curr_gen,fitness,genome,min_samples_leaf,min_samples_split,max_features
256,0.726303317535545,['H1PF8', 'H1FS16', 'H1ED15', 'H2FS9', 'H2PF33', 'H1PF26', 'H2GH25', 'H1ED20', 'H2WP2', 'H1FS13', 'H2DS1', 'H1TO1', 'H1TO50', 'H2FV7', 'S60M', 'H1FS1', 'H2DS10', 'H1DA2', 'H2WP4', 'H1IR3', 'H1FS15', 'H1IR12', 'H2FS17', 'H1FS17', 'H1TO3'],73,51,19
257,0.726303317535545,['H1PF8', 'H1FS16', 'H1ED15', 'H2FS9', 'H2PF33', 'H1PF26', 'H2GH25', 'H1ED20', 'H2WP2', 'H1FS13', 'H2DS1', 'H1TO1', 'H1TO50', 'H2FV7', 'S60M', 'H1FS1', 'H2DS10', 'H1DA2', 'H2WP4', 'H1IR3', 'H1FS15', 'H1IR12', 'H2FS17', 'H1FS17', 'H1TO3'],73,51,19
258,0.726303317535545,['H1PF8', 'H1FS16', 'H1ED15', 'H2FS9', 'H2PF33', 'H1PF26', 'H2GH25', 'H1ED20', 'H2WP2', 'H1FS13', 'H2DS1', 'H1TO1', 'H1TO50', 'H2FV7', 'S60M', 'H1FS1', 'H2DS10', 'H1DA2', 'H2WP4', 'H1IR3', 'H1FS15', 'H1IR12', 'H2FS17', 'H1FS17', 'H1TO3'],73,51,19
259,0.726303317535545,['H1PF8', 'H1FS16', 'H1ED15', 'H2FS9', 'H2PF33', 'H1PF26', 'H2GH25', 'H1ED20', 'H2WP2', 'H1FS13', 'H2DS1', 'H1TO1', 'H1TO50', 'H2FV7', 'S60M', 'H1FS1', 'H2DS10', 'H1DA2', 'H2WP4', 'H1IR3', 'H1FS15', 'H1IR12', 'H2FS17', 'H1FS17', 'H1TO3'],73,51,19
260,0.726303317535545,['H1PF8', 'H1FS16', 'H1ED15', 'H2FS9', 'H2PF33', 'H1PF26', 'H2GH25', 'H1ED20', 'H2WP2', 'H1FS13', 'H2DS1', 'H1TO1', 'H1TO50', 'H2FV7', 'S60M', 'H1FS1', 'H2DS10', 'H1DA2', 'H2WP4', 'H1IR3', 'H1FS15', 'H1IR12', 'H2FS17', 'H1FS17', 'H1TO3'],73,51,19
261,0.726303317535545,['H1PF8', 'H1FS16', 'H1ED15', 'H2FS9', 'H2PF33', 'H1PF26', 'H2GH25', 'H1ED20', 'H2WP2', 'H1FS13', 'H2DS1', 'H1TO1', 'H1TO50', 'H2FV7', 'S60M', 'H1FS1', 'H2DS10', 'H1DA2', 'H2WP4', 'H1IR3', 'H1FS15', 'H1IR12', 'H2FS17', 'H1FS17', 'H1TO3'],73,51,19
262,0.726303317535545,['H1PF8', 'H1FS16', 'H1ED15', 'H2FS9', 'H2PF33', 'H1PF26', 'H2GH25', 'H1ED20', 'H2WP2', 'H1FS13', 'H2DS1', 'H1TO1', 'H1TO50', 'H2FV7', 'S60M', 'H1FS1', 'H2DS10', 'H1DA2', 'H2WP4', 'H1IR3', 'H1FS15', 'H1IR12', 'H2FS17', 'H1FS17', 'H1TO3'],73,51,19
263,0.726303317535545,['H1PF8', 'H1FS16', 'H1ED15', 'H2FS9', 'H2PF33', 'H1PF26', 'H2GH25', 'H1ED20', 'H2WP2', 'H1FS13', 'H2DS1', 'H1TO1', 'H1TO50', 'H2FV7', 'S60M', 'H1FS1', 'H2DS10', 'H1DA2', 'H2WP4', 'H1IR3', 'H1FS15', 'H1IR12', 'H2FS17', 'H1FS17', 'H1TO3'],73,51,19
264,0.726303317535545,['H1PF8', 'H1FS16', 'H1ED15', 'H2FS9', 'H2PF33', 'H1PF26', 'H2GH25', 'H1ED20', 'H2WP2', 'H1FS13', 'H2DS1', 'H1TO1', 'H1TO50', 'H2FV7', 'S60M', 'H1FS1', 'H2DS10', 'H1DA2', 'H2WP4', 'H1IR3', 'H1FS15', 'H1IR12', 'H2FS17', 'H1FS17', 'H1TO3'],73,51,19
265,0.726303317535545,['H1PF8', 'H1FS16', 'H1ED15', 'H2FS9', 'H2PF33', 'H1PF26', 'H2GH25', 'H1ED20', 'H2WP2', 'H1FS13', 'H2DS1', 'H1TO1', 'H1TO50', 'H2FV7', 'S60M', 'H1FS1', 'H2DS10', 'H1DA2', 'H2WP4', 'H1IR3', 'H1FS15', 'H1IR12', 'H2FS17', 'H1FS17', 'H1TO3'],73,51,19
266,0.726303317535545,['H1PF8', 'H1FS16', 'H1ED15', 'H2FS9', 'H2PF33', 'H1PF26', 'H2GH25', 'H1ED20', 'H2WP2', 'H1FS13', 'H2DS1', 'H1TO1', 'H1TO50', 'H2FV7', 'S60M', 'H1FS1', 'H2DS10', 'H1DA2', 'H2WP4', 'H1IR3', 'H1FS15', 'H1IR12', 'H2FS17', 'H1FS17', 'H1TO3'],73,51,19
267,0.726303317535545,['H1PF8', 'H1FS16', 'H1ED15', 'H2FS9', 'H2PF33', 'H1PF26', 'H2GH25', 'H1ED20', 'H2WP2', 'H1FS13', 'H2DS1', 'H1TO1', 'H1TO50', 'H2FV7', 'S60M', 'H1FS1', 'H2DS10', 'H1DA2', 'H2WP4', 'H1IR3', 'H1FS15', 'H1IR12', 'H2FS17', 'H1FS17', 'H1TO3'],73,51,19
268,0.726303317535545,['H1PF8', 'H1FS16', 'H1ED15', 'H2FS9', 'H2PF33', 'H1PF26', 'H2GH25', 'H1ED20', 'H2WP2', 'H1FS13', 'H2DS1', 'H1TO1', 'H1TO50', 'H2FV7', 'S60M', 'H1FS1', 'H2DS10', 'H1DA2', 'H2WP4', 'H1IR3', 'H1FS15', 'H1IR12', 'H2FS17', 'H1FS17', 'H1TO3'],73,51,19
269,0.726303317535545,['H1PF8', 'H1FS16', 'H1ED15', 'H2FS9', 'H2PF33', 'H1PF26', 'H2GH25', 'H1ED20', 'H2WP2', 'H1FS13', 'H2DS1', 'H1TO1', 'H1TO50', 'H2FV7', 'S60M', 'H1FS1', 'H2DS10', 'H1DA2', 'H2WP4', 'H1IR3', 'H1FS15', 'H1IR12', 'H2FS17', 'H1FS17', 'H1TO3'],73,51,19
270,0.726303317535545,['H1PF8', 'H1FS16', 'H1ED15', 'H2FS9', 'H2PF33', 'H1PF26', 'H2GH25', 'H1ED20', 'H2WP2', 'H1FS13', 'H2DS1', 'H1TO1', 'H1TO50', 'H2FV7', 'S60M', 'H1FS1', 'H2DS10', 'H1DA2', 'H2WP4', 'H1IR3', 'H1FS15', 'H1IR12', 'H2FS17', 'H1FS17', 'H1TO3'],73,51,19
271,0.726303317535545,['H1PF8', 'H1FS16', 'H1ED15', 'H2FS9', 'H2PF33', 'H1PF26', 'H2GH25', 'H1ED20', 'H2WP2', 'H1FS13', 'H2DS1', 'H1TO1', 'H1TO50', 'H2FV7', 'S60M', 'H1FS1', 'H2DS10', 'H1DA2', 'H2WP4', 'H1IR3', 'H1FS15', 'H1IR12', 'H2FS17', 'H1FS17', 'H1TO3'],73,51,19
272,0.726303317535545,['H1PF8', 'H1FS16', 'H1ED15', 'H2FS9', 'H2PF33', 'H1PF26', 'H2GH25', 'H1ED20', 'H2WP2', 'H1FS13', 'H2DS1', 'H1TO1', 'H1TO50', 'H2FV7', 'S60M', 'H1FS1', 'H2DS10', 'H1DA2', 'H2WP4', 'H1IR3', 'H1FS15', 'H1IR12', 'H2FS17', 'H1FS17', 'H1TO3'],73,51,19
273,0.726303317535545,['H1PF8', 'H1FS16', 'H1ED15', 'H2FS9', 'H2PF33', 'H1PF26', 'H2GH25', 'H1ED20', 'H2WP2', 'H1FS13', 'H2DS1', 'H1TO1', 'H1TO50', 'H2FV7', 'S60M', 'H1FS1', 'H2DS10', 'H1DA2', 'H2WP4', 'H1IR3', 'H1FS15', 'H1IR12', 'H2FS17', 'H1FS17', 'H1TO3'],73,51,19
274,0.726303317535545,['H1PF8', 'H1FS16', 'H1ED15', 'H2FS9', 'H2PF33', 'H1PF26', 'H2GH25', 'H1ED20', 'H2WP2', 'H1FS13', 'H2DS1', 'H1TO1', 'H1TO50', 'H2FV7', 'S60M', 'H1FS1', 'H2DS10', 'H1DA2', 'H2WP4', 'H1IR3', 'H1FS15', 'H1IR12', 'H2FS17', 'H1FS17', 'H1TO3'],73,51,19
275,0.726303317535545,['H1PF8', 'H1FS16', 'H1ED15', 'H2FS9', 'H2PF33', 'H1PF26', 'H2GH25', 'H1ED20', 'H2WP2', 'H1FS13', 'H2DS1', 'H1TO1', 'H1TO50', 'H2FV7', 'S60M', 'H1FS1', 'H2DS10', 'H1DA2', 'H2WP4', 'H1IR3', 'H1FS15', 'H1IR12', 'H2FS17', 'H1FS17', 'H1TO3'],73,51,19
276,0.726303317535545,['H1PF8', 'H1FS16', 'H1ED15', 'H2FS9', 'H2PF33', 'H1PF26', 'H2GH25', 'H1ED20', 'H2WP2', 'H1FS13', 'H2DS1', 'H1TO1', 'H1TO50', 'H2FV7', 'S60M', 'H1FS1', 'H2DS10', 'H1DA2', 'H2WP4', 'H1IR3', 'H1FS15', 'H1IR12', 'H2FS17', 'H1FS17', 'H1TO3'],73,51,19
277,0.726303317535545,['H1PF8', 'H1FS16', 'H1ED15', 'H2FS9', 'H2PF33', 'H1PF26', 'H2GH25', 'H1ED20', 'H2WP2', 'H1FS13', 'H2DS1', 'H1TO1', 'H1TO50', 'H2FV7', 'S60M', 'H1FS1', 'H2DS10', 'H1DA2', 'H2WP4', 'H1IR3', 'H1FS15', 'H1IR12', 'H2FS17', 'H1FS17', 'H1TO3'],73,51,19
278,0.726303317535545,['H1PF8', 'H1FS16', 'H1ED15', 'H2FS9', 'H2PF33', 'H1PF26', 'H2GH25', 'H1ED20', 'H2WP2', 'H1FS13', 'H2DS1', 'H1TO1', 'H1TO50', 'H2FV7', 'S60M', 'H1FS1', 'H2DS10', 'H1DA2', 'H2WP4', 'H1IR3', 'H1FS15', 'H1IR12', 'H2FS17', 'H1FS17', 'H1TO3'],73,51,19
279,0.726303317535545,['H1PF8', 'H1FS16', 'H1ED15', 'H2FS9', 'H2PF33', 'H1PF26', 'H2GH25', 'H1ED20', 'H2WP2', 'H1FS13', 'H2DS1', 'H1TO1', 'H1TO50', 'H2FV7', 'S60M', 'H1FS1', 'H2DS10', 'H1DA2', 'H2WP4', 'H1IR3', 'H1FS15', 'H1IR12', 'H2FS17', 'H1FS17', 'H1TO3'],73,51,19
280,0.726303317535545,['H1PF8', 'H1FS16', 'H1ED15', 'H2FS9', 'H2PF33', 'H1PF26', 'H2GH25', 'H1ED20', 'H2WP2', 'H1FS13', 'H2DS1', 'H1TO1', 'H1TO50', 'H2FV7', 'S60M', 'H1FS1', 'H2DS10', 'H1DA2', 'H2WP4', 'H1IR3', 'H1FS15', 'H1IR12', 'H2FS17', 'H1FS17', 'H1TO3'],73,51,19
281,0.726303317535545,['H1PF8', 'H1FS16', 'H1ED15', 'H2FS9', 'H2PF33', 'H1PF26', 'H2GH25', 'H1ED20', 'H2WP2', 'H1FS13', 'H2DS1', 'H1TO1', 'H1TO50', 'H2FV7', 'S60M', 'H1FS1', 'H2DS10', 'H1DA2', 'H2WP4', 'H1IR3', 'H1FS15', 'H1IR12', 'H2FS17', 'H1FS17', 'H1TO3'],73,51,19
282,0.726303317535545,['H1PF8', 'H1FS16', 'H1ED15', 'H2FS9', 'H2PF33', 'H1PF26', 'H2GH25', 'H1ED20', 'H2WP2', 'H1FS13', 'H2DS1', 'H1TO1', 'H1TO50', 'H2FV7', 'S60M', 'H1FS1', 'H2DS10', 'H1DA2', 'H2WP4', 'H1IR3', 'H1FS15', 'H1IR12', 'H2FS17', 'H1FS17', 'H1TO3'],73,51,19
283,0.726303317535545,['H1PF8', 'H1FS16', 'H1ED15', 'H2FS9', 'H2PF33', 'H1PF26', 'H2GH25', 'H1ED20', 'H2WP2', 'H1FS13', 'H2DS1', 'H1TO1', 'H1TO50', 'H2FV7', 'S60M', 'H1FS1', 'H2DS10', 'H1DA2', 'H2WP4', 'H1IR3', 'H1FS15', 'H1IR12', 'H2FS17', 'H1FS17', 'H1TO3'],73,51,19
284,0.726303317535545,['H1PF8', 'H1FS16', 'H1ED15', 'H2FS9', 'H2PF33', 'H1PF26', 'H2GH25', 'H1ED20', 'H2WP2', 'H1FS13', 'H2DS1', 'H1TO1', 'H1TO50', 'H2FV7', 'S60M', 'H1FS1', 'H2DS10', 'H1DA2', 'H2WP4', 'H1IR3', 'H1FS15', 'H1IR12', 'H2FS17', 'H1FS17', 'H1TO3'],73,51,19
285,0.726303317535545,['H1PF8', 'H1FS16', 'H1ED15', 'H2FS9', 'H2PF33', 'H1PF26', 'H2GH25', 'H1ED20', 'H2WP2', 'H1FS13', 'H2DS1', 'H1TO1', 'H1TO50', 'H2FV7', 'S60M', 'H1FS1', 'H2DS10', 'H1DA2', 'H2WP4', 'H1IR3', 'H1FS15', 'H1IR12', 'H2FS17', 'H1FS17', 'H1TO3'],73,51,19
286,0.726303317535545,['H1PF8', 'H1FS16', 'H1ED15', 'H2FS9', 'H2PF33', 'H1PF26', 'H2GH25', 'H1ED20', 'H2WP2', 'H1FS13', 'H2DS1', 'H1TO1', 'H1TO50', 'H2FV7', 'S60M', 'H1FS1', 'H2DS10', 'H1DA2', 'H2WP4', 'H1IR3', 'H1FS15', 'H1IR12', 'H2FS17', 'H1FS17', 'H1TO3'],73,51,19
287,0.726303317535545,['H1PF8', 'H1FS16', 'H1ED15', 'H2FS9', 'H2PF33', 'H1PF26', 'H2GH25', 'H1ED20', 'H2WP2', 'H1FS13', 'H2DS1', 'H1TO1', 'H1TO50', 'H2FV7', 'S60M', 'H1FS1', 'H2DS10', 'H1DA2', 'H2WP4', 'H1IR3', 'H1FS15', 'H1IR12', 'H2FS17', 'H1FS17', 'H1TO3'],73,51,19
288,0.726303317535545,['H1PF8', 'H1FS16', 'H1ED15', 'H2FS9', 'H2PF33', 'H1PF26', 'H2GH25', 'H1ED20', 'H2WP2', 'H1FS13', 'H2DS1', 'H1TO1', 'H1TO50', 'H2FV7', 'S60M', 'H1FS1', 'H2DS10', 'H1DA2', 'H2WP4', 'H1IR3', 'H1FS15', 'H1IR12', 'H2FS17', 'H1FS17', 'H1TO3'],73,51,19
289,0.726303317535545,['H1PF8', 'H1FS16', 'H1ED15', 'H2FS9', 'H2PF33', 'H1PF26', 'H2GH25', 'H1ED20', 'H2WP2', 'H1FS13', 'H2DS1', 'H1TO1', 'H1TO50', 'H2FV7', 'S60M', 'H1FS1', 'H2DS10', 'H1DA2', 'H2WP4', 'H1IR3', 'H1FS15', 'H1IR12', 'H2FS17', 'H1FS17', 'H1TO3'],73,51,19
290,0.726303317535545,['H1PF8', 'H1FS16', 'H1ED15', 'H2FS9', 'H2PF33', 'H1PF26', 'H2GH25', 'H1ED20', 'H2WP2', 'H1FS13', 'H2DS1', 'H1TO1', 'H1TO50', 'H2FV7', 'S60M', 'H1FS1', 'H2DS10', 'H1DA2', 'H2WP4', 'H1IR3', 'H1FS15', 'H1IR12', 'H2FS17', 'H1FS17', 'H1TO3'],73,51,19
291,0.726303317535545,['H1PF8', 'H1FS16', 'H1ED15', 'H2FS9', 'H2PF33', 'H1PF26', 'H2GH25', 'H1ED20', 'H2WP2', 'H1FS13', 'H2DS1', 'H1TO1', 'H1TO50', 'H2FV7', 'S60M', 'H1FS1', 'H2DS10', 'H1DA2', 'H2WP4', 'H1IR3', 'H1FS15', 'H1IR12', 'H2FS17', 'H1FS17', 'H1TO3'],73,51,19
292,0.726303317535545,['H1PF8', 'H1FS16', 'H1ED15', 'H2FS9', 'H2PF33', 'H1PF26', 'H2GH25', 'H1ED20', 'H2WP2', 'H1FS13', 'H2DS1', 'H1TO1', 'H1TO50', 'H2FV7', 'S60M', 'H1FS1', 'H2DS10', 'H1DA2', 'H2WP4', 'H1IR3', 'H1FS15', 'H1IR12', 'H2FS17', 'H1FS17', 'H1TO3'],73,51,19
293,0.726303317535545,['H1PF8', 'H1FS16', 'H1ED15', 'H2FS9', 'H2PF33', 'H1PF26', 'H2GH25', 'H1ED20', 'H2WP2', 'H1FS13', 'H2DS1', 'H1TO1', 'H1TO50', 'H2FV7', 'S60M', 'H1FS1', 'H2DS10', 'H1DA2', 'H2WP4', 'H1IR3', 'H1FS15', 'H1IR12', 'H2FS17', 'H1FS17', 'H1TO3'],73,51,19
294,0.726303317535545,['H1PF8', 'H1FS16', 'H1ED15', 'H2FS9', 'H2PF33', 'H1PF26', 'H2GH25', 'H1ED20', 'H2WP2', 'H1FS13', 'H2DS1', 'H1TO1', 'H1TO50', 'H2FV7', 'S60M', 'H1FS1', 'H2DS10', 'H1DA2', 'H2WP4', 'H1IR3', 'H1FS15', 'H1IR12', 'H2FS17', 'H1FS17', 'H1TO3'],73,51,19
295,0.726303317535545,['H1PF8', 'H1FS16', 'H1ED15', 'H2FS9', 'H2PF33', 'H1PF26', 'H2GH25', 'H1ED20', 'H2WP2', 'H1FS13', 'H2DS1', 'H1TO1', 'H1TO50', 'H2FV7', 'S60M', 'H1FS1', 'H2DS10', 'H1DA2', 'H2WP4', 'H1IR3', 'H1FS15', 'H1IR12', 'H2FS17', 'H1FS17', 'H1TO3'],73,51,19
296,0.726303317535545,['H1PF8', 'H1FS16', 'H1ED15', 'H2FS9', 'H2PF33', 'H1PF26', 'H2GH25', 'H1ED20', 'H2WP2', 'H1FS13', 'H2DS1', 'H1TO1', 'H1TO50', 'H2FV7', 'S60M', 'H1FS1', 'H2DS10', 'H1DA2', 'H2WP4', 'H1IR3', 'H1FS15', 'H1IR12', 'H2FS17', 'H1FS17', 'H1TO3'],73,51,19
297,0.726303317535545,['H1PF8', 'H1FS16', 'H1ED15', 'H2FS9', 'H2PF33', 'H1PF26', 'H2GH25', 'H1ED20', 'H2WP2', 'H1FS13', 'H2DS1', 'H1TO1', 'H1TO50', 'H2FV7', 'S60M', 'H1FS1', 'H2DS10', 'H1DA2', 'H2WP4', 'H1IR3', 'H1FS15', 'H1IR12', 'H2FS17', 'H1FS17', 'H1TO3'],73,51,19
298,0.726303317535545,['H1PF8', 'H1FS16', 'H1ED15', 'H2FS9', 'H2PF33', 'H1PF26', 'H2GH25', 'H1ED20', 'H2WP2', 'H1FS13', 'H2DS1', 'H1TO1', 'H1TO50', 'H2FV7', 'S60M', 'H1FS1', 'H2DS10', 'H1DA2', 'H2WP4', 'H1IR3', 'H1FS15', 'H1IR12', 'H2FS17', 'H1FS17', 'H1TO3'],73,51,19
299,0.726303317535545,['H1PF8', 'H1FS16', 'H1ED15', 'H2FS9', 'H2PF33', 'H1PF26', 'H2GH25', 'H1ED20', 'H2WP2', 'H1FS13', 'H2DS1', 'H1TO1', 'H1TO50', 'H2FV7', 'S60M', 'H1FS1', 'H2DS10', 'H1DA2', 'H2WP4', 'H1IR3', 'H1FS15', 'H1IR12', 'H2FS17', 'H1FS17', 'H1TO3'],73,51,19
