curr_gen,fitness,genome,min_samples_leaf,min_samples_split,max_features
216,0.7322274881516587,['H1FS17', 'H1PF10', 'H2FV7', 'H1DA2', 'H2DS14', 'H2FS16', 'H1PF16', 'H1WP6', 'H1TO9', 'H1ED20', 'H1WP4', 'H2GH25', 'H1FS16', 'H1GH17', 'H2PR5', 'H1ED18', 'H1FS6', 'H2PF13', 'H1PF16', 'H2SE4', 'H1DS9', 'H1WP5', 'H1FS14', 'H1TO1', 'H2DS2', 'H1PF23', 'H2FS3', 'H1FS4', 'H2FV6', 'H1GH29', 'S62R', 'H1EE7', 'H2DS5', 'H1GH19', 'H1ED9', 'H2FS6', 'H1PF25', 'H2FS15', 'H1GH18', 'H1TO3', 'H2DS9', 'H2TO15', 'H2PR3', 'H2DS6', 'H1ED19'],83,7,21
217,0.7322274881516587,['H1FS17', 'H1PF10', 'H2FV7', 'H1DA2', 'H2DS14', 'H2FS16', 'H1PF16', 'H1WP6', 'H1TO9', 'H1ED20', 'H1WP4', 'H2GH25', 'H1FS16', 'H1GH17', 'H2PR5', 'H1ED18', 'H1FS6', 'H2PF13', 'H1PF16', 'H2SE4', 'H1DS9', 'H1WP5', 'H1FS14', 'H1TO1', 'H2DS2', 'H1PF23', 'H2FS3', 'H1FS4', 'H2FV6', 'H1GH29', 'S62R', 'H1EE7', 'H2DS5', 'H1GH19', 'H1ED9', 'H2FS6', 'H1PF25', 'H2FS15', 'H1GH18', 'H1TO3', 'H2DS9', 'H2TO15', 'H2PR3', 'H2DS6', 'H1ED19'],83,7,21
218,0.7322274881516587,['H1FS17', 'H1PF10', 'H2FV7', 'H1DA2', 'H2DS14', 'H2FS16', 'H1PF16', 'H1WP6', 'H1TO9', 'H1ED20', 'H1WP4', 'H2GH25', 'H1FS16', 'H1GH17', 'H2PR5', 'H1ED18', 'H1FS6', 'H2PF13', 'H1PF16', 'H2SE4', 'H1DS9', 'H1WP5', 'H1FS14', 'H1TO1', 'H2DS2', 'H1PF23', 'H2FS3', 'H1FS4', 'H2FV6', 'H1GH29', 'S62R', 'H1EE7', 'H2DS5', 'H1GH19', 'H1ED9', 'H2FS6', 'H1PF25', 'H2FS15', 'H1GH18', 'H1TO3', 'H2DS9', 'H2TO15', 'H2PR3', 'H2DS6', 'H1ED19'],83,7,21
219,0.7322274881516587,['H1FS17', 'H1PF10', 'H2FV7', 'H1DA2', 'H2DS14', 'H2FS16', 'H1PF16', 'H1WP6', 'H1TO9', 'H1ED20', 'H1WP4', 'H2GH25', 'H1FS16', 'H1GH17', 'H2PR5', 'H1ED18', 'H1FS6', 'H2PF13', 'H1PF16', 'H2SE4', 'H1DS9', 'H1WP5', 'H1FS14', 'H1TO1', 'H2DS2', 'H1PF23', 'H2FS3', 'H1FS4', 'H2FV6', 'H1GH29', 'S62R', 'H1EE7', 'H2DS5', 'H1GH19', 'H1ED9', 'H2FS6', 'H1PF25', 'H2FS15', 'H1GH18', 'H1TO3', 'H2DS9', 'H2TO15', 'H2PR3', 'H2DS6', 'H1ED19'],83,7,21
220,0.7322274881516587,['H1FS17', 'H1PF10', 'H2FV7', 'H1DA2', 'H2DS14', 'H2FS16', 'H1PF16', 'H1WP6', 'H1TO9', 'H1ED20', 'H1WP4', 'H2GH25', 'H1FS16', 'H1GH17', 'H2PR5', 'H1ED18', 'H1FS6', 'H2PF13', 'H1PF16', 'H2SE4', 'H1DS9', 'H1WP5', 'H1FS14', 'H1TO1', 'H2DS2', 'H1PF23', 'H2FS3', 'H1FS4', 'H2FV6', 'H1GH29', 'S62R', 'H1EE7', 'H2DS5', 'H1GH19', 'H1ED9', 'H2FS6', 'H1PF25', 'H2FS15', 'H1GH18', 'H1TO3', 'H2DS9', 'H2TO15', 'H2PR3', 'H2DS6', 'H1ED19'],83,7,21
221,0.7322274881516587,['H1FS17', 'H1PF10', 'H2FV7', 'H1DA2', 'H2DS14', 'H2FS16', 'H1PF16', 'H1WP6', 'H1TO9', 'H1ED20', 'H1WP4', 'H2GH25', 'H1FS16', 'H1GH17', 'H2PR5', 'H1ED18', 'H1FS6', 'H2PF13', 'H1PF16', 'H2SE4', 'H1DS9', 'H1WP5', 'H1FS14', 'H1TO1', 'H2DS2', 'H1PF23', 'H2FS3', 'H1FS4', 'H2FV6', 'H1GH29', 'S62R', 'H1EE7', 'H2DS5', 'H1GH19', 'H1ED9', 'H2FS6', 'H1PF25', 'H2FS15', 'H1GH18', 'H1TO3', 'H2DS9', 'H2TO15', 'H2PR3', 'H2DS6', 'H1ED19'],83,7,21
222,0.7322274881516587,['H1FS17', 'H1PF10', 'H2FV7', 'H1DA2', 'H2DS14', 'H2FS16', 'H1PF16', 'H1WP6', 'H1TO9', 'H1ED20', 'H1WP4', 'H2GH25', 'H1FS16', 'H1GH17', 'H2PR5', 'H1ED18', 'H1FS6', 'H2PF13', 'H1PF16', 'H2SE4', 'H1DS9', 'H1WP5', 'H1FS14', 'H1TO1', 'H2DS2', 'H1PF23', 'H2FS3', 'H1FS4', 'H2FV6', 'H1GH29', 'S62R', 'H1EE7', 'H2DS5', 'H1GH19', 'H1ED9', 'H2FS6', 'H1PF25', 'H2FS15', 'H1GH18', 'H1TO3', 'H2DS9', 'H2TO15', 'H2PR3', 'H2DS6', 'H1ED19'],83,7,21
223,0.7322274881516587,['H1FS17', 'H1PF10', 'H2FV7', 'H1DA2', 'H2DS14', 'H2FS16', 'H1PF16', 'H1WP6', 'H1TO9', 'H1ED20', 'H1WP4', 'H2GH25', 'H1FS16', 'H1GH17', 'H2PR5', 'H1ED18', 'H1FS6', 'H2PF13', 'H1PF16', 'H2SE4', 'H1DS9', 'H1WP5', 'H1FS14', 'H1TO1', 'H2DS2', 'H1PF23', 'H2FS3', 'H1FS4', 'H2FV6', 'H1GH29', 'S62R', 'H1EE7', 'H2DS5', 'H1GH19', 'H1ED9', 'H2FS6', 'H1PF25', 'H2FS15', 'H1GH18', 'H1TO3', 'H2DS9', 'H2TO15', 'H2PR3', 'H2DS6', 'H1ED19'],83,7,21
224,0.7322274881516587,['H1FS17', 'H1PF10', 'H2FV7', 'H1DA2', 'H2DS14', 'H2FS16', 'H1PF16', 'H1WP6', 'H1TO9', 'H1ED20', 'H1WP4', 'H2GH25', 'H1FS16', 'H1GH17', 'H2PR5', 'H1ED18', 'H1FS6', 'H2PF13', 'H1PF16', 'H2SE4', 'H1DS9', 'H1WP5', 'H1FS14', 'H1TO1', 'H2DS2', 'H1PF23', 'H2FS3', 'H1FS4', 'H2FV6', 'H1GH29', 'S62R', 'H1EE7', 'H2DS5', 'H1GH19', 'H1ED9', 'H2FS6', 'H1PF25', 'H2FS15', 'H1GH18', 'H1TO3', 'H2DS9', 'H2TO15', 'H2PR3', 'H2DS6', 'H1ED19'],83,7,21
225,0.7322274881516587,['H1FS17', 'H1PF10', 'H2FV7', 'H1DA2', 'H2DS14', 'H2FS16', 'H1PF16', 'H1WP6', 'H1TO9', 'H1ED20', 'H1WP4', 'H2GH25', 'H1FS16', 'H1GH17', 'H2PR5', 'H1ED18', 'H1FS6', 'H2PF13', 'H1PF16', 'H2SE4', 'H1DS9', 'H1WP5', 'H1FS14', 'H1TO1', 'H2DS2', 'H1PF23', 'H2FS3', 'H1FS4', 'H2FV6', 'H1GH29', 'S62R', 'H1EE7', 'H2DS5', 'H1GH19', 'H1ED9', 'H2FS6', 'H1PF25', 'H2FS15', 'H1GH18', 'H1TO3', 'H2DS9', 'H2TO15', 'H2PR3', 'H2DS6', 'H1ED19'],83,7,21
226,0.7322274881516587,['H1FS17', 'H1PF10', 'H2FV7', 'H1DA2', 'H2DS14', 'H2FS16', 'H1PF16', 'H1WP6', 'H1TO9', 'H1ED20', 'H1WP4', 'H2GH25', 'H1FS16', 'H1GH17', 'H2PR5', 'H1ED18', 'H1FS6', 'H2PF13', 'H1PF16', 'H2SE4', 'H1DS9', 'H1WP5', 'H1FS14', 'H1TO1', 'H2DS2', 'H1PF23', 'H2FS3', 'H1FS4', 'H2FV6', 'H1GH29', 'S62R', 'H1EE7', 'H2DS5', 'H1GH19', 'H1ED9', 'H2FS6', 'H1PF25', 'H2FS15', 'H1GH18', 'H1TO3', 'H2DS9', 'H2TO15', 'H2PR3', 'H2DS6', 'H1ED19'],83,7,21
227,0.7322274881516587,['H1FS17', 'H1PF10', 'H2FV7', 'H1DA2', 'H2DS14', 'H2FS16', 'H1PF16', 'H1WP6', 'H1TO9', 'H1ED20', 'H1WP4', 'H2GH25', 'H1FS16', 'H1GH17', 'H2PR5', 'H1ED18', 'H1FS6', 'H2PF13', 'H1PF16', 'H2SE4', 'H1DS9', 'H1WP5', 'H1FS14', 'H1TO1', 'H2DS2', 'H1PF23', 'H2FS3', 'H1FS4', 'H2FV6', 'H1GH29', 'S62R', 'H1EE7', 'H2DS5', 'H1GH19', 'H1ED9', 'H2FS6', 'H1PF25', 'H2FS15', 'H1GH18', 'H1TO3', 'H2DS9', 'H2TO15', 'H2PR3', 'H2DS6', 'H1ED19'],83,7,21
228,0.7322274881516587,['H1FS17', 'H1PF10', 'H2FV7', 'H1DA2', 'H2DS14', 'H2FS16', 'H1PF16', 'H1WP6', 'H1TO9', 'H1ED20', 'H1WP4', 'H2GH25', 'H1FS16', 'H1GH17', 'H2PR5', 'H1ED18', 'H1FS6', 'H2PF13', 'H1PF16', 'H2SE4', 'H1DS9', 'H1WP5', 'H1FS14', 'H1TO1', 'H2DS2', 'H1PF23', 'H2FS3', 'H1FS4', 'H2FV6', 'H1GH29', 'S62R', 'H1EE7', 'H2DS5', 'H1GH19', 'H1ED9', 'H2FS6', 'H1PF25', 'H2FS15', 'H1GH18', 'H1TO3', 'H2DS9', 'H2TO15', 'H2PR3', 'H2DS6', 'H1ED19'],83,7,21
229,0.7322274881516587,['H1FS17', 'H1PF10', 'H2FV7', 'H1DA2', 'H2DS14', 'H2FS16', 'H1PF16', 'H1WP6', 'H1TO9', 'H1ED20', 'H1WP4', 'H2GH25', 'H1FS16', 'H1GH17', 'H2PR5', 'H1ED18', 'H1FS6', 'H2PF13', 'H1PF16', 'H2SE4', 'H1DS9', 'H1WP5', 'H1FS14', 'H1TO1', 'H2DS2', 'H1PF23', 'H2FS3', 'H1FS4', 'H2FV6', 'H1GH29', 'S62R', 'H1EE7', 'H2DS5', 'H1GH19', 'H1ED9', 'H2FS6', 'H1PF25', 'H2FS15', 'H1GH18', 'H1TO3', 'H2DS9', 'H2TO15', 'H2PR3', 'H2DS6', 'H1ED19'],83,7,21
230,0.7322274881516587,['H1FS17', 'H1PF10', 'H2FV7', 'H1DA2', 'H2DS14', 'H2FS16', 'H1PF16', 'H1WP6', 'H1TO9', 'H1ED20', 'H1WP4', 'H2GH25', 'H1FS16', 'H1GH17', 'H2PR5', 'H1ED18', 'H1FS6', 'H2PF13', 'H1PF16', 'H2SE4', 'H1DS9', 'H1WP5', 'H1FS14', 'H1TO1', 'H2DS2', 'H1PF23', 'H2FS3', 'H1FS4', 'H2FV6', 'H1GH29', 'S62R', 'H1EE7', 'H2DS5', 'H1GH19', 'H1ED9', 'H2FS6', 'H1PF25', 'H2FS15', 'H1GH18', 'H1TO3', 'H2DS9', 'H2TO15', 'H2PR3', 'H2DS6', 'H1ED19'],83,7,21
231,0.7322274881516587,['H1FS17', 'H1PF10', 'H2FV7', 'H1DA2', 'H2DS14', 'H2FS16', 'H1PF16', 'H1WP6', 'H1TO9', 'H1ED20', 'H1WP4', 'H2GH25', 'H1FS16', 'H1GH17', 'H2PR5', 'H1ED18', 'H1FS6', 'H2PF13', 'H1PF16', 'H2SE4', 'H1DS9', 'H1WP5', 'H1FS14', 'H1TO1', 'H2DS2', 'H1PF23', 'H2FS3', 'H1FS4', 'H2FV6', 'H1GH29', 'S62R', 'H1EE7', 'H2DS5', 'H1GH19', 'H1ED9', 'H2FS6', 'H1PF25', 'H2FS15', 'H1GH18', 'H1TO3', 'H2DS9', 'H2TO15', 'H2PR3', 'H2DS6', 'H1ED19'],83,7,21
232,0.7322274881516587,['H1FS17', 'H1PF10', 'H2FV7', 'H1DA2', 'H2DS14', 'H2FS16', 'H1PF16', 'H1WP6', 'H1TO9', 'H1ED20', 'H1WP4', 'H2GH25', 'H1FS16', 'H1GH17', 'H2PR5', 'H1ED18', 'H1FS6', 'H2PF13', 'H1PF16', 'H2SE4', 'H1DS9', 'H1WP5', 'H1FS14', 'H1TO1', 'H2DS2', 'H1PF23', 'H2FS3', 'H1FS4', 'H2FV6', 'H1GH29', 'S62R', 'H1EE7', 'H2DS5', 'H1GH19', 'H1ED9', 'H2FS6', 'H1PF25', 'H2FS15', 'H1GH18', 'H1TO3', 'H2DS9', 'H2TO15', 'H2PR3', 'H2DS6', 'H1ED19'],83,7,21
233,0.7322274881516587,['H1FS17', 'H1PF10', 'H2FV7', 'H1DA2', 'H2DS14', 'H2FS16', 'H1PF16', 'H1WP6', 'H1TO9', 'H1ED20', 'H1WP4', 'H2GH25', 'H1FS16', 'H1GH17', 'H2PR5', 'H1ED18', 'H1FS6', 'H2PF13', 'H1PF16', 'H2SE4', 'H1DS9', 'H1WP5', 'H1FS14', 'H1TO1', 'H2DS2', 'H1PF23', 'H2FS3', 'H1FS4', 'H2FV6', 'H1GH29', 'S62R', 'H1EE7', 'H2DS5', 'H1GH19', 'H1ED9', 'H2FS6', 'H1PF25', 'H2FS15', 'H1GH18', 'H1TO3', 'H2DS9', 'H2TO15', 'H2PR3', 'H2DS6', 'H1ED19'],83,7,21
234,0.7322274881516587,['H1FS17', 'H1PF10', 'H2FV7', 'H1DA2', 'H2DS14', 'H2FS16', 'H1PF16', 'H1WP6', 'H1TO9', 'H1ED20', 'H1WP4', 'H2GH25', 'H1FS16', 'H1GH17', 'H2PR5', 'H1ED18', 'H1FS6', 'H2PF13', 'H1PF16', 'H2SE4', 'H1DS9', 'H1WP5', 'H1FS14', 'H1TO1', 'H2DS2', 'H1PF23', 'H2FS3', 'H1FS4', 'H2FV6', 'H1GH29', 'S62R', 'H1EE7', 'H2DS5', 'H1GH19', 'H1ED9', 'H2FS6', 'H1PF25', 'H2FS15', 'H1GH18', 'H1TO3', 'H2DS9', 'H2TO15', 'H2PR3', 'H2DS6', 'H1ED19'],83,7,21
235,0.7322274881516587,['H1FS17', 'H1PF10', 'H2FV7', 'H1DA2', 'H2DS14', 'H2FS16', 'H1PF16', 'H1WP6', 'H1TO9', 'H1ED20', 'H1WP4', 'H2GH25', 'H1FS16', 'H1GH17', 'H2PR5', 'H1ED18', 'H1FS6', 'H2PF13', 'H1PF16', 'H2SE4', 'H1DS9', 'H1WP5', 'H1FS14', 'H1TO1', 'H2DS2', 'H1PF23', 'H2FS3', 'H1FS4', 'H2FV6', 'H1GH29', 'S62R', 'H1EE7', 'H2DS5', 'H1GH19', 'H1ED9', 'H2FS6', 'H1PF25', 'H2FS15', 'H1GH18', 'H1TO3', 'H2DS9', 'H2TO15', 'H2PR3', 'H2DS6', 'H1ED19'],83,7,21
236,0.7322274881516587,['H1FS17', 'H1PF10', 'H2FV7', 'H1DA2', 'H2DS14', 'H2FS16', 'H1PF16', 'H1WP6', 'H1TO9', 'H1ED20', 'H1WP4', 'H2GH25', 'H1FS16', 'H1GH17', 'H2PR5', 'H1ED18', 'H1FS6', 'H2PF13', 'H1PF16', 'H2SE4', 'H1DS9', 'H1WP5', 'H1FS14', 'H1TO1', 'H2DS2', 'H1PF23', 'H2FS3', 'H1FS4', 'H2FV6', 'H1GH29', 'S62R', 'H1EE7', 'H2DS5', 'H1GH19', 'H1ED9', 'H2FS6', 'H1PF25', 'H2FS15', 'H1GH18', 'H1TO3', 'H2DS9', 'H2TO15', 'H2PR3', 'H2DS6', 'H1ED19'],83,7,21
237,0.7322274881516587,['H1FS17', 'H1PF10', 'H2FV7', 'H1DA2', 'H2DS14', 'H2FS16', 'H1PF16', 'H1WP6', 'H1TO9', 'H1ED20', 'H1WP4', 'H2GH25', 'H1FS16', 'H1GH17', 'H2PR5', 'H1ED18', 'H1FS6', 'H2PF13', 'H1PF16', 'H2SE4', 'H1DS9', 'H1WP5', 'H1FS14', 'H1TO1', 'H2DS2', 'H1PF23', 'H2FS3', 'H1FS4', 'H2FV6', 'H1GH29', 'S62R', 'H1EE7', 'H2DS5', 'H1GH19', 'H1ED9', 'H2FS6', 'H1PF25', 'H2FS15', 'H1GH18', 'H1TO3', 'H2DS9', 'H2TO15', 'H2PR3', 'H2DS6', 'H1ED19'],83,7,21
238,0.7322274881516587,['H1FS17', 'H1PF10', 'H2FV7', 'H1DA2', 'H2DS14', 'H2FS16', 'H1PF16', 'H1WP6', 'H1TO9', 'H1ED20', 'H1WP4', 'H2GH25', 'H1FS16', 'H1GH17', 'H2PR5', 'H1ED18', 'H1FS6', 'H2PF13', 'H1PF16', 'H2SE4', 'H1DS9', 'H1WP5', 'H1FS14', 'H1TO1', 'H2DS2', 'H1PF23', 'H2FS3', 'H1FS4', 'H2FV6', 'H1GH29', 'S62R', 'H1EE7', 'H2DS5', 'H1GH19', 'H1ED9', 'H2FS6', 'H1PF25', 'H2FS15', 'H1GH18', 'H1TO3', 'H2DS9', 'H2TO15', 'H2PR3', 'H2DS6', 'H1ED19'],83,7,21
239,0.7322274881516587,['H1FS17', 'H1PF10', 'H2FV7', 'H1DA2', 'H2DS14', 'H2FS16', 'H1PF16', 'H1WP6', 'H1TO9', 'H1ED20', 'H1WP4', 'H2GH25', 'H1FS16', 'H1GH17', 'H2PR5', 'H1ED18', 'H1FS6', 'H2PF13', 'H1PF16', 'H2SE4', 'H1DS9', 'H1WP5', 'H1FS14', 'H1TO1', 'H2DS2', 'H1PF23', 'H2FS3', 'H1FS4', 'H2FV6', 'H1GH29', 'S62R', 'H1EE7', 'H2DS5', 'H1GH19', 'H1ED9', 'H2FS6', 'H1PF25', 'H2FS15', 'H1GH18', 'H1TO3', 'H2DS9', 'H2TO15', 'H2PR3', 'H2DS6', 'H1ED19'],83,7,21
240,0.7322274881516587,['H1FS17', 'H1PF10', 'H2FV7', 'H1DA2', 'H2DS14', 'H2FS16', 'H1PF16', 'H1WP6', 'H1TO9', 'H1ED20', 'H1WP4', 'H2GH25', 'H1FS16', 'H1GH17', 'H2PR5', 'H1ED18', 'H1FS6', 'H2PF13', 'H1PF16', 'H2SE4', 'H1DS9', 'H1WP5', 'H1FS14', 'H1TO1', 'H2DS2', 'H1PF23', 'H2FS3', 'H1FS4', 'H2FV6', 'H1GH29', 'S62R', 'H1EE7', 'H2DS5', 'H1GH19', 'H1ED9', 'H2FS6', 'H1PF25', 'H2FS15', 'H1GH18', 'H1TO3', 'H2DS9', 'H2TO15', 'H2PR3', 'H2DS6', 'H1ED19'],83,7,21
241,0.7322274881516587,['H1FS17', 'H1PF10', 'H2FV7', 'H1DA2', 'H2DS14', 'H2FS16', 'H1PF16', 'H1WP6', 'H1TO9', 'H1ED20', 'H1WP4', 'H2GH25', 'H1FS16', 'H1GH17', 'H2PR5', 'H1ED18', 'H1FS6', 'H2PF13', 'H1PF16', 'H2SE4', 'H1DS9', 'H1WP5', 'H1FS14', 'H1TO1', 'H2DS2', 'H1PF23', 'H2FS3', 'H1FS4', 'H2FV6', 'H1GH29', 'S62R', 'H1EE7', 'H2DS5', 'H1GH19', 'H1ED9', 'H2FS6', 'H1PF25', 'H2FS15', 'H1GH18', 'H1TO3', 'H2DS9', 'H2TO15', 'H2PR3', 'H2DS6', 'H1ED19'],83,7,21
242,0.7322274881516587,['H1FS17', 'H1PF10', 'H2FV7', 'H1DA2', 'H2DS14', 'H2FS16', 'H1PF16', 'H1WP6', 'H1TO9', 'H1ED20', 'H1WP4', 'H2GH25', 'H1FS16', 'H1GH17', 'H2PR5', 'H1ED18', 'H1FS6', 'H2PF13', 'H1PF16', 'H2SE4', 'H1DS9', 'H1WP5', 'H1FS14', 'H1TO1', 'H2DS2', 'H1PF23', 'H2FS3', 'H1FS4', 'H2FV6', 'H1GH29', 'S62R', 'H1EE7', 'H2DS5', 'H1GH19', 'H1ED9', 'H2FS6', 'H1PF25', 'H2FS15', 'H1GH18', 'H1TO3', 'H2DS9', 'H2TO15', 'H2PR3', 'H2DS6', 'H1ED19'],83,7,21
243,0.7322274881516587,['H1FS17', 'H1PF10', 'H2FV7', 'H1DA2', 'H2DS14', 'H2FS16', 'H1PF16', 'H1WP6', 'H1TO9', 'H1ED20', 'H1WP4', 'H2GH25', 'H1FS16', 'H1GH17', 'H2PR5', 'H1ED18', 'H1FS6', 'H2PF13', 'H1PF16', 'H2SE4', 'H1DS9', 'H1WP5', 'H1FS14', 'H1TO1', 'H2DS2', 'H1PF23', 'H2FS3', 'H1FS4', 'H2FV6', 'H1GH29', 'S62R', 'H1EE7', 'H2DS5', 'H1GH19', 'H1ED9', 'H2FS6', 'H1PF25', 'H2FS15', 'H1GH18', 'H1TO3', 'H2DS9', 'H2TO15', 'H2PR3', 'H2DS6', 'H1ED19'],83,7,21
244,0.7322274881516587,['H1FS17', 'H1PF10', 'H2FV7', 'H1DA2', 'H2DS14', 'H2FS16', 'H1PF16', 'H1WP6', 'H1TO9', 'H1ED20', 'H1WP4', 'H2GH25', 'H1FS16', 'H1GH17', 'H2PR5', 'H1ED18', 'H1FS6', 'H2PF13', 'H1PF16', 'H2SE4', 'H1DS9', 'H1WP5', 'H1FS14', 'H1TO1', 'H2DS2', 'H1PF23', 'H2FS3', 'H1FS4', 'H2FV6', 'H1GH29', 'S62R', 'H1EE7', 'H2DS5', 'H1GH19', 'H1ED9', 'H2FS6', 'H1PF25', 'H2FS15', 'H1GH18', 'H1TO3', 'H2DS9', 'H2TO15', 'H2PR3', 'H2DS6', 'H1ED19'],83,7,21
245,0.7322274881516587,['H1FS17', 'H1PF10', 'H2FV7', 'H1DA2', 'H2DS14', 'H2FS16', 'H1PF16', 'H1WP6', 'H1TO9', 'H1ED20', 'H1WP4', 'H2GH25', 'H1FS16', 'H1GH17', 'H2PR5', 'H1ED18', 'H1FS6', 'H2PF13', 'H1PF16', 'H2SE4', 'H1DS9', 'H1WP5', 'H1FS14', 'H1TO1', 'H2DS2', 'H1PF23', 'H2FS3', 'H1FS4', 'H2FV6', 'H1GH29', 'S62R', 'H1EE7', 'H2DS5', 'H1GH19', 'H1ED9', 'H2FS6', 'H1PF25', 'H2FS15', 'H1GH18', 'H1TO3', 'H2DS9', 'H2TO15', 'H2PR3', 'H2DS6', 'H1ED19'],83,7,21
246,0.7322274881516587,['H1FS17', 'H1PF10', 'H2FV7', 'H1DA2', 'H2DS14', 'H2FS16', 'H1PF16', 'H1WP6', 'H1TO9', 'H1ED20', 'H1WP4', 'H2GH25', 'H1FS16', 'H1GH17', 'H2PR5', 'H1ED18', 'H1FS6', 'H2PF13', 'H1PF16', 'H2SE4', 'H1DS9', 'H1WP5', 'H1FS14', 'H1TO1', 'H2DS2', 'H1PF23', 'H2FS3', 'H1FS4', 'H2FV6', 'H1GH29', 'S62R', 'H1EE7', 'H2DS5', 'H1GH19', 'H1ED9', 'H2FS6', 'H1PF25', 'H2FS15', 'H1GH18', 'H1TO3', 'H2DS9', 'H2TO15', 'H2PR3', 'H2DS6', 'H1ED19'],83,7,21
247,0.7322274881516587,['H1FS17', 'H1PF10', 'H2FV7', 'H1DA2', 'H2DS14', 'H2FS16', 'H1PF16', 'H1WP6', 'H1TO9', 'H1ED20', 'H1WP4', 'H2GH25', 'H1FS16', 'H1GH17', 'H2PR5', 'H1ED18', 'H1FS6', 'H2PF13', 'H1PF16', 'H2SE4', 'H1DS9', 'H1WP5', 'H1FS14', 'H1TO1', 'H2DS2', 'H1PF23', 'H2FS3', 'H1FS4', 'H2FV6', 'H1GH29', 'S62R', 'H1EE7', 'H2DS5', 'H1GH19', 'H1ED9', 'H2FS6', 'H1PF25', 'H2FS15', 'H1GH18', 'H1TO3', 'H2DS9', 'H2TO15', 'H2PR3', 'H2DS6', 'H1ED19'],83,7,21
248,0.7322274881516587,['H1FS17', 'H1PF10', 'H2FV7', 'H1DA2', 'H2DS14', 'H2FS16', 'H1PF16', 'H1WP6', 'H1TO9', 'H1ED20', 'H1WP4', 'H2GH25', 'H1FS16', 'H1GH17', 'H2PR5', 'H1ED18', 'H1FS6', 'H2PF13', 'H1PF16', 'H2SE4', 'H1DS9', 'H1WP5', 'H1FS14', 'H1TO1', 'H2DS2', 'H1PF23', 'H2FS3', 'H1FS4', 'H2FV6', 'H1GH29', 'S62R', 'H1EE7', 'H2DS5', 'H1GH19', 'H1ED9', 'H2FS6', 'H1PF25', 'H2FS15', 'H1GH18', 'H1TO3', 'H2DS9', 'H2TO15', 'H2PR3', 'H2DS6', 'H1ED19'],83,7,21
249,0.7322274881516587,['H1FS17', 'H1PF10', 'H2FV7', 'H1DA2', 'H2DS14', 'H2FS16', 'H1PF16', 'H1WP6', 'H1TO9', 'H1ED20', 'H1WP4', 'H2GH25', 'H1FS16', 'H1GH17', 'H2PR5', 'H1ED18', 'H1FS6', 'H2PF13', 'H1PF16', 'H2SE4', 'H1DS9', 'H1WP5', 'H1FS14', 'H1TO1', 'H2DS2', 'H1PF23', 'H2FS3', 'H1FS4', 'H2FV6', 'H1GH29', 'S62R', 'H1EE7', 'H2DS5', 'H1GH19', 'H1ED9', 'H2FS6', 'H1PF25', 'H2FS15', 'H1GH18', 'H1TO3', 'H2DS9', 'H2TO15', 'H2PR3', 'H2DS6', 'H1ED19'],83,7,21
250,0.7322274881516587,['H1FS17', 'H1PF10', 'H2FV7', 'H1DA2', 'H2DS14', 'H2FS16', 'H1PF16', 'H1WP6', 'H1TO9', 'H1ED20', 'H1WP4', 'H2GH25', 'H1FS16', 'H1GH17', 'H2PR5', 'H1ED18', 'H1FS6', 'H2PF13', 'H1PF16', 'H2SE4', 'H1DS9', 'H1WP5', 'H1FS14', 'H1TO1', 'H2DS2', 'H1PF23', 'H2FS3', 'H1FS4', 'H2FV6', 'H1GH29', 'S62R', 'H1EE7', 'H2DS5', 'H1GH19', 'H1ED9', 'H2FS6', 'H1PF25', 'H2FS15', 'H1GH18', 'H1TO3', 'H2DS9', 'H2TO15', 'H2PR3', 'H2DS6', 'H1ED19'],83,7,21
251,0.7322274881516587,['H1FS17', 'H1PF10', 'H2FV7', 'H1DA2', 'H2DS14', 'H2FS16', 'H1PF16', 'H1WP6', 'H1TO9', 'H1ED20', 'H1WP4', 'H2GH25', 'H1FS16', 'H1GH17', 'H2PR5', 'H1ED18', 'H1FS6', 'H2PF13', 'H1PF16', 'H2SE4', 'H1DS9', 'H1WP5', 'H1FS14', 'H1TO1', 'H2DS2', 'H1PF23', 'H2FS3', 'H1FS4', 'H2FV6', 'H1GH29', 'S62R', 'H1EE7', 'H2DS5', 'H1GH19', 'H1ED9', 'H2FS6', 'H1PF25', 'H2FS15', 'H1GH18', 'H1TO3', 'H2DS9', 'H2TO15', 'H2PR3', 'H2DS6', 'H1ED19'],83,7,21
252,0.7322274881516587,['H1FS17', 'H1PF10', 'H2FV7', 'H1DA2', 'H2DS14', 'H2FS16', 'H1PF16', 'H1WP6', 'H1TO9', 'H1ED20', 'H1WP4', 'H2GH25', 'H1FS16', 'H1GH17', 'H2PR5', 'H1ED18', 'H1FS6', 'H2PF13', 'H1PF16', 'H2SE4', 'H1DS9', 'H1WP5', 'H1FS14', 'H1TO1', 'H2DS2', 'H1PF23', 'H2FS3', 'H1FS4', 'H2FV6', 'H1GH29', 'S62R', 'H1EE7', 'H2DS5', 'H1GH19', 'H1ED9', 'H2FS6', 'H1PF25', 'H2FS15', 'H1GH18', 'H1TO3', 'H2DS9', 'H2TO15', 'H2PR3', 'H2DS6', 'H1ED19'],83,7,21
