curr_gen,fitness,genome,min_samples_leaf,min_samples_split,max_features
160,0.7132701421800948,['H1ED18', 'H1FS10', 'S60M', 'H2ED3', 'H2FS8', 'H1ED24', 'PC40', 'H2WP13', 'H2DS13', 'H1WP3', 'H2GH31', 'H1TO50', 'H2PF33', 'H1TO3', 'H1WP7', 'H2ED5', 'H2ED14', 'S45A', 'H1IR3', 'H2FV5', 'H1PF26', 'S60M', 'H1GH52', 'H2GH24', 'H1WP5', 'H2FV6', 'H2FS19', 'H1TO9', 'H1FS6', 'H2FV1', 'H1FS4', 'H2DS14', 'H1WP6', 'H1DS6', 'H2TO15', 'H2PF25', 'H2DS12', 'H1DS9', 'H1GH22', 'H2PF14'],29,59,30
161,0.7132701421800948,['H1ED18', 'H1FS10', 'S60M', 'H2ED3', 'H2FS8', 'H1ED24', 'PC40', 'H2WP13', 'H2DS13', 'H1WP3', 'H2GH31', 'H1TO50', 'H2PF33', 'H1TO3', 'H1WP7', 'H2ED5', 'H2ED14', 'S45A', 'H1IR3', 'H2FV5', 'H1PF26', 'S60M', 'H1GH52', 'H2GH24', 'H1WP5', 'H2FV6', 'H2FS19', 'H1TO9', 'H1FS6', 'H2FV1', 'H1FS4', 'H2DS14', 'H1WP6', 'H1DS6', 'H2TO15', 'H2PF25', 'H2DS12', 'H1DS9', 'H1GH22', 'H2PF14'],29,59,30
162,0.7132701421800948,['H1ED18', 'H1FS10', 'S60M', 'H2ED3', 'H2FS8', 'H1ED24', 'PC40', 'H2WP13', 'H2DS13', 'H1WP3', 'H2GH31', 'H1TO50', 'H2PF33', 'H1TO3', 'H1WP7', 'H2ED5', 'H2ED14', 'S45A', 'H1IR3', 'H2FV5', 'H1PF26', 'S60M', 'H1GH52', 'H2GH24', 'H1WP5', 'H2FV6', 'H2FS19', 'H1TO9', 'H1FS6', 'H2FV1', 'H1FS4', 'H2DS14', 'H1WP6', 'H1DS6', 'H2TO15', 'H2PF25', 'H2DS12', 'H1DS9', 'H1GH22', 'H2PF14'],29,59,30
163,0.7132701421800948,['H1ED18', 'H1FS10', 'S60M', 'H2ED3', 'H2FS8', 'H1ED24', 'PC40', 'H2WP13', 'H2DS13', 'H1WP3', 'H2GH31', 'H1TO50', 'H2PF33', 'H1TO3', 'H1WP7', 'H2ED5', 'H2ED14', 'S45A', 'H1IR3', 'H2FV5', 'H1PF26', 'S60M', 'H1GH52', 'H2GH24', 'H1WP5', 'H2FV6', 'H2FS19', 'H1TO9', 'H1FS6', 'H2FV1', 'H1FS4', 'H2DS14', 'H1WP6', 'H1DS6', 'H2TO15', 'H2PF25', 'H2DS12', 'H1DS9', 'H1GH22', 'H2PF14'],29,59,30
164,0.7132701421800948,['H1ED18', 'H1FS10', 'S60M', 'H2ED3', 'H2FS8', 'H1ED24', 'PC40', 'H2WP13', 'H2DS13', 'H1WP3', 'H2GH31', 'H1TO50', 'H2PF33', 'H1TO3', 'H1WP7', 'H2ED5', 'H2ED14', 'S45A', 'H1IR3', 'H2FV5', 'H1PF26', 'S60M', 'H1GH52', 'H2GH24', 'H1WP5', 'H2FV6', 'H2FS19', 'H1TO9', 'H1FS6', 'H2FV1', 'H1FS4', 'H2DS14', 'H1WP6', 'H1DS6', 'H2TO15', 'H2PF25', 'H2DS12', 'H1DS9', 'H1GH22', 'H2PF14'],29,59,30
165,0.7132701421800948,['H1ED18', 'H1FS10', 'S60M', 'H2ED3', 'H2FS8', 'H1ED24', 'PC40', 'H2WP13', 'H2DS13', 'H1WP3', 'H2GH31', 'H1TO50', 'H2PF33', 'H1TO3', 'H1WP7', 'H2ED5', 'H2ED14', 'S45A', 'H1IR3', 'H2FV5', 'H1PF26', 'S60M', 'H1GH52', 'H2GH24', 'H1WP5', 'H2FV6', 'H2FS19', 'H1TO9', 'H1FS6', 'H2FV1', 'H1FS4', 'H2DS14', 'H1WP6', 'H1DS6', 'H2TO15', 'H2PF25', 'H2DS12', 'H1DS9', 'H1GH22', 'H2PF14'],29,59,30
166,0.7132701421800948,['H1ED18', 'H1FS10', 'S60M', 'H2ED3', 'H2FS8', 'H1ED24', 'PC40', 'H2WP13', 'H2DS13', 'H1WP3', 'H2GH31', 'H1TO50', 'H2PF33', 'H1TO3', 'H1WP7', 'H2ED5', 'H2ED14', 'S45A', 'H1IR3', 'H2FV5', 'H1PF26', 'S60M', 'H1GH52', 'H2GH24', 'H1WP5', 'H2FV6', 'H2FS19', 'H1TO9', 'H1FS6', 'H2FV1', 'H1FS4', 'H2DS14', 'H1WP6', 'H1DS6', 'H2TO15', 'H2PF25', 'H2DS12', 'H1DS9', 'H1GH22', 'H2PF14'],29,59,30
167,0.7132701421800948,['H1ED18', 'H1FS10', 'S60M', 'H2ED3', 'H2FS8', 'H1ED24', 'PC40', 'H2WP13', 'H2DS13', 'H1WP3', 'H2GH31', 'H1TO50', 'H2PF33', 'H1TO3', 'H1WP7', 'H2ED5', 'H2ED14', 'S45A', 'H1IR3', 'H2FV5', 'H1PF26', 'S60M', 'H1GH52', 'H2GH24', 'H1WP5', 'H2FV6', 'H2FS19', 'H1TO9', 'H1FS6', 'H2FV1', 'H1FS4', 'H2DS14', 'H1WP6', 'H1DS6', 'H2TO15', 'H2PF25', 'H2DS12', 'H1DS9', 'H1GH22', 'H2PF14'],29,59,30
168,0.7132701421800948,['H1ED18', 'H1FS10', 'S60M', 'H2ED3', 'H2FS8', 'H1ED24', 'PC40', 'H2WP13', 'H2DS13', 'H1WP3', 'H2GH31', 'H1TO50', 'H2PF33', 'H1TO3', 'H1WP7', 'H2ED5', 'H2ED14', 'S45A', 'H1IR3', 'H2FV5', 'H1PF26', 'S60M', 'H1GH52', 'H2GH24', 'H1WP5', 'H2FV6', 'H2FS19', 'H1TO9', 'H1FS6', 'H2FV1', 'H1FS4', 'H2DS14', 'H1WP6', 'H1DS6', 'H2TO15', 'H2PF25', 'H2DS12', 'H1DS9', 'H1GH22', 'H2PF14'],29,59,30
169,0.7132701421800948,['H1ED18', 'H1FS10', 'S60M', 'H2ED3', 'H2FS8', 'H1ED24', 'PC40', 'H2WP13', 'H2DS13', 'H1WP3', 'H2GH31', 'H1TO50', 'H2PF33', 'H1TO3', 'H1WP7', 'H2ED5', 'H2ED14', 'S45A', 'H1IR3', 'H2FV5', 'H1PF26', 'S60M', 'H1GH52', 'H2GH24', 'H1WP5', 'H2FV6', 'H2FS19', 'H1TO9', 'H1FS6', 'H2FV1', 'H1FS4', 'H2DS14', 'H1WP6', 'H1DS6', 'H2TO15', 'H2PF25', 'H2DS12', 'H1DS9', 'H1GH22', 'H2PF14'],29,59,30
170,0.7132701421800948,['H1ED18', 'H1FS10', 'S60M', 'H2ED3', 'H2FS8', 'H1ED24', 'PC40', 'H2WP13', 'H2DS13', 'H1WP3', 'H2GH31', 'H1TO50', 'H2PF33', 'H1TO3', 'H1WP7', 'H2ED5', 'H2ED14', 'S45A', 'H1IR3', 'H2FV5', 'H1PF26', 'S60M', 'H1GH52', 'H2GH24', 'H1WP5', 'H2FV6', 'H2FS19', 'H1TO9', 'H1FS6', 'H2FV1', 'H1FS4', 'H2DS14', 'H1WP6', 'H1DS6', 'H2TO15', 'H2PF25', 'H2DS12', 'H1DS9', 'H1GH22', 'H2PF14'],29,59,30
171,0.7132701421800948,['H1ED18', 'H1FS10', 'S60M', 'H2ED3', 'H2FS8', 'H1ED24', 'PC40', 'H2WP13', 'H2DS13', 'H1WP3', 'H2GH31', 'H1TO50', 'H2PF33', 'H1TO3', 'H1WP7', 'H2ED5', 'H2ED14', 'S45A', 'H1IR3', 'H2FV5', 'H1PF26', 'S60M', 'H1GH52', 'H2GH24', 'H1WP5', 'H2FV6', 'H2FS19', 'H1TO9', 'H1FS6', 'H2FV1', 'H1FS4', 'H2DS14', 'H1WP6', 'H1DS6', 'H2TO15', 'H2PF25', 'H2DS12', 'H1DS9', 'H1GH22', 'H2PF14'],29,59,30
172,0.7132701421800948,['H1ED18', 'H1FS10', 'S60M', 'H2ED3', 'H2FS8', 'H1ED24', 'PC40', 'H2WP13', 'H2DS13', 'H1WP3', 'H2GH31', 'H1TO50', 'H2PF33', 'H1TO3', 'H1WP7', 'H2ED5', 'H2ED14', 'S45A', 'H1IR3', 'H2FV5', 'H1PF26', 'S60M', 'H1GH52', 'H2GH24', 'H1WP5', 'H2FV6', 'H2FS19', 'H1TO9', 'H1FS6', 'H2FV1', 'H1FS4', 'H2DS14', 'H1WP6', 'H1DS6', 'H2TO15', 'H2PF25', 'H2DS12', 'H1DS9', 'H1GH22', 'H2PF14'],29,59,30
173,0.7138625592417062,['H1ED18', 'H1FS10', 'S60M', 'H2ED3', 'H2FS8', 'H1ED24', 'PC40', 'H1TO1', 'H2DS13', 'H1WP3', 'H2GH31', 'H1TO50', 'H2PF33', 'H1TO3', 'H1WP7', 'H2ED5', 'H2ED14', 'S45A', 'H1IR3', 'H2FV5', 'H1PF26', 'S60M', 'H1GH52', 'H2GH24', 'H1WP5', 'H2FV6', 'H2FS19', 'H1TO9', 'H1FS6', 'H2FV1', 'H1FS4', 'H2DS14', 'H1WP6', 'H1DS6', 'H2TO15', 'H2PF25', 'H2DS12', 'H1DS9', 'H1GH22', 'H2PF14'],27,60,28
174,0.7138625592417062,['H1ED18', 'H1FS10', 'S60M', 'H2ED3', 'H2FS8', 'H1ED24', 'PC40', 'H1TO1', 'H2DS13', 'H1WP3', 'H2GH31', 'H1TO50', 'H2PF33', 'H1TO3', 'H1WP7', 'H2ED5', 'H2ED14', 'S45A', 'H1IR3', 'H2FV5', 'H1PF26', 'S60M', 'H1GH52', 'H2GH24', 'H1WP5', 'H2FV6', 'H2FS19', 'H1TO9', 'H1FS6', 'H2FV1', 'H1FS4', 'H2DS14', 'H1WP6', 'H1DS6', 'H2TO15', 'H2PF25', 'H2DS12', 'H1DS9', 'H1GH22', 'H2PF14'],27,60,28
175,0.7144549763033176,['H1ED18', 'H1FS10', 'S60M', 'H2ED3', 'H2FS8', 'H1ED24', 'PC40', 'H1TO1', 'H2DS13', 'H1WP3', 'H2GH31', 'H1TO50', 'H2PF33', 'H1TO3', 'H1WP7', 'H2ED5', 'H2ED14', 'H2DS12', 'H1IR3', 'H2FV5', 'H1PF26', 'S60M', 'H1GH52', 'H2GH24', 'H1WP5', 'H2FV6', 'H2FS19', 'H1TO9', 'H1FS6', 'H2FV1', 'H1FS4', 'H2DS14', 'H1WP6', 'H1DS6', 'H2TO15', 'H2PF25', 'H2DS12', 'H1DS9', 'H1GH22', 'H2PF14'],28,59,29
176,0.7144549763033176,['H1ED18', 'H1FS10', 'S60M', 'H2ED3', 'H2FS8', 'H1ED24', 'PC40', 'H1TO1', 'H2DS13', 'H1WP3', 'H2GH31', 'H1TO50', 'H2PF33', 'H1TO3', 'H1WP7', 'H2ED5', 'H2ED14', 'H2DS12', 'H1IR3', 'H2FV5', 'H1PF26', 'S60M', 'H1GH52', 'H2GH24', 'H1WP5', 'H2FV6', 'H2FS19', 'H1TO9', 'H1FS6', 'H2FV1', 'H1FS4', 'H2DS14', 'H1WP6', 'H1DS6', 'H2TO15', 'H2PF25', 'H2DS12', 'H1DS9', 'H1GH22', 'H2PF14'],28,59,29
177,0.7144549763033176,['H1ED18', 'H1FS10', 'S60M', 'H2ED3', 'H2FS8', 'H1ED24', 'PC40', 'H1TO1', 'H2DS13', 'H1WP3', 'H2GH31', 'H1TO50', 'H2PF33', 'H1TO3', 'H1WP7', 'H2ED5', 'H2ED14', 'H2DS12', 'H1IR3', 'H2FV5', 'H1PF26', 'S60M', 'H1GH52', 'H2GH24', 'H1WP5', 'H2FV6', 'H2FS19', 'H1TO9', 'H1FS6', 'H2FV1', 'H1FS4', 'H2DS14', 'H1WP6', 'H1DS6', 'H2TO15', 'H2PF25', 'H2DS12', 'H1DS9', 'H1GH22', 'H2PF14'],28,59,29
178,0.7144549763033176,['H1ED18', 'H1FS10', 'S60M', 'H2ED3', 'H2FS8', 'H1ED24', 'PC40', 'H1TO1', 'H2DS13', 'H1WP3', 'H2GH31', 'H1TO50', 'H2PF33', 'H1TO3', 'H1WP7', 'H2ED5', 'H2ED14', 'H2DS12', 'H1IR3', 'H2FV5', 'H1PF26', 'S60M', 'H1GH52', 'H2GH24', 'H1WP5', 'H2FV6', 'H2FS19', 'H1TO9', 'H1FS6', 'H2FV1', 'H1FS4', 'H2DS14', 'H1WP6', 'H1DS6', 'H2TO15', 'H2PF25', 'H2DS12', 'H1DS9', 'H1GH22', 'H2PF14'],28,59,29
179,0.7144549763033176,['H1ED18', 'H1FS10', 'S60M', 'H2ED3', 'H2FS8', 'H1ED24', 'PC40', 'H1TO1', 'H2DS13', 'H1WP3', 'H2GH31', 'H1TO50', 'H2PF33', 'H1TO3', 'H1WP7', 'H2ED5', 'H2ED14', 'H2DS12', 'H1IR3', 'H2FV5', 'H1PF26', 'S60M', 'H1GH52', 'H2GH24', 'H1WP5', 'H2FV6', 'H2FS19', 'H1TO9', 'H1FS6', 'H2FV1', 'H1FS4', 'H2DS14', 'H1WP6', 'H1DS6', 'H2TO15', 'H2PF25', 'H2DS12', 'H1DS9', 'H1GH22', 'H2PF14'],28,59,29
180,0.7144549763033176,['H1ED18', 'H1FS10', 'S60M', 'H2ED3', 'H2FS8', 'H1ED24', 'PC40', 'H1TO1', 'H2DS13', 'H1WP3', 'H2GH31', 'H1TO50', 'H2PF33', 'H1TO3', 'H1WP7', 'H2ED5', 'H2ED14', 'H2DS12', 'H1IR3', 'H2FV5', 'H1PF26', 'S60M', 'H1GH52', 'H2GH24', 'H1WP5', 'H2FV6', 'H2FS19', 'H1TO9', 'H1FS6', 'H2FV1', 'H1FS4', 'H2DS14', 'H1WP6', 'H1DS6', 'H2TO15', 'H2PF25', 'H2DS12', 'H1DS9', 'H1GH22', 'H2PF14'],28,59,29
181,0.7144549763033176,['H1ED18', 'H1FS10', 'S60M', 'H2ED3', 'H2FS8', 'H1ED24', 'PC40', 'H1TO1', 'H2DS13', 'H1WP3', 'H2GH31', 'H1TO50', 'H2PF33', 'H1TO3', 'H1WP7', 'H2ED5', 'H2ED14', 'H2DS12', 'H1IR3', 'H2FV5', 'H1PF26', 'S60M', 'H1GH52', 'H2GH24', 'H1WP5', 'H2FV6', 'H2FS19', 'H1TO9', 'H1FS6', 'H2FV1', 'H1FS4', 'H2DS14', 'H1WP6', 'H1DS6', 'H2TO15', 'H2PF25', 'H2DS12', 'H1DS9', 'H1GH22', 'H2PF14'],28,59,29
182,0.7144549763033176,['H1ED18', 'H1FS10', 'S60M', 'H2ED3', 'H2FS8', 'H1ED24', 'PC40', 'H1TO1', 'H2DS13', 'H1WP3', 'H2GH31', 'H1TO50', 'H2PF33', 'H1TO3', 'H1WP7', 'H2ED5', 'H2ED14', 'H2DS12', 'H1IR3', 'H2FV5', 'H1PF26', 'S60M', 'H1GH52', 'H2GH24', 'H1WP5', 'H2FV6', 'H2FS19', 'H1TO9', 'H1FS6', 'H2FV1', 'H1FS4', 'H2DS14', 'H1WP6', 'H1DS6', 'H2TO15', 'H2PF25', 'H2DS12', 'H1DS9', 'H1GH22', 'H2PF14'],28,59,29
183,0.7162322274881516,['H1ED18', 'H1FS10', 'S60M', 'H2ED3', 'H2FS8', 'H1ED24', 'PC40', 'H1TO1', 'H2DS13', 'H1WP3', 'H2GH31', 'H1TO50', 'H2FS6', 'H1TO3', 'H1WP7', 'H2ED5', 'H2ED14', 'H2DS12', 'H1IR3', 'H2FV5', 'H1PF26', 'S60M', 'H1GH52', 'H2GH24', 'H1WP5', 'H2FV6', 'H2FS19', 'H1TO9', 'H1FS6', 'H2FV1', 'H1FS4', 'H2DS14', 'H1WP6', 'H1DS6', 'H2TO15', 'H2PF25', 'H2DS12', 'H1DS9', 'H1GH22', 'H2PF14'],27,60,29
184,0.7162322274881516,['H1ED18', 'H1FS10', 'S60M', 'H2ED3', 'H2FS8', 'H1ED24', 'PC40', 'H1TO1', 'H2DS13', 'H1WP3', 'H2GH31', 'H1TO50', 'H2FS6', 'H1TO3', 'H1WP7', 'H2ED5', 'H2ED14', 'H2DS12', 'H1IR3', 'H2FV5', 'H1PF26', 'S60M', 'H1GH52', 'H2GH24', 'H1WP5', 'H2FV6', 'H2FS19', 'H1TO9', 'H1FS6', 'H2FV1', 'H1FS4', 'H2DS14', 'H1WP6', 'H1DS6', 'H2TO15', 'H2PF25', 'H2DS12', 'H1DS9', 'H1GH22', 'H2PF14'],27,60,29
185,0.7162322274881516,['H1ED18', 'H1FS10', 'S60M', 'H2ED3', 'H2FS8', 'H1ED24', 'PC40', 'H1TO1', 'H2DS13', 'H1WP3', 'H2GH31', 'H1TO50', 'H2FS6', 'H1TO3', 'H1WP7', 'H2ED5', 'H2ED14', 'H2DS12', 'H1IR3', 'H2FV5', 'H1PF26', 'S60M', 'H1GH52', 'H2GH24', 'H1WP5', 'H2FV6', 'H2FS19', 'H1TO9', 'H1FS6', 'H2FV1', 'H1FS4', 'H2DS14', 'H1WP6', 'H1DS6', 'H2TO15', 'H2PF25', 'H2DS12', 'H1DS9', 'H1GH22', 'H2PF14'],27,60,29
186,0.716824644549763,['H1ED18', 'H1FS10', 'S60M', 'H2ED3', 'H2FS8', 'H1ED24', 'PC40', 'H1TO1', 'H2DS13', 'H1WP3', 'H2GH31', 'H1TO50', 'H2FS6', 'H1TO3', 'H1WP7', 'H2ED5', 'H2ED14', 'H2DS12', 'H1IR3', 'H2FV5', 'H1WP1', 'S60M', 'H1GH52', 'H2GH24', 'H1WP5', 'H2FV6', 'H2FS19', 'H1TO9', 'H1FS6', 'H2FV1', 'H1FS4', 'H2DS14', 'H1WP6', 'H1DS6', 'H2TO15', 'H2PF25', 'H2DS12', 'H1DS9', 'H1GH22', 'H2PF14'],27,60,27
187,0.716824644549763,['H1ED18', 'H1FS10', 'S60M', 'H2ED3', 'H2FS8', 'H1ED24', 'PC40', 'H1TO1', 'H2DS13', 'H1WP3', 'H2GH31', 'H1TO50', 'H2FS6', 'H1TO3', 'H1WP7', 'H2ED5', 'H2ED14', 'H2DS12', 'H1IR3', 'H2FV5', 'H1WP1', 'S60M', 'H1GH52', 'H2GH24', 'H1WP5', 'H2FV6', 'H2FS19', 'H1TO9', 'H1FS6', 'H2FV1', 'H1FS4', 'H2DS14', 'H1WP6', 'H1DS6', 'H2TO15', 'H2PF25', 'H2DS12', 'H1DS9', 'H1GH22', 'H2PF14'],27,60,27
188,0.716824644549763,['H1ED18', 'H1FS10', 'S60M', 'H2ED3', 'H2FS8', 'H1ED24', 'PC40', 'H1TO1', 'H2DS13', 'H1WP3', 'H2GH31', 'H1TO50', 'H2FS6', 'H1TO3', 'H1WP7', 'H2ED5', 'H2ED14', 'H2DS12', 'H1IR3', 'H2FV5', 'H1WP1', 'S60M', 'H1GH52', 'H2GH24', 'H1WP5', 'H2FV6', 'H2FS19', 'H1TO9', 'H1FS6', 'H2FV1', 'H1FS4', 'H2DS14', 'H1WP6', 'H1DS6', 'H2TO15', 'H2PF25', 'H2DS12', 'H1DS9', 'H1GH22', 'H2PF14'],27,60,27
189,0.716824644549763,['H1ED18', 'H1FS10', 'S60M', 'H2ED3', 'H2FS8', 'H1ED24', 'PC40', 'H1TO1', 'H2DS13', 'H1WP3', 'H2GH31', 'H1TO50', 'H2FS6', 'H1TO3', 'H1WP7', 'H2ED5', 'H2ED14', 'H2DS12', 'H1IR3', 'H2FV5', 'H1WP1', 'S60M', 'H1GH52', 'H2GH24', 'H1WP5', 'H2FV6', 'H2FS19', 'H1TO9', 'H1FS6', 'H2FV1', 'H1FS4', 'H2DS14', 'H1WP6', 'H1DS6', 'H2TO15', 'H2PF25', 'H2DS12', 'H1DS9', 'H1GH22', 'H2PF14'],27,60,27
190,0.716824644549763,['H1ED18', 'H1FS10', 'S60M', 'H2ED3', 'H2FS8', 'H1ED24', 'PC40', 'H1TO1', 'H2DS13', 'H1WP3', 'H2GH31', 'H1TO50', 'H2FS6', 'H1TO3', 'H1WP7', 'H2ED5', 'H2ED14', 'H2DS12', 'H1IR3', 'H2FV5', 'H1WP1', 'S60M', 'H1GH52', 'H2GH24', 'H1WP5', 'H2FV6', 'H2FS19', 'H1TO9', 'H1FS6', 'H2FV1', 'H1FS4', 'H2DS14', 'H1WP6', 'H1DS6', 'H2TO15', 'H2PF25', 'H2DS12', 'H1DS9', 'H1GH22', 'H2PF14'],27,60,27
191,0.716824644549763,['H1ED18', 'H1FS10', 'S60M', 'H2ED3', 'H2FS8', 'H1ED24', 'PC40', 'H1TO1', 'H2DS13', 'H1WP3', 'H2GH31', 'H1TO50', 'H2FS6', 'H1TO3', 'H1WP7', 'H2ED5', 'H2ED14', 'H2DS12', 'H1IR3', 'H2FV5', 'H1WP1', 'S60M', 'H1GH52', 'H2GH24', 'H1WP5', 'H2FV6', 'H2FS19', 'H1TO9', 'H1FS6', 'H2FV1', 'H1FS4', 'H2DS14', 'H1WP6', 'H1DS6', 'H2TO15', 'H2PF25', 'H2DS12', 'H1DS9', 'H1GH22', 'H2PF14'],27,60,27
192,0.716824644549763,['H1ED18', 'H1FS10', 'S60M', 'H2ED3', 'H2FS8', 'H1ED24', 'PC40', 'H1TO1', 'H2DS13', 'H1WP3', 'H2GH31', 'H1TO50', 'H2FS6', 'H1TO3', 'H1WP7', 'H2ED5', 'H2ED14', 'H2DS12', 'H1IR3', 'H2FV5', 'H1WP1', 'S60M', 'H1GH52', 'H2GH24', 'H1WP5', 'H2FV6', 'H2FS19', 'H1TO9', 'H1FS6', 'H2FV1', 'H1FS4', 'H2DS14', 'H1WP6', 'H1DS6', 'H2TO15', 'H2PF25', 'H2DS12', 'H1DS9', 'H1GH22', 'H2PF14'],27,60,27
193,0.716824644549763,['H1ED18', 'H1FS10', 'S60M', 'H2ED3', 'H2FS8', 'H1ED24', 'PC40', 'H1TO1', 'H2DS13', 'H1WP3', 'H2GH31', 'H1TO50', 'H2FS6', 'H1TO3', 'H1WP7', 'H2ED5', 'H2ED14', 'H2DS12', 'H1IR3', 'H2FV5', 'H1WP1', 'S60M', 'H1GH52', 'H2GH24', 'H1WP5', 'H2FV6', 'H2FS19', 'H1TO9', 'H1FS6', 'H2FV1', 'H1FS4', 'H2DS14', 'H1WP6', 'H1DS6', 'H2TO15', 'H2PF25', 'H2DS12', 'H1DS9', 'H1GH22', 'H2PF14'],27,60,27
194,0.716824644549763,['H1ED18', 'H1FS10', 'S60M', 'H2ED3', 'H2FS8', 'H1ED24', 'PC40', 'H1TO1', 'H2DS13', 'H1WP3', 'H2GH31', 'H1TO50', 'H2FS6', 'H1TO3', 'H1WP7', 'H2ED5', 'H2ED14', 'H2DS12', 'H1IR3', 'H2FV5', 'H1WP1', 'S60M', 'H1GH52', 'H2GH24', 'H1WP5', 'H2FV6', 'H2FS19', 'H1TO9', 'H1FS6', 'H2FV1', 'H1FS4', 'H2DS14', 'H1WP6', 'H1DS6', 'H2TO15', 'H2PF25', 'H2DS12', 'H1DS9', 'H1GH22', 'H2PF14'],27,60,27
195,0.716824644549763,['H1ED18', 'H1FS10', 'S60M', 'H2ED3', 'H2FS8', 'H1ED24', 'PC40', 'H1TO1', 'H2DS13', 'H1WP3', 'H2GH31', 'H1TO50', 'H2FS6', 'H1TO3', 'H1WP7', 'H2ED5', 'H2ED14', 'H2DS12', 'H1IR3', 'H2FV5', 'H1WP1', 'S60M', 'H1GH52', 'H2GH24', 'H1WP5', 'H2FV6', 'H2FS19', 'H1TO9', 'H1FS6', 'H2FV1', 'H1FS4', 'H2DS14', 'H1WP6', 'H1DS6', 'H2TO15', 'H2PF25', 'H2DS12', 'H1DS9', 'H1GH22', 'H2PF14'],27,60,27
196,0.716824644549763,['H1ED18', 'H1FS10', 'S60M', 'H2ED3', 'H2FS8', 'H1ED24', 'PC40', 'H1TO1', 'H2DS13', 'H1WP3', 'H2GH31', 'H1TO50', 'H2FS6', 'H1TO3', 'H1WP7', 'H2ED5', 'H2ED14', 'H2DS12', 'H1IR3', 'H2FV5', 'H1WP1', 'S60M', 'H1GH52', 'H2GH24', 'H1WP5', 'H2FV6', 'H2FS19', 'H1TO9', 'H1FS6', 'H2FV1', 'H1FS4', 'H2DS14', 'H1WP6', 'H1DS6', 'H2TO15', 'H2PF25', 'H2DS12', 'H1DS9', 'H1GH22', 'H2PF14'],27,60,27
197,0.716824644549763,['H1ED18', 'H1FS10', 'S60M', 'H2ED3', 'H2FS8', 'H1ED24', 'PC40', 'H1TO1', 'H2DS13', 'H1WP3', 'H2GH31', 'H1TO50', 'H2FS6', 'H1TO3', 'H1WP7', 'H2ED5', 'H2ED14', 'H2DS12', 'H1IR3', 'H2FV5', 'H1WP1', 'S60M', 'H1GH52', 'H2GH24', 'H1WP5', 'H2FV6', 'H2FS19', 'H1TO9', 'H1FS6', 'H2FV1', 'H1FS4', 'H2DS14', 'H1WP6', 'H1DS6', 'H2TO15', 'H2PF25', 'H2DS12', 'H1DS9', 'H1GH22', 'H2PF14'],27,60,27
198,0.716824644549763,['H1ED18', 'H1FS10', 'S60M', 'H2ED3', 'H2FS8', 'H1ED24', 'PC40', 'H1TO1', 'H2DS13', 'H1WP3', 'H2GH31', 'H1TO50', 'H2FS6', 'H1TO3', 'H1WP7', 'H2ED5', 'H2ED14', 'H2DS12', 'H1IR3', 'H2FV5', 'H1WP1', 'S60M', 'H1GH52', 'H2GH24', 'H1WP5', 'H2FV6', 'H2FS19', 'H1TO9', 'H1FS6', 'H2FV1', 'H1FS4', 'H2DS14', 'H1WP6', 'H1DS6', 'H2TO15', 'H2PF25', 'H2DS12', 'H1DS9', 'H1GH22', 'H2PF14'],27,60,27
199,0.716824644549763,['H1ED18', 'H1FS10', 'S60M', 'H2ED3', 'H2FS8', 'H1ED24', 'PC40', 'H1TO1', 'H2DS13', 'H1WP3', 'H2GH31', 'H1TO50', 'H2FS6', 'H1TO3', 'H1WP7', 'H2ED5', 'H2ED14', 'H2DS12', 'H1IR3', 'H2FV5', 'H1WP1', 'S60M', 'H1GH52', 'H2GH24', 'H1WP5', 'H2FV6', 'H2FS19', 'H1TO9', 'H1FS6', 'H2FV1', 'H1FS4', 'H2DS14', 'H1WP6', 'H1DS6', 'H2TO15', 'H2PF25', 'H2DS12', 'H1DS9', 'H1GH22', 'H2PF14'],27,60,27
200,0.716824644549763,['H1ED18', 'H1FS10', 'S60M', 'H2ED3', 'H2FS8', 'H1ED24', 'PC40', 'H1TO1', 'H2DS13', 'H1WP3', 'H2GH31', 'H1TO50', 'H2FS6', 'H1TO3', 'H1WP7', 'H2ED5', 'H2ED14', 'H2DS12', 'H1IR3', 'H2FV5', 'H1WP1', 'S60M', 'H1GH52', 'H2GH24', 'H1WP5', 'H2FV6', 'H2FS19', 'H1TO9', 'H1FS6', 'H2FV1', 'H1FS4', 'H2DS14', 'H1WP6', 'H1DS6', 'H2TO15', 'H2PF25', 'H2DS12', 'H1DS9', 'H1GH22', 'H2PF14'],27,60,27
201,0.716824644549763,['H1ED18', 'H1FS10', 'S60M', 'H2ED3', 'H2FS8', 'H1ED24', 'PC40', 'H1TO1', 'H2DS13', 'H1WP3', 'H2GH31', 'H1TO50', 'H2FS6', 'H1TO3', 'H1WP7', 'H2ED5', 'H2ED14', 'H2DS12', 'H1IR3', 'H2FV5', 'H1WP1', 'S60M', 'H1GH52', 'H2GH24', 'H1WP5', 'H2FV6', 'H2FS19', 'H1TO9', 'H1FS6', 'H2FV1', 'H1FS4', 'H2DS14', 'H1WP6', 'H1DS6', 'H2TO15', 'H2PF25', 'H2DS12', 'H1DS9', 'H1GH22', 'H2PF14'],27,60,27
