curr_gen,fitness,genome,min_samples_leaf,min_samples_split,max_features
280,0.7268957345971564,['H1DS8', 'H2PR3', 'H2FV5', 'H2FS12', 'H2PF14', 'H1WP4', 'H2FS11', 'H2WP14', 'H2PF10', 'H2PF34', 'H2PF35', 'H1DS9', 'H2FV1', 'H1DS9', 'H1PF35', 'H1FS7', 'H2FS17', 'H2DS14', 'H2FS1', 'H1FS13', 'H2ED16', 'H1GH19', 'H2PF32', 'H1WP3', 'H1SE4', 'S62M', 'H1FS11', 'H1PF1', 'H1TO3', 'H2WP5', 'H1GH22', 'H1FS4', 'H1FS8', 'H1RM14', 'H1FS18'],15,91,19
281,0.7268957345971564,['H1DS8', 'H2PR3', 'H2FV5', 'H2FS12', 'H2PF14', 'H1WP4', 'H2FS11', 'H2WP14', 'H2PF10', 'H2PF34', 'H2PF35', 'H1DS9', 'H2FV1', 'H1DS9', 'H1PF35', 'H1FS7', 'H2FS17', 'H2DS14', 'H2FS1', 'H1FS13', 'H2ED16', 'H1GH19', 'H2PF32', 'H1WP3', 'H1SE4', 'S62M', 'H1FS11', 'H1PF1', 'H1TO3', 'H2WP5', 'H1GH22', 'H1FS4', 'H1FS8', 'H1RM14', 'H1FS18'],15,91,19
282,0.7268957345971564,['H1DS8', 'H2PR3', 'H2FV5', 'H2FS12', 'H2PF14', 'H1WP4', 'H2FS11', 'H2WP14', 'H2PF10', 'H2PF34', 'H2PF35', 'H1DS9', 'H2FV1', 'H1DS9', 'H1PF35', 'H1FS7', 'H2FS17', 'H2DS14', 'H2FS1', 'H1FS13', 'H2ED16', 'H1GH19', 'H2PF32', 'H1WP3', 'H1SE4', 'S62M', 'H1FS11', 'H1PF1', 'H1TO3', 'H2WP5', 'H1GH22', 'H1FS4', 'H1FS8', 'H1RM14', 'H1FS18'],15,91,19
283,0.7268957345971564,['H1DS8', 'H2PR3', 'H2FV5', 'H2FS12', 'H2PF14', 'H1WP4', 'H2FS11', 'H2WP14', 'H2PF10', 'H2PF34', 'H2PF35', 'H1DS9', 'H2FV1', 'H1DS9', 'H1PF35', 'H1FS7', 'H2FS17', 'H2DS14', 'H2FS1', 'H1FS13', 'H2ED16', 'H1GH19', 'H2PF32', 'H1WP3', 'H1SE4', 'S62M', 'H1FS11', 'H1PF1', 'H1TO3', 'H2WP5', 'H1GH22', 'H1FS4', 'H1FS8', 'H1RM14', 'H1FS18'],15,91,19
284,0.7268957345971564,['H1DS8', 'H2PR3', 'H2FV5', 'H2FS12', 'H2PF14', 'H1WP4', 'H2FS11', 'H2WP14', 'H2PF10', 'H2PF34', 'H2PF35', 'H1DS9', 'H2FV1', 'H1DS9', 'H1PF35', 'H1FS7', 'H2FS17', 'H2DS14', 'H2FS1', 'H1FS13', 'H2ED16', 'H1GH19', 'H2PF32', 'H1WP3', 'H1SE4', 'S62M', 'H1FS11', 'H1PF1', 'H1TO3', 'H2WP5', 'H1GH22', 'H1FS4', 'H1FS8', 'H1RM14', 'H1FS18'],15,91,19
285,0.7268957345971564,['H1DS8', 'H2PR3', 'H2FV5', 'H2FS12', 'H2PF14', 'H1WP4', 'H2FS11', 'H2WP14', 'H2PF10', 'H2PF34', 'H2PF35', 'H1DS9', 'H2FV1', 'H1DS9', 'H1PF35', 'H1FS7', 'H2FS17', 'H2DS14', 'H2FS1', 'H1FS13', 'H2ED16', 'H1GH19', 'H2PF32', 'H1WP3', 'H1SE4', 'S62M', 'H1FS11', 'H1PF1', 'H1TO3', 'H2WP5', 'H1GH22', 'H1FS4', 'H1FS8', 'H1RM14', 'H1FS18'],15,91,19
286,0.7268957345971564,['H1DS8', 'H2PR3', 'H2FV5', 'H2FS12', 'H2PF14', 'H1WP4', 'H2FS11', 'H2WP14', 'H2PF10', 'H2PF34', 'H2PF35', 'H1DS9', 'H2FV1', 'H1DS9', 'H1PF35', 'H1FS7', 'H2FS17', 'H2DS14', 'H2FS1', 'H1FS13', 'H2ED16', 'H1GH19', 'H2PF32', 'H1WP3', 'H1SE4', 'S62M', 'H1FS11', 'H1PF1', 'H1TO3', 'H2WP5', 'H1GH22', 'H1FS4', 'H1FS8', 'H1RM14', 'H1FS18'],15,91,19
287,0.7268957345971564,['H1DS8', 'H2PR3', 'H2FV5', 'H2FS12', 'H2PF14', 'H1WP4', 'H2FS11', 'H2WP14', 'H2PF10', 'H2PF34', 'H2PF35', 'H1DS9', 'H2FV1', 'H1DS9', 'H1PF35', 'H1FS7', 'H2FS17', 'H2DS14', 'H2FS1', 'H1FS13', 'H2ED16', 'H1GH19', 'H2PF32', 'H1WP3', 'H1SE4', 'S62M', 'H1FS11', 'H1PF1', 'H1TO3', 'H2WP5', 'H1GH22', 'H1FS4', 'H1FS8', 'H1RM14', 'H1FS18'],15,91,19
288,0.7268957345971564,['H1DS8', 'H2PR3', 'H2FV5', 'H2FS12', 'H2PF14', 'H1WP4', 'H2FS11', 'H2WP14', 'H2PF10', 'H2PF34', 'H2PF35', 'H1DS9', 'H2FV1', 'H1DS9', 'H1PF35', 'H1FS7', 'H2FS17', 'H2DS14', 'H2FS1', 'H1FS13', 'H2ED16', 'H1GH19', 'H2PF32', 'H1WP3', 'H1SE4', 'S62M', 'H1FS11', 'H1PF1', 'H1TO3', 'H2WP5', 'H1GH22', 'H1FS4', 'H1FS8', 'H1RM14', 'H1FS18'],15,91,19
289,0.7268957345971564,['H1DS8', 'H2PR3', 'H2FV5', 'H2FS12', 'H2PF14', 'H1WP4', 'H2FS11', 'H2WP14', 'H2PF10', 'H2PF34', 'H2PF35', 'H1DS9', 'H2FV1', 'H1DS9', 'H1PF35', 'H1FS7', 'H2FS17', 'H2DS14', 'H2FS1', 'H1FS13', 'H2ED16', 'H1GH19', 'H2PF32', 'H1WP3', 'H1SE4', 'S62M', 'H1FS11', 'H1PF1', 'H1TO3', 'H2WP5', 'H1GH22', 'H1FS4', 'H1FS8', 'H1RM14', 'H1FS18'],15,91,19
290,0.7268957345971564,['H1DS8', 'H2PR3', 'H2FV5', 'H2FS12', 'H2PF14', 'H1WP4', 'H2FS11', 'H2WP14', 'H2PF10', 'H2PF34', 'H2PF35', 'H1DS9', 'H2FV1', 'H1DS9', 'H1PF35', 'H1FS7', 'H2FS17', 'H2DS14', 'H2FS1', 'H1FS13', 'H2ED16', 'H1GH19', 'H2PF32', 'H1WP3', 'H1SE4', 'S62M', 'H1FS11', 'H1PF1', 'H1TO3', 'H2WP5', 'H1GH22', 'H1FS4', 'H1FS8', 'H1RM14', 'H1FS18'],15,91,19
291,0.7268957345971564,['H1DS8', 'H2PR3', 'H2FV5', 'H2FS12', 'H2PF14', 'H1WP4', 'H2FS11', 'H2WP14', 'H2PF10', 'H2PF34', 'H2PF35', 'H1DS9', 'H2FV1', 'H1DS9', 'H1PF35', 'H1FS7', 'H2FS17', 'H2DS14', 'H2FS1', 'H1FS13', 'H2ED16', 'H1GH19', 'H2PF32', 'H1WP3', 'H1SE4', 'S62M', 'H1FS11', 'H1PF1', 'H1TO3', 'H2WP5', 'H1GH22', 'H1FS4', 'H1FS8', 'H1RM14', 'H1FS18'],15,91,19
292,0.7268957345971564,['H1DS8', 'H2PR3', 'H2FV5', 'H2FS12', 'H2PF14', 'H1WP4', 'H2FS11', 'H2WP14', 'H2PF10', 'H2PF34', 'H2PF35', 'H1DS9', 'H2FV1', 'H1DS9', 'H1PF35', 'H1FS7', 'H2FS17', 'H2DS14', 'H2FS1', 'H1FS13', 'H2ED16', 'H1GH19', 'H2PF32', 'H1WP3', 'H1SE4', 'S62M', 'H1FS11', 'H1PF1', 'H1TO3', 'H2WP5', 'H1GH22', 'H1FS4', 'H1FS8', 'H1RM14', 'H1FS18'],15,91,19
293,0.7268957345971564,['H1DS8', 'H2PR3', 'H2FV5', 'H2FS12', 'H2PF14', 'H1WP4', 'H2FS11', 'H2WP14', 'H2PF10', 'H2PF34', 'H2PF35', 'H1DS9', 'H2FV1', 'H1DS9', 'H1PF35', 'H1FS7', 'H2FS17', 'H2DS14', 'H2FS1', 'H1FS13', 'H2ED16', 'H1GH19', 'H2PF32', 'H1WP3', 'H1SE4', 'S62M', 'H1FS11', 'H1PF1', 'H1TO3', 'H2WP5', 'H1GH22', 'H1FS4', 'H1FS8', 'H1RM14', 'H1FS18'],15,91,19
294,0.7268957345971564,['H1DS8', 'H2PR3', 'H2FV5', 'H2FS12', 'H2PF14', 'H1WP4', 'H2FS11', 'H2WP14', 'H2PF10', 'H2PF34', 'H2PF35', 'H1DS9', 'H2FV1', 'H1DS9', 'H1PF35', 'H1FS7', 'H2FS17', 'H2DS14', 'H2FS1', 'H1FS13', 'H2ED16', 'H1GH19', 'H2PF32', 'H1WP3', 'H1SE4', 'S62M', 'H1FS11', 'H1PF1', 'H1TO3', 'H2WP5', 'H1GH22', 'H1FS4', 'H1FS8', 'H1RM14', 'H1FS18'],15,91,19
295,0.7268957345971564,['H1DS8', 'H2PR3', 'H2FV5', 'H2FS12', 'H2PF14', 'H1WP4', 'H2FS11', 'H2WP14', 'H2PF10', 'H2PF34', 'H2PF35', 'H1DS9', 'H2FV1', 'H1DS9', 'H1PF35', 'H1FS7', 'H2FS17', 'H2DS14', 'H2FS1', 'H1FS13', 'H2ED16', 'H1GH19', 'H2PF32', 'H1WP3', 'H1SE4', 'S62M', 'H1FS11', 'H1PF1', 'H1TO3', 'H2WP5', 'H1GH22', 'H1FS4', 'H1FS8', 'H1RM14', 'H1FS18'],15,91,19
296,0.7268957345971564,['H1DS8', 'H2PR3', 'H2FV5', 'H2FS12', 'H2PF14', 'H1WP4', 'H2FS11', 'H2WP14', 'H2PF10', 'H2PF34', 'H2PF35', 'H1DS9', 'H2FV1', 'H1DS9', 'H1PF35', 'H1FS7', 'H2FS17', 'H2DS14', 'H2FS1', 'H1FS13', 'H2ED16', 'H1GH19', 'H2PF32', 'H1WP3', 'H1SE4', 'S62M', 'H1FS11', 'H1PF1', 'H1TO3', 'H2WP5', 'H1GH22', 'H1FS4', 'H1FS8', 'H1RM14', 'H1FS18'],15,91,19
297,0.7268957345971564,['H1DS8', 'H2PR3', 'H2FV5', 'H2FS12', 'H2PF14', 'H1WP4', 'H2FS11', 'H2WP14', 'H2PF10', 'H2PF34', 'H2PF35', 'H1DS9', 'H2FV1', 'H1DS9', 'H1PF35', 'H1FS7', 'H2FS17', 'H2DS14', 'H2FS1', 'H1FS13', 'H2ED16', 'H1GH19', 'H2PF32', 'H1WP3', 'H1SE4', 'S62M', 'H1FS11', 'H1PF1', 'H1TO3', 'H2WP5', 'H1GH22', 'H1FS4', 'H1FS8', 'H1RM14', 'H1FS18'],15,91,19
298,0.7280805687203792,['H2WP14', 'H2TO30', 'H1GH18', 'H1FS12', 'H2WP9', 'H2PF9', 'H1PF8', 'H2WP3', 'H1FS13', 'H1DS5', 'S60L', 'H1GH21', 'H2WP7', 'H1PF26', 'H2TO27', 'S60O', 'S62O', 'H2PF13', 'H1FS16', 'H2TO15', 'H1PF31', 'H2GH25', 'H1FS7', 'H2ED17', 'H1TO3', 'H1FS10', 'H2DS7', 'H2FV5', 'H2PF33', 'H1FS6', 'H2DS11', 'H1ED16', 'H1TO50', 'H2PR3', 'H1ED18'],81,37,12
299,0.7280805687203792,['H2WP14', 'H2TO30', 'H1GH18', 'H1FS12', 'H2WP9', 'H2PF9', 'H1PF8', 'H2WP3', 'H1FS13', 'H1DS5', 'S60L', 'H1GH21', 'H2WP7', 'H1PF26', 'H2TO27', 'S60O', 'S62O', 'H2PF13', 'H1FS16', 'H2TO15', 'H1PF31', 'H2GH25', 'H1FS7', 'H2ED17', 'H1TO3', 'H1FS10', 'H2DS7', 'H2FV5', 'H2PF33', 'H1FS6', 'H2DS11', 'H1ED16', 'H1TO50', 'H2PR3', 'H1ED18'],81,37,12
