curr_gen,fitness,genome,min_samples_leaf,min_samples_split,max_features
26,0.7002369668246445,['H2FV3', 'H2FS9', 'H2PF10', 'H2PF30', 'H2FS1', 'H2ED13', 'H2TO26', 'H2PF7', 'H1PF16', 'H2WP3', 'H2FS2', 'H2GH31', 'H1DS9', 'H1DS15', 'H2WP14', 'H1PF16', 'H1RF14', 'H2DS10', 'S62R', 'H1TS3', 'H2PF22', 'H1ED15', 'H2PF9', 'H1PF31', 'H2WP7', 'H2TO30', 'H1GH22', 'H1WP5', 'H2PF21', 'H2DS11', 'PC40', 'H2GH45', 'H1PF4', 'H2DS6', 'H1DS6', 'H1DS5', 'H2SE4', 'H1TO50', 'PA21', 'H1FS5', 'H1PF14', 'H2FS14', 'H2PF32', 'H2FS18', 'H2DS1', 'H1PF32', 'H1PF15', 'H1WP3', 'H1GH18', 'H2GH27', 'H1FS13', 'H2DS5', 'H2FS15', 'H2GH30', 'H2TO1', 'H2FS8', 'PA56', 'H1DS9', 'H1FS14', 'H1ED16', 'H2PF24', 'H1WP4', 'H1TO3', 'H1TO9', 'H2ED12'],42,46,54
27,0.7002369668246445,['H2FV3', 'H2FS9', 'H2PF10', 'H2PF30', 'H2FS1', 'H2ED13', 'H2TO26', 'H2PF7', 'H1PF16', 'H2WP3', 'H2FS2', 'H2GH31', 'H1DS9', 'H1DS15', 'H2WP14', 'H1PF16', 'H1RF14', 'H2DS10', 'S62R', 'H1TS3', 'H2PF22', 'H1ED15', 'H2PF9', 'H1PF31', 'H2WP7', 'H2TO30', 'H1GH22', 'H1WP5', 'H2PF21', 'H2DS11', 'PC40', 'H2GH45', 'H1PF4', 'H2DS6', 'H1DS6', 'H1DS5', 'H2SE4', 'H1TO50', 'PA21', 'H1FS5', 'H1PF14', 'H2FS14', 'H2PF32', 'H2FS18', 'H2DS1', 'H1PF32', 'H1PF15', 'H1WP3', 'H1GH18', 'H2GH27', 'H1FS13', 'H2DS5', 'H2FS15', 'H2GH30', 'H2TO1', 'H2FS8', 'PA56', 'H1DS9', 'H1FS14', 'H1ED16', 'H2PF24', 'H1WP4', 'H1TO3', 'H1TO9', 'H2ED12'],42,46,54
28,0.7002369668246445,['H2FV3', 'H2FS9', 'H2PF10', 'H2PF30', 'H2FS1', 'H2ED13', 'H2TO26', 'H2PF7', 'H1PF16', 'H2WP3', 'H2FS2', 'H2GH31', 'H1DS9', 'H1DS15', 'H2WP14', 'H1PF16', 'H1RF14', 'H2DS10', 'S62R', 'H1TS3', 'H2PF22', 'H1ED15', 'H2PF9', 'H1PF31', 'H2WP7', 'H2TO30', 'H1GH22', 'H1WP5', 'H2PF21', 'H2DS11', 'PC40', 'H2GH45', 'H1PF4', 'H2DS6', 'H1DS6', 'H1DS5', 'H2SE4', 'H1TO50', 'PA21', 'H1FS5', 'H1PF14', 'H2FS14', 'H2PF32', 'H2FS18', 'H2DS1', 'H1PF32', 'H1PF15', 'H1WP3', 'H1GH18', 'H2GH27', 'H1FS13', 'H2DS5', 'H2FS15', 'H2GH30', 'H2TO1', 'H2FS8', 'PA56', 'H1DS9', 'H1FS14', 'H1ED16', 'H2PF24', 'H1WP4', 'H1TO3', 'H1TO9', 'H2ED12'],42,46,54
29,0.7002369668246445,['H2FV3', 'H2FS9', 'H2PF10', 'H2PF30', 'H2FS1', 'H2ED13', 'H2TO26', 'H2PF7', 'H1PF16', 'H2WP3', 'H2FS2', 'H2GH31', 'H1DS9', 'H1DS15', 'H2WP14', 'H1PF16', 'H1RF14', 'H2DS10', 'S62R', 'H1TS3', 'H2PF22', 'H1ED15', 'H2PF9', 'H1PF31', 'H2WP7', 'H2TO30', 'H1GH22', 'H1WP5', 'H2PF21', 'H2DS11', 'PC40', 'H2GH45', 'H1PF4', 'H2DS6', 'H1DS6', 'H1DS5', 'H2SE4', 'H1TO50', 'PA21', 'H1FS5', 'H1PF14', 'H2FS14', 'H2PF32', 'H2FS18', 'H2DS1', 'H1PF32', 'H1PF15', 'H1WP3', 'H1GH18', 'H2GH27', 'H1FS13', 'H2DS5', 'H2FS15', 'H2GH30', 'H2TO1', 'H2FS8', 'PA56', 'H1DS9', 'H1FS14', 'H1ED16', 'H2PF24', 'H1WP4', 'H1TO3', 'H1TO9', 'H2ED12'],42,46,54
30,0.7002369668246445,['H2FV3', 'H2FS9', 'H2PF10', 'H2PF30', 'H2FS1', 'H2ED13', 'H2TO26', 'H2PF7', 'H1PF16', 'H2WP3', 'H2FS2', 'H2GH31', 'H1DS9', 'H1DS15', 'H2WP14', 'H1PF16', 'H1RF14', 'H2DS10', 'S62R', 'H1TS3', 'H2PF22', 'H1ED15', 'H2PF9', 'H1PF31', 'H2WP7', 'H2TO30', 'H1GH22', 'H1WP5', 'H2PF21', 'H2DS11', 'PC40', 'H2GH45', 'H1PF4', 'H2DS6', 'H1DS6', 'H1DS5', 'H2SE4', 'H1TO50', 'PA21', 'H1FS5', 'H1PF14', 'H2FS14', 'H2PF32', 'H2FS18', 'H2DS1', 'H1PF32', 'H1PF15', 'H1WP3', 'H1GH18', 'H2GH27', 'H1FS13', 'H2DS5', 'H2FS15', 'H2GH30', 'H2TO1', 'H2FS8', 'PA56', 'H1DS9', 'H1FS14', 'H1ED16', 'H2PF24', 'H1WP4', 'H1TO3', 'H1TO9', 'H2ED12'],42,46,54
31,0.7002369668246445,['H2FV3', 'H2FS9', 'H2PF10', 'H2PF30', 'H2FS1', 'H2ED13', 'H2TO26', 'H2PF7', 'H1PF16', 'H2WP3', 'H2FS2', 'H2GH31', 'H1DS9', 'H1DS15', 'H2WP14', 'H1PF16', 'H1RF14', 'H2DS10', 'S62R', 'H1TS3', 'H2PF22', 'H1ED15', 'H2PF9', 'H1PF31', 'H2WP7', 'H2TO30', 'H1GH22', 'H1WP5', 'H2PF21', 'H2DS11', 'PC40', 'H2GH45', 'H1PF4', 'H2DS6', 'H1DS6', 'H1DS5', 'H2SE4', 'H1TO50', 'PA21', 'H1FS5', 'H1PF14', 'H2FS14', 'H2PF32', 'H2FS18', 'H2DS1', 'H1PF32', 'H1PF15', 'H1WP3', 'H1GH18', 'H2GH27', 'H1FS13', 'H2DS5', 'H2FS15', 'H2GH30', 'H2TO1', 'H2FS8', 'PA56', 'H1DS9', 'H1FS14', 'H1ED16', 'H2PF24', 'H1WP4', 'H1TO3', 'H1TO9', 'H2ED12'],42,46,54
32,0.7002369668246445,['H2FV3', 'H2FS9', 'H2PF10', 'H2PF30', 'H2FS1', 'H2ED13', 'H2TO26', 'H2PF7', 'H1PF16', 'H2WP3', 'H2FS2', 'H2GH31', 'H1DS9', 'H1DS15', 'H2WP14', 'H1PF16', 'H1RF14', 'H2DS10', 'S62R', 'H1TS3', 'H2PF22', 'H1ED15', 'H2PF9', 'H1PF31', 'H2WP7', 'H2TO30', 'H1GH22', 'H1WP5', 'H2PF21', 'H2DS11', 'PC40', 'H2GH45', 'H1PF4', 'H2DS6', 'H1DS6', 'H1DS5', 'H2SE4', 'H1TO50', 'PA21', 'H1FS5', 'H1PF14', 'H2FS14', 'H2PF32', 'H2FS18', 'H2DS1', 'H1PF32', 'H1PF15', 'H1WP3', 'H1GH18', 'H2GH27', 'H1FS13', 'H2DS5', 'H2FS15', 'H2GH30', 'H2TO1', 'H2FS8', 'PA56', 'H1DS9', 'H1FS14', 'H1ED16', 'H2PF24', 'H1WP4', 'H1TO3', 'H1TO9', 'H2ED12'],42,46,54
33,0.7002369668246445,['H2FV3', 'H2FS9', 'H2PF10', 'H2PF30', 'H2FS1', 'H2ED13', 'H2TO26', 'H2PF7', 'H1PF16', 'H2WP3', 'H2FS2', 'H2GH31', 'H1DS9', 'H1DS15', 'H2WP14', 'H1PF16', 'H1RF14', 'H2DS10', 'S62R', 'H1TS3', 'H2PF22', 'H1ED15', 'H2PF9', 'H1PF31', 'H2WP7', 'H2TO30', 'H1GH22', 'H1WP5', 'H2PF21', 'H2DS11', 'PC40', 'H2GH45', 'H1PF4', 'H2DS6', 'H1DS6', 'H1DS5', 'H2SE4', 'H1TO50', 'PA21', 'H1FS5', 'H1PF14', 'H2FS14', 'H2PF32', 'H2FS18', 'H2DS1', 'H1PF32', 'H1PF15', 'H1WP3', 'H1GH18', 'H2GH27', 'H1FS13', 'H2DS5', 'H2FS15', 'H2GH30', 'H2TO1', 'H2FS8', 'PA56', 'H1DS9', 'H1FS14', 'H1ED16', 'H2PF24', 'H1WP4', 'H1TO3', 'H1TO9', 'H2ED12'],42,46,54
34,0.7002369668246445,['H2FV3', 'H2FS9', 'H2PF10', 'H2PF30', 'H2FS1', 'H2ED13', 'H2TO26', 'H2PF7', 'H1PF16', 'H2WP3', 'H2FS2', 'H2GH31', 'H1DS9', 'H1DS15', 'H2WP14', 'H1PF16', 'H1RF14', 'H2DS10', 'S62R', 'H1TS3', 'H2PF22', 'H1ED15', 'H2PF9', 'H1PF31', 'H2WP7', 'H2TO30', 'H1GH22', 'H1WP5', 'H2PF21', 'H2DS11', 'PC40', 'H2GH45', 'H1PF4', 'H2DS6', 'H1DS6', 'H1DS5', 'H2SE4', 'H1TO50', 'PA21', 'H1FS5', 'H1PF14', 'H2FS14', 'H2PF32', 'H2FS18', 'H2DS1', 'H1PF32', 'H1PF15', 'H1WP3', 'H1GH18', 'H2GH27', 'H1FS13', 'H2DS5', 'H2FS15', 'H2GH30', 'H2TO1', 'H2FS8', 'PA56', 'H1DS9', 'H1FS14', 'H1ED16', 'H2PF24', 'H1WP4', 'H1TO3', 'H1TO9', 'H2ED12'],42,46,54
35,0.7002369668246445,['H2FV3', 'H2FS9', 'H2PF10', 'H2PF30', 'H2FS1', 'H2ED13', 'H2TO26', 'H2PF7', 'H1PF16', 'H2WP3', 'H2FS2', 'H2GH31', 'H1DS9', 'H1DS15', 'H2WP14', 'H1PF16', 'H1RF14', 'H2DS10', 'S62R', 'H1TS3', 'H2PF22', 'H1ED15', 'H2PF9', 'H1PF31', 'H2WP7', 'H2TO30', 'H1GH22', 'H1WP5', 'H2PF21', 'H2DS11', 'PC40', 'H2GH45', 'H1PF4', 'H2DS6', 'H1DS6', 'H1DS5', 'H2SE4', 'H1TO50', 'PA21', 'H1FS5', 'H1PF14', 'H2FS14', 'H2PF32', 'H2FS18', 'H2DS1', 'H1PF32', 'H1PF15', 'H1WP3', 'H1GH18', 'H2GH27', 'H1FS13', 'H2DS5', 'H2FS15', 'H2GH30', 'H2TO1', 'H2FS8', 'PA56', 'H1DS9', 'H1FS14', 'H1ED16', 'H2PF24', 'H1WP4', 'H1TO3', 'H1TO9', 'H2ED12'],42,46,54
36,0.7014218009478673,['H2FV3', 'H2FS9', 'H2PF10', 'H2PF30', 'H2FS1', 'H2ED13', 'H2TO26', 'H2PF7', 'H1PF16', 'H2WP3', 'H2FS2', 'H2GH31', 'H1DS9', 'H1DS15', 'H2WP14', 'H1PF16', 'H1RF14', 'H2DS10', 'S62R', 'H1PF8', 'H2PF22', 'H1ED15', 'H2PF9', 'H1PF31', 'H2WP7', 'H2TO30', 'H1GH22', 'H1WP5', 'H2PF21', 'H2DS11', 'PC40', 'H2GH45', 'H1PF4', 'H2DS6', 'H1DS6', 'H1DS5', 'H2SE4', 'H1TO50', 'PA21', 'H1FS5', 'H1PF14', 'H2FS14', 'H2PF32', 'H2FS18', 'H2DS1', 'H1PF32', 'H1PF15', 'H1WP3', 'H1GH18', 'H2GH27', 'H1FS13', 'H2DS5', 'H2FS15', 'H2GH30', 'H2TO1', 'H2FS8', 'PA56', 'H1DS9', 'H1FS14', 'H1ED16', 'H2PF24', 'H1WP4', 'H1TO3', 'H1TO9', 'H2ED12'],40,44,53
37,0.7014218009478673,['H2FV3', 'H2FS9', 'H2PF10', 'H2PF30', 'H2FS1', 'H2ED13', 'H2TO26', 'H2PF7', 'H1PF16', 'H2WP3', 'H2FS2', 'H2GH31', 'H1DS9', 'H1DS15', 'H2WP14', 'H1PF16', 'H1RF14', 'H2DS10', 'S62R', 'H1PF8', 'H2PF22', 'H1ED15', 'H2PF9', 'H1PF31', 'H2WP7', 'H2TO30', 'H1GH22', 'H1WP5', 'H2PF21', 'H2DS11', 'PC40', 'H2GH45', 'H1PF4', 'H2DS6', 'H1DS6', 'H1DS5', 'H2SE4', 'H1TO50', 'PA21', 'H1FS5', 'H1PF14', 'H2FS14', 'H2PF32', 'H2FS18', 'H2DS1', 'H1PF32', 'H1PF15', 'H1WP3', 'H1GH18', 'H2GH27', 'H1FS13', 'H2DS5', 'H2FS15', 'H2GH30', 'H2TO1', 'H2FS8', 'PA56', 'H1DS9', 'H1FS14', 'H1ED16', 'H2PF24', 'H1WP4', 'H1TO3', 'H1TO9', 'H2ED12'],40,44,53
38,0.7014218009478673,['H2FV3', 'H2FS9', 'H2PF10', 'H2PF30', 'H2FS1', 'H2ED13', 'H2TO26', 'H2PF7', 'H1PF16', 'H2WP3', 'H2FS2', 'H2GH31', 'H1DS9', 'H1DS15', 'H2WP14', 'H1PF16', 'H1RF14', 'H2DS10', 'S62R', 'H1PF8', 'H2PF22', 'H1ED15', 'H2PF9', 'H1PF31', 'H2WP7', 'H2TO30', 'H1GH22', 'H1WP5', 'H2PF21', 'H2DS11', 'PC40', 'H2GH45', 'H1PF4', 'H2DS6', 'H1DS6', 'H1DS5', 'H2SE4', 'H1TO50', 'PA21', 'H1FS5', 'H1PF14', 'H2FS14', 'H2PF32', 'H2FS18', 'H2DS1', 'H1PF32', 'H1PF15', 'H1WP3', 'H1GH18', 'H2GH27', 'H1FS13', 'H2DS5', 'H2FS15', 'H2GH30', 'H2TO1', 'H2FS8', 'PA56', 'H1DS9', 'H1FS14', 'H1ED16', 'H2PF24', 'H1WP4', 'H1TO3', 'H1TO9', 'H2ED12'],40,44,53
39,0.7014218009478673,['H2FV3', 'H2FS9', 'H2PF10', 'H2PF30', 'H2FS1', 'H2ED13', 'H2TO26', 'H2PF7', 'H1PF16', 'H2WP3', 'H2FS2', 'H2GH31', 'H1DS9', 'H1DS15', 'H2WP14', 'H1PF16', 'H1RF14', 'H2DS10', 'S62R', 'H1PF8', 'H2PF22', 'H1ED15', 'H2PF9', 'H1PF31', 'H2WP7', 'H2TO30', 'H1GH22', 'H1WP5', 'H2PF21', 'H2DS11', 'PC40', 'H2GH45', 'H1PF4', 'H2DS6', 'H1DS6', 'H1DS5', 'H2SE4', 'H1TO50', 'PA21', 'H1FS5', 'H1PF14', 'H2FS14', 'H2PF32', 'H2FS18', 'H2DS1', 'H1PF32', 'H1PF15', 'H1WP3', 'H1GH18', 'H2GH27', 'H1FS13', 'H2DS5', 'H2FS15', 'H2GH30', 'H2TO1', 'H2FS8', 'PA56', 'H1DS9', 'H1FS14', 'H1ED16', 'H2PF24', 'H1WP4', 'H1TO3', 'H1TO9', 'H2ED12'],40,44,53
40,0.7014218009478673,['H2FV3', 'H2FS9', 'H2PF10', 'H2PF30', 'H2FS1', 'H2ED13', 'H2TO26', 'H2PF7', 'H1PF16', 'H2WP3', 'H2FS2', 'H2GH31', 'H1DS9', 'H1DS15', 'H2WP14', 'H1PF16', 'H1RF14', 'H2DS10', 'S62R', 'H1PF8', 'H2PF22', 'H1ED15', 'H2PF9', 'H1PF31', 'H2WP7', 'H2TO30', 'H1GH22', 'H1WP5', 'H2PF21', 'H2DS11', 'PC40', 'H2GH45', 'H1PF4', 'H2DS6', 'H1DS6', 'H1DS5', 'H2SE4', 'H1TO50', 'PA21', 'H1FS5', 'H1PF14', 'H2FS14', 'H2PF32', 'H2FS18', 'H2DS1', 'H1PF32', 'H1PF15', 'H1WP3', 'H1GH18', 'H2GH27', 'H1FS13', 'H2DS5', 'H2FS15', 'H2GH30', 'H2TO1', 'H2FS8', 'PA56', 'H1DS9', 'H1FS14', 'H1ED16', 'H2PF24', 'H1WP4', 'H1TO3', 'H1TO9', 'H2ED12'],40,44,53
41,0.7014218009478673,['H2FV3', 'H2FS9', 'H2PF10', 'H2PF30', 'H2FS1', 'H2ED13', 'H2TO26', 'H2PF7', 'H1PF16', 'H2WP3', 'H2FS2', 'H2GH31', 'H1DS9', 'H1DS15', 'H2WP14', 'H1PF16', 'H1RF14', 'H2DS10', 'S62R', 'H1PF8', 'H2PF22', 'H1ED15', 'H2PF9', 'H1PF31', 'H2WP7', 'H2TO30', 'H1GH22', 'H1WP5', 'H2PF21', 'H2DS11', 'PC40', 'H2GH45', 'H1PF4', 'H2DS6', 'H1DS6', 'H1DS5', 'H2SE4', 'H1TO50', 'PA21', 'H1FS5', 'H1PF14', 'H2FS14', 'H2PF32', 'H2FS18', 'H2DS1', 'H1PF32', 'H1PF15', 'H1WP3', 'H1GH18', 'H2GH27', 'H1FS13', 'H2DS5', 'H2FS15', 'H2GH30', 'H2TO1', 'H2FS8', 'PA56', 'H1DS9', 'H1FS14', 'H1ED16', 'H2PF24', 'H1WP4', 'H1TO3', 'H1TO9', 'H2ED12'],40,44,53
42,0.7014218009478673,['H2FV3', 'H2FS9', 'H2PF10', 'H2PF30', 'H2FS1', 'H2ED13', 'H2TO26', 'H2PF7', 'H1PF16', 'H2WP3', 'H2FS2', 'H2GH31', 'H1DS9', 'H1DS15', 'H2WP14', 'H1PF16', 'H1RF14', 'H2DS10', 'S62R', 'H1PF8', 'H2PF22', 'H1ED15', 'H2PF9', 'H1PF31', 'H2WP7', 'H2TO30', 'H1GH22', 'H1WP5', 'H2PF21', 'H2DS11', 'PC40', 'H2GH45', 'H1PF4', 'H2DS6', 'H1DS6', 'H1DS5', 'H2SE4', 'H1TO50', 'PA21', 'H1FS5', 'H1PF14', 'H2FS14', 'H2PF32', 'H2FS18', 'H2DS1', 'H1PF32', 'H1PF15', 'H1WP3', 'H1GH18', 'H2GH27', 'H1FS13', 'H2DS5', 'H2FS15', 'H2GH30', 'H2TO1', 'H2FS8', 'PA56', 'H1DS9', 'H1FS14', 'H1ED16', 'H2PF24', 'H1WP4', 'H1TO3', 'H1TO9', 'H2ED12'],40,44,53
43,0.7014218009478673,['H2FV3', 'H2FS9', 'H2PF10', 'H2PF30', 'H2FS1', 'H2ED13', 'H2TO26', 'H2PF7', 'H1PF16', 'H2WP3', 'H2FS2', 'H2GH31', 'H1DS9', 'H1DS15', 'H2WP14', 'H1PF16', 'H1RF14', 'H2DS10', 'S62R', 'H1PF8', 'H2PF22', 'H1ED15', 'H2PF9', 'H1PF31', 'H2WP7', 'H2TO30', 'H1GH22', 'H1WP5', 'H2PF21', 'H2DS11', 'PC40', 'H2GH45', 'H1PF4', 'H2DS6', 'H1DS6', 'H1DS5', 'H2SE4', 'H1TO50', 'PA21', 'H1FS5', 'H1PF14', 'H2FS14', 'H2PF32', 'H2FS18', 'H2DS1', 'H1PF32', 'H1PF15', 'H1WP3', 'H1GH18', 'H2GH27', 'H1FS13', 'H2DS5', 'H2FS15', 'H2GH30', 'H2TO1', 'H2FS8', 'PA56', 'H1DS9', 'H1FS14', 'H1ED16', 'H2PF24', 'H1WP4', 'H1TO3', 'H1TO9', 'H2ED12'],40,44,53
44,0.7014218009478673,['H2FV3', 'H2FS9', 'H2PF10', 'H2PF30', 'H2FS1', 'H2ED13', 'H2TO26', 'H2PF7', 'H1PF16', 'H2WP3', 'H2FS2', 'H2GH31', 'H1DS9', 'H1DS15', 'H2WP14', 'H1PF16', 'H1RF14', 'H2DS10', 'S62R', 'H1PF8', 'H2PF22', 'H1ED15', 'H2PF9', 'H1PF31', 'H2WP7', 'H2TO30', 'H1GH22', 'H1WP5', 'H2PF21', 'H2DS11', 'PC40', 'H2GH45', 'H1PF4', 'H2DS6', 'H1DS6', 'H1DS5', 'H2SE4', 'H1TO50', 'PA21', 'H1FS5', 'H1PF14', 'H2FS14', 'H2PF32', 'H2FS18', 'H2DS1', 'H1PF32', 'H1PF15', 'H1WP3', 'H1GH18', 'H2GH27', 'H1FS13', 'H2DS5', 'H2FS15', 'H2GH30', 'H2TO1', 'H2FS8', 'PA56', 'H1DS9', 'H1FS14', 'H1ED16', 'H2PF24', 'H1WP4', 'H1TO3', 'H1TO9', 'H2ED12'],40,44,53
45,0.7014218009478673,['H2FV3', 'H2FS9', 'H2PF10', 'H2PF30', 'H2FS1', 'H2ED13', 'H2TO26', 'H2PF7', 'H1PF16', 'H2WP3', 'H2FS2', 'H2GH31', 'H1DS9', 'H1DS15', 'H2WP14', 'H1PF16', 'H1RF14', 'H2DS10', 'S62R', 'H1PF8', 'H2PF22', 'H1ED15', 'H2PF9', 'H1PF31', 'H2WP7', 'H2TO30', 'H1GH22', 'H1WP5', 'H2PF21', 'H2DS11', 'PC40', 'H2GH45', 'H1PF4', 'H2DS6', 'H1DS6', 'H1DS5', 'H2SE4', 'H1TO50', 'PA21', 'H1FS5', 'H1PF14', 'H2FS14', 'H2PF32', 'H2FS18', 'H2DS1', 'H1PF32', 'H1PF15', 'H1WP3', 'H1GH18', 'H2GH27', 'H1FS13', 'H2DS5', 'H2FS15', 'H2GH30', 'H2TO1', 'H2FS8', 'PA56', 'H1DS9', 'H1FS14', 'H1ED16', 'H2PF24', 'H1WP4', 'H1TO3', 'H1TO9', 'H2ED12'],40,44,53
46,0.7014218009478673,['H2FV3', 'H2FS9', 'H2PF10', 'H2PF30', 'H2FS1', 'H2ED13', 'H2TO26', 'H2PF7', 'H1PF16', 'H2WP3', 'H2FS2', 'H2GH31', 'H1DS9', 'H1DS15', 'H2WP14', 'H1PF16', 'H1RF14', 'H2DS10', 'S62R', 'H1PF8', 'H2PF22', 'H1ED15', 'H2PF9', 'H1PF31', 'H2WP7', 'H2TO30', 'H1GH22', 'H1WP5', 'H2PF21', 'H2DS11', 'PC40', 'H2GH45', 'H1PF4', 'H2DS6', 'H1DS6', 'H1DS5', 'H2SE4', 'H1TO50', 'PA21', 'H1FS5', 'H1PF14', 'H2FS14', 'H2PF32', 'H2FS18', 'H2DS1', 'H1PF32', 'H1PF15', 'H1WP3', 'H1GH18', 'H2GH27', 'H1FS13', 'H2DS5', 'H2FS15', 'H2GH30', 'H2TO1', 'H2FS8', 'PA56', 'H1DS9', 'H1FS14', 'H1ED16', 'H2PF24', 'H1WP4', 'H1TO3', 'H1TO9', 'H2ED12'],40,44,53
47,0.7014218009478673,['H2FV3', 'H2FS9', 'H2PF10', 'H2PF30', 'H2FS1', 'H2ED13', 'H2TO26', 'H2PF7', 'H1PF16', 'H2WP3', 'H2FS2', 'H2GH31', 'H1DS9', 'H1DS15', 'H2WP14', 'H1PF16', 'H1RF14', 'H2DS10', 'S62R', 'H1PF8', 'H2PF22', 'H1ED15', 'H2PF9', 'H1PF31', 'H2WP7', 'H2TO30', 'H1GH22', 'H1WP5', 'H2PF21', 'H2DS11', 'PC40', 'H2GH45', 'H1PF4', 'H2DS6', 'H1DS6', 'H1DS5', 'H2SE4', 'H1TO50', 'PA21', 'H1FS5', 'H1PF14', 'H2FS14', 'H2PF32', 'H2FS18', 'H2DS1', 'H1PF32', 'H1PF15', 'H1WP3', 'H1GH18', 'H2GH27', 'H1FS13', 'H2DS5', 'H2FS15', 'H2GH30', 'H2TO1', 'H2FS8', 'PA56', 'H1DS9', 'H1FS14', 'H1ED16', 'H2PF24', 'H1WP4', 'H1TO3', 'H1TO9', 'H2ED12'],40,44,53
48,0.7014218009478673,['H2FV3', 'H2FS9', 'H2PF10', 'H2PF30', 'H2FS1', 'H2ED13', 'H2TO26', 'H2PF7', 'H1PF16', 'H2WP3', 'H2FS2', 'H2GH31', 'H1DS9', 'H1DS15', 'H2WP14', 'H1PF16', 'H1RF14', 'H2DS10', 'S62R', 'H1PF8', 'H2PF22', 'H1ED15', 'H2PF9', 'H1PF31', 'H2WP7', 'H2TO30', 'H1GH22', 'H1WP5', 'H2PF21', 'H2DS11', 'PC40', 'H2GH45', 'H1PF4', 'H2DS6', 'H1DS6', 'H1DS5', 'H2SE4', 'H1TO50', 'PA21', 'H1FS5', 'H1PF14', 'H2FS14', 'H2PF32', 'H2FS18', 'H2DS1', 'H1PF32', 'H1PF15', 'H1WP3', 'H1GH18', 'H2GH27', 'H1FS13', 'H2DS5', 'H2FS15', 'H2GH30', 'H2TO1', 'H2FS8', 'PA56', 'H1DS9', 'H1FS14', 'H1ED16', 'H2PF24', 'H1WP4', 'H1TO3', 'H1TO9', 'H2ED12'],40,44,53
49,0.7014218009478673,['H2FV3', 'H2FS9', 'H2PF10', 'H2PF30', 'H2FS1', 'H2ED13', 'H2TO26', 'H2PF7', 'H1PF16', 'H2WP3', 'H2FS2', 'H2GH31', 'H1DS9', 'H1DS15', 'H2WP14', 'H1PF16', 'H1RF14', 'H2DS10', 'S62R', 'H1PF8', 'H2PF22', 'H1ED15', 'H2PF9', 'H1PF31', 'H2WP7', 'H2TO30', 'H1GH22', 'H1WP5', 'H2PF21', 'H2DS11', 'PC40', 'H2GH45', 'H1PF4', 'H2DS6', 'H1DS6', 'H1DS5', 'H2SE4', 'H1TO50', 'PA21', 'H1FS5', 'H1PF14', 'H2FS14', 'H2PF32', 'H2FS18', 'H2DS1', 'H1PF32', 'H1PF15', 'H1WP3', 'H1GH18', 'H2GH27', 'H1FS13', 'H2DS5', 'H2FS15', 'H2GH30', 'H2TO1', 'H2FS8', 'PA56', 'H1DS9', 'H1FS14', 'H1ED16', 'H2PF24', 'H1WP4', 'H1TO3', 'H1TO9', 'H2ED12'],40,44,53
50,0.7014218009478673,['H2FV3', 'H2FS9', 'H2PF10', 'H2PF30', 'H2FS1', 'H2ED13', 'H2TO26', 'H2PF7', 'H1PF16', 'H2WP3', 'H2FS2', 'H2GH31', 'H1DS9', 'H1DS15', 'H2WP14', 'H1PF16', 'H1RF14', 'H2DS10', 'S62R', 'H1PF8', 'H2PF22', 'H1ED15', 'H2PF9', 'H1PF31', 'H2WP7', 'H2TO30', 'H1GH22', 'H1WP5', 'H2PF21', 'H2DS11', 'PC40', 'H2GH45', 'H1PF4', 'H2DS6', 'H1DS6', 'H1DS5', 'H2SE4', 'H1TO50', 'PA21', 'H1FS5', 'H1PF14', 'H2FS14', 'H2PF32', 'H2FS18', 'H2DS1', 'H1PF32', 'H1PF15', 'H1WP3', 'H1GH18', 'H2GH27', 'H1FS13', 'H2DS5', 'H2FS15', 'H2GH30', 'H2TO1', 'H2FS8', 'PA56', 'H1DS9', 'H1FS14', 'H1ED16', 'H2PF24', 'H1WP4', 'H1TO3', 'H1TO9', 'H2ED12'],40,44,53
51,0.7014218009478673,['H2FV3', 'H2FS9', 'H2PF10', 'H2PF30', 'H2FS1', 'H2ED13', 'H2TO26', 'H2PF7', 'H1PF16', 'H2WP3', 'H2FS2', 'H2GH31', 'H1DS9', 'H1DS15', 'H2WP14', 'H1PF16', 'H1RF14', 'H2DS10', 'S62R', 'H1PF8', 'H2PF22', 'H1ED15', 'H2PF9', 'H1PF31', 'H2WP7', 'H2TO30', 'H1GH22', 'H1WP5', 'H2PF21', 'H2DS11', 'PC40', 'H2GH45', 'H1PF4', 'H2DS6', 'H1DS6', 'H1DS5', 'H2SE4', 'H1TO50', 'PA21', 'H1FS5', 'H1PF14', 'H2FS14', 'H2PF32', 'H2FS18', 'H2DS1', 'H1PF32', 'H1PF15', 'H1WP3', 'H1GH18', 'H2GH27', 'H1FS13', 'H2DS5', 'H2FS15', 'H2GH30', 'H2TO1', 'H2FS8', 'PA56', 'H1DS9', 'H1FS14', 'H1ED16', 'H2PF24', 'H1WP4', 'H1TO3', 'H1TO9', 'H2ED12'],40,44,53
