AID	CLUSTER2	GSWGT4	GSWGT4_2	GSWGT134
98578330	157	5982.658306728	4411.304763975	5569.958369503
98578334	157	6109.825172329	4740.278833385	5929.769418441
98578346	159	 	5477.242384695	6627.945945586
98578348	159	8436.043546459	6220.30495102	7854.102465497
98578381	153	4700.806658175	3310.280748508	4207.111970656
98578397	158	 	6454.957614084	8656.75186101
98578432	157	4938.41172935	3919.200860506	4613.727397711
98578434	157	 	3919.200860506	 
98578438	157	6109.825172329	4740.278833385	5929.769418441
98578448	159	 	7482.120839767	10034.28176858
98578465	154	 	7029.296392029	9426.998326143
98578504	156	 	1092.647637794	1388.671023974
98578548	159	8436.043546459	6220.30495102	7854.102465497
98578582	153	 	3661.622694219	5055.832856159
98578665	154	 	3592.534326305	 
98578692	158	 	6454.957614084	 
98578723	151	8413.290961931	6527.411822939	8165.352370547
98578747	159	8131.668220486	6308.916156923	7892.029014697
98578767	154	4251.777811143	3369.363703949	3927.045996959
98578782	153	1006.379705716	820.349450438	937.310896603
98578828	151	 	5661.031803772	 
98578980	153	4700.806658175	3310.280748508	4207.111970656
98578996	158	4571.473215526	3622.709513559	4222.324493107
98579373	110	 	3077.147183397	3723.619253214
98579930	107	 	4240.096231304	5103.669404626
98579937	107	5915.340635239	4336.035310204	5328.009184184
98579938	107	7193.056350514	4722.475647774	6520.619281752
98579939	107	7953.264823492	5829.864961728	7163.588817078
98579940	109	3598.220096808	2639.24638429	3154.534545902
98579948	109	3868.901413192	3046.582622198	3663.99730461
98579954	102	12599.589466315	9681.355059726	12110.722845651
98579955	102	 	12465.218421147	 
98579957	102	 	9799.882643141	 
98579963	104	 	3253.566559523	3937.102244579
98579966	104	3209.218961516	2489.85728493	3114.643695741
98579968	104	3062.378421615	2328.721400313	2841.902664985
98579976	110	 	10608.020233108	12945.713886867
98579991	108	 	3956.805280672	5306.476591322
98579997	108	4666.074132563	3703.069480181	4359.295102352
98579998	108	 	3604.588041883	 
98606027	371	5691.883060412	4265.185860125	5205.10657089
98606129	371	 	4265.185860125	 
98606428	371	 	4102.330521679	5501.64067701
98606822	371	865.886086199	596.871744883	758.578034197
98606929	371	6019.534223326	4283.564574823	5813.080775466
98608876	360	8791.080853192	6729.711489373	8212.740696956
98619063	304	8979.680111127	6621.15461427	8360.237510838
98619068	304	 	3967.566938395	4624.261205411
98619360	304	6024.457876765	4674.047022685	5846.917885985
98619368	304	5713.119043377	3769.932124503	4928.105656264
98619466	304	7740.369446966	6636.311407275	7238.049303409
98619965	304	6024.457876765	4674.047022685	5846.917885985
98619967	304	8724.26654947	6429.598047366	7826.956076371
98636350	372	742.063134328	522.556549623	664.129142598
98646329	371	6019.534223326	4283.564574823	5813.080775466
98676254	372	4203.025295303	3330.729286854	3882.016980703
98676352	372	5750.861940287	4218.18042646	5041.740686024
98676426	371	550.790398313	414.70467799	511.860394295
98676651	372	5750.861940287	4218.18042646	5041.740686024
98676922	371	 	3635.822907624	 
98710078	250	7737.336750699	6311.788917295	7245.625906324
98710134	247	 	5470.284059612	 
98710135	247	9442.945719273	7180.221042996	8846.058389084
98710156	242	5309.4267254	4648.70826498	5116.406257038
98710195	248	6122.149940824	4994.188490377	5733.084864069
98710250	242	5309.4267254	4648.70826498	5116.406257038
98710282	243	 	4940.146666962	 
98710285	243	 	5142.518815819	 
98710286	243	 	1100.656784778	1438.793258748
98710291	248	7058.745616352	5558.438800215	6684.901513401
98710292	248	6122.149940824	4994.188490377	5733.084864069
98710293	248	6801.358422322	5171.612579033	6371.445470258
98710338	247	 	5470.284059612	 
98710650	242	 	7368.274219773	9077.740585504
98710672	250	7737.336750699	6311.788917295	7245.625906324
98710776	250	 	6311.788917295	 
98710855	242	 	7368.274219773	 
98710858	242	 	5743.585885212	 
98710913	245	3171.449967555	2560.351157016	2925.393607957
98710933	247	8713.31635331	6861.337456982	8251.843152138
98710977	250	10492.576869219	8262.423602431	9936.87077064
98710991	248	 	5171.612579033	6371.445470258
98711165	234	4920.779136241	4014.161489581	4608.061654499
98711177	240	 	3665.508666493	 
98712147	219	 	7986.687649919	 
98712214	215	4918.740663624	4012.498590669	4606.152727632
98712216	215	7680.769086917	6585.212224997	7182.31677701
98712218	215	8384.937978704	6602.754530529	7940.856298002
98712247	219	2804.259473837	2022.590335429	2674.849103607
98712941	219	1514.157989105	1211.022426184	1383.68413057
98712942	219	9201.94856211	7472.716161327	8578.313774207
98712976	220	5697.618659909	4647.87399997	5335.53271581
98713033	287	7017.993193993	5510.81655559	6586.751924419
98713204	286	 	850.119962674	1124.272464021
98713391	288	5738.906826556	4681.555123211	5374.197002957
98713806	286	 	548.236860857	716.662551403
98714018	265	 	11309.462989189	 
98714025	261	7287.476464575	6248.017426489	6814.547329998
98714084	263	8084.420056227	6366.110433796	7656.254355398
98714097	268	7651.364051473	6241.656060519	7165.116806511
98714146	269	 	4903.332853183	 
98714198	268	6374.44165673	4597.607392948	6080.275277868
98714242	269	 	3745.537864693	4299.694831551
98714282	263	9685.954418973	7364.999843075	9073.706541526
98714289	263	 	7364.999843075	 
98714312	265	20321.262963194	16577.218555846	19029.838576179
98714325	261	 	2695.358352795	3320.69127476
98714380	263	8084.420056227	6366.110433796	7656.254355398
98714481	263	9685.954418973	7364.999843075	9073.706541526
98714925	261	 	6489.593431078	 
98714928	261	7287.476464575	6248.017426489	6814.547329998
98714991	268	11078.40946675	8423.793924149	10378.144692819
98715023	221	 	1642.689016121	1807.956938008
98715097	228	6747.637067374	5130.763969422	6321.119834938
98715250	222	 	2851.963590739	3513.629496382
98715256	222	 	1540.274557831	 
98715258	222	1439.841246961	1134.501233576	1296.252917428
98715259	222	 	3180.06395865	 
98715263	224	11423.365662112	8686.091495954	10701.29625342
98715955	222	2947.160780415	2033.849986218	2658.675883294
98715960	224	 	4973.960866234	 
98715980	223	3079.547116068	2640.291758117	2879.696377672
98715983	223	5036.383857091	4108.466884236	4716.319649114
98715986	223	3079.547116068	2640.291758117	2879.696377672
98715994	228	5806.325728336	4978.132623942	5429.517567771
98716010	275	8048.601767353	6119.990678194	7539.850731025
98716054	272	5536.314576182	4359.594101133	5243.101210963
98716066	274	7365.463858315	5600.546710648	6899.893877433
98716117	275	6437.800387763	5055.225329775	6042.210774644
98716165	274	7365.463858315	5600.546710648	6899.893877433
98716167	274	4123.821240608	3364.03727045	3861.750751807
98716229	271	3388.305801753	2764.035183809	3172.977613197
98716251	272	3591.516321163	3079.235544874	3358.440754629
98716332	277	 	5663.756628666	 
98716386	273	 	6043.764733641	 
98716390	278	1702.782949842	1211.718457267	1644.382183618
98716423	271	3388.305801753	2764.035183809	3172.977613197
98716467	274	 	3759.088660265	 
98716827	271	3842.030393672	3294.017204646	3592.697429383
98716897	278	1107.167706588	833.615888454	1028.91281435
98716975	280	 	347.72863129	 
98716976	280	692.512996037	564.922530104	648.503518229
98716978	280	768.713890395	605.326972648	728.001394096
98717152	292	8139.668280487	6978.655712926	7611.435181643
98717163	294	7458.972819324	6084.711508925	6984.952114095
98717259	292	7442.695358921	6071.433051818	6969.70909281
98717263	294	 	1977.871799685	2615.709428531
98717358	292	 	6978.655712926	 
98717960	294	4315.896798814	3143.905278733	4266.487645151
98718108	256	1746.824253254	1152.681892011	1506.80117421
98718112	255	3411.420281544	2986.89453275	3287.400500393
98718119	255	9873.612833876	7507.691428904	9249.503093237
98718174	260	7815.854797548	6375.840586994	7319.154099899
98718202	256	9474.704397304	7204.369686341	8875.809605344
98718206	256	2305.772037127	1663.053038246	2199.365759186
98718248	259	9423.277360959	7165.265629246	8827.633265057
98718261	254	 	4576.096878758	 
98718269	254	6294.245581851	4836.413636645	6050.027579712
98718270	260	8312.133537312	7126.521155147	7772.70810803
98718293	258	4648.467524539	3985.427087274	4346.799898692
98718369	254	 	5034.665487144	 
98718821	251	8570.744475679	7348.244773392	8014.536193256
98718910	255	5586.055053809	4514.456816848	5182.376295175
98718912	255	1481.495780687	1297.13470708	1427.637045224
98718918	255	 	7177.880215009	8632.535867889
98718974	260	11602.587941445	8822.368418399	10869.189916555
98718987	253	5742.498218371	4635.990511589	5296.967555403
98718989	253	 	992.010557903	1133.44661226
98718998	258	4919.857858571	4013.409950599	4607.198924393
98719277	210	13025.141148485	10256.701951449	12335.305804767
98719932	207	2339.877388302	2048.697141257	2254.812794183
98719935	207	2339.877388302	2048.697141257	2254.812794183
99316152	472	 	4717.846130506	5673.955920247
99374970	470	3433.206211254	2943.506211089	3210.404360681
99374972	470	3260.18803103	2659.522177407	3053.001778032
99500010	145	1184.108863284	872.662932989	1062.32059853
99500087	143	 	5085.296120153	7042.50475328
99500115	145	6020.122569273	4770.706132637	5560.332474314
99500139	147	 	6263.074483381	7538.66418968
99500183	143	 	5860.653880044	7091.907641564
99500238	147	8084.456745307	5194.791252386	7172.775156808
99500257	142	 	3940.931726033	 
99500276	150	 	4794.215841227	5801.423639004
99500417	145	 	804.439348068	1114.0487788
99500530	147	5801.945113797	4347.660343323	5305.755988877
99500554	142	 	5002.40561778	 
99500813	145	 	8889.321355906	10624.878174978
99500857	142	5701.188786355	4201.654325961	5114.808673127
99503034	187	 	3906.236444293	 
99503707	186	4876.486167378	3864.420067321	4504.041916922
99503838	187	7814.563283302	5731.877799403	6850.973307659
99504049	169	6812.00144754	5022.819772934	6342.091179288
99504105	166	 	987.893608204	1368.110188105
99504144	169	6499.077372278	5157.769547352	6071.784406739
99504206	166	1681.825094492	1441.935702952	1572.681128084
99504222	161	10233.600487282	7506.209280606	8971.72640849
99504246	169	 	5157.769547352	 
99504420	161	13270.352593176	10068.716749014	13503.168830239
99504424	161	8056.694731801	6250.748331911	7819.264984981
99504506	166	 	708.535707978	 
99504520	161	8239.135464181	6538.706890138	7697.439401138
99504525	161	 	7273.718859902	 
99504720	161	8239.135464181	6538.706890138	7697.439401138
99504841	169	 	5762.684790478	 
99504849	169	6812.00144754	5022.819772934	6342.091179288
99504908	166	 	708.535707978	 
99504999	168	7470.342508184	5597.866101256	6831.470088799
99506026	171	 	2726.123244769	3298.849354892
99506149	179	2709.137328684	2030.079343654	2477.448739074
99506263	174	4643.590369214	3423.944886611	4323.262956947
99506266	174	6063.083595927	4447.190840936	5315.46324112
99506342	179	 	1952.565896544	2618.588605721
99506360	174	 	4745.718930074	6364.489689307
99506487	173	 	5049.652212376	6110.524157404
99506495	178	 	858.827660987	1033.743627058
99506681	173	 	4225.500655745	 
99506905	176	 	3525.846229453	 
99506935	177	4334.095411993	3439.605970325	4049.142890975
99506981	173	4617.415205509	3582.399650771	4481.340579412
99507018	195	8805.08369961	6598.048149301	8052.06265407
99507057	192	6396.3838989	4716.364752722	5955.144052296
99507059	192	4897.01456427	3669.554882745	4478.216157234
99507351	192	5521.024848958	4283.460899771	5358.320964088
99507353	192	 	3780.007715194	 
99507853	192	4847.136951587	3841.161988743	4476.934263252
99507857	192	 	4165.144441042	5585.88050411
99507859	192	5540.626949512	4397.128287059	5176.348947483
99507981	193	5989.403656505	4488.131522585	5477.182857992
99508077	160	18526.887392509	13660.774596521	17248.852634071
99508120	151	8413.290961931	6527.411822939	8165.352370547
99508271	160	 	13660.774596521	 
99508327	151	 	5661.031803772	7839.827306918
99508430	157	4835.344029951	3831.816570453	4466.04203234
99508525	151	 	716.814673981	 
99508537	157	4725.719570399	3541.195782951	4321.570511374
99508721	151	 	5661.031803772	7839.827306918
99508738	157	4938.41172935	3919.200860506	4613.727397711
99508928	151	6027.850084205	4516.941172758	5512.341302276
99540556	142	 	3940.042773745	 
99540851	142	 	4429.685617193	 
99540917	145	 	5028.724504761	6744.028825242
99543209	186	 	8150.22412326	 
99543509	186	4876.486167378	3864.420067321	4504.041916922
99543908	186	4876.486167378	3864.420067321	4504.041916922
99544087	163	 	8222.85604852	9950.38042505
99544202	166	1202.924950859	881.762418106	1083.487085745
99544305	166	 	4452.063167174	 
99544902	166	5510.053814446	4148.665444835	5120.60182365
99546678	180	 	4739.583404631	5735.313576458
99570022	141	3646.306814094	2674.517349187	3196.691836672
99570029	141	 	2240.672775097	 
99570091	148	6580.109708817	4826.4225895	5768.736440192
99570123	141	 	2863.440156166	 
99570170	150	 	1005.526524934	1364.566077904
99570176	150	7024.775888978	5574.972120149	6562.919974682
99570192	148	 	6229.449495076	8354.32263597
99570327	141	 	2182.55235519	2641.080678487
99570378	150	5957.58120917	4464.285521013	5448.081903534
99570390	148	5040.88564925	3777.364005108	4609.783218933
99570393	148	5521.856042781	4284.10577755	5359.127662737
99570398	148	 	5811.425030093	7032.336395028
99570450	142	 	4483.079230646	 
99570496	148	 	4466.01388269	 
99570679	150	5957.58120917	4464.285521013	5448.081903534
99570683	143	7439.941185194	5860.653880044	7091.907641564
99570695	148	 	6229.449495076	8354.32263597
99570725	141	2903.546824384	2300.944620661	2681.786876021
99570726	141	1466.592712496	1057.789506991	1398.912703683
99570879	150	6438.454298099	4747.385302935	5994.31232167
99570891	148	5040.88564925	3777.364005108	4609.783218933
99570896	148	 	3996.540043252	 
99570920	141	4038.844082905	3327.098959597	3628.778824406
99570975	150	 	7758.904985794	 
99570997	148	5420.149993532	3996.540043252	5046.253399845
99571065	134	5634.265961635	4471.441673022	5263.831502483
99571068	134	 	4763.393314958	 
99571111	135	6894.191061643	5242.200602108	6458.41017092
99571170	140	 	2837.061593442	3804.786909095
99571202	136	4022.824690386	2950.688182791	3526.78244146
99571215	135	5090.850451524	3734.070814363	4463.113201885
99571216	135	 	3047.810895907	3688.119760207
99571263	134	7198.021811878	5279.652864451	6310.455685539
99571273	140	 	7523.068117845	8991.876775954
99571301	136	2747.112056128	2025.579245725	2557.608842842
99571303	136	 	2742.856249689	 
99571314	135	3747.608291284	3057.138811639	3509.446285846
99571316	135	4009.136382977	3437.2878057	3748.958884056
99571353	132	 	13361.618517513	17919.283577512
99571356	132	 	8436.403233515	 
99571369	134	5868.968312543	4553.411182983	5696.010579015
99571375	140	5200.162037039	3896.717018837	4755.438103946
99571401	136	 	2573.135403791	 
99571415	135	 	4070.914865431	 
99571419	135	3413.062463233	2708.659803184	3188.664829854
99571500	136	4022.824690386	2950.688182791	3526.78244146
99571606	136	 	3216.097308411	 
99571660	134	5868.968312543	4553.411182983	5696.010579015
99571664	134	5634.265961635	4471.441673022	5263.831502483
99571762	134	 	1326.365293672	 
99571818	135	3747.608291284	3057.138811639	3509.446285846
99571916	135	3413.062463233	2708.659803184	3188.664829854
99571950	132	 	13361.618517513	17919.283577512
99572042	119	6891.088446304	5081.134461243	6415.722543157
99572110	115	5376.573849439	4171.389278053	5218.126916755
99572178	120	 	4814.520476282	 
99572214	115	 	4926.749903258	5961.801533096
99572216	115	 	4171.389278053	 
99572221	111	1843.804200136	1461.141015612	1702.982663945
99572228	111	2937.207367127	2411.523477919	2838.872600895
99572229	111	 	2372.311465038	 
99572263	114	5012.345087455	4297.402483045	4687.06321026
99572272	120	4540.967724391	2830.444030843	3841.099975107
99572277	120	6967.478092452	4477.059546008	6181.757827594
99572280	113	 	1697.973055913	 
99572283	113	1651.18373405	1174.99990652	1594.552678839
99572288	113	737.690848733	555.426976972	685.550673826
99572290	118	 	3275.397523006	 
99572317	115	4672.893799626	3708.481674726	4365.666398732
99572321	111	 	1741.1316361	 
99572326	111	2082.775016579	1673.870080613	1912.52235888
99572347	119	5800.153173121	4346.317560987	5304.117297061
99572367	114	 	4673.707195969	5655.597558899
