AID	PTNR_ID	H4TR25	H4TR26	H4TR27Y	H4TR28Y	TSDURATN	H4TR29
90573409	3	2	8	9998	9998	4	7
90573409	4	3	8	1998	1999	8	7
90573491	1	1	1	1999	2001	28	1
90573491	2	2	8	2003	9917	60	7
90573491	2	1	1	2004	9917	44	7
90573618	1	2	8	2001	9917	79	7
90573618	1	1	1	2007	9917	9	7
90573618	2	2	8	2000	2000	8	7
90573818	1	2	8	2005	9917	33	7
90573818	2	3	8	1999	2000	20	7
90573819	1	2	8	1999	2000	14	7
90573819	1	1	1	2002	9917	68	7
90573940	1	2	8	2001	9917	83	7
90573940	1	1	1	2004	9917	48	7
90573940	2	4	8	2008	9917	1	7
90573941	1	2	8	1999	9917	97	7
90573941	1	1	1	2000	9917	90	7
90573945	1	2	8	2000	2008	120	7
90573946	1	2	8	1997	9917	131	7
90573946	1	1	1	1998	9917	115	7
90573946	2	3	8	1993	1994	5	7
90573946	3	4	8	2007	9917	13	7
90573954	1	1	1	2007	9917	9	7
90573956	1	2	8	2003	2006	31	7
90573956	1	1	1	2004	2006	27	1
90573956	2	2	8	2007	9917	8	7
90573992	1	1	1	2005	9917	32	7
90573994	1	2	8	1999	9917	112	7
90573994	1	1	1	2001	9917	89	7
90574133	1	2	8	2001	9917	89	7
90574133	1	1	1	2005	9917	34	7
90574145	1	2	8	1996	2007	131	7
90574145	1	1	1	2002	2007	62	1
90574145	2	3	8	2001	9917	90	7
90574145	3	4	8	2008	9917	2	7
90574197	1	2	8	1998	9917	124	7
90574197	1	1	1	2006	9917	26	7
90574204	1	2	8	1999	2005	36	7
90574204	2	3	8	2001	2002	6	7
90574204	3	4	8	2007	9917	4	7
90574204	4	4	8	2007	9917	8	7
90574204	5	4	8	2004	9917	40	7
90574205	1	5	8	2002	2003	14	7
90574307	1	2	8	2002	9917	72	7
90574307	1	1	1	2006	9917	20	7
90574335	1	2	8	2007	9917	14	7
90574335	1	1	1	2007	9917	9	7
90574335	2	2	8	2002	2006	54	7
90574335	3	2	8	2001	2002	19	7
90574415	1	2	8	1999	2004	63	7
90574415	1	1	1	2001	2008	78	1
90574415	2	2	8	1996	1997	18	7
90574415	3	2	8	1998	1998	5	7
90574415	4	2	8	2005	9917	30	7
90574489	1	2	8	2000	9917	96	7
90574489	1	1	1	2002	9917	66	7
90574494	1	2	8	9998	9998	998	7
90574494	2	2	8	9998	9998	998	7
90574494	3	2	8	9998	9998	998	7
90574494	4	2	8	9998	9998	998	7
90574494	5	2	8	9998	9998	998	7
90574494	6	2	8	9998	9998	998	7
90574494	7	2	8	9998	9998	998	7
90574494	8	3	8	9998	9998	998	7
90574494	9	3	8	9998	9998	998	7
90574494	10	3	8	9998	9998	998	7
90574494	11	3	8	9998	9998	998	7
90574494	12	4	8	9998	9917	998	7
90574494	13	5	8	9998	9917	28	7
90574499	1	2	8	9998	9998	998	7
90574499	1	1	1	1993	9998	60	1
90574499	2	2	8	9998	9998	998	7
90574499	3	2	8	9998	9998	998	7
90574499	4	2	8	9998	9998	998	7
90574503	1	2	8	1998	9917	124	7
90574538	1	1	1	1998	2008	111	1
90574538	2	2	8	2005	2006	7	7
90574742	1	2	8	1999	2001	33	7
90574742	1	1	1	2000	2001	17	1
90574742	2	2	8	1998	1999	12	7
90574742	3	2	8	2007	9917	14	7
90574742	4	3	8	1994	1994	1	7
90574742	5	3	8	2006	2006	1	7
90574744	1	3	8	1998	2007	105	7
90574744	2	5	8	2007	2008	5	7
90574805	1	4	8	2006	9917	24	7
90574817	1	2	8	2004	9917	40	7
90574835	1	3	8	1996	1998	28	7
90574835	2	3	8	1999	2004	56	7
90574884	1	2	8	1997	9917	128	7
90574884	1	1	1	1999	9917	105	7
90574884	2	2	8	1996	1997	15	7
90574890	1	2	8	2003	2004	9	7
90574890	2	2	8	2005	2007	33	7
90574890	3	3	8	2000	2002	18	7
90574890	4	4	8	2008	9917	7	7
90574918	1	1	1	2000	9917	94	7
90574918	2	4	8	2007	9917	5	7
90574935	1	3	8	1997	1999	14	7
90574935	2	4	8	2003	9917	56	7
90574992	1	1	1	1998	9917	115	7
90575005	1	4	8	2000	9917	97	7
90575111	1	4	8	2007	9917	19	7
90575118	1	1	1	2000	9917	94	7
90575126	1	2	8	2001	2008	84	7
90575126	2	2	8	1999	2000	12	7
90575126	3	3	8	2000	2001	12	7
90575131	1	2	8	2002	2003	12	7
90575131	2	4	8	2007	9917	7	7
90575158	1	1	1	2001	2002	14	1
90575158	2	2	8	2003	2004	13	7
90575158	3	2	8	2004	2004	6	7
90575158	4	2	8	2005	2005	6	7
90575158	5	2	8	2005	2006	9	7
90575158	6	3	8	2007	2007	7	7
90575158	7	4	8	2007	9917	6	7
90575167	1	2	8	2000	9917	90	7
90575205	1	2	8	2002	9917	68	7
90575205	2	2	8	9998	2001	24	7
90575205	3	3	8	1997	1998	6	7
90575207	1	2	8	2001	2002	18	7
90575207	2	2	8	2003	2007	46	7
90575207	3	4	8	2008	9917	2	7
90575210	1	2	8	2006	9917	19	7
90575229	1	1	1	2000	2004	51	1
90575229	2	2	8	2007	9917	6	7
90575229	3	2	8	2006	2006	6	7
90575231	1	2	8	1998	2000	24	7
90575231	2	5	8	2007	2007	1	7
90575243	1	2	8	2002	2003	8	7
90575243	1	1	1	2003	9917	57	7
90575250	1	2	8	9998	1997	998	7
90575250	1	1	1	1995	1997	31	1
90575250	2	2	8	9998	9917	998	7
90575250	2	1	1	2007	9917	10	7
90575250	3	2	8	9998	9998	12	7
90575257	1	2	8	2005	9917	29	7
90575257	1	1	1	2006	9917	23	7
90575263	1	1	1	2003	9917	57	7
90575266	1	4	8	2008	9917	1	7
90575266	2	4	8	2007	9917	6	7
90575266	3	4	8	2007	9917	10	7
90575266	4	4	8	2008	9917	1	7
90575288	1	1	1	1998	2006	103	1
90575288	2	4	8	2007	9917	13	7
90575333	1	2	8	2005	9917	40	7
90575333	1	1	1	2007	9917	11	7
90575354	1	1	1	2005	9917	28	7
90575378	1	2	8	2000	9917	97	7
90575378	1	1	1	2002	9917	68	7
90575465	1	2	8	2005	2008	40	7
90575465	2	4	8	2008	9917	2	7
90575521	1	1	1	2004	9917	51	7
90575623	1	3	8	1995	1998	38	7
90575623	2	3	8	2003	9917	63	7
90575834	1	2	8	2004	9917	48	7
90575836	1	2	8	2000	2001	14	7
90575836	2	2	8	2003	2004	10	7
90575836	3	2	8	2006	9917	25	7
90575871	1	2	8	2007	9917	3	7
90575873	1	5	8	2007	2007	3	7
90575919	1	2	8	2006	9917	15	7
90575931	1	4	8	2006	9917	22	7
90575942	1	2	8	2007	2007	4	7
90575942	2	3	8	2006	2006	1	7
90575944	1	2	8	2005	2006	9	7
90575944	2	2	8	2004	2004	4	7
90575946	1	2	8	2008	9917	7	7
90575946	2	2	8	2006	2007	6	7
90575946	3	2	8	2002	2005	36	7
90575948	1	5	8	2007	9917	6	7
90575950	1	2	8	2006	9917	26	7
90575950	1	1	1	2006	9917	22	7
90575978	1	2	8	2006	9917	25	7
90575982	1	2	8	2003	9917	55	7
90575982	2	2	8	2001	2003	27	7
90575991	1	4	8	2006	9917	18	7
90576057	1	2	8	2003	9917	55	7
90576057	1	1	1	2007	9917	10	7
90576104	1	2	8	2004	9917	51	7
90576104	1	1	1	2004	9917	50	7
90576117	1	2	8	2005	9917	38	7
90576117	1	1	1	2006	9917	18	7
90576117	2	2	8	2001	2004	40	7
90576119	1	2	8	2000	2005	60	7
90576119	2	2	8	2005	2008	30	7
90576142	1	2	8	2000	2003	43	7
90576142	2	2	8	2005	2007	24	7
90576148	1	2	8	2004	9917	44	7
90576245	1	2	8	2000	9917	96	7
90576245	1	1	1	2001	9917	84	7
90576248	1	5	8	2005	2007	25	7
90576285	1	2	8	2004	9917	44	7
90576285	1	1	1	2005	9917	31	7
90576285	2	2	8	2001	2002	8	7
90576336	1	4	8	2007	9917	5	7
90576412	1	2	8	2004	2004	1	7
90576412	1	1	1	2004	2007	43	1
90576445	1	2	8	1998	2000	27	7
90576445	2	2	8	2001	2004	36	7
90576445	3	2	8	2006	9917	23	7
90576481	1	3	8	2007	9917	3	7
90576485	1	1	1	2008	9917	1	7
90576522	1	1	1	2002	9917	67	7
90576531	1	1	1	1999	9917	104	7
90576687	1	2	8	2002	2006	20	7
90576687	2	3	8	1998	1998	10	7
90576754	1	2	8	1996	9917	150	7
90576754	2	3	8	1992	1993	15	7
90576758	1	2	8	2005	9917	31	7
90576758	2	2	8	2001	2004	36	7
90576758	3	3	8	2000	2001	6	7
90576759	1	2	8	1997	9917	124	7
90576759	1	1	1	1999	9917	108	7
90576811	1	2	8	2005	2008	37	7
90576811	1	1	1	2005	2008	36	1
90576811	2	2	8	2000	2003	34	7
90576837	1	2	8	2005	2005	6	7
90576837	2	4	8	2008	9917	2	7
90576844	1	2	8	2002	2002	3	7
90576844	2	2	8	2006	2006	3	7
90576844	3	4	8	2007	9917	11	7
90576919	1	2	8	2007	9917	19	7
90576919	2	2	8	1999	2003	45	7
90576925	1	1	1	1997	2001	44	1
90576925	2	2	8	2003	9917	58	7
90576925	2	1	1	2006	9917	20	7
90576928	1	3	8	2000	2007	87	7
90576928	2	4	8	2007	9917	11	7
90576941	1	5	8	2003	2006	30	7
90576942	1	2	8	1996	9917	138	7
90576942	1	1	1	1999	9917	102	7
90576942	2	3	8	1994	1995	12	7
90576948	1	2	8	1998	2001	30	7
90576948	2	2	8	2002	2004	23	7
90576948	3	2	8	2004	9917	42	7
90576964	1	2	8	2000	2001	10	7
90576964	1	1	1	2002	9917	72	7
90577063	1	2	8	1998	2005	998	7
90577063	1	1	1	1998	9998	998	1
90577063	1	1	2	9998	9998	998	1
90577063	1	1	3	9998	2005	998	1
90577063	2	2	8	2008	2008	1	7
90577063	3	4	8	2007	9917	6	7
90577063	4	4	8	2008	9917	1	7
90577065	1	2	8	1995	9917	158	7
90577065	1	1	1	1995	9917	154	7
90577065	2	5	8	2008	2008	1	7
90577114	1	2	8	1995	9917	162	7
90577114	1	1	1	2001	9917	79	7
90577119	1	5	8	2002	2003	2	7
90577161	1	1	1	2007	9917	6	7
90577161	2	2	8	2003	2004	16	7
90577167	1	2	8	2002	9917	70	7
90577167	1	1	1	2004	9917	50	7
90577167	2	2	8	1999	2000	7	7
90577224	1	4	8	2007	9917	17	7
90577227	1	5	8	2007	2008	11	7
90577229	1	2	8	2004	9917	46	7
90577229	1	1	1	2006	9917	20	7
90577255	1	2	8	2005	2006	8	7
90577255	1	1	1	2007	9917	12	7
90577255	2	2	8	2002	2003	12	7
90577256	1	2	8	1999	2000	6	7
90577256	2	2	8	1999	1999	4	7
90577256	3	2	8	2005	9917	34	7
90577256	4	3	8	2001	2002	7	7
90577259	1	2	8	1999	9917	103	7
90577259	1	1	1	2000	9917	93	7
90577259	2	2	8	1996	1999	38	7
90577259	3	2	8	1995	1995	10	7
90577259	4	2	8	1995	1996	1	7
90577259	5	3	8	1996	1996	3	7
90577259	6	4	8	2007	9917	3	7
90577260	1	3	8	1993	1994	8	7
90577260	2	3	8	1995	1995	9	7
90577260	3	3	8	2005	9917	33	7
90577267	1	1	1	1994	1995	12	1
90577267	2	2	8	1996	9917	134	7
90577267	2	1	1	2003	9917	59	7
90577267	3	2	8	1995	1995	5	7
90577267	4	2	8	1995	1995	3	7
90577322	1	2	8	2004	9917	45	7
90577322	1	1	1	2007	9917	10	7
90577326	1	1	1	2004	9917	51	7
90577411	1	2	8	2005	9917	38	7
90577411	1	1	1	2006	9917	27	7
90577516	1	1	1	1995	9917	149	7
90577712	1	1	1	1996	9917	143	7
90577782	1	2	8	2005	2006	8	7
90577782	1	1	1	2005	2006	9	2
90577782	2	2	8	2007	9917	9	7
90577817	1	1	1	2002	9917	72	7
90577852	1	2	8	2001	9917	81	7
90577852	1	1	1	2003	9917	63	7
90577920	1	2	8	2005	9917	38	7
90577920	1	1	1	2005	9917	36	7
90577928	1	2	8	2000	2004	36	7
90577928	2	2	8	2006	2007	17	7
90577928	3	4	8	2008	9917	3	7
90577929	1	2	8	2007	2007	8	7
90577929	2	3	8	2007	2007	9	7
90577964	1	2	8	2000	9917	89	7
90577964	1	1	1	2001	9917	81	7
90578004	1	2	8	2005	2008	30	7
90578004	2	3	8	2000	2000	2	7
90578004	3	3	8	2006	2006	1	7
90578006	1	3	8	1996	2004	97	7
90578006	2	4	8	2006	9917	26	7
90578025	1	2	8	1999	2003	52	7
90578025	1	1	1	2003	9917	55	7
90578044	1	2	8	1997	2007	111	7
90578044	2	2	8	2007	9917	10	7
90578076	1	2	8	1996	2002	72	7
90578076	2	2	8	2002	2005	36	7
90578076	3	2	8	2007	2008	7	7
90578076	4	4	8	2008	9917	1	7
90578105	1	2	8	2000	2007	72	7
90578105	2	3	8	2001	2006	58	7
90578105	3	4	8	2005	9917	32	7
90578112	1	2	8	1999	2001	26	7
90578112	2	4	8	2006	9917	18	7
90578113	1	2	8	9996	9996	998	7
90578113	2	3	8	9998	9998	998	7
90578113	3	3	8	9998	9998	998	7
90578113	4	3	8	9998	9998	998	7
90578113	5	3	8	9998	9998	998	7
90578113	6	4	8	2007	9917	11	7
90578198	1	2	8	2003	9917	60	7
90578198	1	1	1	2003	9917	54	7
90578203	1	2	8	2005	2006	26	7
90578203	2	2	8	2007	9917	3	7
90578217	1	3	8	2001	9917	83	7
90578260	1	2	8	1998	9917	123	7
90578260	1	1	1	1998	9917	120	7
90578302	1	2	8	1998	1999	13	7
90578302	2	3	8	2002	9917	80	7
90578304	1	2	8	2006	9917	16	7
90578304	2	2	8	2006	2006	2	7
90578304	4	3	8	2005	2008	37	7
90578304	5	4	8	2007	9917	4	7
90578304	6	4	8	2001	9917	86	7
90578363	1	2	8	1995	2006	137	7
90578363	2	2	8	2007	2007	9	7
90578380	1	3	8	2000	2007	89	7
90578404	1	2	8	1998	9917	100	7
90578404	2	2	8	9998	9998	998	7
90578404	3	4	8	9998	9917	998	7
90578461	1	2	8	1999	2002	34	7
90578461	1	1	1	2000	2003	36	1
90578461	2	2	8	2002	9917	73	7
90578461	2	1	1	2005	9917	30	7
90578487	1	2	8	2002	2006	53	7
90578487	1	1	1	2003	9917	58	7
90578487	2	2	8	9998	9998	998	7
90578487	3	2	8	9998	9998	998	7
90578487	4	3	8	2007	9917	6	7
90578496	1	2	8	1997	9917	133	7
90578496	1	1	1	1997	9917	130	7
90578587	1	2	8	1998	1999	9	7
90578587	2	2	8	2002	2005	42	7
90578587	3	2	8	2006	9917	28	7
90578618	1	1	1	2002	9917	71	7
90578620	1	1	1	2005	9917	36	7
90578661	1	2	8	2002	9917	78	7
90578661	1	1	1	2005	9917	40	7
90578661	2	2	8	1999	2000	20	7
90578805	1	2	8	2005	9917	8	7
90578806	1	2	8	1998	9917	117	7
90578806	1	1	1	2000	9917	95	7
90578813	1	1	1	2000	9917	96	7
90578846	1	2	8	2000	9917	82	7
90578846	1	1	1	2004	9917	41	7
90578873	1	2	8	1999	9917	106	7
90578873	1	1	1	2001	9917	78	7
90578880	1	2	8	2000	2000	5	7
90578880	2	3	8	1998	1999	18	7
90578901	1	2	8	2000	2001	10	7
90578901	2	3	8	1998	1999	21	7
90578901	3	3	8	2001	2005	50	7
90578901	4	4	8	2006	9917	31	7
90578912	1	2	8	9996	9996	998	7
90578912	2	3	8	9996	9996	998	7
90578912	3	3	8	9996	9996	998	7
90578923	1	3	8	2002	2003	8	7
90578923	2	3	8	2003	2006	28	7
90578923	3	3	8	2007	9917	5	7
90578927	1	2	8	1998	9917	119	7
90578927	1	1	1	1999	9917	109	7
90578927	2	2	8	1996	1997	5	7
90578981	1	1	1	1995	9917	152	7
90578985	1	1	1	1999	9917	105	7
90578985	2	3	8	1993	1995	24	7
90578986	1	4	8	2006	9917	25	7
90578986	2	4	8	2007	9917	10	7
90578986	3	4	8	2008	9917	5	7
90578988	1	2	8	2000	9917	99	7
90578988	1	1	1	2001	9917	80	7
90578999	1	2	8	2007	9917	12	7
90579230	1	2	8	2004	2005	12	7
90579230	2	2	8	9998	9998	12	7
90579230	3	2	8	2005	2005	3	7
90579230	4	2	8	9998	9917	998	7
90579230	5	3	8	1999	9917	108	7
90579230	6	3	8	2005	9917	36	7
90579230	7	3	8	2001	2002	12	7
90579230	8	3	8	2004	9917	48	7
90579230	9	3	8	9998	9917	84	7
90579230	10	3	8	2005	9917	36	7
90579230	11	4	8	2008	9917	6	7
90579230	12	4	8	2007	9917	12	7
90579230	13	4	8	9998	9917	12	7
90579230	14	4	8	2006	9917	24	7
90579230	15	4	8	9998	9917	12	7
90579270	1	4	8	2007	9917	11	7
90579272	1	2	8	1998	2005	84	7
90579272	1	1	1	2001	2005	46	1
90579272	2	2	8	2005	9917	36	7
90579272	2	1	1	2007	9917	14	7
90579296	1	4	8	2006	9917	28	7
90579944	1	2	8	1995	9917	151	7
90579944	1	1	1	2001	9917	84	7
90579966	1	2	8	2006	2006	6	7
90579966	2	4	8	2007	9917	9	7
90579967	1	2	8	2000	2004	49	7
90579967	1	1	1	2001	2005	45	1
90579967	2	2	8	2006	9917	22	7
90579973	1	2	8	2004	9917	48	7
90579973	1	1	1	2006	9917	21	7
90579973	2	2	8	1997	2004	81	7
90579978	1	2	8	1999	9917	111	7
90579978	1	1	1	2000	9917	101	7
90579985	1	1	1	2001	9917	80	7
90579990	1	2	8	2000	9917	94	7
90579990	1	1	1	2001	9917	82	7
90579992	1	1	1	2006	9917	23	7
90579993	1	2	8	1998	9917	117	7
90579993	1	1	1	1999	9917	104	7
90579997	1	2	8	1999	9917	107	7
90579997	1	1	1	2001	9917	82	7
90579999	1	2	8	2001	9917	90	7
90579999	1	1	1	2004	9917	54	7
90579999	2	2	8	1996	2001	59	7
90579999	2	1	1	1997	2001	47	1
90593900	1	2	8	2004	2004	10	7
90593900	2	2	8	2005	2005	2	7
90593900	3	2	8	2005	2005	1	7
90593900	4	3	8	2004	2004	10	7
90593900	5	5	8	2007	9917	13	7
90606920	1	2	8	2006	2006	6	7
90606920	2	4	8	2007	9917	3	7
90608879	1	5	8	2003	2003	3	7
90608976	1	2	8	2005	9917	38	7
90614371	1	1	1	2003	9917	56	7
90614876	1	2	8	2000	9917	92	7
90614876	1	1	1	2003	9917	62	7
90614978	1	1	1	1999	2006	78	1
90614978	2	2	8	2003	2005	22	7
90614978	3	2	8	2005	9917	37	7
90619260	1	2	8	2002	2002	8	7
90619260	2	2	8	2004	2004	5	7
90619260	3	5	8	2005	2006	4	7
90619265	1	2	8	2002	2004	15	7
90619265	2	4	8	2007	9917	3	7
90619265	3	4	8	2007	9917	5	7
90619360	1	2	8	2004	2007	27	7
90619360	2	3	8	2008	9917	2	7
90619464	1	2	8	2001	2003	21	7
90619464	2	2	8	2005	2006	11	7
90619464	3	2	8	2007	2007	5	7
90619961	1	2	8	2002	9917	68	7
90619961	1	1	1	2004	9917	43	7
90646128	1	2	8	1996	1997	18	7
90646128	2	4	8	2005	9917	36	7
90676028	1	4	8	2000	9917	97	7
90676053	1	2	8	2006	9917	21	7
90676053	1	1	1	2006	9917	17	7
90676053	2	2	8	2006	9917	21	7
90676157	1	1	1	1998	2003	60	1
90676157	2	3	8	2003	2005	34	7
90676321	1	1	1	2002	9917	68	7
90676321	2	3	8	1994	1998	48	7
90676627	1	2	8	1998	9917	120	7
90676627	1	1	1	2002	9917	66	7
90676627	2	3	8	1995	1996	14	7
90676627	3	3	8	1996	1997	13	7
90676725	1	2	8	2005	2005	2	7
90676725	2	4	8	2007	9917	6	7
90676953	1	1	1	2000	9917	92	7
90678178	1	5	8	2004	2008	50	7
90678378	1	2	8	1996	1999	43	7
90678378	1	1	1	1999	9917	102	7
90678378	2	3	8	1994	1995	3	7
90678671	1	1	1	2002	9917	66	7
90678671	2	2	8	1999	2000	9	7
90678978	1	2	8	2002	2004	25	7
90710051	1	2	8	2002	2003	9	7
90710051	2	2	8	2004	9917	45	7
90710085	1	3	8	2002	2006	51	7
90710085	2	4	8	2008	9917	1	7
90710194	1	2	8	2004	9917	42	7
90710218	1	2	8	2002	2004	24	7
90710218	2	5	8	2007	9917	11	7
90710297	1	4	8	2007	9917	4	7
90710316	1	2	8	2006	9917	25	7
90710316	1	1	1	2006	9917	19	7
90710316	2	2	8	2003	2005	21	7
90710319	1	2	8	2003	9917	62	7
90710319	1	1	1	2007	9917	13	7
90710386	1	2	8	1998	9917	117	7
90710386	1	1	1	2006	9917	21	7
90710483	1	2	8	2006	2007	15	7
90710483	1	1	1	2006	9917	29	7
90710874	1	2	8	1999	2007	94	7
90710874	1	1	1	2004	9917	36	7
90710874	2	2	8	1999	2002	36	7
90710874	3	2	8	9996	9996	998	7
90710874	4	3	8	9996	9996	998	7
90710935	1	5	8	2003	2004	15	7
90710993	1	1	1	2002	2006	47	1
90710993	2	2	8	2006	9917	17	7
90710993	2	1	1	2006	9917	15	7
90710993	3	2	8	9998	2001	1	7
90711360	1	2	8	2002	9917	68	7
90712140	1	2	8	2002	9917	64	7
90712140	1	1	1	2004	9917	47	7
90712211	1	2	8	2006	2006	18	7
90712216	1	4	8	2007	9917	13	7
90712290	1	2	8	2000	9917	91	7
90712290	1	1	1	2001	9917	88	7
90712290	2	2	8	1996	2000	47	7
90712348	1	2	8	2001	9917	84	7
90712348	2	4	8	2007	9917	17	7
90712348	3	4	8	2007	9917	6	7
90712914	1	2	8	2002	2002	6	7
90712942	1	2	8	2004	2004	10	7
90712942	2	2	8	2007	2007	4	7
90712997	1	2	8	1998	2003	56	7
90712997	2	2	8	2006	2006	6	7
90712997	3	2	8	2007	2008	5	7
90713391	1	2	8	2003	2003	4	7
90713391	2	2	8	2005	2007	31	7
90713507	1	2	8	1998	2000	21	7
90713507	2	2	8	2003	2004	13	7
90713507	3	2	8	2003	2007	37	7
90713702	1	1	1	2001	2004	37	1
90713702	2	4	8	2006	9917	24	7
90713909	1	2	8	2002	9917	69	7
90713930	1	2	8	2004	2005	6	7
90713930	2	4	8	2006	9917	25	7
90713998	1	1	1	2004	9917	49	7
90714016	1	2	8	2001	2005	48	7
90714016	2	2	8	2005	2007	30	7
90714018	1	3	8	2004	9917	41	7
90714018	2	4	8	1999	9917	3	7
90714022	1	2	8	1998	2006	60	7
90714025	1	3	8	1998	2000	15	7
90714025	2	3	8	1999	2000	16	7
90714081	1	2	8	2004	9917	57	7
90714098	1	2	8	2001	2006	53	7
90714098	2	2	8	1998	2000	19	7
90714098	3	4	8	2008	9917	2	7
90714212	1	2	8	2000	9917	101	7
90714232	1	1	1	1999	9917	101	7
90714237	1	2	8	2000	2001	12	7
90714237	2	2	8	2008	2008	1	7
90714237	3	4	8	2006	9917	23	7
90714237	4	4	8	2008	9917	2	7
90714245	1	2	8	1998	9917	121	7
90714311	1	2	8	2002	9917	36	7
90714311	2	2	8	2001	2001	6	7
90714328	1	2	8	2004	9917	44	7
90714328	1	1	1	2006	9917	23	7
90714918	1	2	8	2004	2006	24	7
90714918	2	3	8	1996	1999	28	7
90714918	3	4	8	2008	9917	4	7
90714942	1	2	8	9998	9998	2	7
90714942	2	2	8	9998	9998	24	7
90714942	3	2	8	2004	2004	3	7
90714942	4	2	8	9998	9998	8	7
90714942	5	4	8	2006	9917	28	7
90715191	1	2	8	2000	2000	96	7
90715191	2	3	8	1996	1998	26	7
90715198	1	2	8	2007	9917	9	7
90715198	2	3	8	1998	2000	25	7
90715266	1	2	8	2000	2002	27	7
90715266	2	2	8	2005	2005	3	7
90715266	3	2	8	2007	9917	12	7
90715294	1	2	8	2002	2003	9	7
90715294	2	2	8	2003	2007	52	7
90715294	3	2	8	2007	9917	7	7
90715353	1	2	8	1997	9917	124	7
90715353	1	1	1	2000	9917	90	7
90715983	1	2	8	1999	9998	48	7
90715983	2	2	8	9998	9998	14	7
90715983	3	2	8	2006	9998	24	7
90715983	4	4	8	9998	9917	12	7
90715987	1	2	8	2002	2006	6	7
90715988	1	1	1	2002	9917	72	7
90715988	2	3	8	2000	2000	2	7
90715988	3	4	8	2007	9917	12	7
90715993	1	2	8	2002	2003	12	7
90715993	2	4	8	2008	9917	3	7
90716050	1	2	8	2002	2002	6	7
90716050	2	2	8	2006	9917	18	7
90716064	1	2	8	1999	2001	28	7
90716064	1	1	1	2001	9917	77	7
90716091	1	2	8	2001	2002	14	7
90716091	2	2	8	2003	2005	24	7
90716091	3	2	8	2006	9917	22	7
90716091	4	3	8	1999	2001	20	7
90716151	1	2	8	1999	2002	36	7
90716151	2	4	8	2006	9917	16	7
90716154	1	2	8	2002	2002	6	7
90716154	2	2	8	2003	2005	32	7
90716154	3	4	8	2008	9917	1	7
90716290	1	5	8	2007	2007	3	7
90716332	1	1	1	2002	2006	51	1
90716332	2	2	8	2007	2007	1	7
90716352	1	2	8	2000	9917	92	7
90716352	1	1	1	2004	9917	47	7
90716352	2	2	8	1997	1997	6	7
90716352	3	2	8	1997	1998	12	7
90716352	4	2	8	1998	1998	5	7
90716352	5	3	8	1995	1996	5	7
90716390	1	2	8	2004	2005	10	7
90716951	1	4	8	2007	9917	2	7
90716952	1	4	8	2007	9917	14	7
90716973	1	2	8	2000	2002	24	7
90716973	1	1	1	2002	2004	29	1
90716973	2	2	8	2007	9917	13	7
90716973	2	1	1	2007	9917	9	7
90716973	3	2	8	2003	2006	24	7
90716975	1	5	8	2005	2006	12	7
90716976	1	2	8	2004	9917	46	7
90716976	1	1	1	2008	9917	1	7
90716976	2	2	8	2001	2002	15	7
90716978	1	1	1	2005	9917	32	7
90716979	1	4	8	2008	9917	1	7
90716990	1	2	8	2000	2001	18	7
90716990	2	3	8	2003	2007	42	7
90716994	1	2	8	2002	9917	75	7
90716994	1	1	1	2003	9917	53	7
90716994	2	3	8	2000	2000	9	7
90717150	1	5	8	2007	2007	3	7
90717158	1	2	8	2007	9917	14	7
90717362	1	1	1	2004	9917	55	7
90718010	1	1	1	2003	2005	19	1
90718010	2	2	8	2005	9917	37	7
90718024	1	1	1	2005	9917	36	7
90718081	1	2	8	2007	9917	10	7
90718089	1	2	8	2004	2005	12	7
90718089	2	2	8	2006	2008	24	7
90718089	3	4	8	2007	9917	8	7
90718089	4	4	8	2007	9917	4	7
90718112	1	2	8	2007	9917	9	7
90718112	2	3	8	9998	9998	998	7
90718113	1	2	8	2000	9917	91	7
90718113	1	1	1	2006	9917	27	7
90718115	1	4	8	2005	9917	39	7
90718147	1	2	8	1998	1999	96	7
90718147	2	2	8	2002	2002	6	7
90718147	3	3	8	1994	1995	8	7
90718178	1	5	8	2004	2008	47	7
90718183	1	2	8	2002	2003	8	7
90718183	2	4	8	2007	9917	9	7
90718207	1	2	8	2004	9917	49	7
90718207	1	1	1	2005	9917	33	7
90718207	2	3	8	1998	2003	61	7
90718225	1	2	8	2006	9917	18	7
90718268	1	2	8	1998	1999	20	7
90718268	2	3	8	2006	2007	8	7
90718268	3	5	8	2007	9917	10	7
90718280	1	4	8	2007	9917	9	7
90718285	1	2	8	2001	2004	35	7
90718285	2	2	8	2005	2007	25	7
90718285	3	4	8	2008	9917	4	7
90718287	1	2	8	2000	2003	34	7
90718287	2	2	8	2004	9917	58	7
90718303	1	2	8	2006	9917	26	7
90718303	1	1	1	2006	9917	23	7
90718303	2	2	8	2004	2005	18	7
90718303	3	2	8	2002	2003	23	7
90718305	1	4	8	2002	9917	74	7
90718306	1	5	8	2002	2007	66	7
90718311	1	5	8	2007	2007	2	7
90718394	1	1	1	1998	9917	126	7
90718398	1	2	8	2005	2007	30	7
90718398	1	1	1	2005	2007	30	1
90718398	2	4	8	2007	9917	3	7
90718822	1	2	8	2001	9917	84	7
90718822	1	1	1	2003	9917	59	7
90718822	2	3	8	2005	2005	0	7
90718940	1	5	8	2007	9917	10	7
90718981	1	2	8	2005	9917	40	7
90718989	1	2	8	2001	9917	96	7
90718989	1	1	1	2008	9917	2	7
